unit	interaction_name	pathway_name	lr_class	n	mean	sd	se	median	wilcoxon_p
GSE131907	GZMA_F2R	PARs	other	4	0.0077869704209398705	0.010018422482646507	0.0050092112413232534	0.005033087911834107	0.25
GSE131907	HLA-A_CD8A	MHC-I	other	19	0.04806644496779242	0.04710932466288073	0.010807620289681337	0.031896256755210795	7.62939453125e-06
GSE131907	HLA-A_CD8B	MHC-I	other	16	0.049037359469967394	0.043737990110220254	0.010934497527555063	0.030751283601466672	6.103515625e-05
GSE131907	HLA-B_CD8A	MHC-I	other	19	0.056670659162603644	0.05457112642829301	0.012519475017690048	0.03964094393148698	3.814697265625e-06
GSE131907	HLA-B_CD8B	MHC-I	other	16	0.05674153996957518	0.051777905447927465	0.012944476361981866	0.04081710567116725	3.0517578125e-05
GSE131907	HLA-B_KIR3DL2	MHC-I	other	1	0.010392809027754087			0.010392809027754087	
GSE131907	HLA-C_CD8A	MHC-I	other	19	0.05930812859630462	0.06437282481981856	0.014768138847359785	0.0401025044837251	3.814697265625e-06
GSE131907	HLA-C_CD8B	MHC-I	other	16	0.05808945487701473	0.06013930061213194	0.015034825153032986	0.03584445677218581	3.0517578125e-05
GSE131907	HLA-DMA_CD4	MHC-II	other	9	0.00516685178107757	0.011730476745846307	0.003910158915282102	0.004655244765996923	0.09765625
GSE131907	HLA-DMB_CD4	MHC-II	other	9	0.0015270306199930478	0.006511907192059779	0.002170635730686593	0.000882718690878994	0.09765625
GSE131907	HLA-DPA1_CD4	MHC-II	other	9	0.006480176924404435	0.010424583188692724	0.003474861062897575	0.004795037456998752	0.0546875
GSE131907	HLA-DPB1_CD4	MHC-II	other	9	0.008523385200415535	0.008066641838908591	0.0026888806129695304	0.004571528772626668	0.01171875
GSE131907	HLA-DQA1_CD4	MHC-II	other	9	0.002979285397131871	0.0063539563844293035	0.0021179854614764345	0.0015011949600273902	0.09765625
GSE131907	HLA-DQA2_CD4	MHC-II	other	3	-0.0032879546154381788	0.01687160221750586	0.009740824081937296	0.0009138607222312357	1.0
GSE131907	HLA-DQB1_CD4	MHC-II	other	9	0.0047886058744688485	0.007014231470187027	0.0023380771567290087	0.004724048560584088	0.0546875
GSE131907	HLA-DRA_CD4	MHC-II	other	9	0.010579580486723025	0.015248500751132247	0.005082833583710749	0.009916213039143406	0.0546875
GSE131907	HLA-DRB1_CD4	MHC-II	other	9	0.010117630084862649	0.01014508799415662	0.003381695998052207	0.012077207342337248	0.01953125
GSE131907	HLA-DRB5_CD4	MHC-II	other	6	0.004696495445969512	0.006491977868402333	0.002650338866504486	0.0036144801973704297	0.09375
GSE131907	HLA-E_CD8A	MHC-I	inhibitory	19	0.09349204927556526	0.09004196732369613	0.020657044012714888	0.0579046202225994	3.814697265625e-06
GSE131907	HLA-E_CD8B	MHC-I	inhibitory	16	0.0897147574751947	0.08439682654573735	0.021099206636434338	0.05050626164105145	3.0517578125e-05
GSE131907	HLA-E_CD94:NKG2A	MHC-I	inhibitory	7	0.0657295901982349	0.03385225934551457	0.012794951363699101	0.08600738563078149	0.015625
GSE131907	HLA-E_CD94:NKG2C	MHC-I	inhibitory	4	0.07923239649640118	0.03654809767737917	0.018274048838689584	0.09486346718986466	0.125
GSE131907	HLA-E_KLRC1	MHC-I	inhibitory	8	0.046196912308978835	0.04153573811975093	0.01468510104303223	0.03094534592942579	0.0078125
GSE131907	HLA-E_KLRC2	MHC-I	inhibitory	4	0.06230417807522084	0.04200050456463802	0.02100025228231901	0.06531920487190115	0.125
GSE131907	HLA-F_CD8A	MHC-I	inhibitory	17	0.07842342817054708	0.12361912578078345	0.029982041937687377	0.01531961382058675	4.57763671875e-05
GSE131907	HLA-F_CD8B	MHC-I	inhibitory	15	0.06386364752483169	0.09371920738908172	0.02419819529584484	0.012043518746177328	0.0001220703125
GSE131907	HLA-F_KIR3DL2	MHC-I	inhibitory	1	0.005409482357770232			0.005409482357770232	
GSE131907	HLA-G_CD8A	MHC-I	inhibitory	5	-0.0190894008130655	0.04128159343395382	0.018461689827565943	-0.0022644379335193913	0.625
GSE131907	HLA-G_CD8B	MHC-I	inhibitory	4	-0.01732151765771143	0.043852533074969315	0.021926266537484657	0.0013173717635110954	1.0
GSE131907	ICAM1_ITGAL	ICAM	other	12	0.05015851797478707	0.07122588109691505	0.02056114081228609	0.021939302924291366	0.00048828125
GSE131907	ICAM1_SPN	ICAM	other	17	0.10488527425762358	0.09426229504428171	0.022861964645924097	0.08210446729939115	1.52587890625e-05
GSE131907	ICOSL_CTLA4	ICOS	other	1	0.00022110730300013777			0.00022110730300013777	
GSE131907	ICOSL_ICOS	ICOS	other	2	0.0008115173342614268	0.00022191674791962766	0.00015691883731283436	0.0008115173342614268	0.5
GSE131907	IGFBP3_TMEM219	IGFBP	other	14	0.07733990703213986	0.10082346477164011	0.026946204408782107	0.024278591406605553	0.0008544921875
GSE131907	LAMA2_CD44	LAMININ	other	1	0.02318023811985874			0.02318023811985874	
GSE131907	LAMA3_CD44	LAMININ	other	9	0.09667913314544244	0.09985234100856473	0.033284113669521574	0.07354910198066741	0.0078125
GSE131907	LAMA4_CD44	LAMININ	other	7	0.041788537704629265	0.04241333772966496	0.016030734843555192	0.023170320515876676	0.015625
GSE131907	LAMA5_CD44	LAMININ	other	21	0.13026358501032187	0.12402405045073762	0.027064266627882246	0.07841100790930904	2.384185791015625e-05
GSE131907	LAMB1_CD44	LAMININ	other	6	0.029367840725518818	0.09879799024045624	0.040334110616931686	0.0071729726501865545	0.3125
GSE131907	LAMB2_CD44	LAMININ	other	19	0.07922559302293596	0.09177934691904185	0.021055626227592866	0.04694469341000204	0.00041961669921875
GSE131907	LAMB3_CD44	LAMININ	other	20	0.16846808035344546	0.1650431200151454	0.03690476355725212	0.10365436462605392	1.9073486328125e-06
GSE131907	LAMC1_CD44	LAMININ	other	21	0.08790419029831549	0.0918080643366861	0.020034162106201896	0.059953651791844954	5.245208740234375e-05
GSE131907	LAMC2_CD44	LAMININ	other	17	0.10619345983574548	0.10685612144171285	0.025916416202824127	0.0806625575703309	1.52587890625e-05
GSE131907	LCK_CD8A_CD8B1	LCK	other	5	0.011315188519543653	0.017240991261170523	0.0077104056918914235	0.0036730134960286124	0.0625
GSE131907	LGALS9_CD44	GALECTIN	inhibitory	16	0.11317329262183581	0.07605223865913573	0.01901305966478393	0.1233482198361299	6.103515625e-05
GSE131907	LGALS9_CD45	GALECTIN	inhibitory	16	0.12754044239068016	0.08722227051990217	0.021805567629975542	0.1247727083225445	6.103515625e-05
GSE131907	LGALS9_HAVCR2	GALECTIN	inhibitory	9	0.01866231846480531	0.026446039638588457	0.008815346546196152	0.002367397904675779	0.0078125
GSE131907	LGALS9_P4HB	GALECTIN	inhibitory	16	0.05981841171856328	0.04492671023473034	0.011231677558682585	0.0600767376244508	6.103515625e-05
GSE131907	LPAR1_ADGRE5	ADGRE	other	8	0.011175381583148182	0.016480462198990766	0.0058267232889974655	0.0026822311821072	0.015625
GSE131907	LPAR2_ADGRE5	ADGRE	other	18	0.01989267821540823	0.022607351260214355	0.005328603793587938	0.00940032412987813	0.00014495849609375
GSE131907	LPAR3_ADGRE5	ADGRE	other	3	0.011425729676219132	0.0064458314919269	0.003721502547014963	0.008239319450560834	0.25
GSE131907	MDK_NCL	MK	other	21	0.0637991625535915	0.09875346837460143	0.021549773522192322	0.02714039192956119	0.00024127960205078125
GSE131907	MDK_SDC1	MK	other	1	0.0006512996454443032			0.0006512996454443032	
GSE131907	MDK_SDC4	MK	other	1	0.010265113102107384			0.010265113102107384	
GSE131907	MIF_CD74_CD44	MIF	other	21	-0.0025136565496431634	0.08592432197281509	0.018750224260865832	-0.009811880034231613	0.05950736999511719
GSE131907	MIF_CD74_CXCR4	MIF	other	21	0.0029739491057421737	0.0977902847381326	0.021339589621132263	-0.007371175683350439	0.05950736999511719
GSE131907	NRXN1_CLSTN1	NRXN	other	1	4.543754726637258e-05			4.543754726637258e-05	
GSE131907	PECAM1_CD38	PECAM2	other	1	-0.0016727790929946529			-0.0016727790929946529	
GSE131907	PECAM1_PECAM1	PECAM1	other	1	-0.00010374848024738241			-0.00010374848024738241	
GSE131907	PF4_CXCR3	CXCL	other	2	-0.003421439971916261	0.005331351557623687	0.0037698348392851714	-0.003421439971916261	1.0
GSE131907	PLAU_PLAUR	PLAU	other	1	0.0026593751517176856			0.0026593751517176856	
GSE131907	PPIA_BSG	CypA	other	21	-0.005269597641525443	0.02719181991697898	0.005933741573960191	-0.008907711480786173	0.026330947875976562
GSE131907	PRSS3_F2R	PARs	other	1	0.0027869464254766624			0.0027869464254766624	
GSE131907	PTN_NCL	PTN	other	4	0.022012885835565654	0.0367717963018881	0.01838589815094405	0.005195750081963347	0.125
GSE131907	PVR_CD226	PVR	barrier|inhibitory	3	0.005015835781813781	0.009136488713642256	0.005274954218269335	0.00022877280189066793	0.75
GSE131907	PVR_TIGIT	PVR	barrier|inhibitory	12	0.02826559782011881	0.032958342779566205	0.009514254037913254	0.017803380535271852	0.00244140625
GSE131907	Q9HDB5_CLSTN1	NRXN	other	1	7.5200102118382135e-06			7.5200102118382135e-06	
GSE131907	RETN_CAP1	RESISTIN	other	3	0.01544076105095471	0.0036209568062391304	0.0020905603868061695	0.015302735113471468	0.25
GSE131907	SELPLG_SELL	SELPLG	other	3	0.007200639712445473	0.010545187066413067	0.006088266591448545	0.0022715004831084427	0.25
GSE131907	SFTPD_ADGRE5	ADGRE	other	9	-0.01084863627553001	0.06722407691784961	0.022408025639283204	0.0032105893872396846	0.8203125
GSE131907	SIGLEC1_SPN	SN	other	1	0.005884061234681467			0.005884061234681467	
GSE131907	SPP1_CD44	SPP1	other	17	0.033393483151050646	0.10719763874125353	0.025999246314528948	0.021206265228504807	0.243499755859375
GSE131907	TGM2_ADGRG1	ADGRG	other	7	0.04561651150652344	0.04745919881263553	0.01793789106865793	0.021899840330875844	0.015625
GSE131907	THBS1_CD47	THBS	other	9	0.011697959633881032	0.0173866370781496	0.0057955456927165335	0.006164775983654336	0.078125
GSE131907	THBS1_SDC4	THBS	other	1	-0.0004385280902567271			-0.0004385280902567271	
GSE131907	THBS3_CD47	THBS	other	12	0.017830000584099507	0.01662208663490939	0.004798383096579109	0.012488373324813732	0.00244140625
GSE131907	THBS3_SDC4	THBS	other	1	0.0009495887921091711			0.0009495887921091711	
GSE131907	THY1_ADGRE5	ADGRE	other	1	0.0016923789673420064			0.0016923789673420064	
GSE131907	TNC_SDC4	TENASCIN	other	1	-0.0005190857020834824			-0.0005190857020834824	
GSE131907	TNFSF12_TNFRSF12A	TWEAK	other	3	0.0010103966547768757	0.00147001434918598	0.0008487131802151381	0.0017072884084801902	0.5
GSE131907	TNFSF14_TNFRSF14	LIGHT	other	3	0.005467612031635976	0.008725544872602188	0.005037695681023032	0.0020268169306150176	0.5
GSE131907	TNFSF15_TNFRSF25	VEGI	other	2	0.0050768175446068	0.004273500352248036	0.0030218210784776853	0.0050768175446068	0.5
GSE131907	TNFSF9_TNFRSF9	CD137	other	1	0.00013260281915017502			0.00013260281915017502	
GSE131907	TNF_TNFRSF1A	TNF	attack	2	0.005976320891444634	0.0014391295562092051	0.0010176182682015155	0.005976320891444634	0.5
GSE131907	TNF_TNFRSF1B	TNF	attack	5	0.010777118399361912	0.015714920474427765	0.0070279260883647455	0.004882223906146364	0.0625
GSE205335	AGRN_DAG1	AGRN	other	1	0.0010729002853876188			0.0010729002853876188	
GSE205335	APP_CD74	APP	other	20	0.2797650203637929	0.24023300888535323	0.05371773383069608	0.2707070059201186	1.9073486328125e-06
GSE205335	APP_SORL1	APP	other	16	0.15141184923652076	0.1586593384657234	0.03966483461643085	0.1166293987087699	3.0517578125e-05
GSE205335	APP_TNFRSF21	APP	other	1	0.007109657781097206			0.007109657781097206	
GSE205335	BAG6_NCR3-PS	BAG	other	7	0.016911100066126148	0.014174141435185805	0.005357321897908255	0.015405852363214512	0.03125
GSE205335	BTLA_TNFRSF14	BTLA	other	2	-0.046572231919714005	0.04975489801102188	0.035182025780838636	-0.046572231919714005	0.5
GSE205335	C1QL1_ADGRB3	ADGRB	other	1	-0.0032527367794065983			-0.0032527367794065983	
GSE205335	CADM1_CADM1	CADM	barrier	1	0.04408588820437698			0.04408588820437698	
GSE205335	CCL15_CCR1	CCL	other	1	0.008474974790803443			0.008474974790803443	
GSE205335	CCL20_CCR6	CCL	other	3	0.007687792569127396	0.0030587501146082077	0.0017659702020528475	0.00654436710105443	0.25
GSE205335	CCL3_CCR5	CCL	recruit	1	-0.012157499511930988			-0.012157499511930988	
GSE205335	CCL4_CCR5	CCL	recruit	2	-0.027708837770315548	0.03820963384842375	0.02701829120087547	-0.027708837770315548	0.5
GSE205335	CCL5_CCR1	CCL	recruit	2	-0.004388481891486035	0.0054933038498327915	0.0038843524033349347	-0.004388481891486035	0.5
GSE205335	CCL5_CCR4	CCL	recruit	4	-0.012986114496711772	0.020053147233222473	0.010026573616611236	-0.004989659762232445	0.25
GSE205335	CCL5_CCR5	CCL	recruit	3	-0.01418195538875205	0.02067878918311019	0.01193890450138419	-0.0033445967926536693	0.25
GSE205335	CD274_PDCD1	PD-L1	inhibitory	5	0.019890670863925618	0.03683627693569172	0.016473683853242865	0.0012135828203255544	0.0625
GSE205335	CD46_JAG1	CD46	other	1	0.004355267009263253			0.004355267009263253	
GSE205335	CD48_CD244A	CD48	other	1	-0.0027152039048443303			-0.0027152039048443303	
GSE205335	CD55_ADGRE5	ADGRE	other	19	0.19249116120503024	0.14363789202877353	0.03295279241140159	0.17918894523571413	3.814697265625e-06
GSE205335	CD70_CD27	CD70	other	3	-0.057473769747489994	0.09448425257825158	0.05455050866023414	-0.007413702831136661	0.5
GSE205335	CD80_CD28	CD80	inhibitory	1	-0.060258701519275			-0.060258701519275	
GSE205335	CD80_CTLA4	CD80	inhibitory	1	-0.03885923936221227			-0.03885923936221227	
GSE205335	CD86_CD28	CD86	inhibitory	1	-0.021173360787115184			-0.021173360787115184	
GSE205335	CD86_CTLA4	CD86	inhibitory	1	-0.013455399149722538			-0.013455399149722538	
GSE205335	CD99_CD99	CD99	other	19	0.12447500744491675	0.16067008678576386	0.03686024587100286	0.09277372826177088	0.0061798095703125
GSE205335	CDH1_CDH1	CDH	barrier|inhibitory	2	0.004880961342333176	0.00666450848842871	0.004712519145443249	0.004880961342333176	0.5
GSE205335	CDH1_KLRG1	CDH1	barrier|inhibitory	16	0.09187379547293605	0.0700925453486156	0.0175231363371539	0.07663249365780944	3.0517578125e-05
GSE205335	CDH2_CDH2	CDH	other	1	0.01589843351312359			0.01589843351312359	
GSE205335	CEACAM1_CEACAM6	CEACAM	barrier	1	0.02927767332511764			0.02927767332511764	
GSE205335	CEACAM5_CEACAM6	CEACAM	barrier	1	0.0461480873104735			0.0461480873104735	
GSE205335	CEACAM6_CEACAM6	CEACAM	barrier	2	0.029892289374331946	0.038144754418019546	0.026972414515677137	0.029892289374331946	0.5
GSE205335	CLDN3_CLDN3	CLDN	barrier	3	0.03063669254974596	0.007997487961113402	0.004617351827189614	0.03171720356494556	0.25
GSE205335	CLEC2B_KLRB1	CLEC	other	12	0.01461047528201289	0.04671799117090465	0.013486322389260182	0.01991718044319364	0.26611328125
GSE205335	CLEC2C_KLRB1	CLEC	other	4	-0.10195377685795337	0.16065042349786787	0.08032521174893394	-0.11604076447267972	0.625
GSE205335	CLEC2D_KLRB1	CLEC	other	13	-0.016553253561947208	0.06149747942950631	0.01705633195345207	-0.0008520946625076222	0.786865234375
GSE205335	CLEC2L_KLRB1	CLEC	other	2	0.017337665199528497	0.0032097369145493637	0.002269626738102641	0.017337665199528497	0.5
GSE205335	CNTN1_NOTCH1	CNTN	other	2	0.011146211277364646	0.006397856950709388	0.004523968034908095	0.011146211277364646	0.5
GSE205335	CNTN1_NOTCH2	CNTN	other	1	0.0266823087589724			0.0266823087589724	
GSE205335	COL1A1_CD44	COLLAGEN	other	13	0.1989785464257282	0.23836293163075734	0.06610998247420098	0.11105938273361851	0.000732421875
GSE205335	COL1A2_CD44	COLLAGEN	other	4	0.029379845540064328	0.027650135850277684	0.013825067925138842	0.03893579961730571	0.25
GSE205335	COL2A1_CD44	COLLAGEN	other	3	0.07736102531961461	0.12876812655973055	0.07434431253230424	0.04278312503228493	0.5
GSE205335	COL4A1_CD44	COLLAGEN	other	1	0.0047174646883426			0.0047174646883426	
GSE205335	COL4A2_CD44	COLLAGEN	other	5	0.04066659953507842	0.04235467954853357	0.018941588527148234	0.030938464881488593	0.125
GSE205335	COL4A3_CD44	COLLAGEN	other	2	0.04785492435489304	0.03777079601242312	0.026707985991198196	0.04785492435489304	0.5
GSE205335	COL4A4_CD44	COLLAGEN	other	9	0.061563537096457156	0.06722487466834366	0.022408291556114554	0.0376036596810223	0.0078125
GSE205335	COL4A5_CD44	COLLAGEN	other	5	0.14200987688237052	0.08436347625791515	0.03772849354617757	0.10532105349256321	0.0625
GSE205335	COL4A6_CD44	COLLAGEN	other	3	0.06693686501443434	0.04332611190409923	0.025014342370771544	0.07610874598189268	0.25
GSE205335	COL6A1_CD44	COLLAGEN	other	12	0.16628699289705293	0.13420095160155016	0.03874047776632946	0.15492771702380098	0.00048828125
GSE205335	COL6A2_CD44	COLLAGEN	other	10	0.13926632350474383	0.1374168699781137	0.04345502980620518	0.10209975621560549	0.001953125
GSE205335	COL6A3_CD44	COLLAGEN	other	2	0.022803531873245644	0.030199994821244018	0.02135462112990026	0.022803531873245644	0.5
GSE205335	COL9A1_CD44	COLLAGEN	other	1	0.026248191969262074			0.026248191969262074	
GSE205335	COL9A2_CD44	COLLAGEN	other	14	0.04421607142491058	0.09400470319181577	0.025123813720653528	0.028762796602149608	0.008544921875
GSE205335	COL9A3_CD44	COLLAGEN	other	7	0.013781438361461834	0.025677788011862636	0.009705291613946313	0.010662471148222084	0.21875
GSE205335	CX3CL1_CX3CR1	CX3C	other	3	0.034902021553069505	0.014944024920908766	0.008627936810863152	0.03476854998428943	0.25
GSE205335	CXCL10_CXCR3	CXCL	recruit	3	-0.06367870967437637	0.11839410056151345	0.06835486582965342	0.004328817281775386	1.0
GSE205335	CXCL11_CXCR3	CXCL	recruit	1	-0.0009957720263484902			-0.0009957720263484902	
GSE205335	CXCL13_CXCR3	CXCL	other	2	0.08044823839300062	0.11313763856550456	0.08000039143710093	0.08044823839300062	0.5
GSE205335	CXCL16_CXCR6	CXCL	recruit	11	0.06431031666922657	0.06850588410745218	0.020655301228726355	0.05061380645988563	0.0009765625
GSE205335	DLK1_NOTCH1	NOTCH	other	1	0.0018676284294524628			0.0018676284294524628	
GSE205335	DLL1_NOTCH1	NOTCH	other	3	0.009211247571679676	0.009997194780882498	0.005771883097883633	0.003684138295376228	0.25
GSE205335	DLL1_NOTCH2	NOTCH	other	3	0.01462845163580217	0.017908571954624312	0.01033951883880413	0.006103027699357253	0.25
GSE205335	DLL3_NOTCH1	NOTCH	other	3	0.0026378443373912246	0.0022518718111606477	0.00130011879635413	0.003490065894222171	0.25
GSE205335	DLL3_NOTCH2	NOTCH	other	2	0.0031006290829557587	0.004055141189144009	0.0028674178335126085	0.0031006290829557587	0.5
GSE205335	DLL4_NOTCH1	NOTCH	other	2	0.00110740913796596	0.00025770902161279826	0.00018222779675536018	0.00110740913796596	0.5
GSE205335	DLL4_NOTCH2	NOTCH	other	1	0.00010831430315412563			0.00010831430315412563	
GSE205335	EFNA1_EPHA1	EPHA	other	1	0.021963154236574217			0.021963154236574217	
GSE205335	EFNA1_EPHA4	EPHA	other	2	0.016051263612163285	0.0015710311187339206	0.0011108867575118433	0.016051263612163285	0.5
GSE205335	EFNA1_EPHA7	EPHA	other	1	0.00017548266611162167			0.00017548266611162167	
GSE205335	EFNA4_EPHA1	EPHA	other	1	0.0028485967991962223			0.0028485967991962223	
GSE205335	EFNA4_EPHA4	EPHA	other	1	0.001700610380167001			0.001700610380167001	
GSE205335	EFNA5_EPHA1	EPHA	other	1	0.0040528811532528864			0.0040528811532528864	
