unit	interaction_name	pathway_name	lr_class	n	mean	sd	se	median	wilcoxon_p
GSE131907	ANGPTL4_SDC1	ANGPTL	other	1	0.0025125090948496997			0.0025125090948496997	
GSE131907	ANGPTL4_SDC4	ANGPTL	other	1	0.0008241468143339145			0.0008241468143339145	
GSE131907	APP_CD74	APP	other	20	0.13766652906837104	0.17258847940258384	0.03859195720774997	0.06367451133040464	0.0004825592041015625
GSE131907	APP_SORL1	APP	other	12	0.06697842926728766	0.07992186647319774	0.02307145556121902	0.028058603552564232	0.00146484375
GSE131907	BAG6_NCR3-PS	BAG	other	9	0.021961856835076645	0.017446775283459934	0.0058155917611533115	0.017824470759975886	0.00390625
GSE131907	CADM1_CADM1	CADM	barrier	1	0.01060766723053573			0.01060766723053573	
GSE131907	CCL13_CCR1	CCL	other	1	0.0009278844089666886			0.0009278844089666886	
GSE131907	CCL15_CCR1	CCL	other	1	0.001969170353446972			0.001969170353446972	
GSE131907	CCL20_CCR6	CCL	other	3	0.004524903746449236	0.003469665545426161	0.002003212336649764	0.003430712244769797	0.25
GSE131907	CCL3L3_CCR1	CCL	other	2	0.009059016344772339	0.009537209893305157	0.006743825789155505	0.009059016344772339	0.5
GSE131907	CCL3_CCR1	CCL	recruit	2	0.01854090825551469	0.0008370429503807474	0.0005918787463586213	0.01854090825551469	0.5
GSE131907	CCL3_CCR5	CCL	recruit	3	0.010116046628452913	0.012899343515885911	0.007447439451266185	0.004577091230153471	0.25
GSE131907	CCL4_CCR5	CCL	recruit	3	-0.022141710920288424	0.043065450339408784	0.024863849346230125	0.002397450556081834	1.0
GSE131907	CCL5_CCR1	CCL	recruit	2	0.006970658757139736	0.006730677856010284	0.004759307953967004	0.006970658757139736	0.5
GSE131907	CCL5_CCR5	CCL	recruit	2	0.008478962177427978	0.011315568299047559	0.008001315077236056	0.008478962177427978	0.5
GSE131907	CCL7_CCR1	CCL	other	1	0.001979646008743379			0.001979646008743379	
GSE131907	CCL8_CCR1	CCL	other	1	-0.000896852115094573			-0.000896852115094573	
GSE131907	CD274_PDCD1	PD-L1	inhibitory	3	0.009213456233923738	0.015663215113094132	0.009043161461919913	0.0003332614169254608	0.25
GSE131907	CD48_CD244A	CD48	other	2	0.004151189422553612	0.0014300810907273715	0.0010112200368999787	0.004151189422553612	0.5
GSE131907	CD55_ADGRE5	ADGRE	other	19	0.10139341576937463	0.0943839626560026	0.02165316605833853	0.08088200352582718	3.814697265625e-05
GSE131907	CD70_CD27	CD70	other	2	-0.023739711331573963	0.03783392360097552	0.02675262393714355	-0.023739711331573963	1.0
GSE131907	CD86_CD28	CD86	inhibitory	1	0.00013214603698328723			0.00013214603698328723	
GSE131907	CD86_CTLA4	CD86	inhibitory	2	0.0009462382213700889	0.00018398349549377332	0.00013009597729005172	0.0009462382213700889	0.5
GSE131907	CD99_CD99	CD99	other	20	0.10193780878787653	0.15558094198789862	0.034788956228839256	0.058267132076042144	0.0023250579833984375
GSE131907	CDH1_CDH1	CDH	barrier|inhibitory	1	-0.020919413717509293			-0.020919413717509293	
GSE131907	CDH1_KLRG1	CDH1	barrier|inhibitory	10	0.08785820742072367	0.09908538012967713	0.03133354840333698	0.05083190593796942	0.001953125
GSE131907	CEACAM1_CEACAM6	CEACAM	barrier	1	0.0002161124924095936			0.0002161124924095936	
GSE131907	CEACAM5_CEACAM6	CEACAM	barrier	1	0.0009147159473624755			0.0009147159473624755	
GSE131907	CEACAM6_CEACAM6	CEACAM	barrier	1	0.00377522173451628			0.00377522173451628	
GSE131907	CLDN3_CLDN3	CLDN	barrier	2	0.08101171078123431	0.03962333146982319	0.02801792637551431	0.08101171078123431	0.5
GSE131907	CLEC2B_KLRB1	CLEC	other	16	0.08573280840279239	0.09605688527792482	0.024014221319481204	0.06443386634223221	9.1552734375e-05
GSE131907	CLEC2C_KLRB1	CLEC	other	9	0.057341322026435396	0.08126636836409139	0.02708878945469713	0.018709662702194558	0.0390625
GSE131907	CLEC2D_KLRB1	CLEC	other	12	0.03246633399903033	0.03504086706199162	0.010115427015439375	0.028553185891930507	0.0068359375
GSE131907	CLEC2L_KLRB1	CLEC	other	1	0.022154572880532408			0.022154572880532408	
GSE131907	COL1A1_CD44	COLLAGEN	other	18	0.15292924607848177	0.17612985842689238	0.04151420575436073	0.08985531180849782	0.00041961669921875
GSE131907	COL1A1_SDC1	COLLAGEN	other	1	-0.001698147136649347			-0.001698147136649347	
GSE131907	COL1A1_SDC4	COLLAGEN	other	1	0.0045409330959087155			0.0045409330959087155	
GSE131907	COL1A2_CD44	COLLAGEN	other	5	0.14502749152207017	0.24279304893134976	0.10858035237498614	0.021771543371684382	0.0625
GSE131907	COL2A1_CD44	COLLAGEN	other	3	0.09682174589678127	0.17221495308108808	0.09942834951984499	0.009771584615097651	0.75
GSE131907	COL4A1_CD44	COLLAGEN	other	3	0.010452385251045122	0.011608317238267767	0.006702065082352469	0.012520370072143596	0.5
GSE131907	COL4A1_SDC4	COLLAGEN	other	1	-2.861713257445441e-05			-2.861713257445441e-05	
GSE131907	COL4A2_CD44	COLLAGEN	other	3	0.01823778594789881	0.08310081793735268	0.04797827960600865	0.014147712902606467	0.75
GSE131907	COL4A2_SDC4	COLLAGEN	other	1	-0.0010076466254629836			-0.0010076466254629836	
GSE131907	COL4A3_CD44	COLLAGEN	other	2	-0.041161528081521515	0.043044077853411175	0.03043675934006873	-0.041161528081521515	0.5
GSE131907	COL4A4_CD44	COLLAGEN	other	6	0.032287872613232745	0.03989811231981572	0.01628833614729996	0.02188461415753301	0.15625
GSE131907	COL4A4_SDC4	COLLAGEN	other	1	-0.0002857670097442314			-0.0002857670097442314	
GSE131907	COL6A1_CD44	COLLAGEN	other	13	0.07595940667336387	0.08803624383807471	0.02441686086595608	0.04279456072673066	0.000732421875
GSE131907	COL6A1_SDC1	COLLAGEN	other	1	-0.002426730805824971			-0.002426730805824971	
GSE131907	COL6A1_SDC4	COLLAGEN	other	1	4.004248042302079e-05			4.004248042302079e-05	
GSE131907	COL6A2_CD44	COLLAGEN	other	10	0.1671718614808956	0.1358753828751766	0.04296756878329961	0.1244532999172808	0.001953125
GSE131907	COL6A2_SDC1	COLLAGEN	other	1	0.004128020127700454			0.004128020127700454	
GSE131907	COL9A1_CD44	COLLAGEN	other	1	0.03685361463216747			0.03685361463216747	
GSE131907	COL9A2_CD44	COLLAGEN	other	9	0.05848146807933303	0.11332249537739708	0.03777416512579903	0.023788286636875444	0.02734375
GSE131907	COL9A2_SDC4	COLLAGEN	other	1	0.00021468860855466753			0.00021468860855466753	
GSE131907	COL9A3_CD44	COLLAGEN	other	4	0.0008233202089916345	0.01682612495898484	0.00841306247949242	-0.0011883167313416843	1.0
GSE131907	COMP_CD47	THBS	other	1	0.08170682344817963			0.08170682344817963	
GSE131907	CX3CL1_CX3CR1	CX3C	other	4	0.009126800948062558	0.012923713461301018	0.006461856730650509	0.003893924727139161	0.125
GSE131907	CXCL10_CXCR3	CXCL	recruit	5	0.0020421264598337848	0.01140152068400398	0.00509891505926056	-0.0013762259899164284	0.8125
GSE131907	CXCL12_CXCR4	CXCL	other	2	0.02874954851803638	0.023665081608184407	0.01673373968248024	0.02874954851803638	0.5
GSE131907	CXCL16_CXCR6	CXCL	recruit	11	0.01685148390071657	0.01910428016848969	0.005760157200791631	0.011829595802605189	0.005859375
GSE131907	FN1_CD44	FN1	other	17	0.1065901933224477	0.07837194297490142	0.01900798817472956	0.10032624929005193	1.52587890625e-05
GSE131907	FN1_SDC1	FN1	other	1	0.012661260559585857			0.012661260559585857	
GSE131907	FN1_SDC4	FN1	other	1	0.0015968413611196879			0.0015968413611196879	
GSE131907	GDF15_TGFBR2	GDF	other	2	0.010827150650688781	0.0036849688921491066	0.002605666492100113	0.010827150650688781	0.5
