interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
DLL4_NOTCH1	NOTCH	DLL4	NOTCH1	other	median	1	3	0.0005770924933962873	0.0006248219134275584	4.772942003127109e-05	1.1796155082632932e-33	0.25	0.0	GSE205335
SIRPG_CD47	SIRP	SIRPG	CD47	other	median	1	3	-0.32293500250291335	-0.33191681220896885	0.028469592270751586	8.019980329347823e-30	0.25	0.0	GSE205335
EFNA1_EPHA4	EPHA	EFNA1	EPHA4	other	median	1	3	0.008838041557486312	0.0077597029274643105	0.0010783386300220006	2.4856021770537067e-16	0.5	0.0	GSE205335
RETN_CAP1	RESISTIN	RETN	CAP1	other	median	1	4	0.01835442244399773	0.01569902351441537	0.0026734099666933446	6.623683623505389e-12	0.125	0.0	GSE131907
LGALS9_CD44	GALECTIN	LGALS9	CD44	inhibitory	median	4	72	0.057092567934937964	0.05299105450581584	0.009455409755079665	1.5595390168740586e-09	6.627923631624241e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	median	4	70	0.028322840867206697	0.018263944098958047	0.004741061913447039	2.315845777690497e-09	6.069714401878226e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
CX3CL1_CX3CR1	CX3C	CX3CL1	CX3CR1	other	median	4	12	0.023767003942267495	0.02563298442916711	0.004193691224659326	1.4504551786026179e-08	0.0048828125	39.028656420837954	GSE131907+GSE205335+GSE207422+GSE325414
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	inhibitory	median	4	71	0.07137540279527467	0.06316154340856683	0.01372419333956737	1.9854008573504738e-07	7.399333070661209e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
LTA_TNFRSF14	LT	LTA	TNFRSF14	attack	median	1	3	-0.09084154847079333	-0.1050998114438801	0.01890795299679312	1.5520890494594077e-06	0.25	0.0	GSE205335
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	median	2	16	0.017004028755367044	0.013457290440145722	0.0036932280856457004	4.142332748293895e-06	6.103515625e-05	0.0	GSE131907+GSE205335
