interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
LGALS9_CD44	GALECTIN	LGALS9	CD44	inhibitory	median	4	72	0.0570925679349379	0.0529910545058158	0.0094554097550796	1.5595390168740584e-09	6.627923631624241e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	median	4	70	0.0283228408672066	0.018263944098958	0.004741061913447	2.315845777690497e-09	6.069714401878226e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	inhibitory	median	4	71	0.0713754027952746	0.0631615434085668	0.0137241933395673	1.9854008573504738e-07	7.399333070661209e-07	0.0	GSE131907+GSE205335+GSE207422+GSE325414
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	median	2	16	0.017004028755367	0.0134572904401457	0.0036932280856457	4.142332748293895e-06	6.103515625e-05	0.0	GSE131907+GSE205335
COL1A2_CD44	COLLAGEN	COL1A2	CD44	other	median	4	19	0.031984264766371	0.0376769776004445	0.0071478809090918	7.653660762729349e-06	0.0014114379882812	0.0	GSE131907+GSE205335+GSE207422+GSE325414
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	median	4	34	0.0869492449876044	0.0682336559228702	0.0199774688799415	1.3467653556205756e-05	1.9435537979006767e-06	8.616339538362068	GSE131907+GSE205335+GSE207422+GSE325414
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	median	4	69	0.0355405168209422	0.018973318652974	0.0083496274036412	2.0761559599191103e-05	1.648869599614615e-05	0.0	GSE131907+GSE205335+GSE207422+GSE325414
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	median	4	63	0.0554375518175069	0.0319702935025908	0.0133013762423671	3.075458989879945e-05	1.979248390225669e-08	51.1603512677809	GSE131907+GSE205335+GSE207422+GSE325414
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	median	4	51	0.0396292855226972	0.0261933204991537	0.0101688652143367	9.734349026762507e-05	1.383719454843149e-06	28.09116912030813	GSE131907+GSE205335+GSE207422+GSE325414
MDK_NCL	MK	MDK	NCL	other	median	4	80	0.070626673749941	0.0280251966545863	0.0186936089657029	0.0001580175577499	1.2468538299306441e-08	47.93408473010324	GSE131907+GSE205335+GSE207422+GSE325414
HLA-E_CD94:NKG2C	MHC-I	HLA-E	CD94:NKG2C	inhibitory	median	2	16	0.0778623089428708	0.065601166578396	0.0208845378745439	0.0001928312474159	3.0517578125e-05	21.462478858143083	GSE131907+GSE205335
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	median	2	16	0.0607970557316594	0.0479896998635054	0.0163166920182659	0.0001944922370926	3.0517578125e-05	0.0	GSE131907+GSE205335
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	median	4	52	0.0724036824178931	0.0515305612023123	0.0195889736808595	0.0002188981900723	8.755131176333537e-07	53.80391869298597	GSE131907+GSE205335+GSE207422+GSE325414
THBS3_CD47	THBS	THBS3	CD47	other	median	3	34	0.0130321027442039	0.0091103380930533	0.0035456841834714	0.0002373996385607	8.870847523212434e-08	59.4262389065925	GSE131907+GSE205335+GSE325414
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	median	3	15	0.0064205083894098	0.0027396680242932	0.0018374805421079	0.0004755002948494	6.103515625e-05	0.0	GSE131907+GSE205335+GSE207422
PPIA_BSG	CypA	PPIA	BSG	other	median	4	78	-0.0047938926605626	-0.0044095209021592	0.0014571072082678	0.0010018495256395	0.0016589101588079	0.0	GSE131907+GSE205335+GSE207422+GSE325414
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	median	4	36	0.0241724697447551	0.0292674317514253	0.0073549399161336	0.0010141826388688	9.60426405072212e-10	89.31882167095486	GSE131907+GSE205335+GSE207422+GSE325414
APP_SORL1	APP	APP	SORL1	other	median	5	62	0.036446070117124	0.0186196598231293	0.0111169824109091	0.0010439218988534	6.690035897818668e-10	65.39667338853754	GSE131907+GSE205335+GSE207422+GSE291670+GSE325414
CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	median	5	78	0.0464522922490016	0.0413244345447817	0.0141998286104129	0.0010704380507702	1.6038806686521213e-12	93.86812872155453	GSE131907+GSE205335+GSE207422+GSE291670+GSE325414
LAMB3_CD44	LAMININ	LAMB3	CD44	other	median	5	76	0.1033570664662109	0.0780348192607155	0.032036687357796	0.0012544148193699	1.2962800453311823e-09	86.22136189020111	GSE131907+GSE205335+GSE207422+GSE291670+GSE325414
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	median	5	38	0.0049945629802951	0.0057099755185344	0.0015897132260704	0.0016791198154023	0.0001159445814396	16.38361664344164	GSE131907+GSE205335+GSE207422+GSE291670+GSE325414
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	median	4	67	0.0751673620340549	0.0453892510229288	0.0246601075631453	0.0023026567699059	1.0026195798604312e-06	62.614616913812505	GSE131907+GSE205335+GSE207422+GSE325414
ICAM1_SPN	ICAM	ICAM1	SPN	other	median	4	69	0.0667263759358899	0.0325376084948428	0.0219453801320602	0.0023613395867725	9.748609884384972e-10	84.54184320553534	GSE131907+GSE205335+GSE207422+GSE325414
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	inhibitory	median	4	33	0.0071950460935179	0.0092937159443123	0.0023999423313776	0.0027175061990696	0.0001586103831762	0.0	GSE131907+GSE205335+GSE207422+GSE325414
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	median	4	61	0.0142850127720753	0.0095538479730358	0.0048756961018531	0.0033913583605403	5.051362634745536e-07	56.850763383846726	GSE131907+GSE205335+GSE207422+GSE325414
LAMC1_CD44	LAMININ	LAMC1	CD44	other	median	5	79	0.055509669131302	0.0383568072604869	0.0193824575272426	0.0041844312448058	1.4103413430309197e-06	79.31321856117218	GSE131907+GSE205335+GSE207422+GSE291670+GSE325414
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	median	4	55	0.0351510997617167	0.0312063299433326	0.0123283061765397	0.0043547529287436	4.3660234318001124e-07	78.29016685722404	GSE131907+GSE205335+GSE207422+GSE325414
