cohort	predictor	endpoint	test	n	rho	p	ci95_lo	ci95_hi	partial_n	partial_rho	partial_p	partial_ci95_lo	partial_ci95_hi
CPTAC_LUAD	CLDN4_protein	ImmuneScore	spearman	79	-0.16772151898734178	0.13955015774719456	-0.38207734176402114	0.0691594642531095	77	-0.10936431989063568	0.34373290853494826	-0.3540756716179302	0.1316242073874967
CPTAC_LUAD	CLDN4_protein	CD8_CIBERSORT	spearman	79	-0.05856864654333009	0.6081524313478166	-0.2954939659277346	0.18743943675141525	77	-0.03588516746411483	0.7566823245400973	-0.2835272375585052	0.22716063826911176
CPTAC_LUAD	CLDN4_protein	CD8_xCell	spearman	79	-0.194762536785242	0.08543101493418208	-0.41304824938895646	0.05314249877417288	77	-0.15204632240668584	0.18681229923675535	-0.39498312542791325	0.08366385612469107
CPTAC_LUAD	CLDN4_protein	Immune_xCell	spearman	79	-0.18765822784810127	0.09770044779855329	-0.39300921094658464	0.031381945566961084	77	-0.09148745990851252	0.42875152301013425	-0.32253229939459543	0.14428181601747242
CPTAC_LUAD	CLDN4_protein	StromalScore	spearman	79	-0.07714216163583251	0.4992097288188081	-0.307588692912254	0.14618240511170014	77	-0.03614806246385194	0.7549555757971795	-0.2534782183114186	0.19270857861425816
CPTAC_LUAD	CLDN4_protein	CD8_RNA	spearman	79	-0.1255842259006816	0.27011481265103293	-0.3501126687994849	0.12137933286422668	77	-0.10657763289342236	0.35624208059220835	-0.3449579581464026	0.145607670707131
CPTAC_LUAD	CLDN4_protein	GEP18_RNA	spearman	79	-0.23690360272638752	0.035543889650942045	-0.4402189091728004	-0.01715377967030884	77	-0.19086176980913822	0.0963655214628071	-0.4006573365417274	0.0350019252010392
CPTAC_LUAD	CLDN4_protein	CYT_RNA	spearman	79	-0.2675267770204479	0.017146552506780516	-0.4499084009023876	-0.03906008747151953	77	-0.21470634628529364	0.06077112577598737	-0.42663762443754416	0.02845225590289237
CPTAC_LUAD	TJ15_protein	ImmuneScore	spearman	110	-0.29630547979171834	0.0016718310337780365	-0.4602934874355293	-0.11882099702124514	108	-0.2560137948117027	0.007487673248507322	-0.42365062982449203	-0.07311035466887028
CPTAC_LUAD	TJ15_protein	CD8_CIBERSORT	spearman	110	-0.20507630232400872	0.031619669746997404	-0.3860202966299686	-0.027441499839539366	108	-0.1623367344022407	0.09323475029372176	-0.3539883899134866	0.03412075813903885
CPTAC_LUAD	TJ15_protein	CD8_xCell	spearman	110	-0.09724184232915604	0.31219454269073327	-0.2853175352718383	0.0859599768205325	108	-0.04751515959907764	0.625321684973108	-0.23815074109071044	0.1426759440586422
CPTAC_LUAD	TJ15_protein	Immune_xCell	spearman	110	-0.33258796745035274	0.0003852571421026947	-0.49298677095394094	-0.1516099594684786	108	-0.2855373593605609	0.0027400720376637273	-0.4588818386821443	-0.09783483311275633
CPTAC_LUAD	TJ15_protein	StromalScore	spearman	110	-0.2977571399589748	0.0015819779029268726	-0.4751672728433462	-0.10511220145753673	108	-0.23657911534101192	0.013697725536994389	-0.4228399153093445	-0.03428230117886328
CPTAC_LUAD	TJ15_protein	CD8_RNA	spearman	110	-0.23135044969907356	0.015024276183897302	-0.40499683248880713	-0.049577390074703825	108	-0.18739222803357247	0.05213508225402002	-0.3667354321256715	0.0015848043032108295
CPTAC_LUAD	TJ15_protein	GEP18_RNA	spearman	110	-0.2973604129567432	0.0016060882809399693	-0.4590495122252285	-0.12002697643924627	108	-0.2504691950803586	0.00893639887057067	-0.4271125172034455	-0.061374830341001885
CPTAC_LUAD	TJ15_protein	CYT_RNA	spearman	110	-0.2563983499763316	0.0068558980241412455	-0.4273295853351494	-0.0747539824424161	108	-0.20981832385416369	0.029298659400514432	-0.39586101248043504	-0.017504970974116376
CPTAC_LUAD	TJ7_protein	ImmuneScore	spearman	100	-0.27137113711371136	0.006313452666533323	-0.442102242022222	-0.07095013131148409	98	-0.23043181658792847	0.022447941246754824	-0.4174401596821307	-0.03229108406294
CPTAC_LUAD	TJ7_protein	CD8_CIBERSORT	spearman	100	-0.20913291329132913	0.0367810431098325	-0.40783235814498725	-0.00039541558086379053	98	-0.16181805430700863	0.11141303097918281	-0.368079790164749	0.036289942392307636
CPTAC_LUAD	TJ7_protein	CD8_xCell	spearman	100	-0.06355382231505109	0.5298837689609333	-0.2489808353626218	0.1300624558081247	98	-0.018380794205967214	0.8574343533266581	-0.21743569850683614	0.16973023374922963
CPTAC_LUAD	TJ7_protein	Immune_xCell	spearman	100	-0.2867206720672067	0.003826253167324323	-0.45019003522233725	-0.08647117267315309	98	-0.22234760820916932	0.027770637292497923	-0.4133712029394129	-0.024368971046580444
CPTAC_LUAD	TJ7_protein	StromalScore	spearman	100	-0.2784278427842784	0.005032208387014316	-0.45239340589368005	-0.06516462042679735	98	-0.18160778838245697	0.07350666930631708	-0.36278828511336286	0.025374543894394662
CPTAC_LUAD	TJ7_protein	CD8_RNA	spearman	100	-0.21670567056705667	0.030340584992214287	-0.41260813707067856	-0.016897106393017537	98	-0.1576739411790958	0.12100199652416231	-0.36059224329480594	0.047466266229489566
CPTAC_LUAD	TJ7_protein	GEP18_RNA	spearman	100	-0.29479747974797477	0.002907273869144334	-0.47859945650034386	-0.08971106435271924	98	-0.24660023334544687	0.014372158181189898	-0.43887618012586765	-0.041377862316006986
CPTAC_LUAD	TJ7_protein	CYT_RNA	spearman	100	-0.21238523852385235	0.033886794703797525	-0.41807679093271133	-0.002041549988367774	98	-0.135499748165433	0.18341524469874468	-0.3544981070996352	0.07817600848158957
CPTAC_LUAD	TJ15_RNA	ImmuneScore	spearman	110	-0.3162680612221897	0.0007626962691866977	-0.4937430147448806	-0.12487971447913011	108	-0.28415597282955596	0.0028790479887189843	-0.4633197848785965	-0.08373048410498085
CPTAC_LUAD	TJ15_RNA	CD8_CIBERSORT	spearman	110	-0.3906904402317246	2.445595371281495e-05	-0.5534676566576269	-0.20337820670899417	108	-0.36253298655768	0.00011538116570052796	-0.511773575639143	-0.17193250985102213
CPTAC_LUAD	TJ15_RNA	CD8_xCell	spearman	110	-0.12987981120961306	0.17625833466042226	-0.30744265822647326	0.073402520330495	108	-0.08904745799951452	0.3594244055451218	-0.269153774709314	0.09722050775343562
CPTAC_LUAD	TJ15_RNA	Immune_xCell	spearman	110	-0.30341049974077494	0.0012723038179028403	-0.47295715116098735	-0.11144443267138386	108	-0.2700753570169672	0.004701925356672991	-0.4461028262733316	-0.07587849506607484
CPTAC_LUAD	TJ15_RNA	StromalScore	spearman	110	-0.1624281495841129	0.09000368580020027	-0.3534527486196679	0.03404881379585627	108	-0.09053321520096792	0.3514315056265482	-0.2902329018180477	0.1045197411116589
CPTAC_LUAD	TJ15_RNA	CD8_RNA	spearman	110	-0.4361697811239096	1.906525137948469e-06	-0.5998850130675177	-0.2502092933640644	108	-0.4117294006687816	9.554053652651471e-06	-0.55821136249308	-0.2376043662975773
CPTAC_LUAD	TJ15_RNA	GEP18_RNA	spearman	110	-0.3476545770123752	0.00019815593862521362	-0.5195792790119558	-0.145937031859409	108	-0.3144702620823688	0.0009179015522589484	-0.4893179095952475	-0.11756362667384591
CPTAC_LUAD	TJ15_RNA	CYT_RNA	spearman	110	-0.3171606969772107	0.000735449595677195	-0.5038358709454818	-0.10488232414473436	108	-0.2771156649232616	0.003690780864307923	-0.4560263080306599	-0.06584479813558644
