cohort	outcome	n	spearman	spearman_p	partial_spearman	partial_spearman_p	beta_unadj	beta_unadj_lo	beta_unadj_hi	beta_unadj_p	beta_adj	beta_adj_lo	beta_adj_hi	beta_adj_p	indirect	indirect_lo	indirect_hi	diff_beta	diff_beta_lo	diff_beta_hi	boot_failed	attenuation	proportion_mediated
IMvigor210	CD8A	348	-0.22555806727075015	2.162140665518463e-05	-0.15366013790666763	0.004062567789053037	-0.2025169245384208	-0.30174536365345417	-0.10462392602918413	0.00014249342211171428	-0.14116274252671168	-0.2715732456250422	-0.022965906979664108	0.031543397739461645	-0.06135418201170912	-0.1338143608499833	0.016636670834183978	-0.06135418201170911	-0.13381436084998333	0.01663667083418396	0	point estimate shrinks; interval for the change includes 0	
IMvigor210	Teff	348	-0.19751297484871097	0.0002089920213291718	-0.13306094199912755	0.012978986809476924	-0.18682254151069078	-0.28432960912892513	-0.09206006158899312	0.0004592125413254385	-0.12713753869523253	-0.26064509712363265	-0.008073737008132171	0.05345572828276244	-0.05968500281545824	-0.12907083285332988	0.016342001726687184	-0.059685002815458243	-0.12907083285332985	0.016342001726687292	0	point estimate shrinks; interval for the change includes 0	
IMvigor210	log2_TMB	272	0.23394879457287193	9.828015298057408e-05	0.11743541055654375	0.053042608731461695	0.22687291293753672	0.11775213556101694	0.3370135379515962	0.00016079413760783926	0.1440336058404151	0.012522809245744915	0.2735062204652098	0.04387296584591633	0.08283930709712163	0.0012024113547298946	0.16826033761997067	0.08283930709712162	0.0012024113547298965	0.16826033761997083	0	partial attenuation; adjusted association remains	0.365135291051379
IMvigor210	inflamed_ordinal	284	-0.13188879116267435	0.026246543353516307	-0.08873573353957905	0.1357646747736881	-0.1232762517501443	-0.23311357297602459	-0.011039060239509733	0.037870679862200204	-0.06857167426566159	-0.19686956084819096	0.0633039598367782	0.33357258818588525	-0.0547045774844827	-0.13092098903031468	0.019372466412367395	-0.05470457748448271	-0.13092098903031463	0.01937246641236739	0	point estimate shrinks; interval for the change includes 0	
GSE218989	CD8A	355	-0.2624896313974952	5.262807410245466e-07	-0.20172860182535707	0.00012978414328199594	-0.24704367571639982	-0.35569798260775043	-0.13266877841087088	2.459367600116714e-06	-0.21054149163756797	-0.3443939037167763	-0.06830675172331617	0.001128398828389127	-0.03650218407883185	-0.10856679824717722	0.03886363635009948	-0.03650218407883185	-0.10856679824717695	0.03886363635009939	0	point estimate shrinks; interval for the change includes 0	
GSE218989	Teff	355	-0.09683480388023853	0.06840075075215343	-0.12288891610979001	0.020556991999286456	-0.06335154047628205	-0.19324927478111423	0.06261649547979412	0.23380239778813433	-0.1168932467229565	-0.26249695196406314	0.026141902888388236	0.07719335680058446	0.053541706246674474	-0.02475832777463419	0.1408468082948808	0.05354170624667445	-0.024758327774634232	0.14084680829488092	0	no unadjusted association to attenuate	
GSE190265	CD8A	43	0.14328877825292047	0.35931962408492374	0.09405560644790795	0.5485582300755604	0.13337455002246548	-0.23447949258078252	0.4489804349729895	0.39385767990141074	0.11572422604406069	-0.27318625409189307	0.4876799566263847	0.5194987267116594	0.017650323978404745	-0.16745791564946644	0.1677549102015418	0.017650323978404797	-0.1674579156494665	0.16775491020154173	0	no unadjusted association to attenuate	
GSE190265	Teff	43	0.17909996979764423	0.25049382500019385	0.14141598511298584	0.36569929668212986	0.0850942852929435	-0.22587971259155418	0.3814677381539405	0.587444084788672	0.10765492801794116	-0.2386185633181056	0.465173717277959	0.5508843146892248	-0.0225606427249977	-0.2323300122010001	0.12333788665493224	-0.022560642724997665	-0.23233001220100022	0.1233378866549323	0	no unadjusted association to attenuate	
GSE135222	CD8A	27	-0.0115995115995116	0.9542085894577506	-0.05874124441481361	0.7710232242424121	0.09813462455680905	-0.3708518461305284	0.4923351496114809	0.6262782625007841	0.01176550468673148	-0.5781056084317883	0.7245745519096046	0.9693076968254588	0.08636911987007755	-0.45404612471658085	0.5496983627619125	0.08636911987007756	-0.45404612471658046	0.5496983627619126	0	no unadjusted association to attenuate	
GSE135222	Teff	27	0.13919413919413917	0.4886660254540455	0.0785702808335496	0.6968709340116318	0.245300004909024	-0.2286215649032753	0.5907087648642585	0.21748185892428926	0.18813256284007032	-0.4060834807889979	0.8769700575829192	0.5300636402714334	0.05716744206895369	-0.45938468860148474	0.503617888897912	0.05716744206895369	-0.45938468860148485	0.503617888897912	0	no unadjusted association to attenuate	
GSE207422	CD8A	24	-0.5008695652173912	0.012665278925668667	-0.3993664483833392	0.05319112838811911	-0.5357739105598107	-0.7710312419191854	-0.15576476328602012	0.006967887798492599	-1.1318028090773868	-1.7765067596374198	-0.3379195549924624	0.007341416642507908	0.5960288985175766	-0.057330312623030205	1.1535053736738925	0.5960288985175761	-0.05733031262303056	1.1535053736738925	0	does not attenuate	
GSE207422	Teff	24	-0.36173913043478256	0.08240024160942258	-0.16131743795838083	0.4514167165930939	-0.33901074355772365	-0.6366947673756217	0.06711138207662298	0.10511360151850198	-0.8518219700178269	-1.776038969203682	-0.09131747889139402	0.06489111815779518	0.5128112264601038	-0.14237703841641983	1.3899601131633221	0.5128112264601032	-0.14237703841641994	1.3899601131633228	0	no unadjusted association to attenuate	
GSE166449	CD8A	22	-0.07794408670035104	0.7302634743056169	0.04572029560014615	0.8398896847127124	-0.10389768329155885	-0.5664698812086858	0.3619462913367428	0.6454257687619754	0.040811311491447705	-0.5642680525314053	0.559398479321575	0.882865647874932	-0.14470899478300658	-0.4637774698856535	0.13977435154286294	-0.14470899478300656	-0.4637774698856535	0.13977435154286288	0	no unadjusted association to attenuate	
GSE166449	Teff	22	-0.011857707509881424	0.9582317578505689	0.09086486180555928	0.6875737465707845	0.006083047810692967	-0.5145849210616641	0.4722264113292309	0.9785660776127572	0.17578983908227058	-0.4729819935578284	0.6804001338244753	0.5266784789190043	-0.1697067912715776	-0.5107354695877679	0.09978725048006855	-0.16970679127157762	-0.5107354695877682	0.09978725048006849	0	no unadjusted association to attenuate	
GSE126044	CD8A	16	-0.21764705882352942	0.41808684161130316	0.006347994026992265	0.9813852638776133	-0.19680039806494512	-0.6779554272815718	0.3801871952536167	0.4650619673249282	0.23041090718501295	-0.8133786974464645	0.761232764125107	0.5285518952365708	-0.4272113052499579	-0.8494143652623596	0.3522045043407391	-0.4272113052499581	-0.8494143652623596	0.352204504340739	0	no unadjusted association to attenuate	
GSE126044	Teff	16	-0.2029411764705882	0.4509612417227097	0.1313287980007832	0.6278099150802967	-0.22605288961444858	-0.6263284344596911	0.2659551387278619	0.3998766063645766	0.27279067144431296	-0.45385226573778903	0.6826624123357559	0.4352278392295468	-0.4988435610587614	-0.918697459559631	0.0697386004915453	-0.49884356105876154	-0.9186974595596313	0.06973860049154541	0	no unadjusted association to attenuate	
