cohort,gene,outcome,logrank_p,n_high,n_low,cox_HR_per_SD,cox_HR_p,cox_HR_low,cox_HR_high
GSE135222,TACSTD2,PFS,0.42965018365532537,14,13,1.0672507968288063,0.7761590515627184,0.6814225698776858,1.6715387979241354
GSE135222,CLDN18,PFS,0.626113268797013,14,13,1.0112551022783232,0.9560661621093081,0.6790952022555949,1.5058814706498924
GSE135222,TOP1,PFS,0.7179767589160395,14,13,1.544763557279056,0.09766550140900904,0.9233605712263494,2.5843581827715654
GSE135222,CD274,PFS,0.3817437532848743,14,13,0.6796679184174214,0.14765174496889255,0.40297665371116154,1.146340551174902
