label	status	study	genotype	treatment	gate	min_epi	x	y	n_mice	n_studies	n_genotypes	mice	rho	abs_rho	p_exact	n_extreme	n_perm	rho_dataset	p_dataset_asymp	rho_genotype	p_genotype_asymp
T_frac_locked	ok	drop_GSE154977	all	all	locked	10	pct_gt0	frac_tnk	4	2	2	GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	-0.9999999999999998	0.9999999999999998	0.08333333333333333	2	24	-1.0	0.0	-1.0	0.0
IFN_locked_all8	ok	all3	all	all	locked	10	pct_gt0	IFN	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	-0.11904761904761904	0.11904761904761904	0.7930059523809524	31974	40320	0.7380952380952381	0.03655276105286081	-0.4285714285714286	0.2894032248467901
APM_locked_all8	ok	all3	all	all	locked	10	pct_gt0	APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	-0.40476190476190477	0.40476190476190477	0.32683531746031746	13178	40320	0.4285714285714286	0.2894032248467901	-0.4285714285714286	0.2894032248467901
IFN_APM_locked_all8	ok	all3	all	all	locked	10	pct_gt0	IFN_APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	-0.38095238095238093	0.38095238095238093	0.35987103174603174	14510	40320	0.523809523809524	0.1827207505397148	-0.4285714285714286	0.2894032248467901
