gate	mouse	dataset	genotype	treatment	digest	n_cells	n_epi	frac_epi	n_tnk	frac_tnk	frac_cd3	frac_cd8	pct_gt0	pct_ge2	pct_ge5	pct_log1	IFN	APM	IFN_APM	MHC_published
locked	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	Cis72	AT2_lineage_FACS	2065	2057	0.9961259079903148	1	0.00048426150121065375	0.0	0.0	56.1011181332037	36.60670879922217	18.522119591638308	22.216820612542538	0.04680950194597244	0.48609405755996704	0.26645177975296974	0.477634996175766
locked	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	Cis72	AT2_lineage_FACS	999	995	0.995995995995996	0	0.0	0.0	0.0	63.417085427135675	48.743718592964825	29.64824120603015	39.89949748743719	0.0767199695110321	0.5743685364723206	0.32554425299167633	0.5310893058776855
locked	GSE154977_KP_30w_ND_m3	GSE154977	KP	ND	AT2_lineage_FACS	3945	3897	0.9878326996197718	0	0.0	0.0	0.0	36.05337439055683	18.835001283038235	7.569925583782397	11.778290993071593	0.038544267416000366	0.366479754447937	0.2025120109319687	0.43202564120292664
locked	GSE154977_KP_30w_ND_m4	GSE154977	KP	ND	AT2_lineage_FACS	4008	3980	0.9930139720558883	0	0.0	0.0	0.0	59.798994974874375	40.47738693467336	18.140703517587937	27.08542713567839	0.05225489288568497	0.529055655002594	0.2906552739441395	0.44195353984832764
locked	GSE165641_KL1	GSE165641	KL	untreated	mixed	4199	207	0.04929745177423196	97	0.02310073827101691	0.020004763038818766	0.006430102405334604	64.73429951690821	56.038647342995176	42.99516908212561	53.62318840579711	0.14597971737384796	0.5595178008079529	0.3527487590909004	0.3762957453727722
locked	GSE165641_KL2	GSE165641	KL	untreated	mixed	2494	160	0.06415396952686447	253	0.10144346431435446	0.08139534883720931	0.03528468323977546	51.24999999999999	41.875	28.125	25.624999999999996	0.08075955510139465	0.6856499910354614	0.38320477306842804	0.6112943887710571
locked	GSE180963_K	GSE180963	K	untreated	mixed	6696	28	0.004181600955794504	3634	0.5427120669056152	0.48670848267622463	0.10289725209080047	3.571428571428571	0.0	0.0	0.0	0.12301505357027054	1.0741665363311768	0.5985907949507236	0.8224127888679504
locked	GSE180963_KL	GSE180963	KL	untreated	mixed	7564	174	0.023003701745108407	3818	0.5047593865679535	0.41988365943945005	0.12202538339502908	9.770114942528735	6.896551724137931	2.8735632183908044	2.8735632183908044	0.259301096200943	1.6449044942855835	0.9521027952432632	1.6873772144317627
epcam_ptprc_neg	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	Cis72	AT2_lineage_FACS	2065	1918	0.9288135593220339	1	0.00048426150121065375	0.0	0.0	58.811261730969754	38.946819603753916	19.81230448383733	22.99270072992701	0.048085879534482956	0.4957979619503021	0.27194192074239254	0.4855206608772278
epcam_ptprc_neg	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	Cis72	AT2_lineage_FACS	999	921	0.9219219219219219	0	0.0	0.0	0.0	66.77524429967427	51.357220412595005	31.596091205211724	41.585233441910965	0.07755237817764282	0.5808538198471069	0.3292030990123749	0.5335034728050232
epcam_ptprc_neg	GSE154977_KP_30w_ND_m3	GSE154977	KP	ND	AT2_lineage_FACS	3945	3678	0.932319391634981	0	0.0	0.0	0.0	37.52039151712888	19.711799891245242	7.99347471451876	11.881457313757476	0.038388531655073166	0.37535181641578674	0.20687017403542995	0.4428080916404724
epcam_ptprc_neg	GSE154977_KP_30w_ND_m4	GSE154977	KP	ND	AT2_lineage_FACS	4008	3778	0.9426147704590818	0	0.0	0.0	0.0	61.22286924298571	41.74166225516146	18.951826363155106	27.236633139227106	0.05257072299718857	0.5380158424377441	0.29529328271746635	0.44990625977516174
epcam_ptprc_neg	GSE165641_KL1	GSE165641	KL	untreated	mixed	4199	223	0.05310788282924506	97	0.02310073827101691	0.020004763038818766	0.006430102405334604	60.0896860986547	52.01793721973094	39.91031390134529	49.775784753363226	0.14510215818881989	0.5564339756965637	0.3507680669426918	0.3787941336631775
epcam_ptprc_neg	GSE165641_KL2	GSE165641	KL	untreated	mixed	2494	167	0.0669607056936648	253	0.10144346431435446	0.08139534883720931	0.03528468323977546	49.101796407185624	40.119760479041915	26.94610778443114	24.550898203592812	0.08063185214996338	0.6986484527587891	0.3896401524543762	0.6361886262893677
epcam_ptprc_neg	GSE180963_K	GSE180963	K	untreated	mixed	6696	53	0.007915173237753884	3629	0.5419653524492234	0.4859617682198327	0.1027479091995221	1.8867924528301887	0.0	0.0	0.0	0.13482467830181122	1.1117353439331055	0.6232800111174583	0.9357683658599854
epcam_ptprc_neg	GSE180963_KL	GSE180963	KL	untreated	mixed	7564	212	0.028027498677948175	3813	0.5040983606557377	0.41935483870967744	0.12202538339502908	8.018867924528301	5.660377358490567	2.358490566037736	2.358490566037736	0.2450215071439743	1.5932955741882324	0.9191585406661034	1.619134545326233
struct_ptprc_neg	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	Cis72	AT2_lineage_FACS	2065	2056	0.9956416464891041	1	0.00048426150121065375	0.0	0.0	56.1284046692607	36.62451361867704	18.53112840466926	22.227626459143966	0.04683227092027664	0.4862474799156189	0.26653987541794777	0.4777012765407562
struct_ptprc_neg	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	Cis72	AT2_lineage_FACS	999	994	0.994994994994995	0	0.0	0.0	0.0	63.480885311871226	48.79275653923541	29.678068410462778	39.93963782696177	0.07679715752601624	0.5747255682945251	0.3257613629102707	0.5314763784408569
struct_ptprc_neg	GSE154977_KP_30w_ND_m3	GSE154977	KP	ND	AT2_lineage_FACS	3945	3887	0.985297845373891	0	0.0	0.0	0.0	36.09467455621302	18.8834576794443	7.5894005659891945	11.757139181888347	0.038575269281864166	0.36690017580986023	0.2027377225458622	0.4325539469718933
struct_ptprc_neg	GSE154977_KP_30w_ND_m4	GSE154977	KP	ND	AT2_lineage_FACS	4008	3980	0.9930139720558883	0	0.0	0.0	0.0	59.798994974874375	40.47738693467336	18.140703517587937	27.08542713567839	0.05225489288568497	0.529055655002594	0.2906552739441395	0.44195353984832764
struct_ptprc_neg	GSE165641_KL1	GSE165641	KL	untreated	mixed	4199	377	0.08978328173374613	96	0.02286258633007859	0.019766611097880447	0.006430102405334604	38.726790450928384	31.830238726790448	24.137931034482758	32.62599469496021	0.11533966660499573	0.5078504085540771	0.31159503757953644	0.3710826337337494
struct_ptprc_neg	GSE165641_KL2	GSE165641	KL	untreated	mixed	2494	300	0.12028869286287089	251	0.10064153969526865	0.0809943865276664	0.034482758620689655	27.666666666666668	22.666666666666664	15.0	14.000000000000002	0.09311177581548691	0.768273115158081	0.430692445486784	0.7017107009887695
struct_ptprc_neg	GSE180963_K	GSE180963	K	untreated	mixed	6696	166	0.024790919952210274	3613	0.5395758661887694	0.48416965352449226	0.10259856630824372	0.6024096385542169	0.0	0.0	0.0	0.18652556836605072	1.2510230541229248	0.7187743112444878	0.9803476929664612
struct_ptprc_neg	GSE180963_KL	GSE180963	KL	untreated	mixed	7564	357	0.04719725013220518	3788	0.5007932310946589	0.4167107350608144	0.12176097303014279	4.761904761904762	3.361344537815126	1.400560224089636	1.400560224089636	0.26936736702919006	1.5630398988723755	0.9162036329507828	1.5243350267410278
epcam_or_struct_ptprc_neg	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	Cis72	AT2_lineage_FACS	2065	2057	0.9961259079903148	1	0.00048426150121065375	0.0	0.0	56.1011181332037	36.60670879922217	18.522119591638308	22.216820612542538	0.04680950194597244	0.48609405755996704	0.26645177975296974	0.477634996175766
epcam_or_struct_ptprc_neg	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	Cis72	AT2_lineage_FACS	999	995	0.995995995995996	0	0.0	0.0	0.0	63.417085427135675	48.743718592964825	29.64824120603015	39.89949748743719	0.0767199695110321	0.5743685364723206	0.32554425299167633	0.5310893058776855
epcam_or_struct_ptprc_neg	GSE154977_KP_30w_ND_m3	GSE154977	KP	ND	AT2_lineage_FACS	3945	3897	0.9878326996197718	0	0.0	0.0	0.0	36.05337439055683	18.835001283038235	7.569925583782397	11.778290993071593	0.038544267416000366	0.366479754447937	0.2025120109319687	0.43202564120292664
epcam_or_struct_ptprc_neg	GSE154977_KP_30w_ND_m4	GSE154977	KP	ND	AT2_lineage_FACS	4008	3980	0.9930139720558883	0	0.0	0.0	0.0	59.798994974874375	40.47738693467336	18.140703517587937	27.08542713567839	0.05225489288568497	0.529055655002594	0.2906552739441395	0.44195353984832764
epcam_or_struct_ptprc_neg	GSE165641_KL1	GSE165641	KL	untreated	mixed	4199	393	0.09359371278875923	96	0.02286258633007859	0.019766611097880447	0.006430102405334604	37.150127226463106	30.53435114503817	23.155216284987276	31.297709923664126	0.11608915030956268	0.5082040429115295	0.3121465966105461	0.37271249294281006
epcam_or_struct_ptprc_neg	GSE165641_KL2	GSE165641	KL	untreated	mixed	2494	307	0.12309542902967122	251	0.10064153969526865	0.0809943865276664	0.034482758620689655	27.035830618892508	22.149837133550488	14.65798045602606	13.680781758957655	0.09276066720485687	0.7734600901603699	0.4331103786826134	0.713191032409668
epcam_or_struct_ptprc_neg	GSE180963_K	GSE180963	K	untreated	mixed	6696	191	0.028524492234169654	3608	0.5388291517323776	0.48342293906810035	0.10244922341696536	0.5235602094240838	0.0	0.0	0.0	0.18148967623710632	1.2382992506027222	0.7098944634199142	0.9911302328109741
epcam_or_struct_ptprc_neg	GSE180963_KL	GSE180963	KL	untreated	mixed	7564	395	0.05222104706504495	3783	0.5001322051824432	0.4161819143310418	0.12176097303014279	4.30379746835443	3.0379746835443036	1.2658227848101267	1.2658227848101267	0.26073500514030457	1.543216586112976	0.9019757956266403	1.5033936500549316
epcam_krt_ptprc_neg_sftpc_neg	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	Cis72	AT2_lineage_FACS	2065	0	0.0	5	0.002421307506053269	0.00048426150121065375	0.0014527845036319612								
epcam_krt_ptprc_neg_sftpc_neg	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	Cis72	AT2_lineage_FACS	999	0	0.0	1	0.001001001001001001	0.001001001001001001	0.001001001001001001								
epcam_krt_ptprc_neg_sftpc_neg	GSE154977_KP_30w_ND_m3	GSE154977	KP	ND	AT2_lineage_FACS	3945	0	0.0	7	0.0017743979721166034	0.0010139416983523447	0.0								
epcam_krt_ptprc_neg_sftpc_neg	GSE154977_KP_30w_ND_m4	GSE154977	KP	ND	AT2_lineage_FACS	4008	0	0.0	6	0.0014970059880239522	0.000998003992015968	0.000499001996007984								
epcam_krt_ptprc_neg_sftpc_neg	GSE165641_KL1	GSE165641	KL	untreated	mixed	4199	143	0.034055727554179564	98	0.02333889021195523	0.020004763038818766	0.006430102405334604	62.23776223776224	52.44755244755245	39.16083916083916	52.44755244755245	0.15376625955104828	0.5333275198936462	0.34354688972234726	0.3240373730659485
