malig_family	tnk_family	score_family	k	cohorts	n_patients	rho_TAC	p_TAC	I2_TAC	rho_CLDN	p_CLDN	I2_CLDN	stouffer_z_TAC	stouffer_p_TAC	stouffer_z_CLDN	stouffer_p_CLDN	both_negative	is_full_family	n_family_units
primary_nsclc_swap	tnk	mean	3	GSE241934_Real+GSE253013+GSE325414	58	-0.2531009317283838	0.18130718940381352	39.56295112546426	-0.019000804316741657	0.8941762662997874	0.0	-1.5032888376432025	0.13276457730987093	-0.14153231180532297	0.8874494358204866	True	False	8
marker	tnk	pct	3	GSE207422+GSE253013+GSE291670	22	-0.49891743098488583	0.1937013555159347	54.78322967933155	-0.5509779222900101	0.09098213350009542	40.620808648259086	-2.1334663902706015	0.03288648591590509	-2.132780883072001	0.03294270518094106	True	True	3
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE205335_NSCLC+GSE241934_IIT	40	-0.22163938355140222	0.20952954644188604	0.0	-0.05282498918260707	0.7684590462213454	0.0	-1.2678102792295958	0.20486571044472202	-0.30229550348751316	0.7624268057978798	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE241934_IIT+GSE253013	37	-0.29132895266736175	0.2101370113295563	34.25690003431246	-0.1031353595573943	0.5839058320945332	0.0	-1.4239008483716964	0.15447517621370635	-0.564556052087766	0.572375764710209	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE253013+GSE325414	51	-0.24959196472176842	0.23019569428015985	41.254376476277585	-0.11905009782720546	0.438216119887722	0.0	-1.321110853075212	0.1864644047971168	-0.7906787990981125	0.42913145082571635	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE205335_NSCLC+GSE325414	54	-0.1762401035139781	0.23219317755388225	0.0	-0.08347054190338687	0.5746316858125378	0.0	-1.2054002491145852	0.22804882537482263	-0.5694437158621622	0.5690550568492339	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE253013+GSE325414	45	-0.2618983725121542	0.25826961209814503	41.60540986909056	-0.1441237904082865	0.383860158918662	0.0	-1.2584669662390346	0.20822292665796904	-0.8892516778626022	0.3738678350386433	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_IIT+GSE253013+GSE325414	45	-0.2618983725121542	0.25826961209814503	41.60540986909056	-0.1441237904082865	0.383860158918662	0.0	-1.2584669662390346	0.20822292665796904	-0.8892516778626022	0.3738678350386433	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE241934_Real+GSE291670	47	-0.18085647928151546	0.25962665682094166	0.0	-0.1329895733389855	0.6388927802498368	59.107945357501926	-1.1538934242552699	0.24854386543022455	-0.004069108303846338	0.9967533302676614	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_IIT+GSE325414	48	-0.1778861568861577	0.26150380185661426	0.0	-0.10133916439081687	0.5254005349721532	0.0	-1.13292199900817	0.25724701074615874	-0.6455198816092015	0.5185903384620124	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_IIT+GSE325414	48	-0.1778861568861577	0.26150380185661426	0.0	-0.10133916439081687	0.5254005349721532	0.0	-1.13292199900817	0.25724701074615874	-0.6455198816092015	0.5185903384620124	True	False	8
author	tnk	mean	3	GSE207422+GSE241934_IIT+GSE325414	48	-0.1778861568861577	0.26150380185661426	0.0	-0.10133916439081687	0.5254005349721532	0.0	-1.13292199900817	0.25724701074615874	-0.6455198816092015	0.5185903384620124	True	False	6
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE241934_Real+GSE291670	41	-0.1837230803491982	0.2931525616789814	0.0	-0.1784568598350321	0.5777306036637592	59.30290799774204	-1.0787093741653209	0.28071730546679285	-0.0417916835529686	0.966664764785826	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_IIT+GSE241934_Real+GSE291670	41	-0.1837230803491982	0.2931525616789814	0.0	-0.1784568598350321	0.5777306036637592	59.30290799774204	-1.0787093741653209	0.28071730546679285	-0.0417916835529686	0.966664764785826	True	False	8
primary_mixed	tnk	mean	3	GSE241934_Real+GSE291670+GSE325414	55	-0.1504656802066803	0.30380137738102	0.0	-0.157442121700757	0.5490662531885471	60.58758044286851	-1.051158455099418	0.29318582039455243	-0.34991572384812625	0.7264019462064246	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_Real+GSE291670+GSE325414	55	-0.1504656802066803	0.30380137738102	0.0	-0.157442121700757	0.5490662531885471	60.58758044286851	-1.051158455099418	0.29318582039455243	-0.34991572384812625	0.7264019462064246	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE253013+GSE131907	57	-0.3363638611921827	0.3084252692119306	74.87536714838554	-0.20426817418595108	0.15117233498804347	0.0	-0.6530919191651116	0.5136970215307266	-1.4523353156087209	0.14640839240782758	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE253013+GSE131907	57	-0.3363638611921827	0.3084252692119306	74.87536714838554	-0.20426817418595108	0.15117233498804347	0.0	-0.6530919191651116	0.5136970215307266	-1.4523353156087209	0.14640839240782758	True	False	8
author	tnk	mean	3	GSE131907+GSE207422+GSE241934_Real	57	-0.14816834257914116	0.3408043394238527	13.452237279159604	-0.10328216063873459	0.5955609233564446	42.531887621626815	-0.9992832744178182	0.3176574853789942	-0.6589655426893101	0.5099178957064949	True	False	6
author	tnk	pct	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.13591698847212563	0.3484488682578616	0.0	-0.2128120915467104	0.288708376794534	45.203968702296784	-0.9512855016019452	0.34145946483065814	-1.5418166903979782	0.1231181450368712	True	False	4
primary_mixed	tnk	mean	3	GSE291670+GSE253013+GSE131907	51	-0.34306614463237495	0.3667569056125243	70.89034997933739	-0.34764642001686913	0.09096854357142109	23.1345014534189	-0.24792557573580495	0.8041919909834792	-1.9671874311466009	0.04916160649820035	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE291670+GSE253013+GSE131907	51	-0.34306614463237495	0.3667569056125243	70.89034997933739	-0.34764642001686913	0.09096854357142109	23.1345014534189	-0.24792557573580495	0.8041919909834792	-1.9671874311466009	0.04916160649820035	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE253013	43	-0.316225584748281	0.38561318400085454	76.26439275769002	-0.19626557909799058	0.24626923739279027	0.0	-0.7860858177160946	0.4318172124169367	-1.1814414266953512	0.2374274091668419	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE291670+GSE325414	48	-0.12802000172198372	0.4214571966083922	0.0	-0.22134615194633578	0.3326863241310102	41.91607443642047	-0.8275516689504563	0.4079244490671169	-1.0419061778942085	0.29745517960366075	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE241934_IIT+GSE291670	34	-0.15836037510140327	0.42456749990246667	0.0	-0.2464911213878546	0.37616426823858984	42.49750087091818	-0.8281713432689595	0.4075734704320144	-0.8739735105492359	0.3821326796803979	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE291670+GSE253013	37	-0.3215029759808655	0.4442729922239912	73.32496123883992	-0.3637155014178445	0.09776559449644313	19.697194223225754	-0.3147719149146236	0.7529348372052688	-1.8096344707412428	0.07035249065885661	True	False	8
primary_mixed	tnk	mean	3	GSE241934_Real+GSE253013+GSE131907	69	-0.18732837697826127	0.453037882085059	67.92116377142922	-0.08587996641142857	0.5618853403225785	17.732693046487682	-0.4198582877078929	0.6745889811981739	-0.6971494330010407	0.4857092808333583	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_Real+GSE253013+GSE131907	69	-0.18732837697826127	0.453037882085059	67.92116377142922	-0.08587996641142857	0.5618853403225785	17.732693046487682	-0.4198582877078929	0.6745889811981739	-0.6971494330010407	0.4857092808333583	True	False	8
marker_epi	tnk	mean	3	GSE207422+GSE253013+GSE291670	27	-0.17380027430449171	0.45631153832720295	0.0	-0.2856290156614433	0.3907602231830215	48.211601177137695	-0.778144254527888	0.4364839759278787	-0.8542004774267609	0.392993918711839	True	True	3
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE291670+GSE325414	42	-0.12115954721613637	0.48427419738954147	0.0	-0.2605832449977982	0.2881527923230006	37.34290528161783	-0.7236553410159922	0.46927735690491557	-1.1694585303215577	0.24221893993313381	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_IIT+GSE291670+GSE325414	42	-0.12115954721613637	0.48427419738954147	0.0	-0.2605832449977982	0.2881527923230006	37.34290528161783	-0.7236553410159922	0.46927735690491557	-1.1694585303215577	0.24221893993313381	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE131907	54	-0.19910665114250628	0.48453081851471447	56.71940620523973	-0.2864679791136469	0.16809752089807928	30.677821984848126	-0.16860477095530868	0.8661075276135306	-1.7060590380060696	0.08799708809813953	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE291670+GSE131907	54	-0.19910665114250628	0.48453081851471447	56.71940620523973	-0.2864679791136469	0.16809752089807928	30.677821984848126	-0.16860477095530868	0.8661075276135306	-1.7060590380060696	0.08799708809813953	True	False	8
author	tnk	mean	3	GSE131907+GSE207422+GSE325414	58	-0.10785971233956078	0.4862568742257899	13.72851182484382	-0.22076227920175914	0.1161359439986555	0.0	-0.7111741919336659	0.4769762992088149	-1.5781522183943946	0.11453064426943704	True	False	6
author	tnk	mean	3	GSE131907+GSE207422+GSE241934_IIT	44	-0.12201932980078677	0.505005739911959	13.16611530845592	-0.24820785658030542	0.13368211030108795	0.0	-0.6678438575153133	0.5042332677755659	-1.506103942595977	0.13204049268203857	True	False	6
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE253013+GSE131907	62	-0.17711375740445198	0.5064449751238917	66.48098524606594	-0.17612878418185152	0.19506224996850496	0.0	-0.17732744984398607	0.8592511905933162	-1.3095344057574745	0.19035339114474548	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE241934_Real+GSE253013	55	-0.1765419106507751	0.538952518747507	70.7375455972728	-0.04897904127909207	0.7463147398243681	4.119802816964587	-0.4881926070618659	0.6254134206010584	-0.32834589201604036	0.7426501489591841	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE253013+GSE131907	56	-0.18307148345371038	0.539086836429977	65.8849187636862	-0.20215729808271837	0.1599388513427854	0.0	-0.040840483129805524	0.9674230653961754	-1.4214368634659982	0.15518979609608513	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_IIT+GSE253013+GSE131907	56	-0.18307148345371038	0.539086836429977	65.8849187636862	-0.20215729808271837	0.1599388513427854	0.0	-0.040840483129805524	0.9674230653961754	-1.4214368634659982	0.15518979609608513	True	False	8
primary_mixed	tnk	mean	3	GSE253013+GSE131907+GSE325414	70	-0.14686455877312016	0.5433773416706678	66.15169630743348	-0.19043233102840074	0.13214300034346863	0.0	-0.1673685349529833	0.8670800814063074	-1.5212976675477516	0.12818515532577235	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE253013+GSE131907+GSE325414	70	-0.14686455877312016	0.5433773416706678	66.15169630743348	-0.19043233102840074	0.13214300034346863	0.0	-0.1673685349529833	0.8670800814063074	-1.5212976675477516	0.12818515532577235	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE241934_IIT+GSE325414	53	-0.0856663635535515	0.5689201347438294	0.0	-0.07834518909965654	0.6025406650743069	0.0	-0.5790985770445641	0.5625226601338544	-0.5280595096898233	0.5974580327406485	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE291670	40	-0.18598262449842493	0.5706744443613261	62.06144552040881	-0.2963855413420878	0.19340490360184348	30.45406005890386	-0.21371418657736868	0.8307699476413085	-1.4855955298041013	0.1373861381599363	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_Real+GSE131907	72	-0.10335724891116482	0.5842507193492272	50.14681388407156	-0.06469391723196859	0.6071050185904423	0.0	-0.34980638822976245	0.7264840044667551	-0.5160294257354179	0.6058338575387088	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_Real+GSE131907	72	-0.10335724891116482	0.5842507193492272	50.14681388407156	-0.06469391723196859	0.6071050185904423	0.0	-0.34980638822976245	0.7264840044667551	-0.5160294257354179	0.6058338575387088	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE253013+GSE325414	56	-0.13733135995094545	0.6243636629027438	69.5164907580877	-0.18046788197815955	0.2109615536673547	0.0	-0.19926107276316396	0.8420585279689046	-1.2702752724746948	0.20398659311948542	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE241934_IIT+GSE253013	42	-0.1625543461332884	0.6291128579120446	69.35051305872699	-0.1930054145626081	0.261516079010498	0.0	-0.05898852727314094	0.9529612461095952	-1.143992062956302	0.25262692863978276	True	False	8
author	tnk	mean	3	GSE131907+GSE241934_Real+GSE325414	70	-0.06015280224023636	0.6380862058235208	0.0	-0.11033504566989809	0.513002149096601	42.65585044475563	-0.47446295130105354	0.6351698114759692	-0.8175266932984386	0.4136275011530569	True	False	6
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE241934_Real	58	-0.09413939089943414	0.673663962984288	56.85984126356997	-0.01831229444757112	0.897990389336943	0.0	-0.4050538821613016	0.6854379047838417	-0.13181578423666052	0.8951300014795942	True	False	8
author	tnk	mean	3	GSE205335+GSE207422+GSE241934_Real	58	-0.09413939089943414	0.673663962984288	56.85984126356997	-0.01831229444757112	0.897990389336943	0.0	-0.4050538821613016	0.6854379047838417	-0.13181578423666052	0.8951300014795942	True	False	6
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE205335_NSCLC+GSE131907	65	-0.08192215003705645	0.6759435737809523	45.99256011481299	-0.1449398313387649	0.27469127789984626	0.0	-0.10894331785229792	0.9132474484177016	-1.099688430613314	0.2714678972945145	True	False	8
author	tnk	mean	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.056239320871920094	0.6995228714432473	0.0	-0.0975546991195587	0.6226355637243368	42.64522611767092	-0.3906953409890319	0.6960224430536435	-0.6196714094097705	0.5354741424758942	True	False	6
author	cd8	pct	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.05613154729886249	0.7000718916964593	0.0	-0.13601226265666236	0.629304676042357	71.345134013132	-0.38965277160490047	0.6967933242095098	-1.0770346584621235	0.28146478230933414	True	False	4
primary_mixed	tnk	mean	3	GSE207422+GSE131907+GSE325414	73	-0.06297446414176545	0.7237394550376879	45.09074261241727	-0.16262040441478187	0.18931208022037205	0.0	-0.10393548307335437	0.9172205481661686	-1.3221843645403248	0.1861067662685173	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE131907+GSE325414	73	-0.06297446414176545	0.7237394550376879	45.09074261241727	-0.16262040441478187	0.18931208022037205	0.0	-0.10393548307335437	0.9172205481661686	-1.3221843645403248	0.1861067662685173	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_IIT+GSE131907	59	-0.07469131743914541	0.7261284188582218	44.07844326996182	-0.16595287065075173	0.23624758826746806	0.0	0.027678695840930977	0.9779184154492282	-1.193686823288112	0.23260049674357808	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_IIT+GSE131907	59	-0.07469131743914541	0.7261284188582218	44.07844326996182	-0.16595287065075173	0.23624758826746806	0.0	0.027678695840930977	0.9779184154492282	-1.193686823288112	0.23260049674357808	True	False	8
author	cd8	mean	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.04007707650664648	0.7833916558594308	0.0	-0.08452984540743544	0.6450533614650421	33.61190061058645	-0.2795020403708323	0.7798595724015592	-0.5246360848538352	0.5998361967289647	True	False	4
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE325414	59	-0.055021273737451824	0.7970238716348306	53.520894102306386	-0.14530267439369995	0.3007768800559648	0.0	-0.12591576443219896	0.8997986037851561	-1.047130223315403	0.2950395216325383	True	False	8
author	tnk	mean	3	GSE205335+GSE207422+GSE325414	59	-0.055021273737451824	0.7970238716348306	53.520894102306386	-0.14530267439369995	0.3007768800559648	0.0	-0.12591576443219896	0.8997986037851561	-1.047130223315403	0.2950395216325383	True	False	6
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE241934_IIT	45	-0.060666566036464226	0.8107055887349603	52.85759757330918	-0.14320567456520114	0.3869394067406491	0.0	0.022807148489849785	0.9818041058386656	-0.8779157290324958	0.37998945267461404	True	False	8
author	tnk	mean	3	GSE205335+GSE207422+GSE241934_IIT	45	-0.060666566036464226	0.8107055887349603	52.85759757330918	-0.14320567456520114	0.3869394067406491	0.0	0.022807148489849785	0.9818041058386656	-0.8779157290324958	0.37998945267461404	True	False	6
author	tnk	pct	3	GSE131907+GSE205335+GSE241934_Real	67	-0.02262583150897908	0.8631681858597313	0.0	-0.33713573190808144	0.037672160529729735	39.388463018036056	-0.17528482575396861	0.8608558344754831	-2.606131652090487	0.00915712573822073	True	False	4
primary_mixed	tnk	mean	3	GSE241934_Real+GSE291670+GSE131907	66	-0.024242948298727657	0.8838514535264084	24.810213115857938	-0.19634953448800735	0.4425783250769395	64.12039502257637	0.018743463258643213	0.9850457556694894	-0.898379172231951	0.36898343647001863	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_Real+GSE291670+GSE131907	66	-0.024242948298727657	0.8838514535264084	24.810213115857938	-0.19634953448800735	0.4425783250769395	64.12039502257637	0.018743463258643213	0.9850457556694894	-0.898379172231951	0.36898343647001863	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE253013+GSE131907	67	-0.0338883021925857	0.900474086635892	70.8964472886581	-0.220215264528166	0.08818751381710588	0.0	0.775331457375831	0.43814382567446375	-1.7224697267360962	0.08498446220064475	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE241934_Real+GSE291670	52	-0.022873930058801565	0.9152757670552467	39.867061835156186	-0.20220664019640888	0.4654071633206994	62.70576551326823	0.01260171936709236	0.9899455487915214	-0.5504386960952067	0.5820185136238327	True	False	8
author	tnk	mean	3	GSE131907+GSE241934_IIT+GSE325414	57	-0.014944382941954288	0.9175300944747494	0.0	-0.21905309515027896	0.12291754901349436	0.0	-0.10586497266065202	0.9156894856177819	-1.548723546247767	0.12144819107814872	True	False	6
primary_mixed	tnk	mean	4	GSE207422+GSE241934_Real+GSE291670+GSE253013	51	-0.3796660579210007	0.012562574572067976	0.0	-0.18375756770552232	0.43832068817171455	45.42872108064333	-2.508948974510433	0.012109097462779106	-0.43247164509619757	0.6653986562410661	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_Real+GSE291670+GSE253013	51	-0.3796660579210007	0.012562574572067976	0.0	-0.18375756770552232	0.43832068817171455	45.42872108064333	-2.508948974510433	0.012109097462779106	-0.43247164509619757	0.6653986562410661	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE253013	38	-0.4508745842435525	0.01324581922043088	0.0	-0.2664952065419944	0.17724401244884413	5.275651426006973	-2.4899220769773844	0.01277711053161078	-1.3817496528001791	0.16704858284503588	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE253013	38	-0.4508745842435525	0.01324581922043088	0.0	-0.2664952065419944	0.17724401244884413	5.275651426006973	-2.4899220769773844	0.01277711053161078	-1.3817496528001791	0.16704858284503588	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE291670+GSE253013	44	-0.4020007614922305	0.015952216431303984	0.0	-0.2303997838123337	0.23637243401727903	16.12909223174743	-2.4231022629338237	0.015388594081970129	-1.208134830175131	0.22699540424224984	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE291670+GSE253013+GSE325414	52	-0.38245133567045203	0.04128168409345975	25.22452599538508	-0.2343663411467005	0.1587667059698269	7.683948770647364	-2.1698542209801555	0.030017891288691173	-1.4518653755346258	0.1465390416426696	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE291670+GSE253013+GSE325414	52	-0.38245133567045203	0.04128168409345975	25.22452599538508	-0.2343663411467005	0.1587667059698269	7.683948770647364	-2.1698542209801555	0.030017891288691173	-1.4518653755346258	0.1465390416426696	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE241934_IIT+GSE253013	49	-0.33220831774965087	0.05464872875945859	14.780392759569816	-0.10016412594830648	0.5409847521253497	0.0	-2.035322462215051	0.0418184374639729	-0.6296959900586931	0.5288935066313996	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_Real+GSE253013+GSE325414	70	-0.2894895595937199	0.060979718998797	26.613188417876593	-0.030190796064716755	0.8180947621720963	0.0	-2.018026244649296	0.04358852810071823	-0.24077234195332575	0.8097315670054831	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_Real+GSE253013+GSE325414	70	-0.2894895595937199	0.060979718998797	26.613188417876593	-0.030190796064716755	0.8180947621720963	0.0	-2.018026244649296	0.04358852810071823	-0.24077234195332575	0.8097315670054831	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE205335_NSCLC+GSE241934_Real+GSE291670+GSE253013	56	-0.2846767882985124	0.07037532396060343	8.688630822094323	-0.14824463575714134	0.5047001523979308	45.51596710389954	-1.874585141087433	0.06084981893131179	-0.32748122684411024	0.7433039396893827	True	False	8
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013	50	-0.30008819685009547	0.07316222572866574	7.007252422224601	-0.18073905553572542	0.4539614330979238	45.36865911792143	-1.8531552261779127	0.06386011306881186	-0.38666943913866975	0.6990009436605609	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013	50	-0.30008819685009547	0.07316222572866574	7.007252422224601	-0.18073905553572542	0.4539614330979238	45.36865911792143	-1.8531552261779127	0.06386011306881186	-0.38666943913866975	0.6990009436605609	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE253013+GSE325414	63	-0.2912934367030491	0.08099646993775164	28.822615642102257	-0.11409660144310234	0.4131423257479394	0.0	-1.8774374264496814	0.06045816596158316	-0.8355647159720506	0.403399825431744	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE241934_Real+GSE291670	59	-0.24527325154420437	0.08607057612197709	0.0	-0.0816104385685305	0.6828166723525846	39.379045042519444	-1.7443826471565036	0.08109238881575796	-0.1266144610033002	0.8992455508359254	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE253013+GSE325414	57	-0.3043440460216356	0.08817672538662523	28.272424248868283	-0.13353724869514005	0.36749396911596577	0.0	-1.8479775003263292	0.06460559778857913	-0.9210291567150324	0.35703520474565453	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_IIT+GSE253013+GSE325414	57	-0.3043440460216356	0.08817672538662523	28.272424248868283	-0.13353724869514005	0.36749396911596577	0.0	-1.8479775003263292	0.06460559778857913	-0.9210291567150324	0.35703520474565453	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE241934_Real+GSE291670	53	-0.2566986117571316	0.09270967963504292	0.0	-0.1056417633979201	0.6262459607485983	39.54278555738832	-1.7097762652546695	0.08730725360436113	-0.1685662758559144	0.8661378088739349	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_IIT+GSE241934_Real+GSE291670	53	-0.2566986117571316	0.09270967963504292	0.0	-0.1056417633979201	0.6262459607485983	39.54278555738832	-1.7097762652546695	0.08730725360436113	-0.1685662758559144	0.8661378088739349	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE205335_NSCLC+GSE241934_IIT+GSE291670+GSE253013	43	-0.30605911110324724	0.10206056697469915	10.481136306824975	-0.229279206612956	0.25023504233848737	17.148252537513972	-1.6994920076407654	0.08922651920917099	-1.170496481262755	0.24180122936094095	True	False	8
primary_mixed	tnk	mean	4	GSE241934_Real+GSE291670+GSE253013+GSE325414	64	-0.26200917978435767	0.10207243789384576	19.901888049415994	-0.1665852834329697	0.4211455883668216	45.793618479106094	-1.7266177727767937	0.08423633190190814	-0.6268701514010407	0.5307443544750945	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE241934_Real+GSE291670+GSE253013+GSE325414	64	-0.26200917978435767	0.10207243789384576	19.901888049415994	-0.1665852834329697	0.4211455883668216	45.793618479106094	-1.7266177727767937	0.08423633190190814	-0.6268701514010407	0.5307443544750945	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_Real+GSE291670+GSE325414	67	-0.21119367807034387	0.11179324270446218	0.0	-0.10819871752541434	0.5667499131026531	41.014007870839656	-1.614723724735602	0.10637053742138441	-0.43367033054267656	0.6645278546708715	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE241934_Real+GSE291670+GSE325414	67	-0.21119367807034387	0.11179324270446218	0.0	-0.10819871752541434	0.5667499131026531	41.014007870839656	-1.614723724735602	0.10637053742138441	-0.43367033054267656	0.6645278546708715	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE241934_IIT+GSE291670	46	-0.2535074386796249	0.13075393213048533	0.0	-0.1668406277741636	0.37450096488471796	14.878507828938933	-1.5412003075714702	0.12326804268044911	-0.8939893503839694	0.37132758918051945	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE205335_NSCLC+GSE291670+GSE253013+GSE325414	57	-0.26294636594781207	0.13370114039825534	22.284281667409918	-0.2095076843518915	0.215316347304635	16.939633174046435	-1.5636931942482715	0.11788963679857065	-1.2900447161406559	0.19703513290229024	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE205335_NSCLC+GSE241934_Real+GSE253013+GSE325414	75	-0.1982046674523914	0.1408243128158447	12.354762103117938	-0.019680396880818463	0.8758529288229507	0.0	-1.5288713048983076	0.12629635114802643	-0.164433151582865	0.869390167556308	True	False	8
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE291670+GSE253013+GSE325414	51	-0.27754235937317173	0.14550183266723646	22.31492431090972	-0.2345280911987254	0.16973535000131257	9.001524171056234	-1.517790359918611	0.12906725607563288	-1.4195695234298857	0.15573304325567688	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE241934_IIT+GSE291670+GSE253013+GSE325414	51	-0.27754235937317173	0.14550183266723646	22.31492431090972	-0.2345280911987254	0.16973535000131257	9.001524171056234	-1.517790359918611	0.12906725607563288	-1.4195695234298857	0.15573304325567688	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE207422+GSE205335_NSCLC+GSE291670+GSE325414	60	-0.20215726413994625	0.15556457670607904	0.0	-0.16206083637515847	0.30827575825464515	13.912993412511035	-1.4453771520201015	0.14835197751098736	-1.0608296401003143	0.2887673294271077	True	False	8
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE241934_Real+GSE253013+GSE325414	69	-0.20230577576269357	0.1578269647456848	13.017107480604151	-0.025274112303472644	0.8486384065206712	0.0	-1.4734183641145788	0.14063826151571907	-0.2008618184468019	0.84080662367548	True	False	8
primary_nsclc_swap	tnk	mean	4	GSE241934_IIT+GSE241934_Real+GSE253013+GSE325414	69	-0.20230577576269357	0.1578269647456848	13.017107480604151	-0.025274112303472644	0.8486384065206712	0.0	-1.4734183641145788	0.14063826151571907	-0.2008618184468019	0.84080662367548	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE325414	54	-0.20734821343056017	0.1727123067565156	0.0	-0.18480676047447103	0.2593212011423085	8.544573221951065	-1.3891763298916124	0.16477913754503604	-1.1666828663064315	0.24333846459872976	True	False	8
