family	name	genes	fourth	prespec_module	score_kind	detail	rho	p	I2	ci_lo	ci_hi	k	N	n_neg	abs_rho	rho_GSE123902	rho_GSE131907	rho_GSE205335	rho_GSE189357
ELF3	ELF3 pct CP10k>=3	ELF3		0	pct_cp	t=3	-0.3860608776943638	0.004026414133722355	0.048064807941475156	-0.5945254566858423	-0.12896642332086788	4	65	4	0.3860608776943638	-0.4340659340659341	-0.5831168831168831	-0.09542631281761718	-0.4666666666666666
ELF3	ELF3 pct CP10k>=5	ELF3		0	pct_cp	t=5	-0.332935227032233	0.01625183527153294	0.07488741048819345	-0.5569616288395146	-0.06374744077696713	4	65	4	0.332935227032233	-0.25274725274725274	-0.5532467532467533	-0.06154714850367025	-0.5
ELF3	ELF3 pct CP10k>=8	ELF3		0	pct_cp	t=8	-0.28591532813079196	0.07662234300133208	0.2786032878972761	-0.550905265677321	0.03144522484025188	4	65	4	0.28591532813079196	-0.07692307692307691	-0.5649350649350648	-0.026538678712591763	-0.43333333333333335
ELF3	ELF3 pct CP10k>=10	ELF3		0	pct_cp	t=10	-0.27480109209941633	0.06545925470677798	0.16644635936485683	-0.5242264054281428	0.018048666422772412	4	65	4	0.27480109209941633	-0.19230769230769232	-0.5493506493506494	-0.0016939582156973462	-0.3
ELF3	ELF3 pct CP10k>=15	ELF3		0	pct_cp	t=15	-0.26645160751447566	0.04683782884003753	0.0	-0.49470212046438394	-0.0038136206347461087	4	65	4	0.26645160751447566	-0.21978021978021978	-0.5207792207792208	-0.010731432226859924	-0.26666666666666666
ELF3	ELF3 pct above cohort CP q50	ELF3		0	pct_cohort_q	q=0.50	-0.44856769319744827	0.003687273288492605	0.2801605535335082	-0.6689622073358152	-0.15567295792527933	4	65	4	0.44856769319744827	-0.6868131868131868	-0.5532467532467533	-0.11688311688311688	-0.45
ELF3	ELF3 pct above cohort CP q60	ELF3		0	pct_cohort_q	q=0.60	-0.4134588485127934	0.0035138540662703636	0.1429706173500739	-0.6261694928739516	-0.14346559931197303	4	65	4	0.4134588485127934	-0.5714285714285714	-0.5610389610389611	-0.09090909090909091	-0.5
ELF3	ELF3 pct above cohort CP q70	ELF3		0	pct_cohort_q	q=0.70	-0.34249736362245176	0.012851415449102696	0.06883290098621077	-0.5636106068156579	-0.0755846694240259	4	65	4	0.34249736362245176	-0.4505494505494505	-0.551948051948052	-0.050254093732354614	-0.3
ELF3	ELF3 pct above cohort CP q75	ELF3		0	pct_cohort_q	q=0.75	-0.3082505358110174	0.020366648987941684	0.0	-0.5283387566546566	-0.04934429260981652	4	65	4	0.3082505358110174	-0.26373626373626374	-0.5493506493506494	-0.06380575945793338	-0.3
ELF3	ELF3 pct above cohort CP q80	ELF3		0	pct_cohort_q	q=0.80	-0.28362795777033706	0.03374985891056171	0.0	-0.5086076241400029	-0.022392573627775827	4	65	4	0.28362795777033706	-0.23076923076923078	-0.5207792207792208	-0.033314511575381144	-0.33333333333333337
ELF3	ELF3 pct above cohort CP q90	ELF3		0	pct_cohort_q	q=0.90	-0.21591423438145355	0.18175692792461717	0.2640164552702236	-0.4940052543914962	0.1022530511928905	4	65	3	0.21591423438145355	-0.10989010989010989	-0.5397856731588199	0.033314511575381144	-0.09999999999999999
ELF3	ELF3 mean log1p UMI	ELF3		0	mean_log1p	mean	-0.345028487384898	0.030038817128136514	0.2764586928913002	-0.5946462876944285	-0.03474115359471302	4	65	3	0.345028487384898	-0.6043956043956044	-0.4051948051948052	0.014116318464144554	-0.5166666666666667
ELF3	ELF3 mean log1p CP10k	ELF3		0	mean_cp	mean	-0.394002910350823	0.0032956713257197997	0.04994877262227496	-0.6007608657289478	-0.13783955232253892	4	65	4	0.394002910350823	-0.5054945054945055	-0.5714285714285714	-0.09542631281761718	-0.45
ELF3	ELF3 tail75 mean log1p	ELF3		0	tail75	within-unit q75	-0.26293375740608116	0.16527484031040351	0.46032160155777124	-0.5714012124500661	0.11063127349562564	4	65	3	0.26293375740608116	-0.5274725274725275	-0.2727272727272727	0.17221908526256355	-0.5833333333333334
module	zmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=1	-0.44924181351887116	0.0317268481174477	0.5962047529127863	-0.7283455122391714	-0.042280298134715205	4	65	3	0.44924181351887116	-0.7692307692307693	-0.4896103896103896	0.011857707509881424	-0.48333333333333334
module	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=1	-0.4483558126194077	0.013629098277691347	0.46871845749485125	-0.699391724706524	-0.09884834430251817	4	65	4	0.4483558126194077	-0.699727173039564	-0.5456317273807566	-0.03055168649068441	-0.5192664837628367
module	zmean pct UMI>=2 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=2	-0.39761425029677705	0.05136433924603197	0.5614684728006396	-0.6879873524364827	0.0025002893164809306	4	65	3	0.39761425029677705	-0.6923076923076923	-0.4883116883116883	0.08187464709203841	-0.48333333333333334
module	rmean pct UMI>=2 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=2	-0.3774877849080699	0.043066242270072594	0.4721015393752538	-0.6537806834376508	-0.012379374208307462	4	65	3	0.3774877849080699	-0.6859530160899663	-0.4207792207792207	0.04180791627691909	-0.48333333333333334
module	zmean pct UMI>=3 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=3	-0.3180160008469989	0.08445122525666222	0.4433471808028752	-0.6066888471611566	0.04475826032748834	4	65	3	0.3180160008469989	-0.5879120879120878	-0.41038961038961036	0.11914172783738003	-0.48333333333333334
module	rmean pct UMI>=3 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=3	-0.31789110382199787	0.038734502803096246	0.2225429599881934	-0.5659559572889177	-0.017044250687505244	4	65	3	0.31789110382199787	-0.577717190274766	-0.387516582524673	0.028838027117786776	-0.48333333333333334
module	zmean pct UMI>=4 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=4	-0.26505400501569265	0.0860524057859918	0.21268135433359497	-0.5238091419502243	0.038482793379550365	4	65	3	0.26505400501569265	-0.46703296703296704	-0.38051948051948054	0.09655561829474874	-0.48333333333333334
module	rmean pct UMI>=4 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=4	-0.27467183283059454	0.0786492668177949	0.23107522348762446	-0.5342750166540041	0.03227791721113358	4	65	3	0.27467183283059454	-0.5254475397260966	-0.3618058001798588	0.08472183336994678	-0.4602550748156477
module	zmean pct UMI>=5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=5	-0.23853064272308144	0.13704870293813182	0.25834628359793815	-0.5108085627578467	0.07723797525938067	4	65	3	0.23853064272308144	-0.41208791208791207	-0.3818181818181818	0.14059853190287974	-0.4666666666666666
module	rmean pct UMI>=5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=5	-0.22132136205205394	0.13805991963274072	0.15339407726019244	-0.4795994711029216	0.072247664268781	4	65	3	0.22132136205205394	-0.43741444406518	-0.3077922077922078	0.1186105667179255	-0.48333333333333334
module	zmean pct UMI>=6 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=6	-0.2083194866669683	0.1693879661718264	0.17336191510293048	-0.47224538738959	0.08988512889615126	4	65	3	0.2083194866669683	-0.38461538461538464	-0.3649350649350649	0.14737436476566912	-0.39999999999999997
module	rmean pct UMI>=6 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=6	-0.15525948467248732	0.25960914568754734	0.017304821971192066	-0.40420692488847904	0.1151040915611645	4	65	3	0.15525948467248732	-0.33562617720724497	-0.30604294959660094	0.16327686221661641	-0.35
module	zmean pct UMI>=8 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=8	-0.13896762019917533	0.33465358414817303	0.08503382496222836	-0.4003204286014243	0.1432920451755225	4	65	3	0.13896762019917533	-0.3131868131868132	-0.32857142857142857	0.1925465838509317	-0.25
module	rmean pct UMI>=8 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=8	-0.08368878381017526	0.5414035434765984	0.0	-0.3391322609097731	0.1832482189063668	4	65	3	0.08368878381017526	-0.25859721850394285	-0.24358559258069487	0.22090399005777517	-0.25941649671427414
module	zmean pct UMI>=10 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=10	-0.09475671516560787	0.48899061906525676	0.0	-0.3489683430391164	0.17244436012813832	4	65	3	0.09475671516560787	-0.2582417582417582	-0.274025974025974	0.20158102766798422	-0.19999999999999998
module	rmean pct UMI>=10 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=10	-0.03975958477778179	0.7721170515201825	0.0	-0.2995336960426526	0.22550273177966973	4	65	2	0.03975958477778179	-0.20385752285404618	-0.2566602231224148	0.23672320162201485	0.016666666666666666
module	zmean pct UMI>=12 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=12	-0.07503928135600689	0.584156798829075	0.0	-0.33140636290838177	0.19164670222648733	4	65	3	0.07503928135600689	-0.25274725274725274	-0.2636363636363636	0.2309429700734049	-0.16666666666666669
module	rmean pct UMI>=12 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=12	-0.03891735237863419	0.7768198187949477	0.0	-0.2987656469082277	0.22630322200819214	4	65	2	0.03891735237863419	-0.23076923076923078	-0.23066931445179054	0.22824862399831503	0.016666666666666666
module	zmean pct UMI>=15 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=15	-0.013170503500593534	0.9236093208682062	0.0	-0.27512300122748734	0.2506023672192996	4	65	2	0.013170503500593534	-0.1868131868131868	-0.2	0.24449463579898364	0.016666666666666666
module	rmean pct UMI>=15 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=15	-0.02952317739219424	0.829771642086413	0.0	-0.29017602726948105	0.23520759243150305	4	65	3	0.02952317739219424	-0.2255848076310991	-0.2292952378159608	0.2686331630200903	-0.049999999999999996
module	zmean pct CP10k>=0.25 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=0.25	-0.4523316955870209	0.03603658769982062	0.6211058282424848	-0.7368279889553025	-0.031741183338116485	4	65	3	0.4523316955870209	-0.7692307692307693	-0.5103896103896104	0.033314511575381144	-0.48333333333333334
module	zmean pct CP10k>=0.5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=0.5	-0.4354527966875548	0.03854264344548187	0.5972349826943977	-0.7204701221479006	-0.024584824020654122	4	65	3	0.4354527966875548	-0.7252747252747254	-0.5376623376623377	0.05590062111801244	-0.48333333333333334
module	zmean pct CP10k>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=1	-0.4480280364961729	0.03757460300639331	0.6188716778750134	-0.7337284945493291	-0.027697054032474272	4	65	3	0.4480280364961729	-0.6703296703296703	-0.6116883116883116	0.07396950875211745	-0.5333333333333333
module	zmean pct CP10k>=2 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=2	-0.3917489286833475	0.04460519245405057	0.5193872759479633	-0.6738506977516001	-0.009964984829399575	4	65	3	0.3917489286833475	-0.5164835164835164	-0.5831168831168831	0.07735742518351214	-0.5666666666666667
module	zmean pct CP10k>=3 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=3	-0.33173550681778186	0.07850890009595826	0.4703578056796759	-0.6223695497045296	0.039289031420225794	4	65	3	0.33173550681778186	-0.4230769230769231	-0.5896103896103897	0.08752117447769624	-0.38333333333333336
module	zmean pct CP10k>=5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=5	-0.29063472654502875	0.19630028273181843	0.6178741423307035	-0.6370461769223975	0.1534461224484817	4	65	3	0.29063472654502875	-0.24725274725274726	-0.6662337662337662	0.11123658949745907	-0.21666666666666667
module	zmean pct CP10k>=8 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=8	-0.26940343045178905	0.26210446813949495	0.6619443730713753	-0.6404813408589276	0.20366053444230756	4	65	3	0.26940343045178905	-0.04395604395604395	-0.6922077922077923	0.07735742518351214	-0.2333333333333333
module	zmean pct CP10k>=10 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=10	-0.20553343230847498	0.3895008422103956	0.6506883967388574	-0.593730465820726	0.2602732058368436	4	65	2	0.20553343230847498	0.08241758241758242	-0.6428571428571428	0.13156408808582723	-0.25
module	zmean pct CP10k>=15 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_cp	t=15	-0.14644808497323722	0.6394098933112518	0.7937048179866029	-0.6437722406784725	0.4378533610393088	4	65	2	0.14644808497323722	0.19230769230769232	-0.7194805194805195	0.24901185770750994	-0.08333333333333334
module	zmean pct cohort-q70 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_q	q=0.70	-0.40105254864652523	0.12144483320755672	0.7276629516149505	-0.7454506955802227	0.11235518680945926	4	65	3	0.40105254864652523	-0.5164835164835164	-0.7493506493506493	0.09655561829474874	-0.21666666666666667
module	zmean pct cohort-q75 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_q	q=0.75	-0.3427110264105891	0.15925292520875312	0.6814374405198659	-0.6934083714323154	0.13925788809632553	4	65	3	0.3427110264105891	-0.4450549450549451	-0.7025974025974026	0.11462450592885377	-0.15
module	zmean pct cohort-q80 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_q	q=0.80	-0.3142207775654561	0.20268432406952785	0.6852931185044704	-0.6780987866730258	0.1733734390981375	4	65	3	0.3142207775654561	-0.33516483516483514	-0.7077922077922078	0.11688311688311688	-0.13333333333333333
module	zmean pct cohort-q90 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_q	q=0.90	-0.26631553714408956	0.3230129607756955	0.7311735933263528	-0.6718491321387148	0.26205930283039547	4	65	3	0.26631553714408956	-0.23626373626373626	-0.7077922077922078	0.20271033314511577	-0.13333333333333333
module	zmean mean-log1p ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_mean_log1p	mean	-0.337037150742848	0.08995273386384041	0.5229029728378958	-0.6388178737512682	0.05462721330671683	4	65	3	0.337037150742848	-0.6373626373626374	-0.42207792207792205	0.1326933935629588	-0.4666666666666666
module	rmean mean-log1p ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_mean_log1p	mean	-0.3418720806591747	0.0878900106400356	0.5311869245271755	-0.6441907626065284	0.05283351733833856	4	65	3	0.3418720806591747	-0.6859530160899663	-0.3418916152109542	0.10395481885071772	-0.48535989707831934
module	PC1 mean-log1p ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	pc1_mean_log1p	PC1	-0.33532101970574035	0.10193358194373647	0.5505005891370739	-0.6450750931631669	0.06908449720485985	4	65	3	0.33532101970574035	-0.6373626373626374	-0.42727272727272725	0.15302089215132694	-0.4666666666666666
module	zmean mean-cp ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_mean_cp	mean	-0.45299535427624066	0.05359733804037894	0.6797719350358664	-0.755006528764903	0.0075728313914661845	4	65	3	0.45299535427624066	-0.5604395604395606	-0.6909090909090909	0.10559006211180126	-0.5833333333333334
module	PC1 pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	pc1_pct_umi	k=1	-0.45734724870830634	0.027808444975528087	0.593712708137224	-0.7324636807924236	-0.05382919328111078	4	65	3	0.45734724870830634	-0.7692307692307693	-0.4909090909090909	0.005081874647092039	-0.5166666666666667
module	joint UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=1	-0.08927098455430588	0.7539328514263832	0.7487501388514477	-0.5711284137235568	0.43834262464712503	4	65	3	0.08927098455430588	-0.35714285714285715	-0.3571428571428571	0.5516657255787691	-0.33333333333333337
module	any3 UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=1	-0.32248120313463247	0.15469683971753756	0.6287269993164016	-0.6612221238679957	0.12548941755328688	4	65	3	0.32248120313463247	-0.6483516483516483	-0.3922077922077922	0.2241671372106155	-0.5
module	joint UMI>=2 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=2	-0.026233996135277295	0.9089572699218882	0.6108092194423105	-0.4430248212369015	0.3998816185170773	4	65	3	0.026233996135277295	-0.20329670329670327	-0.3156869279845806	0.4771315640880858	-0.19999999999999998
module	any3 UMI>=2 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=2	-0.23971145565202293	0.2138596076395659	0.4740222123240943	-0.5580146857273065	0.14008236494067258	4	65	3	0.23971145565202293	-0.46703296703296704	-0.35584415584415585	0.2252964426877471	-0.5
module	joint UMI>=3 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=3	0.03183729079789902	0.884044872451241	0.5708602249056982	-0.3766582879189117	0.4299667036501669	4	65	3	0.03183729079789902	-0.07142857142857142	-0.3263981953479629	0.4726143421795596	-0.03333333333333333
module	any3 UMI>=3 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=3	-0.19732333816712658	0.27712266610842673	0.4027876800243485	-0.5083767917723188	0.15927873955012448	4	65	3	0.19732333816712658	-0.41208791208791207	-0.33766233766233766	0.23546019198193116	-0.43333333333333335
module	joint UMI>=4 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=4	0.13684561444958843	0.47853745592468033	0.4617669990103073	-0.23848482967117407	0.4766080120956084	4	65	2	0.13684561444958843	-0.03296703296703297	-0.20156063856149098	0.4952004517221909	0.2333333333333333
module	any3 UMI>=4 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=4	-0.13043762358663452	0.40616547618103227	0.2104410032856357	-0.4142452405801403	0.17648755904828278	4	65	3	0.13043762358663452	-0.2747252747252747	-0.2896103896103896	0.23207227555053642	-0.39999999999999997
module	joint UMI>=5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=5	0.10051200043688209	0.6012866491574151	0.45467811981211215	-0.270523076202309	0.44554915775535625	4	65	2	0.10051200043688209	-0.11538461538461539	-0.21456455072674846	0.4669678147939018	0.21666666666666667
module	any3 UMI>=5 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=5	-0.07973945958101682	0.5749589640630477	0.05834477604885201	-0.3445182964586953	0.19679105414523604	4	65	3	0.07973945958101682	-0.21428571428571427	-0.2715167405299479	0.24449463579898364	-0.26666666666666666
module	joint UMI>=6 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=6	0.10303284638407187	0.5793941540065686	0.41826118038159865	-0.2563902334158154	0.43742361498256216	4	65	2	0.10303284638407187	-0.18232322463624387	-0.18205477031360479	0.43434059907659384	0.33333333333333337
module	any3 UMI>=6 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=6	-0.031492041662295266	0.831888226210662	0.12041350351227936	-0.31164541561764264	0.2536985744136856	4	65	3	0.031492041662295266	-0.1758241758241758	-0.21695356779187222	0.30321852060982496	-0.25
module	joint UMI>=8 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=8	0.08848789868010876	0.6396959610612563	0.43543960567453777	-0.2754426688831972	0.4302339542732902	4	65	2	0.08848789868010876	-0.20347102989150856	-0.20286102977801676	0.41852585684753707	0.35
module	any3 UMI>=8 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=8	0.055175273889931396	0.6876174841742294	0.0	-0.2107875176590754	0.3135323532624302	4	65	3	0.055175273889931396	-0.0934065934065934	-0.12731406972217651	0.3325804630152457	-0.06666666666666667
module	joint UMI>=10 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	joint_umi	k=10	0.08953328053074548	0.6374899005871927	0.4410346245674834	-0.2762700162020026	0.43267789157995656	4	65	2	0.08953328053074548	-0.16390721852371523	-0.2340704189746347	0.39932224128368243	0.39999999999999997
module	any3 UMI>=10 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	any3_umi	k=10	0.0899341155197273	0.5114998662786825	0.0	-0.17715981277314719	0.34468936822976676	4	65	2	0.0899341155197273	-0.12637362637362637	-0.055916822310607184	0.3506493506493507	0.016666666666666666
