family	name	genes	fourth	prespec_module	score_kind	detail	rho	p	I2	ci_lo	ci_hi	k	N	n_neg	abs_rho	rho_GSE123902	rho_GSE131907	rho_GSE205335	rho_GSE189357
ELF3	ELF3 pct UMI>=1	ELF3		0	pct_umi	k=1	-0.4591568697778589	0.005260304295829554	0.36350190894075235	-0.6883307203322928	-0.1466433814076976	4	65	4	0.4591568697778589	-0.7362637362637362	-0.4831168831168831	-0.11914172783738003	-0.5333333333333333
ELF3	ELF3 pct UMI>=2	ELF3		0	pct_umi	k=2	-0.3664850061508969	0.0051394824029982345	0.0	-0.5740773375027488	-0.11462398059673257	4	65	4	0.3664850061508969	-0.5879120879120878	-0.43506493506493504	-0.08752117447769624	-0.5333333333333333
ELF3	ELF3 pct UMI>=3	ELF3		0	pct_umi	k=3	-0.34822426247814403	0.008151031386118415	0.0	-0.5598730508693579	-0.09391724455974028	4	65	4	0.34822426247814403	-0.510989010989011	-0.40389610389610386	-0.07509881422924902	-0.6333333333333333
ELF3	ELF3 pct UMI>=4	ELF3		0	pct_umi	k=4	-0.3265220560271597	0.01415945334733964	0.009331289528350275	-0.5439311231054408	-0.06803365674722292	4	65	4	0.3265220560271597	-0.4340659340659341	-0.38571428571428573	-0.059288537549407126	-0.6666666666666667
ELF3	ELF3 pct UMI>=5	ELF3		0	pct_umi	k=5	-0.33250590467679586	0.01834610012758652	0.10147680196339529	-0.5600307618264471	-0.05834170991374471	4	65	4	0.33250590467679586	-0.4450549450549451	-0.3974025974025974	-0.0378317334839074	-0.6666666666666667
ELF3	ELF3 pct UMI>=6	ELF3		0	pct_umi	k=6	-0.319332678187984	0.0171737347188221	0.017468503932788072	-0.5392330464847801	-0.05866664410629922	4	65	4	0.319332678187984	-0.39010989010989006	-0.3974025974025974	-0.050254093732354614	-0.6666666666666667
ELF3	ELF3 pct UMI>=8	ELF3		0	pct_umi	k=8	-0.2714101030071087	0.08624315174473027	0.2476200241689656	-0.5345093013098827	0.03964525709920376	4	65	3	0.2714101030071087	-0.34615384615384615	-0.3168831168831169	0.04912478825522304	-0.6833333333333333
ELF3	ELF3 pct UMI>=10	ELF3		0	pct_umi	k=10	-0.21732631853500678	0.1134538926588131	0.025067311030945272	-0.4576361302367809	0.052572245610539886	4	65	3	0.21732631853500678	-0.3626373626373627	-0.3363636363636363	0.09316770186335405	-0.5
ELF3	ELF3 pct UMI>=12	ELF3		0	pct_umi	k=12	-0.2000146739890137	0.15268617739671672	0.05031093694874598	-0.4467392902830317	0.0749824195161883	4	65	3	0.2000146739890137	-0.2912087912087912	-0.34415584415584416	0.11349520045172222	-0.5
ELF3	ELF3 pct UMI>=15	ELF3		0	pct_umi	k=15	-0.13743728042931236	0.3139680619962103	0.0	-0.3863813138768944	0.13017133275298212	4	65	3	0.13743728042931236	-0.21428571428571427	-0.29740259740259745	0.13386049672451591	-0.35
ELF3	ELF3 pct CP10k>=0.25	ELF3		0	pct_cp	t=0.25	-0.43333347712395515	0.003499879153256685	0.2189557404659553	-0.650079954858185	-0.15137751474706285	4	65	4	0.43333347712395515	-0.6868131868131868	-0.4831168831168831	-0.11914172783738003	-0.5333333333333333
ELF3	ELF3 pct CP10k>=0.5	ELF3		0	pct_cp	t=0.5	-0.44644640988746387	0.0032926895197020302	0.25697140455732054	-0.6643333031943481	-0.15862501348201608	4	65	4	0.44644640988746387	-0.6868131868131868	-0.5012987012987012	-0.11688311688311688	-0.5666666666666667
ELF3	ELF3 pct CP10k>=1	ELF3		0	pct_cp	t=1	-0.45852062579787317	0.0022646767489509505	0.24762408744112105	-0.6715104226356998	-0.17554669222388739	4	65	4	0.45852062579787317	-0.6428571428571429	-0.5727272727272726	-0.11688311688311688	-0.5666666666666667
ELF3	ELF3 pct CP10k>=2	ELF3		0	pct_cp	t=2	-0.4080833281484306	0.003033399568108341	0.09759118889631994	-0.6167923084671841	-0.14576202614702663	4	65	4	0.4080833281484306	-0.510989010989011	-0.5662337662337662	-0.09542631281761718	-0.5499999999999999
