dataset	unit_id	n_malignant	frac_tnk	CLDN4_pct_umi_ge1	ELF3 pct UMI>=1	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+KRT19	zmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	PC1 pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7
GSE123902	LX255B	228	0.407359752959341	35.08771929824561	29.385964912280706	5.0	4.25	-0.5921771068903792	-1.195194652098548
GSE123902	LX653	145	0.125	71.72413793103448	62.758620689655174	10.75	11.0	1.2161524670414696	2.231533227896343
GSE123902	LX661	117	0.816031537450723	58.97435897435898	58.119658119658126	7.75	7.5	0.3390413808804943	0.6151233270912614
GSE123902	LX666	786	0.134498480243161	67.17557251908397	59.28753180661578	6.75	8.0	0.10372549343090653	0.45614835482561433
GSE123902	LX675	618	0.388937409024745	31.3915857605178	30.258899676375407	5.0	5.0	-0.5211183127870495	-1.1264673155709135
GSE123902	LX676	147	0.649227703039362	42.17687074829932	40.816326530612244	7.0	7.25	-0.151953423827888	-0.370906920416406
GSE123902	LX679	497	0.309866137828458	43.25955734406438	61.56941649899397	8.5	8.25	0.4693152217738602	0.9783613529755902
GSE123902	LX680	258	0.365568544102019	73.25581395348837	71.70542635658916	10.25	9.75	0.6093283541940815	1.542796831129775
GSE123902	LX681	1207	0.052760736196319	63.29743164871583	69.42833471416736	11.0	10.0	1.0385773894992119	2.0254786661775808
GSE123902	LX682	421	0.625122189638319	18.76484560570071	14.964370546318289	2.75	3.75	-1.1672779083543992	-2.4094703675573443
GSE123902	LX684	173	0.243386243386243	72.83236994219652	63.58381502890174	11.5	11.5	0.9913851457129126	1.9788380392516984
GSE123902	LX699	46	0.847248221639835	15.217391304347828	15.217391304347828	2.0	2.0	-1.373413397998257	-2.779432925814709
GSE123902	LX701	90	0.408629441624365	11.11111111111111	26.666666666666668	2.75	2.75	-0.9615853026749662	-1.946807617889948
GSE131907	BRONCHO_11	203	0.254562617998741	80.78817733990148	88.17733990147784	12.5	12.5	0.4899210321432826	0.972744925194072
GSE131907	BRONCHO_58	460	0.549591183789549	72.17391304347827	70.86956521739131	10.0	10.25	0.038395338991170175	0.0835832586279278
GSE131907	EBUS_06	1186	0.26530612244898	71.16357504215851	73.69308600337267	10.75	10.25	0.19279100171302796	0.3758445896858984
GSE131907	EBUS_10	367	0.297433903576983	84.46866485013625	76.83923705722071	12.0	13.5	0.3533836122669502	0.7093298980305667
GSE131907	EBUS_12	257	0.10529695024077	88.32684824902724	92.21789883268482	19.25	18.75	0.9684217155087953	1.914923249337776
GSE131907	EBUS_13	376	0.323943661971831	0.26595744680851063	0.0	1.0	1.0	-2.615374167226721	-5.246571413040487
GSE131907	EBUS_15	256	0.433484162895928	47.265625	42.578125	3.25	5.5	-0.9139161635740645	-1.8253804937425857
GSE131907	EBUS_19	217	0.675662878787879	94.00921658986175	90.78341013824884	17.5	18.5	0.7944898907666351	1.596515787829304
GSE131907	EBUS_28	4640	0.0447703589347742	96.33620689655173	90.9698275862069	16.75	19.25	0.666039191089213	1.354661641147733
GSE131907	EBUS_49	114	0.634366197183099	49.122807017543856	44.73684210526316	3.5	3.75	-1.2042775699318375	-2.386130044707762
GSE131907	EBUS_51	1285	0.349007633587786	85.36964980544747	90.11673151750973	14.0	15.75	0.4915807938651448	1.0046718684004556
GSE131907	NS_02	181	0.422395157803718	58.5635359116022	67.40331491712708	4.25	3.75	-1.003763508611084	-1.9742515838960544
GSE131907	NS_03	2713	0.048494983277592	93.14412089937338	89.90047917434573	14.75	15.5	0.6677399745970143	1.3280763319089885
GSE131907	NS_04	1229	0.0688025210084034	89.34092758340114	95.60618388934093	17.5	15.5	0.7759703995046932	1.5426671853552099
GSE131907	NS_06	83	0.357943925233645	60.24096385542169	44.57831325301205	7.5	8.75	-0.3362166163068223	-0.7025894850353853
GSE131907	NS_07	5108	0.0289703315881326	90.40720438527799	93.34377447141739	14.5	14.25	0.3210279588477984	0.6902938971214398
GSE131907	NS_12	2811	0.0069138906348208	86.33938100320171	65.42155816435432	11.0	9.25	0.3036717631417458	0.5862027956975903
GSE131907	NS_13	1352	0.367389060887513	72.41124260355029	78.69822485207101	8.0	7.75	-0.1596099464402232	-0.28602645616277816
GSE131907	NS_16	79	0.292331055429005	11.39240506329114	88.60759493670885	9.75	6.5	-0.5604918572592203	-1.1835766741008822
GSE131907	NS_17	1112	0.170195101701951	88.21942446043165	87.41007194244604	13.0	12.75	0.5184137170672394	1.0405381067625947
GSE131907	NS_19	755	0.112121212121212	67.1523178807947	78.41059602649007	10.25	8.0	0.21180343984726457	0.4044726155863824
GSE205335	P0031	319	0.594897324206596	59.24764890282132	63.322884012539184	11.25	11.0	0.016185053648745153	0.04208216868509478
GSE205335	P1006	1282	0.492282430213465	74.18096723868955	74.80499219968799	18.25	16.75	0.8841650014964053	1.7667059028368057
GSE205335	P1015	291	0.39581589958159	41.580756013745706	35.39518900343643	5.25	7.75	-0.8877956009175598	-1.7782783731114464
GSE205335	P1016	5336	0.110196418255344	82.64617691154422	10.700899550224888	5.25	7.25	-1.2482550691305256	-2.816257707501494
GSE205335	P1017	2186	0.378231726779445	64.31838975297347	71.1344922232388	12.75	15.75	0.13546660367345753	0.16737081375285207
GSE205335	P1018	1180	0.506263670709883	67.03389830508475	73.22033898305085	16.0	15.5	0.6413802196246322	1.3719712195303757
GSE205335	P1025	980	0.104746317512275	92.85714285714286	94.48979591836735	17.25	16.75	0.9277607348703178	2.135478663395963
GSE205335	P1027	1318	0.569347826086957	78.07283763277694	68.5887708649469	16.0	15.5	0.6049274157974525	1.0747222000546224
GSE205335	P1030	603	0.16260162601626	61.69154228855721	62.189054726368155	10.25	13.0	-0.06386659527236793	-0.14753151905211215
GSE205335	P1037	3671	0.122616897451335	86.05284663579407	32.36175429038409	11.25	11.25	-0.031183621907324877	-0.4659605105749965
GSE205335	P1056	2386	0.265334117185969	49.70662196144174	57.16680637049455	8.75	8.25	-0.33198731736252235	-0.7858540980095009
GSE205335	P1062	188	0.63264638534511	45.21276595744681	44.680851063829785	6.25	5.75	-0.6400565384556098	-1.198686973041879
GSE205335	P1063	131	0.731673260414243	35.11450381679389	35.87786259541985	3.5	3.25	-1.1528502823483104	-2.2355218885813715
GSE205335	P1072	406	0.460329929300864	58.86699507389162	61.083743842364534	12.0	8.0	0.2496491069663997	0.5404704694336203
GSE205335	P1076	849	0.299498207885305	59.36395759717315	63.48645465253239	12.0	11.5	0.06787512033825376	0.19893930934900045
GSE205335	P1079	543	0.392325763508222	51.38121546961326	68.69244935543279	12.0	11.75	0.05641790705539727	0.2865095200187871
GSE205335	P1084	196	0.664968873797397	86.73469387755102	88.26530612244898	20.5	19.75	1.3601231534959566	2.7380656753682198
GSE205335	P1089	1063	0.169049098819142	87.77046095954844	84.94825964252117	19.5	17.75	1.1240945410681795	2.0958800532251027
GSE205335	P1090	566	0.253073770491803	38.16254416961131	64.48763250883393	10.75	13.5	-0.17392169783450775	-0.2552732101597281
GSE205335	P1115	3769	0.0616329315442347	88.8829928362961	86.78694613955956	11.0	11.5	-0.34016122683715644	-0.6795994683257266
GSE205335	P1119	1222	0.260268231349539	36.08837970540098	63.17512274959084	7.25	5.25	-0.556108731116417	-0.7979711388821857
GSE205335	P4001	27	0.780329289428076	48.148148148148145	51.85185185185185	6.0	6.25	-0.6418581768528901	-1.2572611084099965
GSE189357	TD1	2186	0.651616719242902	56.1299176578225	53.5224153705398	7.25	7.0	0.6210903696777235	1.2010955706712731
