slot	family	name	genes	fourth	prespec_module	score_kind	detail	rho	p	I2	ci_lo	ci_hi	k	N	n_neg	abs_rho	rho_GSE123902	rho_GSE131907	rho_GSE205335	rho_GSE189357
ELF3_concordant	ELF3	ELF3 pct UMI>=1	ELF3		0	pct_umi	k=1	-0.4591568697778589	0.005260304295829554	0.36350190894075235	-0.6883307203322928	-0.1466433814076976	4	65	4	0.4591568697778589	-0.7362637362637362	-0.4831168831168831	-0.11914172783738003	-0.5333333333333333
ELF3_unconstrained	ELF3	ELF3 pct UMI>=1	ELF3		0	pct_umi	k=1	-0.4591568697778589	0.005260304295829554	0.36350190894075235	-0.6883307203322928	-0.1466433814076976	4	65	4	0.4591568697778589	-0.7362637362637362	-0.4831168831168831	-0.11914172783738003	-0.5333333333333333
module_prespec_concordant	module	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	rmean_pct_umi	k=1	-0.4483558126194077	0.013629098277691347	0.46871845749485125	-0.699391724706524	-0.09884834430251817	4	65	4	0.4483558126194077	-0.699727173039564	-0.5456317273807566	-0.03055168649068441	-0.5192664837628367
module_prespec_unconstrained	module	PC1 pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	pc1_pct_umi	k=1	-0.45734724870830634	0.027808444975528087	0.593712708137224	-0.7324636807924236	-0.05382919328111078	4	65	3	0.45734724870830634	-0.7692307692307693	-0.4909090909090909	0.005081874647092039	-0.5166666666666667
module_any_concordant	module	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+KRT19	ELF3,TACSTD2,CLDN4,KRT19	KRT19	0	rmean_pct_umi	k=1	-0.4828577526938625	0.0042036574109827205	0.4029604788827983	-0.7100834168581821	-0.16454667674778903	4	65	4	0.4828577526938625	-0.7857142857142857	-0.43873924005208	-0.18649342671233263	-0.5188329934285483
module_any_unconstrained	module	rmean pct UMI>=1 ELF3+TACSTD2+CLDN4+KRT19	ELF3,TACSTD2,CLDN4,KRT19	KRT19	0	rmean_pct_umi	k=1	-0.4828577526938625	0.0042036574109827205	0.4029604788827983	-0.7100834168581821	-0.16454667674778903	4	65	4	0.4828577526938625	-0.7857142857142857	-0.43873924005208	-0.18649342671233263	-0.5188329934285483
ELF3_pct_umi_ge1	ELF3	ELF3 pct UMI>=1	ELF3		0	pct_umi	k=1	-0.4591568697778589	0.005260304295829554	0.36350190894075235	-0.6883307203322928	-0.1466433814076976	4	65	4	0.4591568697778589	-0.7362637362637362	-0.4831168831168831	-0.11914172783738003	-0.5333333333333333
module_prespec_zmean_pct_umi_ge1	module	zmean pct UMI>=1 ELF3+TACSTD2+CLDN4+CLDN7	ELF3,TACSTD2,CLDN4,CLDN7	CLDN7	1	zmean_pct_umi	k=1	-0.44924181351887116	0.0317268481174477	0.5962047529127863	-0.7283455122391714	-0.042280298134715205	4	65	3	0.44924181351887116	-0.7692307692307693	-0.4896103896103896	0.011857707509881424	-0.48333333333333334
CLDN4_pipeline_check	check	CLDN4 pct UMI>=1	CLDN4		0	pct_umi	k=1	-0.5311678045689989	1.6462232944573955e-05	0.0	-0.6967711225150761	-0.3118052568209761	4	65	4	0.5311678045689989	-0.6593406593406593	-0.5220779220779221	-0.43534726143421804	-0.6
