cohort	pair	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict_crude	verdict_adj	n_genes_in_score	genes_used	present	note
never_smoker_LUAD_tumor	CLDN4 vs CD8A	40	0.03414634146341464	0.8343130319836045	-0.31218465818164814	0.39315054992738396	0.05487702063052019	0.7400350536046469	NO_EVIDENCE	NO_EVIDENCE	1	CD8A	True	
never_smoker_LUAD_tumor	CLDN4 vs CD274	40	0.16247654784240154	0.3164967321853217	-0.1897327613223701	0.5079499795306166	0.2080963897495724	0.20363958281863084	NO_EVIDENCE	NO_EVIDENCE	1	CD274	True	
never_smoker_LUAD_tumor	CLDN4 vs ImmuneScore	40	-0.03170731707317074	0.8460001510219892	-0.38224952323574796	0.3094908416826635	-0.004130731456404359	0.9800891135926921	NO_EVIDENCE	NO_EVIDENCE	132	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-DMA,PTPRE,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,CD52,CD27	True	
never_smoker_LUAD_tumor	CLDN4 vs TACSTD2	40	0.2636022514071295	0.10027634634670227	-0.0575651518506171	0.5516705093316364	0.19530721144746294	0.2334470580205548	NO_EVIDENCE	NO_EVIDENCE	1	TACSTD2	True	companion; not dual-high
never_smoker_LUAD_tumor	CLDN4 vs epithelial mean-z	40	0.225515947467167	0.16176512379378152	-0.08950973753089846	0.5027328590533628			NO_EVIDENCE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
smoker_LUAD_tumor_extra	CLDN4 vs CD8A	40	-0.3095684803001877	0.051913984266622595	-0.5530945337396237	-0.02394823529411793	-0.21259326469140033	0.1938200620576988	NO_EVIDENCE	NO_EVIDENCE	1	CD8A	True	
smoker_LUAD_tumor_extra	CLDN4 vs CD274	40	-0.29268292682926833	0.06683876474622197	-0.54703556250077	0.014680010743154883	-0.3220573234597988	0.04556105271871232	NO_EVIDENCE	HOLDS	1	CD274	True	
smoker_LUAD_tumor_extra	CLDN4 vs ImmuneScore	40	-0.45534709193245787	0.003153253389963631	-0.6878724959996789	-0.1788269247550198	-0.23616198220731138	0.14778168782723555	HOLDS	NO_EVIDENCE	132	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-DMA,PTPRE,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,CD52,CD27	True	
smoker_LUAD_tumor_extra	CLDN4 vs TACSTD2	40	0.7553470919324579	1.7724016994633433e-08	0.5428829310978794	0.8835780575990673	0.644483409348216	9.51981564090815e-06	OPPOSITE	OPPOSITE	1	TACSTD2	True	companion; not dual-high
smoker_LUAD_tumor_extra	CLDN4 vs epithelial mean-z	40	0.6418386491557224	8.057033073703025e-06	0.38385214914980614	0.8229602875822675			OPPOSITE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
