gene	probe	mean
CD274	8154233	7.442555366918181
CD8A	8053584	8.276871429818183
CDH1	7996837	10.459030286072725
CLDN4	8133360	8.359313448999997
EPCAM	8098439	11.023327524072725
EPCAM	8041853	10.328848682545456
KRT18	7955637	10.314799490899999
KRT18	8154725	10.024928413536362
KRT19	8015349	10.306306180063633
KRT7	7955613	10.521815122090906
KRT8	7963567	11.356331756036365
TACSTD2	7916584	9.474727539854543
