gene	feature	covariate	n_unadj	spearman_rho	spearman_p	n_partial	partial_rho	partial_p	partial_rho_lo95	partial_rho_hi95	partial_rho_residual_method	partial_p_residual_method	gene_vs_covariate_rho	gene_vs_covariate_p	feature_vs_covariate_rho	feature_vs_covariate_p	circularity	partial_fdr_8tests
TACSTD2	ESTIMATE_StromalScore	ABSOLUTE_purity	501	-0.17356124056310626	9.430466201954306e-05	493	-0.27192588432809706	8.667682329321187e-10	-0.3518687253851141	-0.18804495011259378	-0.271925884328097	8.667682329321256e-10	-0.07364538495115974	0.1024142234474498	-0.5678449036885427	1.979514543895531e-43	ORTHOGONAL_PURITY	
TACSTD2	CD8_AB	none	502	-0.2341770278762586	1.110055797212571e-07	502	-0.2341770278762586	1.110055797212571e-07	-0.31523219475214853	-0.14973003690641834	-0.2341770278762586	1.110055797212571e-07					UNADJUSTED	
TACSTD2	CD8_AB	ESTIMATE_purity	502	-0.2341770278762586	1.110055797212571e-07	501	-0.20927417760108707	2.3565203397053934e-06	-0.29161326076432886	-0.12385652761626804	-0.2092741776010871	2.3565203397053934e-06	0.12006809266255199	0.007134200340432225	-0.6452084834315434	2.5539343102906734e-60	RNA_RNA	
TACSTD2	CD8_AB	ABSOLUTE_purity	502	-0.2341770278762586	1.110055797212571e-07	493	-0.2654449047517353	2.2246304048453624e-09	-0.34573331239811195	-0.18129791076229787	-0.26544490475173516	2.2246304048454136e-09	-0.07364538495115974	0.1024142234474498	-0.26265840928293427	3.1913396465598875e-09	ORTHOGONAL_PURITY	
CLDN4	CD8	none	502	-0.017316531025107735	0.6987229892224273	502	-0.017316531025107735	0.6987229892224273	-0.10467348093624962	0.07030559376638003	-0.017316531025107735	0.6987229892224273					UNADJUSTED	
CLDN4	CD8	ESTIMATE_purity	502	-0.017316531025107735	0.6987229892224273	501	0.040610796541776906	0.3648373803620184	-0.047248050132575596	0.12784610062055557	0.0406107965417769	0.36483738036201857	0.06564784037938719	0.1422916612590427	-0.7136940007011008	3.498472317724827e-79	RNA_RNA	0.41695700612802106
CLDN4	CD8	ABSOLUTE_purity	502	-0.017316531025107735	0.6987229892224273	493	-0.031323177721197616	0.48819375338312454	-0.11939384547698415	0.0572365812231672	-0.031323177721197595	0.48819375338312476	-0.01700372460631691	0.7064613705213759	-0.32906698329635026	6.492473448222903e-14	ORTHOGONAL_PURITY	
CLDN4	CYT	none	502	-0.054800771400563685	0.22031492193136326	502	-0.054800771400563685	0.22031492193136326	-0.1416370702047602	0.03287246137285356	-0.054800771400563685	0.22031492193136326					UNADJUSTED	
CLDN4	CYT	ESTIMATE_purity	502	-0.054800771400563685	0.22031492193136326	501	-0.014816884756575499	0.7410187811145733	-0.1023744571333264	0.07296851097208205	-0.014816884756575489	0.7410187811145734	0.06564784037938719	0.1422916612590427	-0.713617673020493	3.698125624363681e-79	CIRCULAR_GENE_OVERLAP	0.7410187811145733
CLDN4	CYT	ABSOLUTE_purity	502	-0.054800771400563685	0.22031492193136326	493	-0.07439773379550466	0.09928928747015854	-0.16173529469956716	0.014096245508557759	-0.07439773379550468	0.0992892874701584	-0.01700372460631691	0.7064613705213759	-0.35777630123113263	2.4721883404051224e-16	ORTHOGONAL_PURITY	
CLDN4	GEP18	none	502	-0.023598329122211898	0.5978572674931049	502	-0.023598329122211898	0.5978572674931049	-0.11088490627436497	0.06404952637038762	-0.023598329122211898	0.5978572674931049					UNADJUSTED	
CLDN4	GEP18	ESTIMATE_purity	502	-0.023598329122211898	0.5978572674931049	501	0.05242046596197998	0.24198968319629888	-0.035432999438284714	0.1394699407685556	0.05242046596197993	0.24198968319629932	0.06564784037938719	0.1422916612590427	-0.8417546103013098	1.0853190112651845e-135	CIRCULAR_GENE_OVERLAP	0.3226529109283985
CLDN4	GEP18	ABSOLUTE_purity	502	-0.023598329122211898	0.5978572674931049	493	-0.04624097068492334	0.30601808863597063	-0.13409409648010637	0.04233334825895972	-0.04624097068492336	0.3060180886359704	-0.01700372460631691	0.7064613705213759	-0.44902377305954183	7.809853508559992e-26	ORTHOGONAL_PURITY	
CLDN4	ESTIMATE	none	501	-0.004218861887799659	0.9249538979874004	501	-0.004218861887799659	0.9249538979874004	-0.09178789071632468	0.08341491922856603	-0.004218861887799659	0.9249538979874004					UNADJUSTED	
CLDN4	ESTIMATE	ESTIMATE_purity	501	-0.004218861887799659	0.9249538979874004	501	0.18101602120007465	4.677346432872768e-05	0.09483071962033969	0.26450796773373775	0.1810160212000747	4.677346432872744e-05	0.06564784037938719	0.1422916612590427	-0.9471225517093304	1.72099146102924e-248	CIRCULAR_ALGEBRAIC	0.00018709385731491073
CLDN4	ESTIMATE	ABSOLUTE_purity	501	-0.004218861887799659	0.9249538979874004	493	-0.018925729820648402	0.6753895619768977	-0.10714773573723194	0.06959197197655259	-0.01892572982064842	0.6753895619768976	-0.01700372460631691	0.7064613705213759	-0.5942764839220881	2.140295912643019e-48	ORTHOGONAL_PURITY	
CLDN4	LEUK	none	501	0.0213060612746262	0.6342475232903911	501	0.0213060612746262	0.6342475232903911	-0.06642086376565039	0.10870611638285098	0.0213060612746262	0.6342475232903911					UNADJUSTED	
CLDN4	LEUK	ESTIMATE_purity	501	0.0213060612746262	0.6342475232903911	500	0.06850115048701133	0.12647340200060916	-0.01939395051405143	0.15534555553839435	0.06850115048701134	0.12647340200060903	0.06564784037938719	0.1422916612590427	-0.5597225588902355	1.44518694953466e-42	ORTHOGONAL_IMMUNE	
CLDN4	LEUK	ABSOLUTE_purity	501	0.0213060612746262	0.6342475232903911	492	0.020767128363031784	0.6462015287872902	-0.06784888422640521	0.10905803720556011	0.020767128363031805	0.6462015287872898	-0.01700372460631691	0.7064613705213759	-0.7287943812366426	1.2546883308271597e-82	ORTHOGONAL_PURITY	
CLDN4	ESTIMATE_Score	none	501	-0.06564784037938719	0.1422916612590427	501	-0.06564784037938719	0.1422916612590427	-0.1523744953282507	0.02208210481637467	-0.06564784037938719	0.1422916612590427					UNADJUSTED	
CLDN4	ESTIMATE_Score	ESTIMATE_purity	501	-0.06564784037938719	0.1422916612590427	501	0.0	1.0	-0.08769058764520304	0.08769058764520304	-0.01669106053289816	0.7096581357903098	0.06564784037938719	0.1422916612590427	-1.0	0.0	CIRCULAR_ALGEBRAIC	
CLDN4	ESTIMATE_Score	ABSOLUTE_purity	501	-0.06564784037938719	0.1422916612590427	493	-0.10001364396606302	0.026532224624104404	-0.18676367444738085	-0.011715958304060404	-0.10001364396606303	0.026532224624104383	-0.01700372460631691	0.7064613705213759	-0.6147257118784631	1.4482573025939976e-52	ORTHOGONAL_PURITY	
CLDN4	ESTIMATE_StromalScore	none	501	-0.12702929940749022	0.0044030481227439995	501	-0.12702929940749022	0.0044030481227439995	-0.21227008012196014	-0.03987002647587519	-0.12702929940749022	0.0044030481227439995					UNADJUSTED	
CLDN4	ESTIMATE_StromalScore	ESTIMATE_purity	501	-0.12702929940749022	0.0044030481227439995	501	-0.17815088973105375	6.183613653227391e-05	-0.26175234141040193	-0.09189591441591995	-0.17815088973105364	6.183613653227474e-05	0.06564784037938719	0.1422916612590427	-0.9283288624741485	1.3993247421585233e-216	CIRCULAR_ALGEBRAIC	
CLDN4	ESTIMATE_StromalScore	ABSOLUTE_purity	501	-0.12702929940749022	0.0044030481227439995	493	-0.17175795280891995	0.0001288882706334439	-0.2562681447212143	-0.08464185228055295	-0.17175795280892	0.00012888827063344286	-0.01700372460631691	0.7064613705213759	-0.5678449036885427	1.979514543895531e-43	ORTHOGONAL_PURITY	
CLDN4	CD8_AB	none	502	-0.034912083888981815	0.4350933021307586	502	-0.034912083888981815	0.4350933021307586	-0.12205474281721959	0.05276470987026869	-0.034912083888981815	0.4350933021307586					UNADJUSTED	
CLDN4	CD8_AB	ESTIMATE_purity	502	-0.034912083888981815	0.4350933021307586	501	0.00820593155203154	0.8547713133317929	-0.07954189308403885	0.09582756331557689	0.008205931552031536	0.854771313331793	0.06564784037938719	0.1422916612590427	-0.6452084834315434	2.5539343102906734e-60	RNA_RNA	
CLDN4	CD8_AB	ABSOLUTE_purity	502	-0.034912083888981815	0.4350933021307586	493	-0.04657850746297025	0.302497208927208	-0.134426264333226	0.041995684287233305	-0.04657850746297025	0.302497208927208	-0.01700372460631691	0.7064613705213759	-0.26265840928293427	3.1913396465598875e-09	ORTHOGONAL_PURITY	
