gene	feature	covariate	n_unadj	spearman_rho	spearman_p	n_partial	partial_rho	partial_p	partial_rho_lo95	partial_rho_hi95	partial_rho_residual_method	partial_p_residual_method	gene_vs_covariate_rho	gene_vs_covariate_p	feature_vs_covariate_rho	feature_vs_covariate_p	circularity	partial_fdr_8tests
TACSTD2	CD8	none	502	-0.19902093738316218	7.0212537105198995e-06	502	-0.19902093738316218	7.0212537105198995e-06	-0.2816312235730449	-0.11348192207172766	-0.19902093738316218	7.0212537105198995e-06					UNADJUSTED	
TACSTD2	CD8	ESTIMATE_purity	502	-0.19902093738316218	7.0212537105198995e-06	501	-0.1655470297855092	0.0002006752610848277	-0.24961399199541323	-0.07900332682520926	-0.16554702978550914	0.00020067526108482917	0.12006809266255199	0.007134200340432225	-0.7136940007011008	3.498472317724827e-79	RNA_RNA	0.0005351340295595405
TACSTD2	CD8	ABSOLUTE_purity	502	-0.19902093738316218	7.0212537105198995e-06	493	-0.24384726415860772	4.303040143690978e-08	-0.3252375805529746	-0.15887067488056333	-0.2438472641586078	4.303040143690932e-08	-0.07364538495115974	0.1024142234474498	-0.32906698329635026	6.492473448222903e-14	ORTHOGONAL_PURITY	
TACSTD2	CYT	none	502	-0.12632007304030274	0.004588980187627649	502	-0.12632007304030274	0.004588980187627649	-0.21149755206770499	-0.039238272093613885	-0.12632007304030274	0.004588980187627649					UNADJUSTED	
TACSTD2	CYT	ESTIMATE_purity	502	-0.12632007304030274	0.004588980187627649	501	-0.06243927051541483	0.16330233761921553	-0.14931232297506622	0.02539033776844112	-0.062439270515414855	0.16330233761921537	0.12006809266255199	0.007134200340432225	-0.713617673020493	3.698125624363681e-79	CIRCULAR_GENE_OVERLAP	0.26128374019074485
TACSTD2	CYT	ABSOLUTE_purity	502	-0.12632007304030274	0.004588980187627649	493	-0.1718906280813513	0.0001273253210669291	-0.25639587342863457	-0.08477758276085194	-0.17189062808135133	0.00012732532106692879	-0.07364538495115974	0.1024142234474498	-0.35777630123113263	2.4721883404051224e-16	ORTHOGONAL_PURITY	
TACSTD2	GEP18	none	502	-0.15815174834295762	0.0003750811836859368	502	-0.15815174834295762	0.0003750811836859368	-0.2423135283917536	-0.07162754770107062	-0.15815174834295762	0.0003750811836859368					UNADJUSTED	
TACSTD2	GEP18	ESTIMATE_purity	502	-0.15815174834295762	0.0003750811836859368	501	-0.11408947159024964	0.010677677182667069	-0.1997813323502989	-0.026665662507068904	-0.11408947159024957	0.010677677182667116	0.12006809266255199	0.007134200340432225	-0.8417546103013098	1.0853190112651845e-135	CIRCULAR_GENE_OVERLAP	0.021355354365334138
TACSTD2	GEP18	ABSOLUTE_purity	502	-0.15815174834295762	0.0003750811836859368	493	-0.22624653225433214	3.9462312216196733e-07	-0.30847809242268465	-0.14065849952968243	-0.22624653225433217	3.9462312216196484e-07	-0.07364538495115974	0.1024142234474498	-0.44902377305954183	7.809853508559992e-26	ORTHOGONAL_PURITY	
TACSTD2	ESTIMATE	none	501	-0.05539652434079374	0.21579191965659608	501	-0.05539652434079374	0.21579191965659608	-0.14230886601022208	0.03236348461755394	-0.05539652434079374	0.21579191965659608					UNADJUSTED	
TACSTD2	ESTIMATE	ESTIMATE_purity	501	-0.05539652434079374	0.21579191965659608	501	0.18308754162604926	3.812151515475996e-05	0.09695354844788656	0.2664994659240358	0.18308754162604926	3.812151515475996e-05	0.12006809266255199	0.007134200340432225	-0.9471225517093304	1.72099146102924e-248	CIRCULAR_ALGEBRAIC	0.00018709385731491073
TACSTD2	ESTIMATE	ABSOLUTE_purity	501	-0.05539652434079374	0.21579191965659608	493	-0.1314802848561839	0.0034818398099459046	-0.2173552301078645	-0.04358561111641232	-0.13148028485618382	0.0034818398099459172	-0.07364538495115974	0.1024142234474498	-0.5942764839220881	2.140295912643019e-48	ORTHOGONAL_PURITY	
TACSTD2	LEUK	none	501	0.06499391965044833	0.1463172810589317	501	0.06499391965044833	0.1463172810589317	-0.022738497841619354	0.1517329561366964	0.06499391965044833	0.1463172810589317					UNADJUSTED	
TACSTD2	LEUK	ESTIMATE_purity	501	0.06499391965044833	0.1463172810589317	500	0.1577057597440104	0.00040593119146045464	0.07090887700347663	0.2421323661174155	0.15770575974401044	0.0004059311914604536	0.12006809266255199	0.007134200340432225	-0.5597225588902355	1.44518694953466e-42	ORTHOGONAL_IMMUNE	
TACSTD2	LEUK	ABSOLUTE_purity	501	0.06499391965044833	0.1463172810589317	492	0.011763599848445855	0.7948571601235078	-0.07680768111354554	0.10015067131545563	0.011763599848445865	0.7948571601235077	-0.07364538495115974	0.1024142234474498	-0.7287943812366426	1.2546883308271597e-82	ORTHOGONAL_PURITY	
TACSTD2	ESTIMATE_Score	none	501	-0.12006809266255199	0.007134200340432225	501	-0.12006809266255199	0.007134200340432225	-0.20550943106348546	-0.03281024910805577	-0.12006809266255199	0.007134200340432225					UNADJUSTED	
TACSTD2	ESTIMATE_Score	ESTIMATE_purity	501	-0.12006809266255199	0.007134200340432225	501	0.0	1.0	-0.08769058764520304	0.08769058764520304	-0.020366314193322896	0.6496043302427483	0.12006809266255199	0.007134200340432225	-1.0	0.0	CIRCULAR_ALGEBRAIC	
TACSTD2	ESTIMATE_Score	ABSOLUTE_purity	501	-0.12006809266255199	0.007134200340432225	493	-0.21963236231113456	8.677270029784641e-07	-0.30216682805586315	-0.13382949598831315	-0.21963236231113448	8.677270029784725e-07	-0.07364538495115974	0.1024142234474498	-0.6147257118784631	1.4482573025939976e-52	ORTHOGONAL_PURITY	
TACSTD2	ESTIMATE_StromalScore	none	501	-0.17356124056310626	9.430466201954306e-05	501	-0.17356124056310626	9.430466201954306e-05	-0.25725279852140714	-0.08728541745733268	-0.17356124056310626	9.430466201954306e-05					UNADJUSTED	
TACSTD2	ESTIMATE_StromalScore	ESTIMATE_purity	501	-0.17356124056310626	9.430466201954306e-05	501	-0.16825660312200222	0.00015689345785815728	-0.25222572121735404	-0.08177252993817312	-0.16825660312200205	0.0001568934578581597	0.12006809266255199	0.007134200340432225	-0.9283288624741485	1.3993247421585233e-216	CIRCULAR_ALGEBRAIC	
