sample	TACSTD2	CLDN4	CD8	CYT	GEP18	CD8_AB	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_purity_raw	ESTIMATE_purity	ESTIMATE	ABSOLUTE_purity	LEUK
TCGA-39-5028-01	14.6785	12.0133	8.0632	7.9337	0.29061516053697084	7.19465	248.97	785.03	1034.0	0.7270599086623777	0.7270599086623777	785.03	0.19	0.414590601358404
TCGA-39-5029-01	13.9072	12.91	9.072	8.731950000000001	0.5596265914939524	7.96345	-283.95	736.42	452.47	0.7829486876833872	0.7829486876833872	736.42	0.54	0.319673031170469
TCGA-39-5030-01	11.3339	11.7253	9.925	9.619599999999998	1.375531979529606	9.395900000000001	980.8	2258.76	3239.56	0.4708723017538999	0.4708723017538999	2258.76	0.3	0.532636083577799
TCGA-39-5031-01	12.6704	12.1329	8.4527	7.314299999999999	0.09826709029813116	7.68835	-10.68	635.53	624.85	0.7669588463328583	0.7669588463328583	635.53	0.4	0.336270520310305
TCGA-39-5034-01	11.3988	12.8972	7.8152	8.54295	0.14608468792831725	7.03665	360.76	319.33	680.1	0.7617294860730842	0.7617294860730842	319.33	0.51	0.255307678583076
TCGA-39-5035-01	14.4912	11.6158	10.1121	9.4606	1.091238058370229	9.068349999999999	-252.37	1314.96	1062.59	0.7241721828783871	0.7241721828783871	1314.96	0.44	0.329594727243206
TCGA-39-5036-01	15.011	13.4597	8.094	7.4083000000000006	-0.022000739629775515	6.96385	-1817.39	-140.12	-1957.51	0.9499728270327631	0.9499728270327631	-140.12	0.64	0.231911680404638
TCGA-39-5037-01	12.5492	11.5812	5.5253	3.7558499999999997	-1.494870188582102	5.23085	-2209.56	-991.7	-3201.26	0.9908906458637506	0.9908906458637506	-991.7	0.49	0.217211726184874
TCGA-39-5039-01	13.9018	12.5079	8.2966	7.4246	-0.12980266638135948	7.3406	424.98	484.51	909.49	0.7394860367946302	0.7394860367946302	484.51	0.28	0.378777740068742
TCGA-39-5040-01	10.9254	13.9118	7.0339	6.18035	-0.24893709316068685	6.196400000000001	-864.34	-280.47	-1144.82	0.9060504168164338	0.9060504168164338	-280.47	0.59	0.205352665459335
TCGA-43-2576-01	13.8337	13.6887	8.5003	8.5683	0.6577136385444634	7.79945	828.86	1458.09	2286.95	0.5892347633919578	0.5892347633919578	1458.09	0.27	
TCGA-43-2578-01	11.3005	12.2594	8.4275	7.74045	0.01949440963399616	9.252500000000001	-586.14	97.29	-488.85	0.8611698562038478	0.8611698562038478	97.29	0.59	0.68428376880529
TCGA-43-2581-01	12.161	11.703	8.3233	8.15555	0.5369169581289619	7.0135000000000005	716.39	1730.12	2446.51	0.5701511576089333	0.5701511576089333	1730.12	0.29	0.397197052391445
TCGA-43-3394-01	13.2874	11.946	6.6151	5.6029	-0.6286725620353102	7.09575	-628.47	-327.66	-956.12	0.8939829951017381	0.8939829951017381	-327.66	0.6	0.0400621148250559
TCGA-43-3920-01	12.451	12.1662	9.4678	8.91375	0.5246230623854085	8.844850000000001	579.81	749.64	1329.45	0.6966098310993011	0.6966098310993011	749.64	0.52	0.0698492960324527
TCGA-43-5668-01	13.0084	12.5652	9.7419	9.225	1.0777044938561793	8.65425	169.93	1698.37	1868.29	0.6377440378090123	0.6377440378090123	1698.37	0.34	0.458448669297104
TCGA-43-5670-01	14.6683	12.4746	4.4221	4.6175	-1.345529405087099	3.7573	-1327.64	-856.23	-2183.87	0.9598244450695297	0.9598244450695297	-856.23	0.62	0.310760259045464
TCGA-43-6143-01	12.4979	11.6782	5.9463	6.98005	-0.5831019569857437	6.772600000000001	-347.4	-488.4	-835.79	0.885929128856552	0.885929128856552	-488.4	0.86	0.0380368921612561
TCGA-43-6647-01	11.5215	8.8172	7.648	6.9979	0.7693426063689738	6.4633	1335.43	1303.22	2638.65	0.5467568321707441	0.5467568321707441	1303.22	0.25	0.459400581489005
TCGA-43-6770-01	12.5122	10.8374	6.0424	6.0435	-0.45605205673765487	5.0642499999999995	-20.31	0.76	-19.55	0.8241381415121177	0.8241381415121177	0.76	0.69	0.254355531140408
TCGA-43-6771-01	14.0953	12.3802	7.6876	7.3770500000000006	0.2827668069935303	6.6723	109.02	545.55	654.58	0.764151177112202	0.764151177112202	545.55	0.48	0.367319502401242
TCGA-43-6773-01	13.1004	12.2871	9.4635	8.850249999999999	0.8898841512320218	8.7074	1145.2	1947.08	3092.28	0.4898330897429737	0.4898330897429737	1947.08	0.21	0.646555911027299
TCGA-43-7656-01	11.4213	11.2256	9.3399	8.7472	0.5919749345307204	8.29805	58.45	1281.76	1340.21	0.6954757908976563	0.6954757908976563	1281.76	0.59	0.366967259691637
TCGA-43-7657-01	12.531	11.6399	5.904	4.57315	-0.8188372480721289	5.44665	-260.02	-662.25	-922.26	0.8917447862960463	0.8917447862960463	-662.25	0.44	0.235262023742832
TCGA-43-7658-01	9.6546	12.3666	9.8759	8.57	0.5736047068581164	8.8387	-1384.07	487.19	-896.88	0.8900526737618034	0.8900526737618034	487.19	0.75	0.149451851060008
TCGA-43-8115-01	12.5355	11.0675	9.3603	8.3652	0.7636398618084097	8.289100000000001	1308.23	1514.12	2822.35	0.5239832150424162	0.5239832150424162	1514.12	0.42	0.41042268289646
TCGA-43-8116-01	12.5309	11.2138	7.584	7.7993	0.08283456269080028	6.7745999999999995	-661.26	445.94	-215.32	0.8400718207212159	0.8400718207212159	445.94	0.58	0.361302602508469
TCGA-43-8118-01	13.5298	11.6634	6.972	6.8896	-0.3221387366948259	5.8075	-112.55	675.11	562.56	0.7727940224767521	0.7727940224767521	675.11	0.33	0.355784897557843
TCGA-43-A474-01	13.0417	11.312	2.9344	5.0785	-1.968355047508326	1.90335	-736.63	-1100.6	-1837.24	0.9443110829881683	0.9443110829881683	-1100.6	0.61	0.146801472297713
TCGA-43-A475-01	13.0762	12.1655	10.8665	10.16	1.6207262211069822	9.847249999999999	-49.85	2055.85	2006.01	0.6220436793031132	0.6220436793031132	2055.85	0.34	0.476607328448175
TCGA-43-A56U-01	13.4418	12.1378	9.4092	8.75695	0.6704619332331394	8.1019	247.62	2186.0	2433.62	0.5717045736028126	0.5717045736028126	2186.0	0.17	0.635913407450837
TCGA-43-A56V-01	13.3852	12.4714	6.2234	6.0024999999999995	-0.7507603061476616	5.7280999999999995	-863.01	-181.9	-1044.91	0.8997471533990643	0.8997471533990643	-181.9	0.57	0.37358149490409
TCGA-46-3765-01	13.3267	12.1583	7.8365	7.2371	0.07352270780123477	7.0944	-257.17	471.53	214.36	0.8042091007382197	0.8042091007382197	471.53	0.36	0.788815163666395
TCGA-46-3766-01	12.4551	12.2378	9.4286	8.87845	1.0557807205358487	8.45415	1760.23	2064.49	3824.72	0.39345306627036736	0.39345306627036736	2064.49	0.17	0.458005914160906
TCGA-46-3767-01	12.9585	11.9131	8.0218	7.89105	0.4478316031155674	7.811	1478.16	1486.76	2964.92	0.5060451229170829	0.5060451229170829	1486.76	0.23	0.369949288576427
TCGA-46-3768-01	12.5486	12.9518	6.8378	6.01295	-0.5353019720694939	6.09905	-777.8	-102.51	-880.31	0.8889412667978225	0.8889412667978225	-102.51	0.75	0.0423611259130064
TCGA-46-3769-01	13.3793	13.1724	9.0356	7.8347999999999995	0.7217748835590185	8.16255	216.97	1195.48	1412.45	0.6878173378832484	0.6878173378832484	1195.48	0.47	0.134304011637263
TCGA-46-6025-01	12.9714	11.2606	6.7695	6.7661	-0.07780786805047163	5.36875	-733.42	-236.55	-969.97	0.8948921447525277	0.8948921447525277	-236.55	0.54	0.144823307582413
TCGA-46-6026-01	11.9363	11.4983	6.5124	5.885	-1.0979309811660043	7.5305	-1573.05	-691.45	-2264.5	0.9630782113035913	0.9630782113035913	-691.45	0.9	0.0460388197038936
TCGA-51-4079-01	14.8208	12.7096	8.1253	7.7911	0.30474173253585757	6.9071	-309.01	379.82	70.81	0.8165533999404098	0.8165533999404098	379.82	0.62	0.762806787229556
TCGA-51-4080-01	13.0123	11.6034	6.7055	5.56385	-0.7264484526551138	5.1414	-1235.57	-528.72	-1764.29	0.940733429444223	0.940733429444223	-528.72	0.96	0.0158327904396485
TCGA-51-4081-01	12.0058	11.8854	4.7989	4.5106	-1.3812080253853978	3.75385	-198.56	-849.48	-1048.04	0.8999475667166159	0.8999475667166159	-849.48	0.63	0.037836854434879
TCGA-51-6867-01	13.5721	13.4914	9.0976	9.100100000000001	0.6466973971993565	7.73775	-439.33	90.09	-349.24	0.850572747839651	0.850572747839651	90.09		0.176660769035018
TCGA-52-7622-01	12.8627	12.8039	8.898	9.29685	0.8735457640323665	7.49775	92.14	1285.55	1377.69	0.6915120924741879	0.6915120924741879	1285.55	0.39	0.405700564996222
TCGA-52-7809-01	11.5816	12.5882	7.5346	6.788	-0.5430480130575815	7.57885	-890.8	-397.97	-1288.78	0.9147897403809074	0.9147897403809074	-397.97	0.52	0.253642016150467
TCGA-52-7810-01	13.9165	12.826	3.6767	5.00465	-1.6896866580255159	3.28835	-844.19	-554.38	-1398.56	0.9211797949293703	0.9211797949293703	-554.38	0.51	0.233609038433637
TCGA-52-7811-01	13.7244	12.875	7.4104	7.464	-0.017440190513015718	6.14855	-72.15	522.69	450.53	0.7831258071342322	0.7831258071342322	522.69	0.22	0.380211937109211
TCGA-52-7812-01	12.455	13.2037	9.7713	9.115950000000002	1.071089478916999	8.4466	-630.33	1180.65	550.33	0.7739321267148316	0.7739321267148316	1180.65	0.56	0.360160312263622
TCGA-56-1622-01	13.9094	14.0627	5.6988	6.1592	-0.5586575685587158	4.4925	-890.47	-762.91	-1653.37	0.9350870723551062	0.9350870723551062	-762.91	0.9	0.0286649397309485
TCGA-56-5897-01	13.4036	12.0023	8.5499	7.9567	0.485925006935035	7.57475	1284.99	1489.38	2774.37	0.5299688156681709	0.5299688156681709	1489.38	0.32	0.470764241318642
TCGA-56-5898-01	13.8991	13.6492	7.0749	7.09295	-0.05742568494503554	6.197	-70.65	431.28	360.63	0.7912636630374839	0.7912636630374839	431.28	0.36	0.265498439903368
TCGA-56-6545-01	11.9646	8.8138	7.852	8.0	0.7223879581368718	6.83525	1336.86	1341.0	2677.86	0.5419287105185929	0.5419287105185929	1341.0	0.32	0.371616135947188
TCGA-56-6546-01	10.1647	11.7773	9.7892	9.5659	1.0597731950663922	8.7387	159.91	1428.92	1588.84	0.6687943077303413	0.6687943077303413	1428.92	0.41	0.45110530895052
TCGA-56-7221-01	12.7333	11.9434	5.3975	5.04835	-1.478179695073251	4.2053	-1418.44	-643.44	-2061.88	0.9546461873105913	0.9546461873105913	-643.44	0.58	0.163673716410207
TCGA-56-7222-01	13.5324	12.6411	3.565	3.6093	-1.2971293306149476	2.1649	-1343.81	-432.98	-1776.8	0.9413546261794755	0.9413546261794755	-432.98	0.53	0.22858862197087
TCGA-56-7223-01	10.5889	11.9833	5.1916	4.5926	-1.9594177211802386	6.133	-1341.26	-1651.61	-2992.86	0.9863080731863446	0.9863080731863446	-1651.61	0.94	0.0427908854724715
TCGA-56-7579-01	14.5631	13.4385	4.1807	4.86055	-1.2652463099368247	2.92865	-492.69	-5.69	-498.38	0.8618800951034539	0.8618800951034539	-5.69	0.66	0.322308323144004
TCGA-56-7580-01	13.4408	11.2801	6.9519	7.1251999999999995	-0.6792560127993225	5.43475	-754.08	-137.84	-891.92	0.8897205413652501	0.8897205413652501	-137.84	0.37	0.376132772219736
TCGA-56-7582-01	12.6604	12.5726	7.5704	6.63655	-0.14175346021274657	6.38295	-331.24	219.87	-111.37	0.83169690692843	0.83169690692843	219.87	0.62	0.130576552427315
TCGA-56-7730-01	12.601	13.0831	5.5724	4.7379	-1.21708203783546	4.39905	-1874.22	-1161.77	-3035.98	0.9873321302794917	0.9873321302794917	-1161.77	0.8	0.0953718219808858
TCGA-56-7731-01	14.1915	12.5648	7.3994	6.9731000000000005	0.11372625993165901	6.58875	535.49	1123.57	1659.05	0.6610969461069978	0.6610969461069978	1123.57	0.17	0.508792347246246
TCGA-56-7822-01	15.0865	12.4085	6.1779	7.006550000000001	-0.5701121648885777	5.849600000000001	-558.24	188.45	-369.78	0.8521543571935428	0.8521543571935428	188.45	0.31	0.315877910831347
TCGA-56-7823-01	13.1235	12.445	6.1501	6.6001	-0.9064566196253233	4.6897	-1247.3	-401.86	-1649.15	0.9348673497397042	0.9348673497397042	-401.86	0.92	0.0744002582823048
TCGA-56-8082-01	12.9953	12.7188	4.5437	4.75925	-0.7993180119214685	3.32525	-1159.79	-573.82	-1733.61	0.9391965577939803	0.9391965577939803	-573.82	0.81	0.160965395857644
TCGA-56-8083-01	10.848	11.7996	6.7377	3.33075	-1.760583563492885	7.44275	-897.71	-1336.82	-2234.53	0.9618845223204413	0.9618845223204413	-1336.82	0.91	0.0194947169904468
TCGA-56-8201-01	12.2553	8.7146	9.8947	9.20915	1.2781551486896972	8.76725	1053.73	2188.86	3242.59	0.47047987949785686	0.47047987949785686	2188.86	0.22	0.510000045748634
TCGA-56-8304-01	14.6659	11.2436	7.4711	7.87315	0.009670555649936059	6.68845	-1281.98	234.79	-1047.19	0.8998931601629151	0.8998931601629151	234.79	0.54	0.38958289924126
TCGA-56-8305-01	12.905	11.2966	5.1374	5.2776499999999995	-1.0316531569434906	4.13515	-448.26	-295.8	-744.06	0.8796037093488147	0.8796037093488147	-295.8	0.41	0.297849802072129
TCGA-56-8307-01	11.3879	12.7487	7.616	7.94495	0.34247952791266933	7.1377500000000005	-773.9	924.18	150.28	0.8097639838472518	0.8097639838472518	924.18	0.52	0.352896363559674
TCGA-56-8308-01	15.3878	13.5787	7.1285	6.55415	-0.28234280083753593	6.20485	-207.84	227.15	19.31	0.8208939575435967	0.8208939575435967	227.15	0.44	0.304972631920333
TCGA-56-8309-01	12.288	12.7286	9.9157	9.0248	1.1500487131062158	8.77535	633.81	2326.0	2959.82	0.5066906717730888	0.5066906717730888	2326.0	0.31	0.50940422456754
TCGA-56-8503-01	13.2689	11.3134	7.9051	7.71635	0.6231033965730237	7.2191	1283.23	1432.3	2715.53	0.5372733062863344	0.5372733062863344	1432.3	0.22	0.5657282453358
TCGA-56-8504-01	12.8169	11.9156	8.3233	7.3819	0.20641816644951333	7.33275	-207.06	483.67	276.61	0.7987447155574402	0.7987447155574402	483.67	0.35	0.31767531698642
TCGA-56-8622-01	14.8218	12.235	4.8956	6.57255	-0.7716186294587294	3.7459	108.86	263.79	372.64	0.7901844469863087	0.7901844469863087	263.79	0.47	0.30237645348447
TCGA-56-8623-01	12.5296	12.4322	8.9293	9.35265	0.754150936929194	7.97425	1024.42	2536.5	3560.92	0.42874880745650995	0.42874880745650995	2536.5	0.96	0.398298970873551
TCGA-56-8624-01	13.8082	11.3517	6.8549	5.94245	-0.8185356692042869	6.0819	5.7	205.13	210.83	0.8045169611412529	0.8045169611412529	205.13	0.28	0.281851809052065
TCGA-56-8625-01	12.1195	11.9904	9.5819	9.51715	1.2932019184624193	8.4133	1259.44	2168.04	3427.48	0.4463611920353435	0.4463611920353435	2168.04	0.37	0.431359177243173
TCGA-56-8626-01	13.4423	10.8621	6.2504	5.88835	-0.6714086659536557	5.657299999999999	-270.91	158.49	-112.42	0.8317824734253624	0.8317824734253624	158.49	0.4	0.254480719811778
TCGA-56-8628-01	13.2108	12.0631	8.2547	8.00835	0.4123218120529646	7.857799999999999	571.12	1273.93	1845.04	0.6403690456314642	0.6403690456314642	1273.93	0.41	0.323966264137877
TCGA-56-8629-01	13.6912	12.5239	7.3859	6.7292000000000005	-0.22214981831321567	6.2273	-751.64	-108.78	-860.41	0.8875995553643042	0.8875995553643042	-108.78	0.62	0.168097661560274
TCGA-56-A49D-01	13.5247	12.2127	9.1322	9.10125	0.5383890054550674	8.5058	-510.88	1039.8	528.91	0.7759194256339818	0.7759194256339818	1039.8	0.56	0.34570555730367
TCGA-56-A4BW-01	13.7086	10.4102	7.9497	7.26595	-0.057380553768579805	7.2179	-256.37	317.91	61.54	0.8173381513359538	0.8173381513359538	317.91	0.58	0.28134694892355
TCGA-56-A4BX-01	13.8011	13.1749	6.4944	1.08565	-2.1839080459533076	6.4460999999999995	-1994.46	-1330.52	-3324.97	0.993172619316	0.993172619316	-1330.52	0.87	0.05715735252042
TCGA-56-A4BY-01	14.7084	13.253	7.9756	6.6581	-0.018455618536030758	6.6076999999999995	-796.31	-189.3	-985.61	0.895914347740291	0.895914347740291	-189.3	0.45	0.20145564867269
TCGA-56-A4ZJ-01	13.9799	12.7492	7.2275	7.76755	0.16262742104668124	6.27275	1026.31	1345.46	2371.77	0.5791297493626765	0.5791297493626765	1345.46	0.16	0.39128017340718
TCGA-56-A4ZK-01	14.6652	13.2013	8.0831	8.01125	0.5883145470186544	7.134399999999999	-363.46	942.88	579.42	0.771220975237723	0.771220975237723	942.88		0.376849258416836
TCGA-56-A5DR-01	13.7323	13.5264	7.2852	7.5103	-0.159885712151927	5.9891	-369.43	122.63	-246.8	0.8425695659030115	0.8425695659030115	122.63		0.302370340098796
TCGA-56-A5DS-01	14.018	12.2682	7.6117	7.030749999999999	-0.15176761402122915	7.00235	-527.82	637.73	109.91	0.8132267709532125	0.8132267709532125	637.73	0.32	0.536961165557884
TCGA-56-A62T-01	13.7168	11.513	5.2281	8.923449999999999	-0.3778553547164305	3.7456000000000005	-311.02	107.24	-203.78	0.839151696479999	0.839151696479999	107.24	0.51	0.196118755659445
TCGA-58-8386-01	11.6564	10.6652	7.0678	7.40355	0.17335720839099442	5.812250000000001	236.61	1044.2	1280.81	0.7017144742020016	0.7017144742020016	1044.2	0.35	0.338965229808586
TCGA-58-8387-01	13.6585	9.8056	8.9474	8.5275	0.8375325788791694	7.8959	-775.17	1230.98	455.81	0.7826436013267456	0.7826436013267456	1230.98	0.38	0.461174474916133
TCGA-58-8388-01	12.1122	11.2557	8.6984	7.9722	0.30173830995991996	8.17	299.72	801.93	1101.66	0.7202053135410093	0.7202053135410093	801.93	0.71	0.167643769027635
TCGA-58-8390-01	11.3908	12.0447	7.0193	6.6347000000000005	-0.46740484100850477	6.263450000000001	137.87	165.1	302.97	0.7964106746205496	0.7964106746205496	165.1	0.82	0.131461789173526
TCGA-58-8391-01	13.947	13.0048	6.6846	6.82275	-0.7854352751751157	5.318849999999999	-1210.65	-440.99	-1651.64	0.9349970398875227	0.9349970398875227	-440.99	0.62	0.176843422815468
TCGA-58-8392-01	12.6678	12.4614	5.8995	6.144349999999999	-0.8667504317220388	8.25565	-1445.42	-641.94	-2087.36	0.9557531149970528	0.9557531149970528	-641.94		0.157672912696002
TCGA-58-8393-01	13.8329	12.9481	9.4769	9.306650000000001	1.125540013608141	8.3381	53.32	1575.64	1628.95	0.6644055582825589	0.6644055582825589	1575.64	0.3	0.410423805909923
TCGA-58-A46J-01	13.4728	10.2487	7.3788	6.66755	-0.29730148189020783	6.5227	-537.52	478.92	-58.61	0.8273719990812984	0.8273719990812984	478.92	0.51	0.455254511014028
TCGA-58-A46K-01	12.1926	11.908	8.0945	7.7583	0.19699014387108413	6.9775	-1023.17	-315.07	-1338.24	0.9176982021957485	0.9176982021957485	-315.07	0.61	0.324570912420114
TCGA-58-A46L-01	12.4035	11.16	8.838	8.232299999999999	0.4334009401345322	7.7246	-198.84	461.73	262.89	0.7999548204426494	0.7999548204426494	461.73	0.58	0.31764015667182
TCGA-58-A46M-01	10.8693	10.7837	9.0213	9.0718	0.6382391434519407	7.78885	-825.86	575.93	-249.93	0.8428169297616159	0.8428169297616159	575.93	0.55	0.228091478571952
TCGA-58-A46N-01	13.6462	10.9722	6.1992	6.272600000000001	-0.8551398750202585	5.1921	-1516.38	-772.52	-2288.9	0.9640362866306142	0.9640362866306142	-772.52	0.89	0.104322712164303
TCGA-60-2695-01	12.1823	12.5513	9.0369	7.93205	0.26255560602462685	8.09925	-426.44	241.57	-184.87	0.8376387321619762	0.8376387321619762	241.57	0.81	0.123347834709976
TCGA-60-2696-01	14.8605	13.2178	8.8013	7.998900000000001	0.4622200975790004	7.316599999999999	-168.83	908.78	739.94	0.7560091802249813	0.7560091802249813	908.78	0.42	0.79071004971803
TCGA-60-2697-01	12.8105	11.9118	9.6688	9.00365	0.7624253346047944	8.78465	836.34	2363.69	3200.03	0.4759833596321001	0.4759833596321001	2363.69	0.18	0.662047566560603
TCGA-60-2698-01	13.581	11.2986	9.6749	8.4555	0.49622471701265003	8.86845	7.38	1371.51	1378.89	0.6913848400042345	0.6913848400042345	1371.51	0.26	0.285527332075202
TCGA-60-2703-01	12.7264	11.2926	6.0277	6.34925	-0.9321765033345927	6.9049499999999995	193.26	-381.0	-187.74	0.8378687728178515	0.8378687728178515	-381.0	0.26	0.531253540909366
TCGA-60-2704-01	11.6415	10.5862	8.954	7.7902499999999995	0.5556601297731497	7.8379	1488.39	1632.67	3121.06	0.48614568084470317	0.48614568084470317	1632.67	0.21	0.481304924094071
TCGA-60-2706-01	11.2641	13.6404	8.8909	8.09965	0.691337731290816	8.68215	-176.72	1069.23	892.51	0.7411615968273513	0.7411615968273513	1069.23	0.48	0.0568408765918021
TCGA-60-2707-01	15.0489	13.8433	6.9705	7.07045	-0.3266157059677548	5.97925	438.27	670.43	1108.7	0.7194880032176945	0.7194880032176945	670.43	0.6	0.027733501961156
TCGA-60-2708-01	11.745	10.9578	5.4163	6.0507	-0.510261668160048	4.7414	706.25	-109.8	596.45	0.7696272716106244	0.7696272716106244	-109.8	0.58	0.160536030566764
TCGA-60-2709-01	11.7502	12.3891	9.6994	8.761299999999999	1.1284831359106642	8.5611	1253.42	1888.32	3141.74	0.4834907155505882	0.4834907155505882	1888.32	0.15	0.523543536343164
TCGA-60-2710-01	13.8572	12.465	8.6493	7.26355	0.41772504165004404	7.40205	78.38	822.05	900.43	0.7403806358471018	0.7403806358471018	822.05	0.65	0.182343750182754
TCGA-60-2711-01	13.219	12.66	8.742	8.854949999999999	0.05742890089114175	7.5855500000000005	-1114.0	-27.09	-1141.09	0.9058185868061593	0.9058185868061593	-27.09	0.65	0.811192428522871
TCGA-60-2712-01	12.0826	11.4005	9.692	8.657499999999999	1.1302614126255834	8.6722	824.67	2035.26	2859.93	0.5192768692828659	0.5192768692828659	2035.26	0.36	0.351754983996136
TCGA-60-2713-01	12.7619	10.5967	8.917	8.522200000000002	0.7451496289087648	7.82865	893.83	1286.03	2179.87	0.6018610812571693	0.6018610812571693	1286.03	0.63	0.0383499211089771
TCGA-60-2714-01	12.3527	13.8053	8.6034	8.37725	0.4278101880757665	7.437850000000001	-213.67	925.77	712.1	0.7586777819036002	0.7586777819036002	925.77	0.34	0.747301049475025
TCGA-60-2715-01	11.6391	11.2388	8.2733	8.18575	0.5568543521973328	7.175000000000001	1342.42	1746.74	3089.16	0.49023231258989197	0.49023231258989197	1746.74	0.19	0.413197719053985
TCGA-60-2716-01	14.5409	11.8929	4.9392	4.633	-1.3946640870122309	4.9689499999999995	-1564.57	-965.63	-2530.19	0.9728429191487727	0.9728429191487727	-965.63	0.68	0.0194528172103157
TCGA-60-2719-01	13.5195	10.966	7.6103	6.73545	-0.09978598192652836	7.2935	-869.29	152.46	-716.83	0.8776952635060844	0.8776952635060844	152.46	0.79	0.18518133167106
TCGA-60-2720-01	13.7757	12.7635	8.5135	8.0648	0.3436342585516739	7.612550000000001	-198.19	1170.31	972.12	0.7332661644235232	0.7332661644235232	1170.31	0.33	0.410402433661965
TCGA-60-2721-01	13.2763	12.3036	9.9662	8.8749	0.916973683752999	9.1456	267.59	1246.18	1513.77	0.6769458865607171	0.6769458865607171	1246.18	0.61	0.0410919229734787
TCGA-60-2722-01	13.7687	13.6259	6.5777	5.4902	-0.5948364352795885	4.9769000000000005	-1058.54	-453.14	-1511.68	0.9275140173163329	0.9275140173163329	-453.14	0.81	0.026341963311556
TCGA-60-2723-01	11.1558	12.1035	9.3494	9.787949999999999	0.9124044800138658	8.2325	82.39	984.8	1067.19	0.7237063685680235	0.7237063685680235	984.8	0.39	0.732661394238451
TCGA-60-2724-01	13.1492	10.9952	5.2029	5.8511500000000005	-1.0665538103483454	3.7348	400.31	2.52	402.82	0.7874616465425286	0.7874616465425286	2.52	0.47	0.0296732027196296
TCGA-60-2725-01	12.5297	11.8557	9.7977	8.61355	0.8859370449550699	8.82055	634.13	1778.52	2412.65	0.5742273609915982	0.5742273609915982	1778.52	0.35	0.443379762401256
TCGA-60-2726-01	13.1383	11.1786	8.5051	8.38615	-0.03964411084235995	7.9139	-963.92	392.9	-571.02	0.8672381872316096	0.8672381872316096	392.9	0.48	0.267829416483615
TCGA-63-5128-01	12.5908	11.8714	5.6531	4.7612499999999995	-1.1936351266131322	4.4706	-650.99	-629.53	-1280.52	0.9142993137713972	0.9142993137713972	-629.53	0.72	0.0994412178398313
TCGA-63-5131-01	13.2089	11.5924	6.5049	6.0511	-0.47377937635519035	7.8744499999999995	-898.9	-109.18	-1008.08	0.8973746808293062	0.8973746808293062	-109.18	0.54	0.237611682349691
TCGA-63-6202-01	8.9	12.9735	10.2783	9.31205	1.2835065038141922	9.068249999999999	638.01	2004.29	2642.3	0.5463081516648555	0.5463081516648555	2004.29	0.42	0.384262595966728
TCGA-63-7020-01	14.0374	12.85	8.6289	9.08425	0.6353405990432487	7.5381	-466.99	768.51	301.51	0.7965402622707067	0.7965402622707067	768.51	0.48	0.272527545022677
TCGA-63-7021-01	14.5755	12.6785	7.9142	8.52875	0.3770209377436901	6.96765	91.6	860.3	951.9	0.7352810404326262	0.7352810404326262	860.3	0.26	0.513351845982807
TCGA-63-7022-01	12.3685	9.9825	8.0664	8.592400000000001	0.8311767966610325	7.4161	1612.16	1857.44	3469.59	0.4408213820889234	0.4408213820889234	1857.44	0.22	0.527266025603567
TCGA-63-7023-01	11.122	12.7493	8.0874	7.48325	-0.029921434816640075	7.210000000000001	-826.42	-124.39	-950.81	0.8936334529487795	0.8936334529487795	-124.39	0.85	0.137881323495114
TCGA-63-A5M9-01	10.8133	10.3261	7.582	7.36525	-0.0040881484266421415	6.0639	-461.6	73.47	-388.13	0.8535607822776599	0.8535607822776599	73.47	0.6	0.196599272005564
TCGA-63-A5MB-01	12.018	12.1548	7.8802	7.7887	-0.011937463891482085	6.442550000000001	-917.47	-190.6	-1108.07	0.9037544666113929	0.9037544666113929	-190.6	0.65	0.143822834795643
TCGA-63-A5MG-01	14.7101	12.9067	7.2575	6.97205	-0.09457901032506298	5.88675	-192.51	727.5	534.99	0.7753561158469583	0.7753561158469583	727.5	0.31	0.556005193647251
TCGA-63-A5MH-01	12.7313	9.9672	6.832	6.35175	-0.4731264838580278	8.0423	-891.57	-544.93	-1436.5	0.923332662713476	0.923332662713476	-544.93	0.91	0.116482992294241
TCGA-63-A5MI-01	12.5632	10.0099	6.1924	5.6758	-1.0034775617378198	5.05955	-1158.99	-800.39	-1959.38	0.9500585247526889	0.9500585247526889	-800.39	0.47	0.271287763504995
TCGA-63-A5MJ-01	12.814	12.0336	7.3957	6.83265	-0.15941544558787374	6.540699999999999	143.47	-12.35	131.12	0.8114110094717876	0.8114110094717876	-12.35	0.44	0.201516854163226
TCGA-63-A5ML-01	11.4835	11.8318	8.3419	8.14295	0.12545100211676602	7.252000000000001	-450.08	-20.76	-470.84	0.8598230307904986	0.8598230307904986	-20.76	0.71	0.119256338589492
TCGA-63-A5MM-01	13.7542	12.0746	8.9771	9.5154	1.168860028347017	8.06465	684.34	1556.31	2240.65	0.5947122665330213	0.5947122665330213	1556.31	0.35	0.449481027574171
TCGA-63-A5MN-01	13.7366	12.6083	10.1428	8.6799	1.5610790664380187	8.97515	948.35	2281.54	3229.89	0.4721240622761755	0.4721240622761755	2281.54	0.2	0.603100577549619
TCGA-63-A5MP-01	14.0216	12.7114	8.5334	7.9779	0.5635189360098826	7.9301	-409.49	1065.33	655.84	0.7640318622315463	0.7640318622315463	1065.33	0.33	0.385613885321654
