sample	condition	n_cells	TACSTD2_mean_log1p	TACSTD2_detrate	CLDN4_mean_log1p	CLDN4_detrate	EPCAM_mean_log1p	EPCAM_detrate	PTPRC_mean_log1p	PTPRC_detrate
BALF-1-AE	AE_pneumonitis	10932	0.00629831	0.004299304793267472	0.0	0.0	4.4535107e-05	9.147457006952067e-05	1.3065863	0.6388583973655324
BALF-2-AE	AE_pneumonitis	6627	0.012856182	0.02067300437603742	0.0	0.0	0.0017418399	0.004979628791308284	1.5908388	0.8229968311453146
BALF-3-AE	AE_pneumonitis	8913	0.005517582	0.005946370470099854	0.00021717716	0.00022439133849433412	0.0010487512	0.0023561090541905083	2.378177	0.9786828228430383
BALF-4-AE	AE_pneumonitis	21951	0.0077283336	0.004874493189376338	0.0002622256	0.00013666803334700013	0.001264316	0.0012300123001230013	1.6302652	0.7705343720103868
HC1	HC	10867	0.004262373	0.002852673230882488	0.0005446327	0.00036808686850096624	0.00043483122	0.00036808686850096624	0.96674114	0.6024661820189565
HC2	HC	10059	0.0014700607	0.0009941346058256288	0.0020124107	0.0012923749875733174	0.00018627607	9.941346058256288e-05	0.9130534	0.4919972164231037
HC3	HC	5258	0.001684191	0.002282236591860023	0.000112257614	0.0001901863826550019	0.0022014198	0.004374286801065044	1.6569023	0.9302015975656143
