gene	group	n_case	n_ctrl	mean_cp10k_case	mean_cp10k_ctrl	log2FC_case_over_ctrl	detrate_case	detrate_ctrl	mwu_U	p_value	cliffs_delta	fdr_bh
TACSTD2	Case_vs_Control	12	14	0.001660363180656179	0.0007612204282790995	1.124087307232005	0.0006186002481707995	0.00022246847201517556	94.5	0.588163960601964	0.125	0.8169613217153913
CLDN4	Case_vs_Control	12	14	1.625373953170713	1.5318101558331567	0.08553411735304507	0.24957906745382283	0.24202874208107142	89.0	0.8169613217153913	0.05952380952380952	0.8169613217153913
EPCAM	Case_vs_Control	12	14	3.520373468904335	3.1595029515748574	0.15603082904982016	0.4982566953624242	0.492008928870782	101.0	0.3960658207089378	0.20238095238095238	
CLDN3	Case_vs_Control	12	14	0.7974945497747633	0.757646532600072	0.07394962416809502	0.1660252938844285	0.17226026112133702	86.0	0.9385028847784713	0.023809523809523808	
CLDN7	Case_vs_Control	12	14	0.5314434598817229	0.5300562671185068	0.003770690538891984	0.14136703651561275	0.14788761318925875	73.0	0.5891544654500582	-0.13095238095238096	
ACTB	Case_vs_Control	12	14	2.4570756406813095	1.0906184927071505	1.171795012504837	0.34835324597381906	0.22167896768812825	147.0	0.001306022374090625	0.75	
PTPRC	Case_vs_Control	12	14	0.04751001595754303	0.016300755808514384	1.5432346963580335	0.013392473411499234	0.004063464775822409	131.0	0.016770456126381922	0.5595238095238095	
