nhood	n_samples_present	n_samples_A	n_samples_B	n_cells	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR
0	1	1	0	31	0.0008483853311439518	0.0				False		
1	1	1	0	31	0.0008483853311439518	0.0				False		
2	1	1	0	31	0.0008483853311439518	0.0				False		
3	1	1	0	31	0.0008483853311439518	0.0				False		
4	1	1	0	31	0.0008483853311439518	0.0				False		
5	1	1	0	31	0.0008483853311439518	0.0				False		
6	1	1	0	31	0.0008483853311439518	0.0				False		
7	1	1	0	31	0.0008483853311439518	0.0				False		
8	1	1	0	31	0.0008483853311439518	0.0				False		
9	1	1	0	31	0.0008483853311439518	0.0				False		
10	1	1	0	31	0.0008483853311439518	0.0				False		
11	1	1	0	31	0.0008483853311439518	0.0				False		
12	4	1	3	31	2.7367268746579092e-05	0.0003049533301467586				False		
13	1	1	0	31	0.0008483853311439518	0.0				False		
14	3	1	2	31	0.0004652435686918446	7.976053548879532e-05				False		
15	1	1	0	31	0.0008483853311439518	0.0				False		
16	1	1	0	31	0.0008483853311439518	0.0				False		
17	1	1	0	31	0.0008483853311439518	0.0				False		
18	2	1	1	31	0.0008210180623973727	1.4336917562724014e-05				False		
19	1	1	0	31	0.0008483853311439518	0.0				False		
20	1	1	0	31	0.0008483853311439518	0.0				False		
21	1	1	0	31	0.0008483853311439518	0.0				False		
22	1	1	0	31	0.0008483853311439518	0.0				False		
23	1	1	0	31	0.0008483853311439518	0.0				False		
24	1	1	0	31	0.0008483853311439518	0.0				False		
25	1	1	0	31	0.0008483853311439518	0.0				False		
26	1	1	0	31	0.0008483853311439518	0.0				False		
27	1	1	0	31	0.0008483853311439518	0.0				False		
28	1	1	0	31	0.0008483853311439518	0.0				False		
29	3	1	2	31	0.0006294471811713192	0.00011247234445183098				False		
30	1	1	0	31	0.0008483853311439518	0.0				False		
31	1	1	0	31	0.0008483853311439518	0.0				False		
32	1	1	0	31	0.0008483853311439518	0.0				False		
33	1	1	0	31	0.0008483853311439518	0.0				False		
34	1	1	0	31	0.0008483853311439518	0.0				False		
35	1	1	0	31	0.0008483853311439518	0.0				False		
36	1	1	0	31	0.0008483853311439518	0.0				False		
37	1	1	0	31	0.0008483853311439518	0.0				False		
38	1	1	0	31	0.0008483853311439518	0.0				False		
39	1	1	0	31	0.0008483853311439518	0.0				False		
40	1	1	0	31	0.0008483853311439518	0.0				False		
41	1	1	0	31	0.0008483853311439518	0.0				False		
42	1	1	0	31	0.0008483853311439518	0.0				False		
43	3	1	2	31	0.0006294471811713192	0.0002247116869872977				False		
44	1	1	0	31	0.0008483853311439518	0.0				False		
45	2	1	1	31	0.0007115489874110563	1.4336917562724014e-05				False		
46	1	1	0	31	0.0008483853311439518	0.0				False		
47	2	1	1	31	0.0007662835249042146	2.8673835125448028e-05				False		
48	1	1	0	31	0.0008483853311439518	0.0				False		
49	3	1	2	31	0.0002736726874657909	0.0002576564978666976				False		
50	3	1	2	31	0.0007389162561576355	0.00011235584349364885				False		
51	1	1	0	31	0.0008483853311439518	0.0				False		
52	1	1	0	31	0.0008483853311439518	0.0				False		
53	1	1	0	31	0.0008483853311439518	0.0				False		
54	1	1	0	31	0.0008483853311439518	0.0				False		
55	1	1	0	31	0.0008483853311439518	0.0				False		
56	1	1	0	31	0.0008483853311439518	0.0				False		
57	1	1	0	31	0.0008483853311439518	0.0				False		
58	1	1	0	31	0.0008483853311439518	0.0				False		
59	1	1	0	31	0.0008483853311439518	0.0				False		
60	1	1	0	31	0.0008483853311439518	0.0				False		
61	1	1	0	31	0.0008483853311439518	0.0				False		
62	2	1	1	31	0.0006294471811713192	4.301075268817204e-05				False		
63	1	1	0	31	0.0008483853311439518	0.0				False		
64	1	1	0	31	0.0008483853311439518	0.0				False		
65	1	1	0	31	0.0008483853311439518	0.0				False		
66	1	1	0	31	0.0008483853311439518	0.0				False		
67	1	1	0	31	0.0008483853311439518	0.0				False		
68	1	1	0	31	0.0008483853311439518	0.0				False		
69	1	1	0	31	0.0008483853311439518	0.0				False		
70	1	1	0	31	0.0008483853311439518	0.0				False		
71	1	1	0	31	0.0008483853311439518	0.0				False		
72	1	1	0	31	0.0008210180623973727	0.0				False		
73	1	1	0	31	0.0008483853311439518	0.0				False		
74	1	1	0	31	0.0008483853311439518	0.0				False		
75	1	1	0	31	0.0008483853311439518	0.0				False		
76	1	1	0	31	0.0008483853311439518	0.0				False		
77	1	1	0	31	0.0008483853311439518	0.0				False		
78	3	1	2	31	0.0007389162561576355	0.00018181743525730781				False		
79	1	1	0	31	0.0008483853311439518	0.0				False		
80	3	1	2	31	0.0004926108374384237	0.00039207570372369935				False		
81	2	1	1	31	0.0008210180623973727	8.368200836820083e-05				False		
82	1	1	0	31	0.0008483853311439518	0.0				False		
83	1	1	0	31	0.0008483853311439518	0.0				False		
84	1	1	0	31	0.0008483853311439518	0.0				False		
85	1	1	0	31	0.0008483853311439518	0.0				False		
86	1	1	0	31	0.0008483853311439518	0.0				False		
87	1	1	0	31	0.0008483853311439518	0.0				False		
88	1	1	0	31	0.0008483853311439518	0.0				False		
89	1	1	0	31	0.0008483853311439518	0.0				False		
90	1	1	0	31	0.0008483853311439518	0.0				False		
91	1	1	0	31	0.0008483853311439518	0.0				False		
92	1	1	0	31	0.0008483853311439518	0.0				False		
93	3	1	2	31	0.0007662835249042146	0.00018170093429912567				False		
94	1	1	0	31	0.0008483853311439518	0.0				False		
95	1	1	0	31	0.0008483853311439518	0.0				False		
96	3	1	2	31	0.00060207991242474	0.00040641262128642344				False		
