nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_cldn4	spearman_rho	p	testable	BH_FDR	SpatialFDR	recist_logFC_NR_minus_R	recist_t	recist_p	recist_testable	recist_BH_FDR	recist_SpatialFDR	recist_n_R	recist_n_NR
5128	31	0	1	0.0	0.03225806451612903	0.0	0.0	Fibroblasts	3	31			False						False			0	1
5129	31	0	0	0.0	0.0	0.07668625563383102		Mast cells	1	31			False						False			0	0
5130	31	0	0	0.0	0.0	0.025244174525141716		Myeloid cells	6	31	-0.08571428571428573	0.8717434402332361	True	0.9648089924796812	0.9624091664254047				False			1	2
5131	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5132	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False						False			0	1
5133	31	25	0	0.8064516129032258	0.0	0.0		T/NK cells	1	31			False						False			0	0
5134	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5135	31	0	0	0.0	0.0	0.0		Fibroblasts	1	31			False						False			0	0
5136	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5137	31	0	0	0.0	0.0	0.0		Myeloid cells	5	31	0.0	1.0	True	1.0	0.9999999999999994				False			0	3
5138	31	0	0	0.0	0.0	0.039939410984516144		B/Plasma cells	1	31			False						False			0	0
5139	31	27	0	0.8709677419354839	0.0	0.0		T/NK cells	1	31			False						False			0	0
5140	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5141	31	28	0	0.9032258064516129	0.0	0.11058304458856583		T/NK cells	1	31			False						False			0	0
5142	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5143	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5144	31	27	1	0.8709677419354839	0.03225806451612903	0.05798763781785965	0.0	T/NK cells	1	31			False						False			0	0
5145	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5146	31	0	31	0.0	1.0	0.7633475661277771	0.7633475661277771	Epithelial cells	4	31			False						False			0	3
5147	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5148	31	28	0	0.9032258064516129	0.0	0.057919979095458984		T/NK cells	1	31			False						False			0	0
5149	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5150	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5151	31	25	0	0.8064516129032258	0.0	0.0		T/NK cells	1	31			False						False			0	0
5152	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5153	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5154	31	31	0	1.0	0.0	0.05399574339389801		T/NK cells	1	31			False						False			0	0
5155	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5156	31	31	0	1.0	0.0	0.05804190784692764		T/NK cells	1	31			False						False			0	0
5157	31	1	0	0.03225806451612903	0.0	0.02219155617058277		B/Plasma cells	3	31			False						False			1	1
5158	31	0	0	0.0	0.0	0.0		Endothelial cells	1	31			False						False			0	0
5159	31	0	20	0.0	0.6451612903225806	2.567079782485962	2.5826849937438965	Epithelial cells	4	31			False						False			1	1
5160	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5161	31	19	1	0.6129032258064516	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5162	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
5163	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5164	31	28	1	0.9032258064516129	0.03225806451612903	0.0	0.0	T/NK cells	3	31			False						False			0	2
5165	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5166	31	0	0	0.0	0.0	0.0210123211145401		B/Plasma cells	1	31			False						False			0	0
5167	31	27	0	0.8709677419354839	0.0	0.0		T/NK cells	1	31			False						False			0	0
5168	31	29	0	0.9354838709677419	0.0	0.057919979095458984		T/NK cells	1	31			False						False			0	0
5169	31	0	0	0.0	0.0	0.048503976315259933		Fibroblasts	1	31			False						False			0	0
5170	31	0	0	0.0	0.0	0.011362040415406227		B/Plasma cells	1	31			False						False			0	0
5171	31	0	29	0.0	0.9354838709677419	0.5018429756164551	0.5364528298377991	Epithelial cells	4	31			False						False			0	1
5172	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5173	31	31	0	1.0	0.0	0.053138285875320435		T/NK cells	1	31			False						False			0	0
5174	31	0	0	0.0	0.0	0.025834303349256516		B/Plasma cells	1	31			False						False			0	0
5175	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5176	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5177	31	0	0	0.0	0.0	0.009650281630456448		B/Plasma cells	1	31			False						False			0	0
5178	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5179	31	25	1	0.8064516129032258	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5180	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5181	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5182	31	0	0	0.0	0.0	0.014105108566582203		B/Plasma cells	1	31			False						False			0	0
5183	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5184	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5185	31	31	0	1.0	0.0	0.11191572993993759		T/NK cells	1	31			False						False			0	0
5186	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5187	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			0	1
5188	31	21	0	0.6774193548387096	0.0	0.0		T/NK cells	1	31			False						False			0	0
5189	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5190	31	0	0	0.0	0.0	0.013899524696171284		B/Plasma cells	1	31			False						False			0	0
5191	31	0	31	0.0	1.0	1.5532197952270508	1.5532197952270508	Epithelial cells	1	31			False						False			0	0
5192	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5193	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5194	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5195	31	22	1	0.7096774193548387	0.03225806451612903	0.195037841796875	0.0	T/NK cells	5	31	0.09999999999999999	0.8728885715695384	True	0.9648089924796812	0.9624091664254047	0.09366788561955985	0.06586262898121022	0.9484339474159584	True	0.9793841880428876	0.9779959060974592	2	2
5196	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5197	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5198	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5199	31	0	0	0.0	0.0	0.04193059727549553		Fibroblasts	1	31			False						False			0	0
5200	31	0	0	0.0	0.0	0.04506579786539078		Myeloid cells	7	31	0.1785714285714286	0.7016579425162727	True	0.9648089924796812	0.9624091664254047				False			1	2
5201	31	23	2	0.7419354838709677	0.06451612903225806	0.0	0.0	T/NK cells	4	31			False						False			1	2
5202	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5203	31	19	2	0.6129032258064516	0.06451612903225806	0.0	0.0	T/NK cells	4	31			False						False			0	1
5204	31	0	0	0.0	0.0	0.014105108566582203		B/Plasma cells	1	31			False						False			0	0
5205	31	27	1	0.8709677419354839	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5206	31	0	0	0.0	0.0	0.0		Endothelial cells	2	31			False						False			0	1
5207	31	0	0	0.0	0.0	0.04762820154428482		Fibroblasts	1	31			False						False			0	0
5208	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5209	31	0	0	0.0	0.0	0.014105108566582203		B/Plasma cells	1	31			False						False			0	0
5210	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5211	31	29	0	0.9354838709677419	0.0	0.057919979095458984		T/NK cells	1	31			False						False			0	0
5212	31	31	0	1.0	0.0	0.09724343568086624		T/NK cells	6	31	-0.48571428571428577	0.3287230320699708	True	0.9648089924796812	0.9367491602290554				False			0	3
5213	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5214	31	0	29	0.0	0.9354838709677419	0.7813119292259216	0.8351955413818359	Epithelial cells	7	31	-0.10714285714285716	0.8191508555699912	True	0.9648089924796812	0.9624091664254047				False			1	3
5215	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5216	31	31	0	1.0	0.0	0.05798763781785965		T/NK cells	1	31			False						False			0	0
5217	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5218	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5219	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5220	31	27	0	0.8709677419354839	0.0	0.0		T/NK cells	1	31			False						False			0	0
5221	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5222	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5223	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5224	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
5225	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5226	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5227	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5228	31	26	0	0.8387096774193549	0.0	0.0		T/NK cells	1	31			False						False			0	0
5229	31	15	0	0.4838709677419355	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
5230	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5231	31	0	0	0.0	0.0	0.0		Endothelial cells	3	31			False						False			0	2
5232	31	0	31	0.0	1.0	1.5226267576217651	1.5226267576217651	Epithelial cells	1	31			False						False			0	0
5233	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5234	31	26	0	0.8387096774193549	0.0	0.0		T/NK cells	1	31			False						False			0	0
5235	31	0	0	0.0	0.0	0.057960547506809235		B/Plasma cells	1	31			False						False			0	0
5236	31	0	31	0.0	1.0	1.5813109874725342	1.5813109874725342	Epithelial cells	3	31			False						False			0	2
5237	31	29	0	0.9354838709677419	0.0	0.05421256646513939		T/NK cells	1	31			False						False			0	0
5238	31	29	0	0.9354838709677419	0.0	0.12137430161237717		T/NK cells	1	31			False						False			0	0
5239	31	27	0	0.8709677419354839	0.0	0.0		T/NK cells	1	31			False						False			0	0
5240	31	31	0	1.0	0.0	0.11047129333019257		T/NK cells	1	31			False						False			0	0
5241	31	31	0	1.0	0.0	0.10008540749549866		T/NK cells	1	31			False						False			0	0
5242	31	0	31	0.0	1.0	0.9143760204315186	0.9143760204315186	Epithelial cells	3	31			False						False			1	1
5243	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5244	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5245	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5246	31	0	30	0.0	0.967741935483871	0.6534096598625183	0.6751899719238281	Epithelial cells	1	31			False						False			0	0
5247	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5248	31	29	0	0.9354838709677419	0.0	0.057919979095458984		T/NK cells	1	31			False						False			0	0
5249	31	30	0	0.967741935483871	0.0	0.053138285875320435		T/NK cells	1	31			False						False			0	0
5250	31	0	0	0.0	0.0	0.0		Fibroblasts	1	31			False						False			0	0
5251	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5252	31	28	0	0.9032258064516129	0.0	0.05798763781785965		T/NK cells	1	31			False						False			0	0
5253	31	0	0	0.0	0.0	0.027208805084228516		B/Plasma cells	1	31			False						False			0	0
5254	31	0	0	0.0	0.0	0.0		Fibroblasts	3	31			False						False			0	1
5255	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5256	31	0	0	0.0	0.0	0.0		Fibroblasts	4	31			False						False			0	1
5257	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5258	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5259	31	0	0	0.0	0.0	0.014105108566582203		B/Plasma cells	1	31			False						False			0	0
5260	31	0	0	0.0	0.0	0.025834303349256516		B/Plasma cells	1	31			False						False			0	0
5261	31	29	0	0.9354838709677419	0.0	0.06648465245962143		T/NK cells	1	31			False						False			0	0
5262	31	0	0	0.0	0.0	0.025244174525141716		Myeloid cells	4	31			False						False			0	2
5263	31	0	0	0.0	0.0	0.026845084503293037		Fibroblasts	3	31			False						False			0	1
5264	31	28	0	0.9032258064516129	0.0	0.06462644785642624		T/NK cells	1	31			False						False			0	0
5265	31	26	0	0.8387096774193549	0.0	0.11058304458856583		T/NK cells	1	31			False						False			0	0
5266	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5267	31	1	1	0.03225806451612903	0.03225806451612903	0.0	0.0	Fibroblasts	6	31	0.14285714285714288	0.7871720116618076	True	0.9648089924796812	0.9624091664254047				False			0	3
5268	31	0	31	0.0	1.0	1.622452974319458	1.622452974319458	Epithelial cells	1	31			False						False			0	0
5269	31	23	1	0.7419354838709677	0.03225806451612903	0.0	0.0	T/NK cells	2	31			False						False			0	0
5270	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5271	31	29	1	0.9354838709677419	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5272	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5273	31	25	0	0.8064516129032258	0.0	0.0		T/NK cells	1	31			False						False			0	0
5274	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5275	31	0	31	0.0	1.0	1.9383797645568848	1.9383797645568848	Epithelial cells	3	31			False						False			0	2
5276	31	20	1	0.6451612903225806	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5277	31	0	0	0.0	0.0	0.04796541482210159		B/Plasma cells	1	31			False						False			0	0
5278	31	29	0	0.9354838709677419	0.0	0.12195945531129837		T/NK cells	1	31			False						False			0	0
5279	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5280	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5281	31	23	0	0.7419354838709677	0.0	0.0		T/NK cells	1	31			False						False			0	0
5282	31	31	0	1.0	0.0	0.05798763781785965		T/NK cells	1	31			False						False			0	0
5283	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5284	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5285	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5286	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5287	31	30	0	0.967741935483871	0.0	0.05733300745487213		T/NK cells	1	31			False						False			0	0
5288	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	2	31			False						False			0	0
5289	31	24	1	0.7741935483870968	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5290	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5291	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			0	2
5292	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5293	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5294	31	0	22	0.0	0.7096774193548387	1.0827549695968628	1.2170661687850952	Epithelial cells	4	31			False						False			1	1
5295	31	0	0	0.0	0.0	0.030989067628979683		Fibroblasts	1	31			False						False			0	0
5296	31	30	0	0.967741935483871	0.0	0.11571995168924332		T/NK cells	1	31			False						False			0	0
5297	31	0	0	0.0	0.0	0.01179847214370966		Fibroblasts	4	31			False						False			0	1
5298	31	0	0	0.0	0.0	0.01716713421046734		Fibroblasts	1	31			False						False			0	0
5299	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5300	31	0	0	0.0	0.0	0.0		Mast cells	1	31			False						False			0	0
5301	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5302	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5303	31	24	0	0.7741935483870968	0.0	0.0		T/NK cells	1	31			False						False			0	0
5304	31	0	29	0.0	0.9354838709677419	0.8570727109909058	0.8809190988540649	Epithelial cells	1	31			False						False			0	0
5305	31	0	0	0.0	0.0	0.015074578113853931		Myeloid cells	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			1	1
5306	31	0	0	0.0	0.0	0.035994768142700195		Fibroblasts	1	31			False						False			0	0
5307	31	30	0	0.967741935483871	0.0	0.0487583689391613		T/NK cells	1	31			False						False			0	0
5308	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5309	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5310	31	0	0	0.0	0.0	0.0		B/Plasma cells	2	31			False						False			0	1
5311	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5312	31	27	0	0.8709677419354839	0.0	0.0		T/NK cells	1	31			False						False			0	0
5313	31	31	0	1.0	0.0	0.11047129333019257		T/NK cells	1	31			False						False			0	0
5314	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
5315	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5316	31	0	31	0.0	1.0	0.4251692295074463	0.4251692295074463	Epithelial cells	6	31	-0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158				False			0	4
5317	31	30	0	0.967741935483871	0.0	0.05733300745487213		T/NK cells	1	31			False						False			0	0
5318	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5319	31	0	0	0.0	0.0	0.0		Fibroblasts	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			0	3
5320	31	24	1	0.7741935483870968	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5321	31	30	0	0.967741935483871	0.0	0.057919979095458984		T/NK cells	1	31			False						False			0	0
5322	31	29	0	0.9354838709677419	0.0	0.0		T/NK cells	1	31			False						False			0	0
5323	31	0	0	0.0	0.0	0.0		Fibroblasts	1	31			False						False			0	0
5324	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5325	31	31	0	1.0	0.0	0.0		T/NK cells	2	31			False						False			0	0
5326	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5327	31	31	0	1.0	0.0	0.04573473334312439		T/NK cells	1	31			False						False			0	0
5328	31	0	3	0.0	0.0967741935483871	0.0	0.0	Fibroblasts	6	31	-0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158				False			1	3
5329	31	0	3	0.0	0.0967741935483871	0.0	0.0	Fibroblasts	4	31			False						False			0	3
5330	31	0	0	0.0	0.0	0.026845084503293037		Fibroblasts	3	31			False						False			0	1
5331	31	0	0	0.0	0.0	0.014105108566582203		B/Plasma cells	1	31			False						False			0	0
5332	31	0	29	0.0	0.9354838709677419	0.6956144571304321	0.7435879111289978	Epithelial cells	1	31			False						False			0	0
5333	31	0	0	0.0	0.0	0.0		Fibroblasts	2	31			False						False			0	1
5334	31	0	0	0.0	0.0	0.009650281630456448		B/Plasma cells	1	31			False						False			0	0
5335	31	26	0	0.8387096774193549	0.0	0.0		T/NK cells	1	31			False						False			0	0
5336	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5337	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
5338	31	31	0	1.0	0.0	0.05733300745487213		T/NK cells	1	31			False						False			0	0
5339	31	27	1	0.8709677419354839	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5340	31	6	3	0.1935483870967742	0.0967741935483871	0.11122407019138336	0.0	Endothelial cells	5	31	0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554				False			0	3
5341	31	28	0	0.9032258064516129	0.0	0.0		T/NK cells	1	31			False						False			0	0
5342	31	28	1	0.9032258064516129	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			0	0
5343	31	0	0	0.0	0.0	0.0		Fibroblasts	1	31			False						False			0	0
5344	31	31	0	1.0	0.0	0.05733300745487213		T/NK cells	1	31			False						False			0	0
5345	31	29	0	0.9354838709677419	0.0	0.0487583689391613		T/NK cells	2	31			False						False			0	0
5346	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
5347	31	0	31	0.0	1.0	1.484250783920288	1.484250783920288	Epithelial cells	1	31			False						False			0	0
5348	31	0	31	0.0	1.0	3.010697603225708	3.010697603225708	Epithelial cells	2	31			False						False			0	1
5349	31	0	31	0.0	1.0	2.6083970069885254	2.6083970069885254	Epithelial cells	1	31			False						False			0	1
5350	31	0	31	0.0	1.0	2.227813482284546	2.227813482284546	Epithelial cells	4	31			False						False			0	4
5351	31	0	31	0.0	1.0	2.7585976123809814	2.7585976123809814	Epithelial cells	4	31			False						False			0	3
5352	31	0	31	0.0	1.0	2.8423287868499756	2.8423287868499756	Epithelial cells	1	31			False						False			0	1
5353	31	0	31	0.0	1.0	2.8953654766082764	2.8953654766082764	Epithelial cells	1	31			False						False			0	1
5354	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
5355	31	21	9	0.6774193548387096	0.2903225806451613	0.5630252957344055	1.1272242069244385	T/NK cells	3	31			False						False			1	1
5356	31	0	31	0.0	1.0	2.863495349884033	2.863495349884033	Epithelial cells	1	31			False						False			0	1
5357	31	0	31	0.0	1.0	2.883350133895874	2.883350133895874	Epithelial cells	1	31			False						False			0	1
5358	31	0	30	0.0	0.967741935483871	2.522475004196167	2.512084484100342	Epithelial cells	5	31	0.3	0.623837664781073	True	0.9648089924796812	0.9551469332637158				False			0	4
5359	31	0	31	0.0	1.0	2.8805878162384033	2.8805878162384033	Epithelial cells	1	31			False						False			0	1
5360	31	0	31	0.0	1.0	2.804297924041748	2.804297924041748	Epithelial cells	2	31			False						False			0	2
5361	31	0	31	0.0	1.0	2.85485577583313	2.85485577583313	Epithelial cells	1	31			False						False			0	1
5362	31	0	31	0.0	1.0	2.753659963607788	2.753659963607788	Epithelial cells	3	31			False						False			0	2
5363	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
5364	31	0	25	0.0	0.8064516129032258	2.13015079498291	2.048537015914917	Epithelial cells	2	31			False						False			1	1
5365	31	0	0	0.0	0.0	0.06980229914188385		Myeloid cells	4	31			False						False			0	3
5366	31	0	30	0.0	0.967741935483871	2.5666072368621826	2.5576882362365723	Epithelial cells	3	31			False						False			0	3
5367	31	0	30	0.0	0.967741935483871	2.7745418548583984	2.7725536823272705	Epithelial cells	4	31			False						False			0	4
5368	31	0	31	0.0	1.0	2.7140862941741943	2.7140862941741943	Epithelial cells	1	31			False						False			0	1
5369	31	31	0	1.0	0.0	0.06589358299970627		T/NK cells	1	31			False						False			0	1
5370	31	0	31	0.0	1.0	2.731950044631958	2.731950044631958	Epithelial cells	1	31			False						False			0	1
5371	31	31	0	1.0	0.0	0.0		T/NK cells	4	31			False						False			1	1
5372	31	0	0	0.0	0.0	0.02497750334441662		Myeloid cells	2	31			False						False			0	0
5373	31	0	0	0.0	0.0	0.04259416460990906		Myeloid cells	8	31	-0.2380952380952381	0.5701563208157683	True	0.9648089924796812	0.9551469332637158				False			1	4
5374	31	0	30	0.0	0.967741935483871	1.8101545572280884	1.8114492893218994	Epithelial cells	3	31			False						False			0	1
5375	31	0	31	0.0	1.0	0.3596670925617218	0.3596670925617218	Epithelial cells	1	31			False						False			1	0
5376	31	0	31	0.0	1.0	2.817429542541504	2.817429542541504	Epithelial cells	2	31			False						False			0	2
5377	31	0	31	0.0	1.0	2.831951379776001	2.831951379776001	Epithelial cells	1	31			False						False			0	1
5378	31	0	31	0.0	1.0	1.1734610795974731	1.1734610795974731	Epithelial cells	1	31			False						False			1	0
5379	31	0	31	0.0	1.0	2.8315298557281494	2.8315298557281494	Epithelial cells	1	31			False						False			0	1
5380	31	0	31	0.0	1.0	0.4088778793811798	0.4088778793811798	Epithelial cells	1	31			False						False			1	0
5381	31	0	31	0.0	1.0	0.33611035346984863	0.33611035346984863	Epithelial cells	1	31			False						False			1	0
5382	31	0	30	0.0	0.967741935483871	0.5655200481414795	0.5843707323074341	Epithelial cells	2	31			False						False			1	1
5383	31	0	31	0.0	1.0	1.9752403497695923	1.9752403497695923	Epithelial cells	1	31			False						False			1	0
5384	31	0	0	0.0	0.0	0.05210396647453308		Endothelial cells	5	31	-0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554				False			0	2
5385	31	0	0	0.0	0.0	0.07622460275888443		Myeloid cells	1	31			False						False			1	0
5386	31	0	31	0.0	1.0	0.3419901430606842	0.3419901430606842	Epithelial cells	1	31			False						False			1	0
5387	31	0	0	0.0	0.0	0.0		B/Plasma cells	4	31			False						False			0	2
5388	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
5389	31	26	2	0.8387096774193549	0.06451612903225806	0.019398845732212067	0.30068209767341614	T/NK cells	3	31			False						False			1	1
5390	31	0	0	0.0	0.0	0.05711108818650246		Myeloid cells	1	31			False						False			1	0
5391	31	31	0	1.0	0.0	0.0		T/NK cells	2	31			False						False			0	1
5392	31	28	1	0.9032258064516129	0.03225806451612903	0.10208728164434433	0.0	T/NK cells	4	31			False						False			1	2
5393	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
5394	31	0	31	0.0	1.0	0.5278549194335938	0.5278549194335938	Epithelial cells	2	31			False						False			1	1
5395	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
5396	31	0	31	0.0	1.0	2.3171305656433105	2.3171305656433105	Epithelial cells	3	31			False						False			1	2
5397	31	0	0	0.0	0.0	0.0		B/Plasma cells	4	31			False						False			0	2
5398	31	31	0	1.0	0.0	0.060011040419340134		T/NK cells	2	31			False						False			0	1
5399	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5400	31	0	31	0.0	1.0	0.3846008777618408	0.3846008777618408	Epithelial cells	1	31			False						False			1	0
5401	31	0	31	0.0	1.0	2.923330307006836	2.923330307006836	Epithelial cells	1	31			False						False			0	1
5402	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
5403	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
5404	31	0	31	0.0	1.0	0.7616456151008606	0.7616456151008606	Epithelial cells	1	31			False						False			1	0
5405	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
5406	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
5407	31	30	0	0.967741935483871	0.0	0.0525989755988121		T/NK cells	3	31			False						False			0	1
5408	31	0	30	0.0	0.967741935483871	0.2489195168018341	0.25721684098243713	Epithelial cells	2	31			False						False			1	1
