set_name	n_genes_listed	n_genes_in_matrix	n_genes_tested	genes_missing	n_WT	n_KO	sample_score_KO	sample_score_WT	sample_delta_KO_minus_WT	sample_t	sample_p	sample_cohens_d	comp_median_t_in_set	comp_median_t_background	comp_mannwhitney_p	comp_median_log2FC	n_log2FC_positive	n_log2FC_negative	n_welch_p_lt_0.05	sample_q_BH	comp_q_BH
TJ_SCAFFOLD_NO_KO_CLDN	16	16	15		3	3	-0.1820896726944776	0.18208967269447895	-0.3641793453889566	-1.277782019578895	0.27935100663724954	-1.0433046501570924	-0.6652967086093197	-0.025272070447846642	0.20268470631785118	-0.16754035287534652	6.0	9.0	3.0	0.8040601887461879	0.6080541189535535
ADHERENS	5	5	5		3	3	0.0769519433181054	-0.07695194331810788	0.1539038866362133	0.2709512235984689	0.8025823581847623	0.22123074766633366	0.4475780306026317	-0.025598007156970623	0.7528311161551035	0.11856277739654786	3.0	2.0	0.0	0.8040601887461879	0.7528311161551035
IFN_ALPHA_TYPE1	35	34	26	Ddx58	3	3	-0.11574196201021368	0.11574196201021458	-0.23148392402042828	-0.4680474270170712	0.6759130870970408	-0.382159123871458	-0.42296071213123454	-0.025129161771166118	0.36209935684768346	-0.21137869507115958	9.0	17.0	4.0	0.8040601887461879	0.7003512043087118
IFN_GAMMA_TYPE2	29	29	17		3	3	-0.3149329644045458	0.3149329644045458	-0.6298659288090916	-1.414241350503016	0.28305648463788835	-1.1547232272923225	-0.6666772889195342	-0.024881274528034486	0.020328347639343748	-0.2389361255761866	4.0	13.0	3.0	0.8040601887461879	0.12197008583606249
ANTIGEN_PRESENTATION_MHC1	16	16	15		3	3	-0.07927013599123967	0.0792701359912406	-0.15854027198248027	-0.2782680627349865	0.804060188746188	-0.22720492180449842	-0.08765984028045377	-0.02542352280233602	0.5798774988857948	-0.023646836874499755	7.0	8.0	2.0	0.8040601887461879	0.7003512043087118
ICI_CHECKPOINT	10	10	2		3	3															
EPITHELIAL_NO_KO_CLDN	10	10	9		3	3	-0.08980448110818191	0.0898044811081773	-0.17960896221635922	-0.4891675001174746	0.668825477625284	-0.3994035913468811	0.36776260100617286	-0.025598007156970623	0.5836260035905931	0.054543257403121714	5.0	4.0	4.0	0.8040601887461879	0.7003512043087118
