gene	crispr_target	mean_raw_WT	mean_raw_KO	mean_CPM_WT	mean_CPM_KO	pct_CPM_remaining	log2FC_KO_minus_WT	ci95_low	ci95_high	p_welch	q_welch_BH	mRNA_call	n_WT	n_KO
Cldn1	False	0.0	44.0	0.0	1.8569629806270156		5.227749262803489	2.593295092726266	7.862203432880713	0.013441675675852733	0.22038211945367406	induced_from_undetectable	3	3
Cldn2	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn3	True	27669.0	3256.6666666666665	1079.4910662420486	146.60770862770417	13.58118776638686	-2.9318981380110394	-4.17506175724454	-1.6887345187775389	0.006708629244836756	0.18592282723904194	depleted	3	3
Cldn4	True	15074.0	16733.333333333332	587.4800261370154	749.6173213413745	127.5987757865566	0.3211002464441268	-0.6530701060329386	1.2952705989211921	0.37488318717350444	0.6415231391678873	not_depleted	3	3
Cldn5	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn6	False	1.3333333333333333	2.0	0.053857402047429	0.09466801500048384	175.77530924554324						see_numbers	3	3
Cldn7	True	6982.333333333333	2305.0	272.25201479004954	100.4783356433935	36.90636990175393	-1.4461065376216684	-2.0095441776946226	-0.8826688975487141	0.002134982853960599	0.14443581466528876	depleted	3	3
Cldn8	True	1059.6666666666667	594.0	41.578517266741436	26.42566940894065	63.556064876989936	-0.6594596393061973	-1.2371949736062442	-0.08172430500615058	0.0347202817052985	0.276083605027941	reduced	3	3
Cldn9	True	2347.3333333333335	1319.3333333333333	92.12282359851419	57.97574654542006	62.933097663275625	-0.6837631181215063	-1.3964687376634126	0.028942501420400113	0.05556350143237781	0.32186446032747934	lower_point_estimate_not_significant	3	3
Cldn10	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn11	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn12	True	1540.3333333333333	729.0	60.525513886388076	31.846191212744078	52.616143454018896	-0.923450424562466	-1.5177853503321352	-0.3291154987927968	0.013164332766966371	0.21940756356366758	reduced	3	3
Cldn13	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn14	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn15	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn16	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn17	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn18	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn19	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn20	False	2.3333333333333335	1.0	0.09082691447115525	0.039922888095278726	43.95490954166169						see_numbers	3	3
Cldn22	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn23	True	843.3333333333334	1043.6666666666667	32.96715658547942	46.201286870278615	140.14337800254282	0.4891811574506235	0.19369217543277845	0.7846701394684685	0.010548566760002214	0.20970371402441212	not_depleted	3	3
Cldn24	False	0.0	0.0	0.0	0.0							undetectable_both	3	3
Cldn25	True	0.0	0.0	0.0	0.0							undetectable_both	3	3
