gene	in_crispr_targets	n_ensembl_ids	mean_raw_WT	mean_raw_KO	mean_CPM_WT	mean_CPM_KO	log2FC	ci95_low	ci95_high	df_welch	cohens_d	t_stat	p_welch	p_mannwhitney	q_welch_BH	n_WT	n_KO	contrast	log2_scale
Cldn3	True	1	27669.0	3256.6666666666665	1079.4910662420486	146.60770862770417	-2.9318981380110394	-4.17506175724454	-1.6887345187775389	2.5071672596120687	-6.86943768761396	-8.413308577249293	0.006708629244836756	0.1	0.18592282723904194	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn4	True	1	15074.0	16733.333333333332	587.4800261370154	749.6173213413745	0.3211002464441268	-0.6530701060329386	1.2952705989211921	3.068166977483062	0.8458226841766248	1.0359169945519888	0.37488318717350444	0.4	0.6415231391678873	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn7	True	1	6982.333333333333	2305.0	272.25201479004954	100.4783356433935	-1.4461065376216684	-2.0095441776946226	-0.8826688975487141	3.9301426715201395	-5.859338251096992	-7.176194472779604	0.002134982853960599	0.1	0.14443581466528876	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn8	True	1	1059.6666666666667	594.0	41.578517266741436	26.42566940894065	-0.6594596393061973	-1.2371949736062442	-0.08172430500615058	3.5420076516340306	-2.7250837343930874	-3.3375323278105733	0.0347202817052985	0.1	0.276083605027941	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn9	True	1	2347.3333333333335	1319.3333333333333	92.12282359851419	57.97574654542006	-0.6837631181215063	-1.3964687376634126	0.028942501420400113	3.27262938698038	-2.379468569357212	-2.914241926957727	0.05556350143237781	0.1	0.32186446032747934	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn12	True	1	1540.3333333333333	729.0	60.525513886388076	31.846191212744078	-0.923450424562466	-1.5177853503321352	-0.3291154987927968	3.762203252665885	-3.6118590861259303	-4.423605891921845	0.013164332766966371	0.1	0.21940756356366758	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn23	True	1	843.3333333333334	1043.6666666666667	32.96715658547942	46.201286870278615	0.4891811574506235	0.19369217543277845	0.7846701394684685	3.8129414207458616	3.8266808347483114	4.6867077268104795	0.010548566760002214	0.1	0.20970371402441212	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldn1	False	1	0.0	44.0	0.0	1.8569629806270156	5.227749262803489	2.593295092726266	7.862203432880713	2.0	6.971315971480015	8.538083482920422	0.013441675675852733	0.06360256962075367	0.22038211945367406	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tacstd2	False	1	53524.333333333336	31048.666666666668	2091.8581593841786	1377.4797172626415	-0.6113976206256897	-1.149075821567873	-0.07371941968350648	2.469978004648652	-3.3479071341049305	-4.100332092390326	0.03772665242787013	0.1	0.2822255674726887	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ocln	False	1	1689.6666666666667	1733.3333333333333	66.20521973911404	77.2609125395685	0.20538805356133594	-0.5159016620143252	0.9266777691369971	2.4001446597955627	0.8563695968888639	1.0488342718053187	0.3882360442564619	0.4	0.6514792532351709	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tjp1	False	1	1754.0	1618.3333333333333	68.74939020836551	72.12407581908614	0.07091734016368001	-0.544971860827686	0.686806541155046	3.996952603137605	0.26111024321687476	0.3197934312476779	0.7651430873243124	0.7	0.8868674457778238	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tjp2	False	1	3373.3333333333335	3806.3333333333335	132.33817515323753	167.78967102346675	0.34856417982442167	-0.07815420938258189	0.7752825690314252	2.1279963216218447	2.7104467032614337	3.319605698999681	0.07350545136845031	0.1	0.34858436314993035	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tjp3	False	1	190.66666666666666	46.666666666666664	7.459904064946431	2.186277377703637	-3.2730530205587742	-12.101559336955283	5.555453295837734	2.069402206070469	-1.261460448895801	-1.544967215248464	0.25830906238457746	0.1	0.5510962067164202	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
F11r	False	1	9341.333333333334	5551.0	366.24655834546365	246.1866936853404	-0.5794810710552998	-1.075830350370149	-0.0831317917404506	3.1816450005538153	-2.9379971518946575	-3.598296943946077	0.03342652048321964	0.1	0.2752892570503861	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Marveld2	False	1	2358.3333333333335	2649.6666666666665	92.28170091334563	117.45063123323335	0.33919751268538434	-0.1918818571180979	0.8702768824888666	2.5510134020960753	1.837751364980407	2.2507765591526456	0.12538118252939082	0.1	0.410185752152065	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Marveld3	False	1	1721.6666666666667	1065.3333333333333	67.22237715374541	46.63835172467839	-0.5333284560744662	-0.8990176948557664	-0.16763921729316605	3.746689340587502	-3.3962251128679832	-4.159509289076383	0.016196690594262774	0.1	0.2293379808799418	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cgn	False	1	5253.0	4752.900000000001	205.93188176101148	210.58061054267327	0.03366770602622182	-0.3328772590981207	0.40021267115056436	3.996013197411674	0.2083054495195385	0.2551210309819743	0.811222120432561	1.0	0.9097114913174533	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cgnl1	False	1	2774.6666666666665	2773.6666666666665	108.65323915681063	121.68722899837228	0.14443779033432236	-0.5547419110480238	0.8436174917166686	2.325813890887057	0.6365167162911952	0.7795705838326565	0.5071380203032951	0.7	0.733019372818179	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cldnd1	False	1	2466.3333333333335	94.0	96.53213870902766	4.110646956858025	-4.566762291589252	-5.319639623895757	-3.8138849592827473	2.1371878705995044	-20.050960173318778	-24.557310638749183	0.0011692143951097292	0.1	0.13127279317730406	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Jam2	False	1	15.0	0.6666666666666666	0.603328118699692	0.02661525873018582	-1.9178027250520073	-8.004768208135479	4.169162758031465	2.405888283052796	-0.9458384647360459	-1.1584108088503666	0.34869705980285925	0.3536785173184648	0.6211766713149718	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Mpdz	False	1	255.33333333333334	226.33333333333334	9.953487319948687	9.780933695707379	-0.16754035287534652	-2.0893529851055286	1.7542722793548355	2.3204422881780653	-0.26910187356799414	-0.32958113953426865	0.7691377709078195	0.7	0.8883092926609941	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pard3	False	1	2544.3333333333335	1924.6666666666667	99.89244052334347	85.50664492003868	-0.22020603441486486	-0.7299456604150477	0.289533591585318	3.9244388871979616	-0.986800593402778	-1.2085789658562291	0.29456768627001056	0.4	0.5826102739444932	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Patj	False	1	1830.6666666666667	1260.6666666666667	71.62483994126838	55.76319805321109	-0.35466541432485243	-0.7297041583592807	0.020373329709575838	3.099907734064527	-2.4130984149761527	-2.955429907905215	0.057375547481699665	0.1	0.32398677644954715	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Sympk	False	1	1577.3333333333333	1280.6666666666667	61.70888153621786	57.14696899923743	-0.12980095236218325	-0.9026903477472787	0.6430884430229122	2.1916575741167965	-0.5432124878819792	-0.6652967086093197	0.569027220378039	0.7	0.7708727546196341	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cdh1	False	1	19132.666666666668	10889.333333333334	750.8430924320537	484.52894163689734	-0.6406684695015379	-1.2856594627698792	0.004322523766803421	3.5245615307229197	-2.3767680745615576	-2.9109345098065296	0.0509045510916589	0.1	0.3136703078318233	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ctnna1	False	1	11861.666666666666	11892.666666666666	464.66660224891774	526.5825903018101	0.17764247639578024	-0.16243662133850606	0.5177215741300665	3.0266013234895954	1.3505962667701432	1.6541358510473594	0.1958741633688978	0.4	0.48828303655993455	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ctnnb1	False	1	46626.65333333333	38763.986666666664	1828.7430999677078	1716.6821627661782	-0.0884016287693754	-0.45422858616301465	0.27742532862426383	3.9424750279155147	-0.5509743288448865	-0.6748029835211977	0.5373026018948014	0.7	0.7521233234409338	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ctnnd1	False	1	2360.3333333333335	2529.6666666666665	92.32781500429964	111.40797116483236	0.28305889828428654	-0.24164401736988106	0.8077618139384541	2.357247488327562	1.6448948689669456	2.0145765547456063	0.16186100084775418	0.2	0.4544519448771362	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Vcl	False	1	1462.3366666666668	1429.743333333333	57.21156406528399	63.180794518335574	0.11856277739654786	-0.7421905639762889	0.9793161187693846	2.894070883137674	0.3654459316854139	0.4475780306026317	0.6858279640999645	1.0	0.8406635295622245	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Isg15	False	1	90.0	74.0	3.529100841584535	3.3121341119953414	-0.11494720548250204	-0.96872829566239	0.738833884697386	2.6217159823748437	-0.3802029725832337	-0.4656516407591524	0.6773732263846005	1.0	0.8349359961779326	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifit1	False	1	151.0	110.97666666666667	5.995583518887348	5.032768727913573	-0.1540039500836059	-2.742601870265103	2.4345939700978914	3.7111556017945464	-0.1391109727451591	-0.1703754504239287	0.8735948578834462	1.0	0.9408845280310437	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifit2	False	1	1038.0	940.6666666666666	40.689692710625145	42.04394912425689	0.02861195622573831	-0.7379532849932106	0.7951771974446872	2.9009631297017817	0.09888739733544477	0.12111183273184828	0.9115014289432187	1.0	0.960952386231927	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifit3	False	1	89.38666666666667	60.629999999999995	3.51061635115787	2.824959511320437	-1.1740986168465124	-5.680000856685036	3.3318036229920116	2.437945141996234	-0.7745516045023221	-0.9486281052423453	0.42708047207906225	0.7	0.6781757908952771	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Mx2	False	1	14.0	0.0	0.5597080347967466	0.0	-3.150411189414252	-8.12998980740056	1.8291674285720565	2.0	-2.222620489364059	-2.7221430453984956	0.11260968773920277	0.06360256962075367	0.395639708353852	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Oas3	False	1	39.333333333333336	9.333333333333334	1.529942554563419	0.39978772670746654	-2.5679721273087224	-7.978237171748528	2.842292917131083	2.1304993517060447	-1.5733331602348526	-1.9269317189879571	0.18596938377376038	0.1	0.48052032551327456	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Oasl2	False	1	62.333333333333336	42.333333333333336	2.457384513621354	1.9217917655272192	-1.560602836382066	-8.489765525501914	5.368559852737782	2.1431354866808316	-0.742684982264838	-0.9095996230884137	0.45348210721974175	0.7	0.6968639952842456	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Stat1	False	1	539.0	452.06	21.190049713389786	20.116017368175296	-0.0703758198810931	-1.0846007062383058	0.9438490664761197	3.9999959100108096	-0.15730149183809322	-0.19265419539095058	0.8566158474646858	0.7	0.9320029541426468	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Stat2	False	1	335.6666666666667	331.3333333333333	13.025205794209972	14.827940581553056	0.19106725901734656	-1.5906825160600213	1.9728170340947144	3.9916211445308343	0.24330029723609325	0.29798079124795446	0.7805840150680247	1.0	0.8933197813390538	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Irf7	False	1	220.0	161.33333333333334	8.636452584006983	7.229235418537304	-0.26875344005871327	-1.134671615834156	0.5971647357167295	3.6154619615581036	-0.734110277552305	-0.8990977974680415	0.4244385121651238	0.7	0.676528709423352	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Irf9	False	1	273.3333333333333	144.66666666666666	10.71713387689328	6.384381842078338	-0.7544850294142345	-1.795590832048519	0.2866207732200501	3.8426488336805407	-1.6697291024089527	-2.0449921547886465	0.11317966890511205	0.2	0.3964447385261813	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifih1	False	1	109.66666666666667	63.333333333333336	4.335759378868808	2.8749409446799867	-0.5943030472575606	-2.3720193338706315	1.1834132393555106	3.9110879836189527	-0.7647032104643358	-0.9365663351528782	0.40312655945595427	1.0	0.6617534160932218	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Bst2	False	1	3123.0	3042.6666666666665	122.24998906028684	133.84393409776348	0.1291520106184727	0.02570630785355718	0.23259771338338822	3.4796696115762087	3.005284884450854	3.680707249301848	0.02699545797632007	0.1	0.2634658097796645	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rsad2	False	1	114.0	101.0	4.466958042201576	4.622230443285308	-0.2764678132663514	-3.063197186462687	2.510261559929984	2.280664976891229	-0.31048897806058473	-0.3802697835033167	0.7362887138096623	0.7	0.871388730776557	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Usp18	False	1	39.666666666666664	39.666666666666664	1.5684240703806278	1.7303627474528902	-0.12659044098560202	-3.2284249750943035	2.9752440931230995	3.029413352073124	-0.1054667283404525	-0.12916983463741916	0.9053230240858958	0.7	0.9575878657250219	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifi27	False	1	1514.0	1397.6666666666667	59.2449638228887	62.138000770962385	0.04723800835520109	-0.7491404470624303	0.8436164637728325	2.1881316478865047	0.1921215320482402	0.23529986105997702	0.8341881974508845	0.7	0.9200726155166798	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifitm2	False	1	3821.5933333333337	4265.666666666667	149.25737285533316	188.00099359929905	0.3338153594613882	0.09590845613404889	0.5717222627887275	3.309205689827818	3.4606334328246486	4.238393048618258	0.01972774909929818	0.1	0.24360916591261114	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifitm3	False	1	510.6666666666667	862.6666666666666	19.945878099845014	38.26889751019815	0.9376342112518206	0.6020510222771707	1.2732174002264705	3.6693107024004292	6.565585376729616	8.04116701783321	0.0018537473431289523	0.1	0.14213867270012495	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ly6e	False	1	52778.0	49521.0	2060.5965173750683	2203.118601338335	0.07656954730185639	-0.6892808630313256	0.8424199576350384	2.6344148009659576	0.281428768112715	0.3446784404081005	0.7559818285823964	0.7	0.8815778504806527	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Eif2ak2	False	1	422.0	529.6666666666666	16.497595011317227	23.27719641032692	0.5120605176548096	-0.18992361836536964	1.214044653674989	2.178815156310801	2.371265425281809	2.904195168322091	0.09133327293399895	0.1	0.3705973354007523	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Zbp1	False	1	316.3333333333333	526.0	12.478536964344437	24.193188773677136	0.6203845295206669	-2.208296144945966	3.4490652039873	2.6719103328265064	0.611600091479718	0.7490540753824114	0.5142494496730098	0.7	0.7376272293136273	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cmpk2	False	1	252.33333333333334	185.0	9.938926960395582	8.22486029632257	-0.3271515558323941	-1.7895349587145926	1.1352318470498044	3.556798831564098	-0.5330653036353754	-0.6528689967442262	0.5536114205904956	1.0	0.761083387006819	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Xaf1	False	1	427.6666666666667	282.0	16.865657597932316	12.738209921568986	-0.6432351173960731	-3.1031345236428827	1.8166642888507365	2.8012242955696194	-0.7075738782905723	-0.866597478567035	0.45400361199613537	0.7	0.6972617586823165	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Herc6	False	1	261.48333333333335	133.58333333333334	10.262307475003801	6.064789956104284	-0.9149172658456974	-2.934211392748704	1.1043768610573093	2.243979552662626	-1.4368751159664257	-1.7598054291100746	0.20665820993296727	0.4	0.49935249558512146	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Samd9l	False	1	684.6666666666666	285.0	26.98773184632678	12.596385267838818	-1.021298202037725	-2.454642897110264	0.4120464930348142	2.221514350681057	-2.278569395862279	-2.790666181692158	0.09610616534510202	0.1	0.37651457550313705	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Trim30a	False	1	17.666666666666668	0.0	0.6966893883136785	0.0	-4.062273164133931	-5.4601167137389	-2.6644296145289617	2.0	-10.209423583477324	-12.503939173728194	0.006335252462340635	0.06360256962075367	0.18592282723904194	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gbp2	False	1	1644.6666666666667	684.6666666666666	64.56984894437483	31.209908033767846	-1.4067352874829826	-4.4055270701876355	1.5920564952216703	2.1366847836350567	-1.5509823744875924	-1.8995577087724276	0.18969358336628733	0.4	0.48221139604891167	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gbp3	False	1	201.66666666666666	40.666666666666664	7.901550802757693	1.8044245233738272	-2.106095479341996	-2.7043503943448037	-1.5078405643391886	3.9008778011734955	-8.061210022881088	-9.872925632734086	0.0006683371949318766	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Irf1	False	1	9845.970000000001	7681.543333333334	385.68014881078216	345.83268103662294	-0.2150536296437835	-1.5433220065623914	1.1132147472748244	2.1029745968822917	-0.5429159693339265	-0.6649335490383197	0.5715628164000404	0.7	0.7724565736183175	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Socs1	False	1	334.0	130.66666666666666	12.966525852879066	5.7539582952225645	-1.1202593253176305	-2.5186038303820446	0.2780851797467834	3.4878270622625105	-1.9263053341917369	-2.3592325787855906	0.08729561043336814	0.2	0.3661580909470263	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Socs3	False	1	1134.6666666666667	1265.6666666666667	44.21203156874632	56.8150156169937	0.30662416049678853	-0.9509159461469758	1.564164267140553	3.1994658383793175	0.6118078845595878	0.7493085688912926	0.5049525366028906	0.4	0.7318813387862413	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tap1	False	1	557.84	500.6666666666667	21.7583923909408	22.532174251371114	-0.04555162503131349	-1.59204756397048	1.500944313907853	2.638016584271116	-0.08283523976585462	-0.10145203507372307	0.9263998430799486	0.7	0.9679195607124419	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tap2	False	1	2966.33	2262.0	116.04427128509435	100.77180074774843	-0.2389361255761866	-1.225395469559483	0.7475232184071098	2.2888272886990055	-0.7558762232740904	-0.9257555278617858	0.44151039461189334	0.7	0.6886743652473892	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Psmb8	False	1	712.6666666666666	21.666666666666668	27.985393888964534	0.9944856912715133	-4.989789754810816	-7.657040125092857	-2.3225393845287736	2.2880565504185864	-5.839611547241076	-7.15203429340261	0.013049263677577288	0.1	0.21929693009699877	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Psmb9	False	1	212.49333333333334	157.33333333333334	8.357332247089298	7.123271309697571	-0.3901862371755165	-2.3467146989425482	1.5663422245915153	2.762527389506249	-0.5443397269849654	-0.6666772889195342	0.5564060335021533	0.7	0.7625979829387399	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Psmb10	False	1	1643.0	1303.0	64.37315757284942	57.92684418506743	-0.2008321403423139	-1.3413316725533806	0.9396673918687528	2.340194076637022	-0.5399581706977065	-0.6613110003280002	0.5676005241796194	0.7	0.7703259216571324	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ifngr1	False	1	1664.0	1199.3333333333333	65.31523149542667	52.88971410420911	-0.29806012169340157	-0.743335676209526	0.1472154328227228	3.5187781755199183	-1.6029190658663062	-1.9631669051755551	0.13075142059818642	0.2	0.41636250741068176	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
