set_name	gene	thesis_expect
HALLMARK_DNA_REPAIR	Rfc4	down
HALLMARK_DNA_REPAIR	Rfc5	down
HALLMARK_DNA_REPAIR	Rnmt	down
HALLMARK_DNA_REPAIR	Rpa2	down
HALLMARK_DNA_REPAIR	Rpa3	down
HALLMARK_DNA_REPAIR	Rrm2b	down
HALLMARK_DNA_REPAIR	Sac3d1	down
HALLMARK_DNA_REPAIR	Sdcbp	down
HALLMARK_DNA_REPAIR	Sec61a1	down
HALLMARK_DNA_REPAIR	Sf3a3	down
HALLMARK_DNA_REPAIR	Smad5	down
HALLMARK_DNA_REPAIR	Snapc4	down
HALLMARK_DNA_REPAIR	Snapc5	down
HALLMARK_DNA_REPAIR	Srsf6	down
HALLMARK_DNA_REPAIR	Ssrp1	down
HALLMARK_DNA_REPAIR	Stx3	down
HALLMARK_DNA_REPAIR	Supt4a	down
HALLMARK_DNA_REPAIR	Supt5	down
HALLMARK_DNA_REPAIR	Surf1	down
HALLMARK_DNA_REPAIR	Taf10	down
HALLMARK_DNA_REPAIR	Taf12	down
HALLMARK_DNA_REPAIR	Taf13	down
HALLMARK_DNA_REPAIR	Taf1c	down
HALLMARK_DNA_REPAIR	Taf6	down
HALLMARK_DNA_REPAIR	Taf9	down
HALLMARK_DNA_REPAIR	Tarbp2	down
HALLMARK_DNA_REPAIR	Tk2	down
HALLMARK_DNA_REPAIR	Trp53	down
HALLMARK_DNA_REPAIR	Tsg101	down
HALLMARK_DNA_REPAIR	Tyms	down
HALLMARK_DNA_REPAIR	Umps	down
HALLMARK_DNA_REPAIR	Upf3b	down
HALLMARK_DNA_REPAIR	Usp11	down
HALLMARK_DNA_REPAIR	Vps28	down
HALLMARK_DNA_REPAIR	Vps37b	down
HALLMARK_DNA_REPAIR	Vps37d	down
HALLMARK_DNA_REPAIR	Xpc	down
HALLMARK_DNA_REPAIR	Zfp707	down
HALLMARK_DNA_REPAIR	Zwint	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Abraxas1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Atm	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Babam1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Babam2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Bard1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Brca1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Brcc3	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Dclre1c	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2ax	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc11	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc12	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc13	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc15	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc18	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc21	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc22	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc23	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc24	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc26	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc27	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc3	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc6	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc7	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc8	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H2bc9	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H3f4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c11	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c12	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c14	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c16	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c17	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c18	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c3	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c6	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c8	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	H4c9	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Herc2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Kat5	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Lig4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Mdc1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Mre11a	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Nbn	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Nhej1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Nsd2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Paxip1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Pias4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Poll	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Polm	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Prkdc	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Rad50	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Rif1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Rnf168	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Rnf8	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Tdp1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Tdp2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Trp53bp1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Ube2n	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Ube2v2	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Uimc1	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Xrcc4	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Xrcc5	down
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	Xrcc6	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Actr2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Aplf	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Aste1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Aunip	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Bend2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Cyren	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dclre1a	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dclre1b	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dclre1c	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dek	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dntt	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Dyrk1a	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Epc1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ercc1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ercc4	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ercc6	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ercc6l2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ercc8	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Fh1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Helq	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Hmces	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Hmga2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Hsf1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Iffo1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Kat5	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Kdm2a	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Kdm4d	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Kmt5b	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Kmt5c	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Lig1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Lig3	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Lig4	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Lmna	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Mad2l2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Mbtd1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Mlh1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Mre11a	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Mrnip	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Nbn	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Nhej1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Nsd2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Nudt16l1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Parp3	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Paxx	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Plk1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Pnkp	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Pola1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Polb	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Poll	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Polm	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Polq	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Pot1b	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Ppp1ca	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Prkdc	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Prpf19	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Psmd14	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Rhno1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Rif1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Rnf168	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Rnf169	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Rnf8	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Setmar	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Shld1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Shld2	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Shld3	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Smarcal1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Smchd1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Top2b	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Topbp1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Trp53bp1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Usp51	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Uvrag	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Was	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Wrap53	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Xrcc1	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Xrcc4	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Xrcc5	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Xrcc6	down
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Zbtb7a	down
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Aim2	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Chuk	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ctnnb1	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ddx41	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Dhx36	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Dhx9	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Dtx4	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ep300	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ikbkb	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ikbkg	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Irf3	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Irf7	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Mre11a	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Myd88	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nfkb1	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nfkb2	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nfkbia	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nfkbib	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nkiras1	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nkiras2	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Nlrp4c	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Rela	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Rps27a	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Stat6	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Sting1	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Tbk1	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Trim21	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Trim32	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Trim56	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Uba52	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Uba52rt	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ubb	up
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Ubc	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Aars2	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Akt1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Aurkb	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Banf1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Btk	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Cgas	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Cul5	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Ddx41	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Enpp3	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Igtp	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Irgm1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Irgm2	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Kat5	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Lyplal1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Map3k7	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Marchf5	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Parp1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Pcbp2	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Ppp6c	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Prkdc	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Rictor	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Rnf185	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Rnf39	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Rnf7	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Slc19a1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Smpdl3a	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Spsb3	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Steep1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Sting1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Tab1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Tbk1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Trex1	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Trim56	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Zdhhc18	up
GOBP_CGAS_STING_SIGNALING_PATHWAY	Zdhhc9	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Ddx41	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Dtx4	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Irf3	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Nlrp4c	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Stat6	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Sting1	up
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Tbk1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2410137M14Rik	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Azgp1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	B2m	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Bag6	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Calr	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Clec4a1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Clec4a2	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Clec4a3	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Clec4a4	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Erap1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Fcer1g	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Fcgr1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Fcgr3	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Get3	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-D1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-K1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.2	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.3	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.4	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.5	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M10.6	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M11	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M2	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M3	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M5	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-M9	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-Q1	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-Q10	up
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	H2-Q2	up
