contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	CGAS_STING_CORE	up	4	-0.8869727187189236	NES	0.634	prerank_gsea_two_sided_absES	False	0.683	ES=-0.5204;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.5183261973504216	NES	0.9875	prerank_gsea_two_sided_absES	False	0.50625	ES=-0.2025;nperm=2000;leadingEdge_n=5;leading=Mr1,H2-M3,Calr,Ulbp1,H2-Q4
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.8517735623204007	NES	0.6595	prerank_gsea_two_sided_absES	False	0.67025	ES=-0.3260;nperm=2000;leadingEdge_n=4;leading=Irgm2,Lyplal1,Smpdl3a,Sting1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.615214797630595	NES	0.988	prerank_gsea_two_sided_absES	True	0.494	ES=-0.2011;nperm=2000;leadingEdge_n=24;leading=Epc1,Kat5,Nhej1,Helq,Pot1b,Poll,Aplf,Smarcal1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-1.010701841509726	NES	0.415	prerank_gsea_two_sided_absES	False	0.7925	ES=-0.3258;nperm=2000;leadingEdge_n=7;leading=Arrdc4,Gapdhrt,Oas1c,Sting1,Pbld2,Oas3,Syk
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_DNA_REPAIR	down	142	-0.6733497152016444	NES	0.9935	prerank_gsea_two_sided_absES	True	0.49675	ES=-0.1998;nperm=2000;leadingEdge_n=5;leading=Ak1,Pde4b,Rev3l,Bcam,Nme4
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.544430346207134	NES	0.0065	prerank_gsea_two_sided_absES	False	0.99675	ES=-0.4977;nperm=2000;leadingEdge_n=19;leading=Ifih1,Trim12c,Uba7,Csf1,Ube2l6,Irf9,Cd47,Herc6
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	140	-1.3506929342778724	NES	0.0285	prerank_gsea_two_sided_absES	False	0.98575	ES=-0.4050;nperm=2000;leadingEdge_n=31;leading=Il18bp,Ifih1,Xaf1,Ube2l6,Casp7,Isoc1,Nfkbia,Irf9
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	IFN_ISG_COMPACT	up	26	-1.7282252741155206	NES	0.003	prerank_gsea_two_sided_absES	False	0.9985	ES=-0.6857;nperm=2000;leadingEdge_n=10;leading=Ifih1,Xaf1,Irf9,Herc6,Samd9l,Ifit3,Oasl2,Oas3
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	NHEJ_CORE	down	6	0.5332964696871836	NES	0.9425	prerank_gsea_two_sided_absES	False	0.52875	ES=0.2843;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc4,Xrcc5,Lig4,Prkdc,Nhej1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	NHEJ_PLUS_POL	down	10	0.8829018638578782	NES	0.642	prerank_gsea_two_sided_absES	False	0.679	ES=0.4101;nperm=2000;leadingEdge_n=2;leading=Polm,Dclre1c
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.4639747566171682	NES	0.9895	prerank_gsea_two_sided_absES	False	0.50525	ES=-0.1912;nperm=2000;leadingEdge_n=7;leading=Erap1,Sec23a,Tap2,Sec24b,Sec24d,H2-M3,Calr
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-0.5974204488417163	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1648;nperm=2000;leadingEdge_n=86;leading=Ube2n,Anapc10,Psmd1,Psmb4,Hace1,Kctd6,Fzr1,Cul3
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.124195463189028	NES	0.279	prerank_gsea_two_sided_absES	False	0.8605	ES=-0.4309;nperm=2000;leadingEdge_n=12;leading=Trim56,Irf7,Trim32,Dhx36,Stat6,Uba52rt,Uba52,Dhx9
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.704374464013706	NES	0.834	prerank_gsea_two_sided_absES	False	0.583	ES=-0.2979;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Abce1,Uba52,Irf9,Socs1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.9215991518724966	NES	0.5665	prerank_gsea_two_sided_absES	False	0.71675	ES=-0.3975;nperm=2000;leadingEdge_n=3;leading=Ybx1,Jak2,Socs1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	2.0045860321454403	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=0.7101;nperm=2000;leadingEdge_n=9;leading=Brca1,H2bc8,H2bc6,Bard1,H2bc4,H4c14,H2bc12,H2ax
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.1627468916972126	NES	0.316	prerank_gsea_two_sided_absES	False	0.842	ES=-0.6226;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	APM_MHC1_CORE	up	15	-1.4486826667174104	NES	0.0745	prerank_gsea_two_sided_absES	False	0.96275	ES=-0.5339;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	CGAS_STING_CORE	up	4	-0.9127413283240388	NES	0.5805	prerank_gsea_two_sided_absES	False	0.70975	ES=-0.5029;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.796077185938744	NES	0.755	prerank_gsea_two_sided_absES	False	0.6225	ES=-0.2481;nperm=2000;leadingEdge_n=8;leading=Erap1,Ulbp1,Tap2,Mr1,H2-Q4,H2-M3,Get3,Calr
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2598872293584478	NES	0.1375	prerank_gsea_two_sided_absES	False	0.93125	ES=-0.3856;nperm=2000;leadingEdge_n=6;leading=Irgm2,Rnf7,Map3k7,Sting1,Lyplal1,Smpdl3a
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.8991085068752753	NES	0.631	prerank_gsea_two_sided_absES	True	0.3155	ES=-0.2319;nperm=2000;leadingEdge_n=18;leading=Smarcal1,Poll,Aste1,Parp3,Polb,Shld2,Ercc6,Hmga2
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.8804478777313492	NES	0.667	prerank_gsea_two_sided_absES	False	0.6665	ES=-0.2250;nperm=2000;leadingEdge_n=26;leading=Ifih1,Zc3hav1,Traf3,Tlr4,Xaf1,Gapdhrt,Tlr2,Polr3b
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_DNA_REPAIR	down	142	0.9208819039622813	NES	0.7095	prerank_gsea_two_sided_absES	False	0.64525	ES=0.2069;nperm=2000;leadingEdge_n=47;leading=Sdcbp,Nt5c,Usp11,Xpc,Nme1,Pcna,Ada,Rad51
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.3483306985188526	NES	0.044	prerank_gsea_two_sided_absES	False	0.978	ES=-0.3427;nperm=2000;leadingEdge_n=20;leading=Isg20,Csf1,Mx2,Irf9,Uba7,Slc25a28,Herc6,Ube2l6
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	140	-1.5983326500948896	NES	0.001	prerank_gsea_two_sided_absES	False	0.9995	ES=-0.3726;nperm=2000;leadingEdge_n=34;leading=Mx2,Tnfaip2,Irf9,Gch1,Slc25a28,Oas3,Herc6,Ube2l6
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	IFN_ISG_COMPACT	up	26	-0.9242103747728249	NES	0.568	prerank_gsea_two_sided_absES	False	0.716	ES=-0.2931;nperm=2000;leadingEdge_n=10;leading=Ifih1,Xaf1,Oasl2,Ifit3,Mx2,Irf9,Oas3,Herc6
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	NHEJ_CORE	down	6	0.7081906039516938	NES	0.8195	prerank_gsea_two_sided_absES	False	0.5902499999999999	ES=0.3337;nperm=2000;leadingEdge_n=1;leading=Xrcc6
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	NHEJ_PLUS_POL	down	10	1.2593020077016472	NES	0.2265	prerank_gsea_two_sided_absES	False	0.88675	ES=0.5066;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.0017452702156857	NES	0.452	prerank_gsea_two_sided_absES	False	0.774	ES=-0.3382;nperm=2000;leadingEdge_n=4;leading=Sec24b,H2-M3,Sec24d,Calr
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-1.1014472384719172	NES	0.182	prerank_gsea_two_sided_absES	False	0.909	ES=-0.2360;nperm=2000;leadingEdge_n=71;leading=Mkrn1,Thop1,Cul3,Rnf25,Rnf41,Fbxw4,Fbxl4,Ltn1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.501030310759039	NES	0.031	prerank_gsea_two_sided_absES	False	0.9845	ES=-0.4618;nperm=2000;leadingEdge_n=11;leading=Trim32,Trim56,Dhx9,Stat6,Dhx36,Uba52rt,Uba52,Dtx4
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.980647355888827	NES	0.4575	prerank_gsea_two_sided_absES	False	0.77125	ES=-0.3404;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Socs1,Uba52rt,Uba52
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.1706221634963243	NES	0.244	prerank_gsea_two_sided_absES	False	0.878	ES=-0.4258;nperm=2000;leadingEdge_n=8;leading=Prkcd,Ptpn6,Ptpn2,Sumo1,Ifngr1,Socs1,Jak2,Ybx1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.6728304913506304	NES	0.0105	prerank_gsea_two_sided_absES	False	0.99475	ES=0.4729;nperm=2000;leadingEdge_n=17;leading=H2bc4,Polm,H2bc6,H2bc8,Herc2,Bard1,H2ax,Brca1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2343769144139072	NES	0.2235	prerank_gsea_two_sided_absES	False	0.88825	ES=-0.5899;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	APM_MHC1_CORE	up	15	-1.3203032000819956	NES	0.15	prerank_gsea_two_sided_absES	False	0.925	ES=-0.5372;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	CGAS_STING_CORE	up	4	0.7418139844787959	NES	0.778	prerank_gsea_two_sided_absES	True	0.389	ES=0.4109;nperm=2000;leadingEdge_n=1;leading=Cgas
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.7731596443051366	NES	0.753	prerank_gsea_two_sided_absES	False	0.6234999999999999	ES=-0.2754;nperm=2000;leadingEdge_n=3;leading=Get3,Calr,H2-Q4
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2715810583800313	NES	0.147	prerank_gsea_two_sided_absES	False	0.9265	ES=-0.4427;nperm=2000;leadingEdge_n=7;leading=Trim56,Kat5,Sting1,Lyplal1,Map3k7,Rnf7,Smpdl3a
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.8188343589353194	NES	0.716	prerank_gsea_two_sided_absES	True	0.358	ES=-0.2459;nperm=2000;leadingEdge_n=17;leading=Ercc6,Helq,Poll,Aste1,Shld2,Polb,Cyren,Hmces
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.601293941233898	NES	0.9845	prerank_gsea_two_sided_absES	False	0.5077499999999999	ES=-0.1803;nperm=2000;leadingEdge_n=14;leading=Oas3,Dhx9,Riok3,Polr3c,Oas1c,Ikbke,Pbld2,Klhl22
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_DNA_REPAIR	down	142	-0.8956416987055916	NES	0.6015	prerank_gsea_two_sided_absES	True	0.30075	ES=-0.2449;nperm=2000;leadingEdge_n=19;leading=Rnmt,Tarbp2,Rad52,Polr3gl,Polr2c,Taf6,Gtf2b,Nme3
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.0530105605858586	NES	0.302	prerank_gsea_two_sided_absES	False	0.849	ES=-0.3146;nperm=2000;leadingEdge_n=19;leading=Herc6,Irf9,Tdrd7,Ube2l6,Mvb12a,Txnip,Ncoa7,Psma3
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	140	-1.3918138892444252	NES	0.029	prerank_gsea_two_sided_absES	False	0.9855	ES=-0.3808;nperm=2000;leadingEdge_n=35;leading=Herc6,Irf9,Tdrd7,Ube2l6,Oas3,Pim1,Socs1,Txnip
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	IFN_ISG_COMPACT	up	26	-0.9108095508910354	NES	0.541	prerank_gsea_two_sided_absES	False	0.7295	ES=-0.3313;nperm=2000;leadingEdge_n=6;leading=Herc6,Irf9,Oas3,Samd9l,Mx2,Trim30a
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_CORE	down	6	0.6968756242141089	NES	0.829	prerank_gsea_two_sided_absES	False	0.5855	ES=0.3454;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc4,Lig4,Xrcc5,Prkdc,Nhej1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_PLUS_POL	down	10	1.0671611401351362	NES	0.417	prerank_gsea_two_sided_absES	False	0.7915	ES=0.4622;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.8287263834912516	NES	0.638	prerank_gsea_two_sided_absES	False	0.681	ES=-0.3213;nperm=2000;leadingEdge_n=5;leading=Sec23a,H2-M3,Sec24b,Sec24d,Calr
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-0.9270747803075065	NES	0.575	prerank_gsea_two_sided_absES	False	0.7125	ES=-0.2341;nperm=2000;leadingEdge_n=77;leading=Kbtbd8,Rnf41,Znrf2,Cul3,Fbxo4,Trim32,Anapc5,Ube2e1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.4599111731238943	NES	0.056	prerank_gsea_two_sided_absES	False	0.972	ES=-0.5168;nperm=2000;leadingEdge_n=8;leading=Dhx36,Trim56,Uba52,Sting1,Nfkb1,Dtx4,Uba52rt,Nfkbia
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7841985401839765	NES	0.7255	prerank_gsea_two_sided_absES	False	0.63725	ES=-0.3014;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Socs1,Uba52,Uba52rt
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.275467168843285	NES	0.167	prerank_gsea_two_sided_absES	False	0.9165	ES=-0.5246;nperm=2000;leadingEdge_n=5;leading=Ifngr1,Socs1,Sumo1,Jak2,Ybx1
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.2723754938563394	NES	0.1935	prerank_gsea_two_sided_absES	False	0.90325	ES=0.3918;nperm=2000;leadingEdge_n=16;leading=H2bc4,H2bc8,Polm,Herc2,H2bc6,Trp53bp1,Bard1,H2bc12
all_null_vs_WT	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.137540320593629	NES	0.3115	prerank_gsea_two_sided_absES	False	0.84425	ES=-0.5785;nperm=2000;leadingEdge_n=2;leading=Sting1,Dtx4
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	APM_MHC1_CORE	up	15	-1.41281564843395	NES	0.1145	prerank_gsea_two_sided_absES	False	0.94275	ES=-0.5992;nperm=2000;leadingEdge_n=1;leading=Psmb8
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	CGAS_STING_CORE	up	4	-0.8665115348846477	NES	0.6395	prerank_gsea_two_sided_absES	False	0.68025	ES=-0.5033;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.5874274132563436	NES	0.9585	prerank_gsea_two_sided_absES	True	0.47925	ES=0.2156;nperm=2000;leadingEdge_n=8;leading=H2-Q6,H2-Q7,Raet1e,Raet1d,H2-Q1,Mfsd6,H2-T23,Ifi30
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.8194268583793669	NES	0.7155	prerank_gsea_two_sided_absES	False	0.64225	ES=-0.2991;nperm=2000;leadingEdge_n=4;leading=Irgm2,Lyplal1,Smpdl3a,Sting1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	0.7851207251416229	NES	0.854	prerank_gsea_two_sided_absES	False	0.573	ES=0.2444;nperm=2000;leadingEdge_n=8;leading=Plk1,Aunip,Lig1,Polq,Polm,Pola1,Dclre1c,Rnf169
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	77	-0.9095620692950755	NES	0.623	prerank_gsea_two_sided_absES	False	0.6885	ES=-0.2864;nperm=2000;leadingEdge_n=7;leading=Plcg2,Syk,Arrdc4,Oas1c,Oas3,Pbld2,Sting1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	HALLMARK_DNA_REPAIR	down	142	-0.7986289140785247	NES	0.8765	prerank_gsea_two_sided_absES	True	0.43825	ES=-0.2268;nperm=2000;leadingEdge_n=5;leading=Ak1,Pde4b,Rev3l,Bcam,Nme4
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	79	-1.3859144382154582	NES	0.0555	prerank_gsea_two_sided_absES	False	0.97225	ES=-0.4337;nperm=2000;leadingEdge_n=16;leading=Ube2l6,Uba7,Csf1,Ifih1,Cd47,Irf9,Herc6,Samd9l
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	136	-1.3611071077170291	NES	0.04	prerank_gsea_two_sided_absES	False	0.98	ES=-0.3907;nperm=2000;leadingEdge_n=24;leading=Casp7,Isoc1,Irf9,Herc6,Nfkbia,Il18bp,Sspn,Nfkb1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	IFN_ISG_COMPACT	up	25	-1.4663205196932938	NES	0.071	prerank_gsea_two_sided_absES	False	0.9645	ES=-0.5640;nperm=2000;leadingEdge_n=6;leading=Ifih1,Irf9,Herc6,Samd9l,Oas3,Trim30a
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	NHEJ_CORE	down	6	-0.7589763729517702	NES	0.737	prerank_gsea_two_sided_absES	True	0.3685	ES=-0.3932;nperm=2000;leadingEdge_n=3;leading=Lig4,Prkdc,Nhej1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	NHEJ_PLUS_POL	down	10	0.8453584636411551	NES	0.644	prerank_gsea_two_sided_absES	False	0.6779999999999999	ES=0.3986;nperm=2000;leadingEdge_n=2;leading=Polm,Dclre1c
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	0.5238596138521663	NES	0.9745	prerank_gsea_two_sided_absES	True	0.48725	ES=0.2047;nperm=2000;leadingEdge_n=2;leading=H2-Q7,Sec24a
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	277	-0.5498136530910279	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1441;nperm=2000;leadingEdge_n=78;leading=Fzr1,Psmb4,Fbxo30,Herc3,Fbxo6,Arel1,Rnf25,Cul3
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.1651891533912218	NES	0.286	prerank_gsea_two_sided_absES	False	0.857	ES=-0.4236;nperm=2000;leadingEdge_n=12;leading=Irf7,Trim56,Trim32,Dhx36,Stat6,Uba52rt,Dhx9,Uba52
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.8010775182060971	NES	0.717	prerank_gsea_two_sided_absES	False	0.6415	ES=-0.3228;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Abce1,Uba52,Irf9,Socs1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.0195795249486164	NES	0.4535	prerank_gsea_two_sided_absES	False	0.77325	ES=-0.4246;nperm=2000;leadingEdge_n=3;leading=Ybx1,Jak2,Socs1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	40	1.8644833057598078	NES	0.0015	prerank_gsea_two_sided_absES	False	0.99925	ES=0.6485;nperm=2000;leadingEdge_n=8;leading=H2bc8,H2bc6,Brca1,H2bc4,H4c14,H2ax,Polm,H2bc21
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.263885816371879	NES	0.239	prerank_gsea_two_sided_absES	False	0.8805000000000001	ES=-0.6454;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_wald	APM_MHC1_CORE	up	15	-1.6289308015139778	NES	0.0245	prerank_gsea_two_sided_absES	False	0.98775	ES=-0.6010;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge10_in3	as_is	prerank_gsea:deseq2_wald	CGAS_STING_CORE	up	4	-0.9159267896407456	NES	0.5905	prerank_gsea_two_sided_absES	False	0.70475	ES=-0.5043;nperm=2000;leadingEdge_n=1;leading=Sting1
