gene	n_ensembl_ids	mean_raw_WT	mean_raw_KO	mean_CPM_WT	mean_CPM_KO	log2FC	ci95_low	ci95_high	df_welch	cohens_d	t_stat	p_welch	p_mannwhitney	q_welch_BH	n_WT	n_KO	contrast	log2_scale
Mta3	1	3308.3333333333335	3587.3333333333335	129.4557085097952	158.06701251631745	0.28725664962915687	0.2650317492813641	0.30948154997694965	3.567297005245082	30.75672075983634	37.66913601143278	9.063096045075533e-06	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ly6c1	1	73.33333333333333	5.0	2.872044689125921	0.22185697918413474	-3.4601929194313805	-3.833567920332596	-3.086817918530165	3.755668223989934	-21.558825827449745	-26.404061365393606	2.1000389814716018e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tex101	1	1289.3333333333333	4972.0	50.44488774242799	219.78760183251805	2.12132452581781	1.838853042787268	2.403796008848352	3.9999767645958078	17.024601679896662	20.850793594938068	3.126441323840367e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gcat	2	335.6666666666667	0.0	13.146505608989946	0.0	-8.293921532591567	-8.520069390015166	-8.067773675167967	2.0	-128.8421936667837	-157.79881591223514	4.015747143110159e-05	0.06360256962075367	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pdgfc	1	225.0	1346.3333333333333	8.807422588582453	59.579567242144826	2.755810185964352	2.43713686867682	3.0744835032518836	3.4118655709252237	21.011550129679637	25.733788261312412	4.985792080917375e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Bcar3	1	5420.056666666666	2377.59	211.989566577614	105.06219888836956	-1.0117077131132906	-1.1656156117134562	-0.8577998145131249	3.983378144454087	-14.926317158092143	-18.28093038813763	5.429816364872474e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Zfp691	1	591.3333333333334	289.3333333333333	23.141793177671108	12.772411324698401	-0.8556501714410665	-0.980693295541933	-0.7306070473402	3.839293318075783	-15.77189946132618	-19.316552977363003	5.7445120687084875e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gm31036	1	63.0	18.333333333333332	2.4654837495299184	0.8100146198214174	-1.5552708159052981	-1.7959283366969896	-1.3146132951136067	3.8984598021071903	-14.802143892729456	-18.12884981822073	6.55717083631728e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Sec14l2	1	17.0	90.66666666666667	0.6635817241988893	4.016586033852769	2.5290267804145374	2.173618123227426	2.884435437601649	3.639793620022934	16.780805956772888	20.552206033375022	6.743833954831144e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ube4b	1	2481.54	1427.14	97.12628739209902	62.88318715805783	-0.6273005627131614	-0.7256525082252687	-0.528948617201054	3.9128932512200767	-14.586761806218906	-17.86506171237732	6.758513036013019e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Hopx	1	81.0	1034.0	3.1718427785024814	46.05455465721341	3.8505955736297324	3.2217403210282103	4.479450826231254	3.958882735797308	13.93804022084125	17.07054327772501	7.428171435504058e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pex2	1	3830.0	2460.6666666666665	149.9165730738116	108.46062114271479	-0.46733901239041664	-0.542952897942736	-0.39172512683809724	3.8891364986758252	-14.170085456975922	-17.354739490611802	7.890945377182335e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Htatip2	1	225.33333333333334	0.0	8.810048644273174	0.0	-7.717134834458015	-8.016013833753746	-7.418255835162284	2.0	-90.70920352839404	-111.09563180941643	8.101272788235744e-05	0.06360256962075367	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ephb6	1	7977.0	17935.666666666668	312.36770311935	787.0289907641956	1.3294492539064748	1.1287949317942412	1.5301035760187085	3.6639573911603454	15.579086021931758	19.080405706329312	8.418546573578396e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Prss27	1	3815.0	11259.666666666666	148.99887757516174	495.52969377025687	1.7327384275004842	1.442403996625941	2.0230728583750275	3.921516658861608	13.636839454583278	16.701649183991343	8.639169516083938e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gpx8	1	2872.0	8328.666666666666	112.20231886832427	369.0338701699845	1.7172605953755138	1.4482538323924636	1.986267358358564	3.7253621572497977	14.902214706832329	18.25141103456921	8.815106037885635e-05	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gas7	1	0.0	78.66666666666667	0.0	3.4519960720703025	6.374482080843399	6.090663140697665	6.658301020989133	2.0	78.90312362050983	96.63619599099597	0.00010706575814775088	0.06360256962075367	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Adamtsl5	1	127.66666666666667	348.6666666666667	4.9885819432196215	15.44169892399651	1.621034770949688	1.3628976458075948	1.8791718960917811	3.6250318315848222	14.83589108424481	18.170181517953036	0.00010818294201963603	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rp1	1	21.666666666666668	0.0	0.8466634839543232	0.0	-4.402234240023247	-4.604926290447238	-4.1995421895992555	2.0	-76.30044960912186	-93.44858434364437	0.00011449326915994732	0.06360256962075367	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Snx31	1	21.0	882.0	0.8220142299721301	39.26855599087065	5.485617310719305	4.51904971913874	6.452184902299869	3.848604013559764	13.067878645469843	16.004817351006857	0.0001155190681056391	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cib3	1	583.0	1783.6666666666667	22.83613165292481	79.02135263367774	1.7914247715110516	1.4674452982239816	2.1154042447981216	3.919960882842976	12.636593214694496	15.476602731558836	0.00011634106932875625	0.1	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ly9	1	551.6666666666666	0.0	21.55353530469809	0.0	-8.999777929947426	-9.418803021910255	-8.580752837984596	2.0	-75.45402802051052	-92.41193384395751	0.00011707592818379495	0.06360256962075367	0.0726988297690374	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tsga10	1	146.33333333333334	51.0	5.72976477441246	2.2515829795529414	-1.33244270078674	-1.5873376003717028	-1.0775478012017774	3.999955818275068	-11.850392916010497	-14.513707947859075	0.00013105312805466941	0.1	0.0778398601023843	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Oxct1	1	5218.883333333333	8103.900000000001	204.38987205118485	357.9649482653631	0.8087020383499226	0.6605623187600601	0.9568417579397851	3.8054408979272116	12.629003472082506	15.467307233219621	0.0001415189597959973	0.1	0.08055377124054663	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Il36rn	1	112.33333333333333	0.0	4.4035445427909705	0.0	-6.722466397474316	-7.0752865771911315	-6.369646217757501	2.0	-66.9369452573076	-81.98068041050703	0.00014875790297150005	0.06360256962075367	0.08128726849974649	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Vsir	1	5157.0	2280.3333333333335	201.83880632346572	100.67684308006436	-1.0036786372570958	-1.1646506108857015	-0.8427066636284902	3.3627029361994247	-15.256559761357547	-18.68539332280194	0.00016252190374356406	0.1	0.08269848124309873	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Exosc10	1	4664.666666666667	2520.6666666666665	182.64451981652962	110.78142771782485	-0.7231256935726549	-0.8598797087203967	-0.5863716784249131	3.7547675669017355	-12.302352029623814	-15.067242554335673	0.00017000625492197998	0.1	0.08269848124309873	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cfh	1	18886.6	4293.993333333333	740.7369162915803	188.83753498733188	-1.9712781435336826	-2.331829558595343	-1.6107267284720224	3.658034319134785	-12.864966725623475	-15.756302017830796	0.00017032161097394393	0.1	0.08269848124309873	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cwh43	1	6011.333333333333	2984.0	235.01577841522453	131.46700413477456	-0.838488799288216	-0.9883886470541676	-0.6885889515222643	3.573372956424565	-13.300569161786528	-16.289803867487176	0.00017555493419587609	0.1	0.08269848124309873	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
