gene	n_ensembl_ids	mean_raw_WT	mean_raw_KO	mean_CPM_WT	mean_CPM_KO	log2FC	ci95_low	ci95_high	df_welch	cohens_d	t_stat	p_welch	p_mannwhitney	q_welch_BH	n_WT	n_KO	contrast	log2_scale
Cibar1	1	815.6666666666666	406.6666666666667	31.905112617519237	17.921356522910084	-0.8325324518210593	-0.97800937034275	-0.6870555332993685	3.4562133818295067	-13.819342659325702	-16.925169048012158	0.00019009101653275393	0.1	0.08656111256179838	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Depdc7	1	1565.3333333333333	753.6666666666666	61.219125678220685	33.166489376547965	-0.8841881697075369	-1.016532976656785	-0.7518433627582889	3.0800115270346637	-17.107782131772627	-20.95266842677319	0.00020051895354804365	0.1	0.08836417498128464	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ncam1	1	1216.6666666666667	183.0	47.70720282664758	7.986993263928461	-2.577070600086185	-3.1352479883073934	-2.018893211864977	3.9850220064035566	-10.481937758508304	-12.837699511978894	0.00021703841728776773	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Chchd7	1	227.33333333333334	949.0	8.871450710392258	41.632275038538786	2.219111489219631	1.7450770424015096	2.693145936037752	3.9248866007231857	10.69295649136524	13.09614362281298	0.0002199362375813509	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gsn	1	9257.0	15746.333333333334	361.6858733378908	693.611986301134	0.9377259064870653	0.7320791777162168	1.1433726352579139	3.9972255366359706	10.339902962465294	12.66374312396607	0.0002248234167593446	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Fuom	1	56.333333333333336	3.3333333333333335	2.2009434030211614	0.14839995148213425	-3.568434325457056	-4.0848228342923925	-3.0520458166217193	2.936800144770316	-18.17688638290084	-22.26204837532541	0.00022811966920923812	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Shisa4	1	1202.6666666666667	216.66666666666666	47.212987393073725	9.591018691447795	-2.291130624797904	-2.800334471555125	-1.781926778040683	3.984854415400075	-10.215341994398727	-12.51118771715097	0.00024006585738148916	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gvin-ps7	1	57.339999999999996	0.3333333333333333	2.245499848803582	0.01330762936509291	-5.3877818067709855	-6.587611694463824	-4.187951919078147	3.9788157916603777	-10.201082728514653	-12.49372375438964	0.0002435255758398886	0.07652250047505922	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Usp16	1	1488.04	746.3466666666667	58.283025764447444	32.94453378837556	-0.8221455274325162	-0.9824156550807813	-0.6618753997842511	3.546007792266843	-12.240298684193627	-14.991243037767358	0.00024666180051212167	0.1	0.08867491728410774	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Nr1h5	1	11.333333333333334	0.0	0.4429584059845671	0.0	-3.527569044658265	-3.769604789722589	-3.285533299593941	2.0	-51.20197097918892	-62.709351361902606	0.00025419661551340814	0.06360256962075367	0.08904051191099151	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pdia6	1	12519.333333333334	6057.333333333333	490.13793199592175	266.7258938567702	-0.878744029756783	-1.0551527139475585	-0.7023353455660074	3.5836234435806795	-11.82914312835025	-14.487682379404028	0.0002610260583749549	0.1	0.08914692458650648	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rpn1	1	14958.333333333334	8739.333333333334	584.8796661105929	384.21194738070835	-0.6075326025052661	-0.748205450001499	-0.46685975500903315	3.9897775670499835	-9.800353496067794	-12.002932682133661	0.00028022189923293083	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Srp14	1	4490.666666666667	5993.333333333333	175.62572253645806	264.8128414384908	0.5924254802060656	0.4537940421397222	0.7310569182724089	3.9908946847024303	9.696306574190947	11.87550174818091	0.00029166796252820667	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ddb1	1	23435.0	17498.0	917.1510674451224	770.2722188907679	-0.253133449859682	-0.3124954182915586	-0.19377148142780543	3.9686083373865864	-9.69707485246705	-11.87644269305937	0.00030094496770379046	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cenpl	1	179.33333333333334	300.0	7.011578895153117	13.223962033773809	0.9111658584389479	0.7742760613168174	1.0480556555610785	2.823024592587802	17.925721563321893	21.954435550672105	0.0003055173025951754	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ly6d	1	56242.666666666664	15977.333333333334	2197.4230164394685	701.3778929653877	-1.6509825848043764	-2.0040016789741832	-1.2979634906345696	3.626739070657045	-11.046507397837928	-13.52915328229125	0.00031022051254328786	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rras	1	1152.3333333333333	2242.3333333333335	45.075736361614794	98.84643637790022	1.1313116020502072	0.9975335440521319	1.2650896600482824	2.4555950118669294	25.004596084665067	30.624250815911747	0.0003107941827527021	0.1	0.09229911588227528	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Mal2	1	5489.0	9201.666666666666	214.86016014458133	404.77487378722293	0.9117009591167289	0.7529067523440148	1.0704951658894428	3.058943874942406	14.757457102682867	18.07411990129222	0.00032859526353141885	0.1	0.09550935947027049	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Renbp	1	601.0	0.0	23.47032999600407	0.0	-9.108924238855726	-9.836047009257646	-8.381801468453807	2.0	-44.00986238684337	-53.90085324893602	0.0003440206922045793	0.06360256962075367	0.09790972242097412	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Map2k3	1	8335.0	11808.0	325.9318981264144	521.3460595089437	0.6783758814347944	0.5222871202866574	0.8344646425829315	3.7038723262897153	10.170973299102041	12.456847385136019	0.0003705415148906299	0.1	0.102014575514631	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Selenoh	1	382.6666666666667	845.0	14.95619410084525	37.306692708795204	1.312736509636606	1.0352750504215091	1.5901979688517027	3.4350452622582135	11.458346087445067	14.033550605228225	0.00037337887239086083	0.1	0.102014575514631	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Nlrc3	1	10.666666666666666	0.0	0.4181213823570289	0.0	-3.45144671715896	-3.7417335109843095	-3.1611599233336105	2.0	-41.7700081756577	-51.157603291121525	0.0003818834084829697	0.06360256962075367	0.10229233810364409	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Specc1	1	1088.6666666666667	1590.3333333333333	42.62410943601182	70.20917874095993	0.7179359718593865	0.539437565272141	0.896434378446632	3.922141633082549	9.18972819013828	11.25507247035457	0.00039498621377410974	0.1	0.10376743589169447	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tpm1	1	16134.666666666666	28489.666666666668	630.5089502452653	1254.6972892257027	0.9943750348783471	0.7592466484828212	1.229503421273873	3.652887459924371	9.957326288260752	12.195184304320003	0.00043180826832855463	0.1	0.1092886726810918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rab29	1	121.0	0.0	4.7379453655514085	0.0	-6.81638788124486	-7.4267861340928985	-6.2059896283968214	2.0	-39.23120786306651	-48.048220628788094	0.0004328758100716623	0.06360256962075367	0.1092886726810918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rab27b	1	636.3333333333334	747.3333333333334	24.91102258866647	32.929478675956545	0.401058368289565	0.30305104637260044	0.4990656902065295	3.742885218147987	9.533485888623845	11.676087948576141	0.00044300612289626995	0.1	0.1092886726810918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Apol7a	1	520.6666666666666	79.33333333333333	20.408615774533775	3.531975062713364	-2.5218778076144313	-3.1186303782989535	-1.9251252369299092	3.6206670393811926	-9.989294606403416	-12.234337338012246	0.00044800275749514243	0.1	0.1092886726810918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Socs6	1	2112.9166666666665	1209.26	82.62413432559605	53.42959072430211	-0.6289221352374597	-0.7577979004006463	-0.500046370074273	3.1240402555975177	-12.400508932468682	-15.18745971768661	0.0004951828601203838	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Wbp11	1	2358.6666666666665	1252.6666666666667	92.3201736530708	55.09290261687354	-0.7470824398102884	-0.8835605823003708	-0.610604297320206	2.855669615028537	-14.63944733779089	-17.929588046966643	0.0005050015215722122	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Nrbf2	1	3607.7900000000004	1953.0533333333335	141.27776329541774	85.7316912814186	-0.7232777054328885	-0.908482479382197	-0.53807293148358	3.7599430098970297	-9.080556022154573	-11.121364417517821	0.0005168921915788299	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Aga	1	1835.0	1163.6666666666667	71.85822507653022	51.37952749276948	-0.4835869329287714	-0.607642056535781	-0.3595318093217619	3.7515596711908397	-9.072619288851715	-11.111643944109543	0.0005246245627880523	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Prss23	1	1285.2733333333333	2785.603333333333	50.24232905332227	122.13106026095674	1.2805446421039743	0.9466988026794914	1.6143904815284573	3.793754563816277	8.885096711834509	10.881976629637586	0.0005345561893102372	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ttc39c	1	1663.6666666666667	845.3333333333334	65.10919306987351	37.11574187417043	-0.813553665477162	-0.9866118549551093	-0.6404954759992147	3.1031875091692287	-11.988845282539259	-14.683276773697203	0.0005702485698841281	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Eif1ax	1	1801.6666666666667	2057.6666666666665	70.47490838499296	90.50339743281002	0.3594716038583883	0.2596452397377014	0.45929796797907513	3.9840625272674077	8.176139185394728	10.013684535095997	0.0005703410286141423	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Aldh7a1	1	2764.0	1792.0	108.11045113372022	79.1048993927998	-0.4509527621061	-0.5381664129967368	-0.36373911121546326	2.8797105153000393	-13.758901820823713	-16.85114444103424	0.0005744822979924093	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Lypd6b	1	2237.3333333333335	3521.6666666666665	87.5532750865484	154.8371228772231	0.8219438388514906	0.630156531365595	1.0137311463373861	3.3428280842684557	10.517184141874154	12.88086733924132	0.0005777317630428189	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Sorbs2	1	1156.8866666666665	3409.306666666667	45.32106316911028	148.95062132178123	1.7063535731004187	1.2882541477843743	2.124452998416463	3.484388019320888	9.817720016145284	12.024202238532485	0.0005841478392821058	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tuba1a	1	6008.756666666667	12344.393333333333	234.56566622218756	543.0140775631521	1.2111842091507121	0.8712484902797548	1.5511199280216694	3.998193207646343	8.078565781164592	9.89418200868092	0.0005869434934613688	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Rbfa	1	177.66666666666666	0.0	6.919344783485061	0.0	-7.350532707833991	-8.124903014563465	-6.576162401104516	2.0	-33.347308602135385	-40.84194518517793	0.0005989586492736505	0.06360256962075367	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Arfgap1	1	2179.0	2222.6666666666665	85.2626941178416	98.02197142653553	0.20031820544605417	0.1453279511704283	0.25530845972168004	3.834611810939229	8.400444473014316	10.288401285734103	0.0006233090221608819	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Plrg1	1	3029.0	2143.3333333333335	118.4728847556346	94.45628545107498	-0.3271014189227017	-0.3823367022616577	-0.2718661355837457	2.561523114792455	-16.99097325806243	-20.809607357763596	0.0006311051971694281	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pdlim7	1	996.3333333333334	2316.3333333333335	38.93464976909766	101.6542287896583	1.3792177300514439	1.0249956025305351	1.7334398575723526	3.553297296640612	9.28207568615588	11.368174592487977	0.000640273069334355	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ggh	1	1059.6666666666667	315.3333333333333	41.406331605122354	13.984827611195774	-1.5650834388994603	-1.9305965018652025	-1.1995703759337182	3.2532118272902593	-10.652051553498092	-13.0460455099456	0.0006404628875299313	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Muc4	1	76.33333333333333	283.54	2.9940797285105973	12.401925689192637	2.026772690969321	1.4784212069275557	2.5751241750110863	3.742829731757685	8.610957485147939	10.546226017705953	0.0006424456124041029	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Idh2	1	2847.6666666666665	5810.333333333333	111.18080165975384	256.7054093115617	1.2047526706943188	0.8618632535120205	1.547642087876617	3.948011936093569	8.006562947464891	9.80599690738155	0.0006466030606616859	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
1500015L24Rik	1	27.959999999999997	136.96333333333334	1.0938399422987153	6.036309458167593	2.434429781466564	1.8410676501844498	3.027791912748678	3.3543764316693268	10.051191161140876	12.310144825983757	0.0006586050355019077	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Gbp3	1	201.66666666666666	40.666666666666664	7.901550802757693	1.8044245233738272	-2.106095479341996	-2.7043503943448037	-1.5078405643391886	3.9008778011734955	-8.061210022881088	-9.872925632734086	0.0006683371949318766	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tomm34	1	1409.0	1690.6666666666667	55.07900253501514	74.63480287625077	0.43829436658884724	0.31767406758259825	0.5589146655950963	3.7605323374018904	8.44843083310309	10.347172334149583	0.0006726628136800306	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tspan7	1	972.6666666666666	356.0	38.10932997983577	15.70336393780912	-1.2749306186917337	-1.602054022338799	-0.9478072150446686	3.4949845511294386	-9.362243215791715	-11.466359363261601	0.0006764479981003233	0.1	0.11847379618010918	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pex7	1	2084.3333333333335	1283.6666666666667	81.57092173367876	56.443100571529804	-0.5320244158698362	-0.6798873247450751	-0.3841615069945973	3.765119395737909	-8.361374872087525	-10.2405509923717	0.0006944215098927441	0.1	0.11979521357010445	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Fzd8	1	51.0	0.0	1.9987276057915562	0.0	-5.589212170856282	-6.226504908042107	-4.951919433670457	2.0	-30.81075160245849	-37.73531000883123	0.0007015311533276009	0.06360256962075367	0.11979521357010445	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Esd	1	6299.0	10337.333333333334	246.78106578079849	455.5709675500891	0.8830677364593829	0.6356352540861763	1.1305002188325894	3.7370201214222236	8.320163587578856	10.190077683026248	0.0007335443840423075	0.1	0.1219301687688326	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Fgf1	1	270.0	2377.0	10.48951331057372	106.12602948355175	3.351140439794647	2.369847801026055	4.3324330785632394	3.919312856958282	7.804984544421839	9.559114792071265	0.0007380852032673821	0.1	0.1219301687688326	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ndel1	1	4164.0	5185.333333333333	162.85377608720515	228.66036740982312	0.4897615228466563	0.3476984926796288	0.6318245530136838	3.8724830933543126	7.917872913750247	9.697374243445992	0.0007408098973584002	0.1	0.1219301687688326	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cdadc1	1	940.0933333333332	1238.4466666666667	36.75384736974723	54.57017279190544	0.5691448547707978	0.4195932297866963	0.7186964797548994	3.4668770455027684	9.176571631921114	11.23895904315293	0.000754393227902316	0.1	0.12247689044843199	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Spata6	1	591.0	149.0	23.149380987164538	6.619761117627587	-1.8049501446497178	-2.2375050504966514	-1.3723952388027842	3.168821965449689	-10.523170008774036	-12.888198499027785	0.0007636182565962068	0.1	0.12247689044843199	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Endou	1	0.0	27.333333333333332	0.0	1.1979989742276274	4.8679618247517125	4.286033136677203	5.449890512826222	2.0	29.387866738153882	35.992639068693435	0.0007710279319643621	0.06360256962075367	0.12247689044843199	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tspan11	1	102.33333333333333	0.0	4.020159630655889	0.0	-6.574404314133292	-7.368627693976635	-5.780180934289949	2.0	-29.080669938150947	-35.61640136338193	0.0007873843086718122	0.06360256962075367	0.12363743725017962	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Anxa1	1	41853.666666666664	89923.33333333333	1633.9050135671569	3981.257442175072	1.2900768132727638	0.9172044437239831	1.6629491828215444	3.7679464993737866	8.037523616694259	9.843915828235069	0.0007993311784678015	0.1	0.1237846977682016	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Ddit4l	1	107.33333333333333	0.0	4.1783743270107	0.0	-6.625539667709613	-7.445770198319805	-5.805309137099421	2.0	-28.377621622142122	-34.755346544009626	0.0008268331113775992	0.06360256962075367	0.1237846977682016	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Sdr16c6	1	7.333333333333333	400.3333333333333	0.28813720896851686	18.034361973680088	5.702935658726574	4.209932579381868	7.19593873807128	3.3478606795995027	9.366838781257359	11.471987758496791	0.0008387080796731732	0.1	0.1237846977682016	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Slurp1	1	26839.35666666667	6218.746666666666	1048.3135645031773	272.55264539258275	-1.955521904949709	-2.4935966330672477	-1.4174471768321706	3.5173288894138133	-8.70441158450217	-10.66068344660057	0.0008410485398431295	0.1	0.1237846977682016	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
