contrast	filter	gene	limma_logFC	limma_t	limma_p	limma_q	edger_logFC	edger_p	edger_q	deseq2_logFC	deseq2_wald	deseq2_p	deseq2_q
all_null_vs_WT	cpmfilter_ge10_in2	Prkdc	-0.240733653073741	-0.720207424536098	0.4896317073801	0.713432087324384	-0.315668855502494	0.353097204610872	0.623251683600993	-0.310838639382472	-0.876759101308787	0.380617497837894	0.677932242432947
all_null_vs_WT	cpmfilter_ge10_in2	Lig4	-0.113901696706204	-0.239906786039567	0.815763637944046	0.913860076678389	-0.229185214320672	0.631545373865759	0.819106279601099	-0.223944324741351	-0.472707742092808	0.636421702295801	0.851256895872944
all_null_vs_WT	cpmfilter_ge10_in2	Xrcc4	-0.00705434196033268	-0.035474336395862	0.972473867797171	0.986665387210483	3.56663328729515e-05	0.999859464061783	0.999859464061783	0.00463766025602306	0.0204754744913235	0.983664076495428	0.994875329774417
all_null_vs_WT	cpmfilter_ge10_in2	Xrcc5	-0.0609281032808932	-0.331064050745934	0.748154608767669	0.877453596062284	-0.057698873536878	0.762746494959002	0.89434100787629	-0.0519706177370417	-0.24460728500559	0.806760522776962	0.932942701048233
all_null_vs_WT	cpmfilter_ge10_in2	Xrcc6	0.294070757611619	1.97793409134416	0.0792396881074619	0.264827610068816	0.305291604925791	0.0766656091544841	0.268841512668029	0.310487667757278	1.79510034311549	0.0726377141247665	0.255672042441718
all_null_vs_WT	cpmfilter_ge10_in2	Nhej1	-0.289920711535592	-0.881893722063803	0.400715607899143	0.64156022197324	-0.331531399350513	0.336911629783356	0.608094004690754	-0.326830417564148	-0.889340602985498	0.373820056357709	0.671677712431768
all_null_vs_WT	cpmfilter_ge10_in2	Polm	1.07657670726872	5.97555279566149	0.000206503949676354	0.0118284718245028	1.06106651323677	0.000354481893059765	0.0165955042575922	1.06673819167701	5.15307478929241	2.56249707322435e-07	1.05693499459402e-05
all_null_vs_WT	cpmfilter_ge10_in2	Poll	-0.337859690184181	-1.83680000924166	0.099329498395708	0.300255798954852	-0.325687610676908	0.109664025539904	0.329917411322449	-0.320422842298685	-1.50484056131795	0.132365072779938	0.373426935587808
all_null_vs_WT	cpmfilter_ge10_in2	Dclre1c	0.585849362296705	1.64516033097978	0.134258174053913	0.355118872022002	0.601615362483678	0.13894487753544	0.375807921052381	0.605985998724455	1.46682440528196	0.142423828869118	0.390394640362994
all_null_vs_WT	cpmfilter_ge10_in2	Cgas	1.67638175548414	3.00762828447793	0.0147298196421424	0.109647931487115	1.74710337444031	0.00918891436263113	0.0891638898900111	1.75845144540319	2.91988213013186	0.00350163799569887	0.0309426370885024
all_null_vs_WT	cpmfilter_ge10_in2	Sting1	-2.32913597825632	-4.89827932245313	0.00084321624984697	0.0255444922747759	-2.11969359566709	0.0018241095855149	0.0411089850673982	-2.11684147464195	-4.35886885645696	1.30736423790898e-05	0.000337149590110109
all_null_vs_WT	cpmfilter_ge10_in2	Tbk1	-0.170443347744711	-0.938105069778399	0.372619238620529	0.617206182789186	-0.141017132089167	0.464845662614507	0.709658458257708	-0.136084585280813	-0.670320075061359	0.502653772452408	0.769764506573594
all_null_vs_WT	cpmfilter_ge10_in2	Irf3	-0.0911253193974793	-0.5827614510012	0.574325984264824	0.770154589105807	-0.0862020951924738	0.596248199879179	0.798962245284763	-0.081152865548243	-0.447465880287796	0.654538717827709	0.860255304241424
all_null_vs_WT	cpmfilter_ge10_in2	Stat1	-0.0868262277166638	-0.297763925040816	0.772625127808655	0.891416561747373	-0.0789595346385648	0.800545655340386	0.913812807898186	-0.0739761628739478	-0.226952913745823	0.820460356165772	0.937399223302994
all_null_vs_WT	cpmfilter_ge10_in2	Isg15	-0.145113498422459	-0.401525042747681	0.697376761034332	0.849275167470869	-0.0951700163394163	0.808433733752423	0.917954521298991	-0.0916363754247213	-0.208204941231388	0.835068950588909	0.942240312783979
all_null_vs_WT	cpmfilter_ge10_in2	Ifitm3	0.919231123758181	5.40469323050759	0.000426522638672478	0.0177946654953194	0.932586895394867	0.000328465013412044	0.0161643636472476	0.937433655615988	5.01407207372599	5.32900100551634e-07	2.03497565869992e-05
all_null_vs_WT	cpmfilter_ge10_in2	B2m	0.171573905450988	0.69742820618473	0.503106766300657	0.721503670112483	0.228104630001898	0.404838621542711	0.666108275062287	0.232926203473384	0.895201065561401	0.370679615240861	0.668801486480785
all_null_vs_WT	cpmfilter_ge10_in2	H2-K1	0.103702965904187	0.697645332087224	0.502977246803	0.721503670112483	0.121985929954423	0.443121664528662	0.694497493296396	0.126769169609503	0.732418413276326	0.463913223398158	0.742902512123778
all_null_vs_WT	cpmfilter_ge10_in2	Tap1	-0.0892695635249138	-0.269974210524456	0.793252858449778	0.903002946929526	0.0538539298476156	0.883247237192443	0.950248395164693	0.0584401296734234	0.159319056245984	0.873417507799066	0.953935992242138
all_null_vs_WT	cpmfilter_ge10_in2	Psmb8	-5.12095165525839	-7.65373356702095	3.10098386064001e-05	0.00450612000722944	-4.82741364483981	1.13988298381798e-05	0.00273277118792914	-4.82196066431374	-10.4870533047841	9.90699777530217e-26	4.91811675273929e-23
all_null_vs_WT	cpmfilter_ge10_in2	Cd274	-0.279748864607402	-0.447507369858578	0.665058363782145	0.827351257867991	-0.118272462122475	0.861110172176708	0.939687916000294	-0.112935647871829	-0.172208848538945	0.863273341677815	0.952118505544595
all_null_vs_WT	cpmfilter_ge5_in2	Prkdc	-0.241324733947395	-0.719931197623831	0.489678268377249	0.727833610295227	-0.316324038748975	0.353485436311105	0.64497019738888	-0.309942954756757	-0.880374152269599	0.378656654182927	0.701514687767296
all_null_vs_WT	cpmfilter_ge5_in2	Lig4	-0.114975492387405	-0.242431490686578	0.813831694445115	0.920503646839655	-0.230472667001314	0.629472235637345	0.83343870229852	-0.223315103873814	-0.474064790903271	0.635453705344545	0.873106271639331
all_null_vs_WT	cpmfilter_ge5_in2	Xrcc4	-0.00777459786434171	-0.0388193571829659	0.969874311298317	0.987153756444946	-0.000540138345036055	0.997876591427013	0.999431906194397	0.00567583195083057	0.0251558446380765	0.979930656673643	0.994266736512014
all_null_vs_WT	cpmfilter_ge5_in2	Xrcc5	-0.0616440532150858	-0.332766807028992	0.746862616709734	0.885979780425969	-0.0584252963243405	0.760596081656612	0.904249574613355	-0.0509895067047969	-0.240660116945207	0.809818552585006	0.946064373854539
all_null_vs_WT	cpmfilter_ge5_in2	Xrcc6	0.293236599902536	1.95152473584075	0.0824715115938288	0.283786296568133	0.304778214119034	0.0781274810075394	0.283793804743884	0.31165982673151	1.79615816914654	0.0724693653773334	0.271018527180179
all_null_vs_WT	cpmfilter_ge5_in2	Nhej1	-0.290625365555248	-0.880888269683273	0.401087171989809	0.657735862558475	-0.332052397623434	0.335187717169959	0.626786514741475	-0.325831148437335	-0.895896087132094	0.370308264169512	0.694241646854295
all_null_vs_WT	cpmfilter_ge5_in2	Polm	1.07579700172707	5.91863404936439	0.000215939445288717	0.012320892386618	1.06043175192353	0.000359412896871119	0.017714592518334	1.06786509317012	5.16996071415113	2.34143211550503e-07	1.04121206906308e-05
all_null_vs_WT	cpmfilter_ge5_in2	Poll	-0.338809413871519	-1.8226900872582	0.101366720488677	0.317207481255275	-0.326166504917412	0.111582163073117	0.348134502165651	-0.319161622839213	-1.51067223800237	0.130871979005042	0.389977284740266
all_null_vs_WT	cpmfilter_ge5_in2	Dclre1c	0.585813237630143	1.64196442298621	0.134707119252535	0.371281573933978	0.600776238446819	0.137474244672247	0.389720342226892	0.606693752978029	1.48777833146491	0.136809361933434	0.401245356254187
all_null_vs_WT	cpmfilter_ge5_in2	Cgas	1.67456046904042	3.15817027927636	0.0114545028820231	0.101323643675468	1.74667588119301	0.00825461622038074	0.089980094921983	1.75965080578654	2.98195725082529	0.00286411988931988	0.0285764714517128
all_null_vs_WT	cpmfilter_ge5_in2	Sting1	-2.3229159951828	-4.9299322187167	0.000791834699405373	0.0255180575564783	-2.11991606191699	0.00175769075579742	0.0435178897158079	-2.11544429994342	-4.39351468755181	1.11532650320514e-05	0.000317236736524857
all_null_vs_WT	cpmfilter_ge5_in2	Tbk1	-0.171074249542086	-0.935257248471136	0.373853919512261	0.634176674624217	-0.141531402791938	0.464602856260403	0.730443060368956	-0.134880291884385	-0.661197032199789	0.508485964278842	0.800065328410765
all_null_vs_WT	cpmfilter_ge5_in2	Irf3	-0.091900385926908	-0.581514907056049	0.57503981714199	0.783992912364053	-0.0867565510424878	0.59524452858314	0.81451085771725	-0.0800436308241134	-0.441648297760709	0.658743728432086	0.884905636146889
all_null_vs_WT	cpmfilter_ge5_in2	Stat1	-0.0875227579069873	-0.299598322567084	0.771226659392521	0.89951592892723	-0.0797263726467915	0.798573342117447	0.921364989734955	-0.072851667073416	-0.224763707573574	0.822163100850058	0.949885710094622
all_null_vs_WT	cpmfilter_ge5_in2	Isg15	-0.144161384450284	-0.400176721856524	0.69827537277825	0.859458585535564	-0.095796248277035	0.803865658536134	0.924127640820581	-0.0905806081928301	-0.210617059411069	0.833186099421806	0.953171800965177
all_null_vs_WT	cpmfilter_ge5_in2	Ifitm3	0.918395920149157	5.33323761817658	0.00045841382030109	0.0191838305253005	0.932002135324444	0.000358697502512868	0.017714592518334	0.938517648061804	5.0635317470572	4.11559807882199e-07	1.75758189910032e-05
all_null_vs_WT	cpmfilter_ge5_in2	B2m	0.170848308661469	0.694173176972802	0.504940148085485	0.737705290760956	0.22735191313232	0.405446338140511	0.687227051885265	0.234014301050443	0.894140211657276	0.371246876683135	0.695223188322765
