compartment	anchor	partner	codetect_n_anchor_pos	codetect_n_anchor_neg	codetect_pct_partner_in_anchor_pos	codetect_pct_partner_in_anchor_neg	codetect_odds_ratio	codetect_fisher_p	spearman_all_rho	spearman_all_p	spearman_all_n	spearman_doublepos_rho	spearman_doublepos_p	spearman_doublepos_n
MPE_carcinoma_like	TACSTD2	CLDN4	217	42	88.0184331797235	59.523809523809526	4.995384615384616	3.734879403350465e-05	0.04665662501471414	0.45467574408453837	259.0	-0.024552218241939924	0.7360099668936284	191.0
MPE_carcinoma_like	TACSTD2	ELF3	217	42	87.55760368663594	45.23809523809524	8.518518518518519	1.0775802316316508e-08	0.24808951727016476	5.4232365040955815e-05	259.0	0.19610719643786606	0.006694013615614298	190.0
primary_tS	TACSTD2	CLDN4	5605	747	91.73951828724354	59.83935742971887	7.453578210387464	1.872082616406102e-102	0.3830194316629711	4.55704059060344e-221	6352.0	0.40201985379581084	4.841050015494095e-199	5142.0
primary_tS	TACSTD2	ELF3	5605	747	95.62890276538805	72.82463186077644	8.163865546218487	1.2897776281568174e-78	0.26081141029417143	2.788526739118072e-99	6352.0	0.24052150803274885	2.098164693041572e-71	5360.0
primary_tS	TACSTD2	EPCAM	5605	747	90.04460303300624	62.784471218206164	5.361311720965067	2.5501035870295404e-73	0.12999392516663164	2.413364811255154e-25	6352.0	0.11987247946483315	1.2884161461088698e-17	5047.0
author_malignant	TACSTD2	CLDN4	17867	6917	93.91056137012369	62.874078357669504	9.10631754426305	0.0	0.28220195900008926	0.0	24784.0	0.2889942882532419	0.0	16779.0
author_malignant	TACSTD2	ELF3	17867	6917	91.96283651424415	61.890993205146735	7.04546616877451	0.0	0.19149485038259917	2.386611004153623e-203	24784.0	0.20442936207540896	1.5374930935317216e-154	16431.0
author_malignant	TACSTD2	EPCAM	17867	6917	91.95723960373874	64.95590573948243	6.168463399572613	0.0	0.1167826939228644	5.487179974830979e-76	24784.0	0.07508298056231365	5.580789839163872e-22	16430.0
MPE_carcinoma_like	CLDN4	TACSTD2	216	43	88.42592592592592	60.46511627906976	4.995384615384616	3.734879403350465e-05						
primary_tS	CLDN4	TACSTD2	5589	763	92.00214707461085	60.68152031454783	7.453578210387464	1.872082616406102e-102						
