donor	cohort_id	matrix	compartment	CLDN4	PRKDC	LIG4	STING1	HLA-A	HLA-B	HLA-C	PTPRC	EPCAM	n_aliquots	NHEJ_mean	MHC_I
TCGA-CF-A47S	TCGA-BLCA	Toil	TCGA_solid_primary	8.3707	3.7127	1.1833	3.4868	9.5336	9.4173	8.4814	-0.5543	6.2139	1	2.448	9.1441
TCGA-CF-A47T	TCGA-BLCA	Toil	TCGA_solid_primary	6.8212	3.5436	0.7916	2.9525	7.1151	7.7242	6.7214	-3.816	5.76	1	2.1676	7.1869000000000005
TCGA-CF-A47V	TCGA-BLCA	Toil	TCGA_solid_primary	7.5044	3.5199	2.3451	4.6838	10.0912	10.1401	9.4164	0.4761	4.096	1	2.9325	9.882566666666667
TCGA-CF-A47W	TCGA-BLCA	Toil	TCGA_solid_primary	6.4791	2.7095	0.03	3.242	8.8705	9.0058	7.0193	-3.3076	6.1289	1	1.3697499999999998	8.298533333333333
TCGA-CF-A47X	TCGA-BLCA	Toil	TCGA_solid_primary	9.8932	5.9644	2.2019	2.6395	8.1068	8.3061	7.8347	-0.394	8.0247	1	4.08315	8.082533333333332
TCGA-CF-A47Y	TCGA-BLCA	Toil	TCGA_solid_primary	5.7339	3.1327	2.5462	2.8661	8.3301	8.4734	6.7369	-2.5479	3.9746	1	2.83945	7.846799999999999
TCGA-CF-A5U8	TCGA-BLCA	Toil	TCGA_solid_primary	7.3942	4.0515	2.2299	2.6579	8.6579	8.1477	7.0521	-2.114	5.939	1	3.1407	7.952566666666666
TCGA-CF-A5UA	TCGA-BLCA	Toil	TCGA_solid_primary	8.5641	3.4451	0.1124	4.8842	9.1845	8.9821	8.0092	-1.7809	5.865	1	1.77875	8.725266666666668
TCGA-CF-A7I0	TCGA-BLCA	Toil	TCGA_solid_primary	8.4107	4.5886	2.183	4.085	7.8334	8.0774	8.7244	1.177	4.7882	1	3.3857999999999997	8.211733333333333
TCGA-CF-A8HX	TCGA-BLCA	Toil	TCGA_solid_primary	7.1687	2.8381	1.7273	3.162	7.3702	7.3987	7.3697	-3.0469	6.1181	1	2.2827	7.379533333333332
TCGA-CF-A8HY	TCGA-BLCA	Toil	TCGA_solid_primary	9.2452	2.4831	-0.0277	4.0171	8.7107	8.3981	7.5768	-3.458	4.3306	1	1.2277	8.228533333333333
TCGA-CF-A9FF	TCGA-BLCA	Toil	TCGA_solid_primary	8.4279	3.1045	0.537	3.2034	8.8018	8.7912	8.9935	1.9675	5.9263	1	1.8207499999999999	8.862166666666667
TCGA-CF-A9FH	TCGA-BLCA	Toil	TCGA_solid_primary	8.5082	4.7027	2.1411	4.6358	11.144	11.5784	9.6728	-1.8836	6.4596	1	3.4219	10.7984
TCGA-CF-A9FL	TCGA-BLCA	Toil	TCGA_solid_primary	7.3063	4.5009	2.4805	4.1417	8.7614	8.4223	7.1761	0.2154	6.7435	1	3.4907	8.119933333333334
TCGA-CF-A9FM	TCGA-BLCA	Toil	TCGA_solid_primary	9.0752	5.498	3.2572	5.3862	9.2785	9.5274	8.4363	1.3225	6.4948	1	4.3776	9.080733333333333
TCGA-CU-A0YN	TCGA-BLCA	Toil	TCGA_solid_primary	7.0264	7.053	3.027	4.7198	9.6106	9.413	8.8577	3.5473	5.2327	1	5.04	9.293766666666668
TCGA-CU-A0YO	TCGA-BLCA	Toil	TCGA_solid_primary	9.6056	5.3958	2.036	5.1264	9.9505	10.4148	9.9889	2.6348	5.9112	1	3.7159000000000004	10.118066666666666
TCGA-CU-A0YR	TCGA-BLCA	Toil	TCGA_solid_primary	8.9499	5.9883	1.5758	3.944	9.2493	9.6414	9.5984	3.6994	7.784	1	3.78205	9.496366666666667
TCGA-CU-A3KJ	TCGA-BLCA	Toil	TCGA_solid_primary	6.2267	6.4951	2.1957	4.3169	11.0328	11.597	9.4086	2.4831	3.4424	1	4.3454	10.679466666666665
TCGA-CU-A3QU	TCGA-BLCA	Toil	TCGA_solid_primary	10.656	5.4992	1.0079	2.3451	8.4543	10.3661	10.4489	0.0014	7.8965	1	3.25355	9.756433333333334
TCGA-CU-A3YL	TCGA-BLCA	Toil	TCGA_solid_primary	8.6398	4.5754	3.0145	4.1466	9.7966	9.6233	9.6022	0.6969	4.1756	1	3.79495	9.674033333333332
TCGA-CU-A5W6	TCGA-BLCA	Toil	TCGA_solid_primary	9.1288	5.4559	2.0776	3.0995	9.3569	9.2282	10.0174	0.7233	6.3257	1	3.76675	9.534166666666666
TCGA-CU-A72E	TCGA-BLCA	Toil	TCGA_solid_primary	8.4436	5.4777	1.2992	4.852	8.0371	7.2503	7.7167	1.1512	5.8682	1	3.3884499999999997	7.668033333333334
TCGA-DK-A1A3	TCGA-BLCA	Toil	TCGA_solid_primary	9.3252	5.4529	1.1641	4.5021	8.3815	9.0902	9.2527	2.876	7.6132	1	3.3084999999999996	8.908133333333334
TCGA-DK-A1A5	TCGA-BLCA	Toil	TCGA_solid_primary	8.7912	6.3549	1.7828	4.4156	11.8112	11.9036	10.4348	1.9188	6.7271	1	4.068849999999999	11.3832
TCGA-DK-A1A6	TCGA-BLCA	Toil	TCGA_solid_primary	9.0995	6.4259	1.0983	2.376	8.463	9.5131	10.2255	3.0056	7.5384	1	3.7621	9.400533333333334
TCGA-DK-A1A7	TCGA-BLCA	Toil	TCGA_solid_primary	7.6808	4.1899	0.0854	2.1213	6.8735	7.3442	7.1664	0.7664	6.1544	1	2.13765	7.128033333333334
TCGA-DK-A1AA	TCGA-BLCA	Toil	TCGA_solid_primary	8.5882	5.6879	2.6161	4.9905	9.5959	8.4075	8.7376	0.7233	6.7487	1	4.152	8.913666666666666
TCGA-DK-A1AB	TCGA-BLCA	Toil	TCGA_solid_primary	6.9432	6.2188	1.7532	5.9461	10.7863	11.1861	10.72	3.402	3.2826	1	3.9859999999999998	10.897466666666666
TCGA-DK-A1AC	TCGA-BLCA	Toil	TCGA_solid_primary	7.8696	6.8923	0.9789	3.5982	8.7083	9.6326	10.0699	3.5645	8.1495	1	3.9356	9.470266666666666
TCGA-DK-A1AD	TCGA-BLCA	Toil	TCGA_solid_primary	7.5542	5.6585	0.7664	3.2297	9.7772	10.2586	9.5153	1.595	7.6663	1	3.21245	9.850366666666668
TCGA-DK-A1AE	TCGA-BLCA	Toil	TCGA_solid_primary	7.6554	6.2538	2.0979	3.7783	9.3223	8.8765	8.7573	1.4808	7.1804	1	4.1758500000000005	8.985366666666666
TCGA-DK-A1AF	TCGA-BLCA	Toil	TCGA_solid_primary	9.5835	5.8968	2.3871	5.9432	10.2637	10.2571	9.373	4.7274	6.773	1	4.14195	9.964599999999999
TCGA-DK-A1AG	TCGA-BLCA	Toil	TCGA_solid_primary	7.9273	5.3288	2.1798	5.4098	9.6781	9.6361	7.6941	1.4808	5.0871	1	3.7543	9.002766666666666
TCGA-DK-A2HX	TCGA-BLCA	Toil	TCGA_solid_primary	11.6516	5.479	2.2237	5.7999	8.4897	9.3514	8.2964	2.2633	7.8369	1	3.85135	8.712499999999999
TCGA-DK-A2I1	TCGA-BLCA	Toil	TCGA_solid_primary	8.809	4.5784	0.7321	3.9384	8.9352	10.0711	9.3923	2.5061	7.0329	1	2.65525	9.4662
TCGA-DK-A2I2	TCGA-BLCA	Toil	TCGA_solid_primary	6.4479	5.7642	1.5902	4.7512	8.4287	10.7509	9.1577	3.6219	7.2491	1	3.6772	9.445766666666666
TCGA-DK-A2I4	TCGA-BLCA	Toil	TCGA_solid_primary	7.6704	6.3754	2.2082	5.7679	12.0213	12.474	11.0664	6.0304	8.0572	1	4.2918	11.853900000000001
TCGA-DK-A2I6	TCGA-BLCA	Toil	TCGA_solid_primary	7.4754	6.5543	0.8883	4.7939	6.8376	9.3541	9.2972	-0.6873	6.4637	1	3.7213	8.4963
TCGA-DK-A3IK	TCGA-BLCA	Toil	TCGA_solid_primary	7.3667	5.8089	1.5514	3.5766	8.5593	9.1309	8.2819	0.4552	6.436	1	3.6801500000000003	8.657366666666666
TCGA-DK-A3IL	TCGA-BLCA	Toil	TCGA_solid_primary	9.4662	3.6254	1.6093	3.1062	6.7929	6.598	6.6313	1.0847	5.3169	1	2.61735	6.6740666666666675
TCGA-DK-A3IM	TCGA-BLCA	Toil	TCGA_solid_primary	6.3317	6.9033	2.0569	2.8361	8.7492	8.5495	8.631	-0.4719	5.9023	1	4.4801	8.643233333333333
TCGA-DK-A3IN	TCGA-BLCA	Toil	TCGA_solid_primary	8.5706	6.6244	1.614	4.4483	9.5637	9.862	9.0928	3.4843	7.8999	1	4.1192	9.506166666666667
TCGA-DK-A3IQ	TCGA-BLCA	Toil	TCGA_solid_primary	8.099	5.4108	1.7097	5.6197	8.974	8.7317	8.053	1.3511	5.7748	1	3.56025	8.586233333333334
TCGA-DK-A3IS	TCGA-BLCA	Toil	TCGA_solid_primary	9.4299	5.9803	1.6558	3.417	11.5876	11.3608	11.1572	1.595	5.1599	1	3.81805	11.368533333333332
TCGA-DK-A3IT	TCGA-BLCA	Toil	TCGA_solid_primary	8.6983	6.388	1.3167	3.7709	8.2023	8.5731	8.81	3.0163	7.7346	1	3.85235	8.528466666666667
TCGA-DK-A3IU	TCGA-BLCA	Toil	TCGA_solid_primary	7.6862	6.0112	2.299	5.2932	11.071	12.1076	10.3769	5.63	5.3342	1	4.1551	11.185166666666666
TCGA-DK-A3IV	TCGA-BLCA	Toil	TCGA_solid_primary	9.9938	6.4524	3.2002	5.8982	11.1255	11.511	10.7082	4.9732	6.91	1	4.8263	11.114899999999999
TCGA-DK-A3WW	TCGA-BLCA	Toil	TCGA_solid_primary	5.8553	5.2464	1.4281	5.639	11.1581	12.4456	10.1893	3.9213	1.642	1	3.33725	11.264333333333333
TCGA-DK-A3WX	TCGA-BLCA	Toil	TCGA_solid_primary	6.2889	6.7274	2.4649	5.5053	9.604	10.4541	10.526	4.1756	6.8535	1	4.59615	10.1947
TCGA-DK-A3WY	TCGA-BLCA	Toil	TCGA_solid_primary	4.6938	6.155	2.0076	5.5355	10.2427	11.2039	9.68	6.696	5.1997	1	4.081300000000001	10.375533333333333
TCGA-DK-A3X1	TCGA-BLCA	Toil	TCGA_solid_primary	7.2985	4.6826	1.692	2.2901	9.2089	8.9942	8.9708	-0.7108	6.9189	1	3.1873	9.057966666666667
TCGA-DK-A3X2	TCGA-BLCA	Toil	TCGA_solid_primary	8.5567	7.7772	1.9034	3.3549	7.9711	7.3204	8.2644	-1.1488	5.6462	1	4.8403	7.851966666666667
TCGA-DK-A6AV	TCGA-BLCA	Toil	TCGA_solid_primary	9.01	6.337	1.196	3.5374	8.5861	8.5732	7.8088	1.6187	6.6519	1	3.7664999999999997	8.3227
TCGA-DK-A6AW	TCGA-BLCA	Toil	TCGA_solid_primary	8.8339	3.5887	0.7321	3.3364	9.1412	8.2597	8.5736	-1.4305	7.4744	1	2.1604	8.658166666666666
TCGA-DK-A6B0	TCGA-BLCA	Toil	TCGA_solid_primary	9.1821	4.4476	1.8683	5.4745	8.6346	8.8887	7.4234	-1.2142	6.3756	1	3.1579500000000005	8.315566666666667
TCGA-DK-A6B1	TCGA-BLCA	Toil	TCGA_solid_primary	11.7203	5.4932	1.683	3.4424	9.6276	10.1989	10.3247	0.346	7.6309	1	3.5881	10.0504
TCGA-DK-A6B2	TCGA-BLCA	Toil	TCGA_solid_primary	8.9769	6.3749	1.5165	4.4257	10.591	11.3603	11.731	3.6759	7.6108	1	3.9457	11.227433333333332
TCGA-DK-A6B5	TCGA-BLCA	Toil	TCGA_solid_primary	10.0671	5.2869	2.108	5.4387	10.5671	11.0064	9.1886	1.9968	8.0978	1	3.69745	10.254033333333332
TCGA-DK-A6B6	TCGA-BLCA	Toil	TCGA_solid_primary	8.703	5.3176	1.9527	3.0568	10.2766	11.3918	9.6815	2.7847	7.1773	1	3.63515	10.449966666666667
TCGA-DK-AA6L	TCGA-BLCA	Toil	TCGA_solid_primary	9.7249	6.4366	1.1184	6.2935	10.2068	11.1919	9.9925	2.2082	6.6138	1	3.7775000000000003	10.463733333333332
TCGA-DK-AA6M	TCGA-BLCA	Toil	TCGA_solid_primary	8.1085	6.6924	1.4911	5.8045	11.3972	11.9656	10.2648	2.6232	5.7203	1	4.09175	11.209200000000001
TCGA-DK-AA6P	TCGA-BLCA	Toil	TCGA_solid_primary	8.1049	6.3388	2.667	2.9655	7.7843	8.5995	9.3859	-0.1345	7.6204	1	4.5029	8.5899
TCGA-DK-AA6Q	TCGA-BLCA	Toil	TCGA_solid_primary	7.9694	6.2445	1.4704	4.6189	11.2599	11.4303	10.2353	2.7007	7.4984	1	3.85745	10.975166666666667
TCGA-DK-AA6R	TCGA-BLCA	Toil	TCGA_solid_primary	8.0383	6.8792	2.5634	6.0832	7.4074	8.0955	8.3115	1.642	6.202	1	4.7213	7.938133333333333
TCGA-DK-AA6S	TCGA-BLCA	Toil	TCGA_solid_primary	9.3592	5.5015	2.3337	6.0917	10.8911	11.1131	10.012	2.9281	6.9832	1	3.9176	10.672066666666666
TCGA-DK-AA6T	TCGA-BLCA	Toil	TCGA_solid_primary	2.7029	6.0564	1.8363	2.5363	8.7331	10.257	8.1157	5.8357	1.6327	1	3.94635	9.035266666666667
TCGA-DK-AA6U	TCGA-BLCA	Toil	TCGA_solid_primary	8.9747	6.6059	1.8524	4.0082	8.2307	9.584	10.6442	0.1388	8.2087	1	4.22915	9.4863
TCGA-DK-AA6W	TCGA-BLCA	Toil	TCGA_solid_primary	7.361	7.9835	2.7139	3.2127	7.9742	8.5052	8.4101	2.8341	8.4162	1	5.3487	8.2965
TCGA-DK-AA6X	TCGA-BLCA	Toil	TCGA_solid_primary	8.0187	5.86	2.7227	5.1384	10.7779	11.2142	9.9676	3.5923	7.9185	1	4.29135	10.653233333333333
TCGA-DK-AA71	TCGA-BLCA	Toil	TCGA_solid_primary	9.6863	6.0446	1.0573	4.2442	10.0557	10.3641	9.9046	-0.3201	6.6549	1	3.55095	10.108133333333335
TCGA-DK-AA74	TCGA-BLCA	Toil	TCGA_solid_primary	6.4306	3.8167	0.3573	5.4922	12.3552	12.735	11.8872	3.0323	5.0396	1	2.087	12.325800000000001
TCGA-DK-AA75	TCGA-BLCA	Toil	TCGA_solid_primary	8.6311	4.6955	0.6517	2.7444	6.0036	7.8597	9.3185	-2.3884	7.7888	1	2.6736	7.727266666666666
TCGA-DK-AA76	TCGA-BLCA	Toil	TCGA_solid_primary	8.8627	6.0392	2.4008	2.7139	7.7382	7.6525	9.6784	-1.7809	7.8848	1	4.22	8.356366666666666
TCGA-DK-AA77	TCGA-BLCA	Toil	TCGA_solid_primary	9.82	6.0764	2.4908	4.4156	11.2019	11.5669	10.5816	2.3536	7.0685	1	4.2836	11.1168
TCGA-E5-A2PC	TCGA-BLCA	Toil	TCGA_solid_primary	9.6468	5.7453	1.5806	4.3024	11.4376	11.2927	10.7049	0.679	5.9706	1	3.6629500000000004	11.145066666666667
TCGA-E5-A4TZ	TCGA-BLCA	Toil	TCGA_solid_primary	9.2601	7.171	2.872	5.172	7.8504	7.2625	6.5664	0.7579	6.444	1	5.0215	7.226433333333333
TCGA-E5-A4U1	TCGA-BLCA	Toil	TCGA_solid_primary	7.2571	4.6177	1.0079	3.3869	8.2757	8.056	7.3917	-3.3076	6.7985	1	2.8128	7.907799999999999
TCGA-E7-A3X6	TCGA-BLCA	Toil	TCGA_solid_primary	8.529	6.6143	1.334	5.6314	12.2532	12.229	10.9681	3.0056	5.4604	1	3.97415	11.816766666666666
TCGA-E7-A3Y1	TCGA-BLCA	Toil	TCGA_solid_primary	5.9647	3.208	3.2944	3.3206	8.5379	7.7255	7.6135	-0.5332	4.3371	1	3.2512	7.958966666666666
TCGA-E7-A4IJ	TCGA-BLCA	Toil	TCGA_solid_primary	8.9266	4.6882	1.3735	3.1179	10.0991	10.8785	9.5123	1.3051	7.3398	1	3.03085	10.163300000000001
TCGA-E7-A4XJ	TCGA-BLCA	Toil	TCGA_solid_primary	8.5022	3.7237	2.3077	3.5136	7.111	7.1024	6.8194	-1.9379	5.6761	1	3.0157	7.010933333333334
TCGA-E7-A519	TCGA-BLCA	Toil	TCGA_solid_primary	7.738	0.2029	-1.1172	3.868	10.5873	10.9532	8.5729	-1.8314	3.3577	1	-0.45715	10.0378
TCGA-E7-A541	TCGA-BLCA	Toil	TCGA_solid_primary	8.5172	6.3999	1.1577	4.8405	10.8085	11.2295	10.2019	3.0481	8.0057	1	3.7788	10.746633333333333
TCGA-E7-A5KE	TCGA-BLCA	Toil	TCGA_solid_primary	8.4771	5.2238	2.0742	4.9132	6.2091	5.9614	8.145	-1.9379	8.5357	1	3.649	6.771833333333333
TCGA-E7-A5KF	TCGA-BLCA	Toil	TCGA_solid_primary	9.3909	5.5744	1.9712	4.2103	8.7258	8.7065	7.7351	-2.114	6.6033	1	3.7728	8.389133333333332
TCGA-E7-A677	TCGA-BLCA	Toil	TCGA_solid_primary	7.7864	6.3384	1.9712	5.9177	11.0705	10.3197	9.2507	0.9115	7.3613	1	4.1548	10.213633333333334
TCGA-E7-A678	TCGA-BLCA	Toil	TCGA_solid_primary	6.69	3.9515	1.0983	3.8739	9.7229	10.2245	8.8636	-0.9971	5.6465	1	2.5248999999999997	9.603666666666667
TCGA-E7-A6MD	TCGA-BLCA	Toil	TCGA_solid_primary	8.7263	6.4648	1.692	4.8905	9.0879	9.0114	8.8497	4.061	5.8832	1	4.0784	8.982999999999999
TCGA-E7-A6ME	TCGA-BLCA	Toil	TCGA_solid_primary	8.7214	5.8235	2.2513	3.3591	11.1757	11.9169	11.2102	2.0569	8.4157	1	4.0374	11.434266666666668
TCGA-E7-A6MF	TCGA-BLCA	Toil	TCGA_solid_primary	8.7332	5.4006	2.1798	6.3667	8.7839	8.6243	8.0596	2.0707	7.5332	1	3.7902	8.489266666666667
TCGA-E7-A7DU	TCGA-BLCA	Toil	TCGA_solid_primary	9.3641	4.9942	1.7097	3.7625	8.9552	8.1091	7.8233	-0.9971	4.9801	1	3.35195	8.295866666666667
TCGA-E7-A7DV	TCGA-BLCA	Toil	TCGA_solid_primary	6.9907	6.126	0.688	6.2254	11.3254	12.2599	10.6298	3.8157	3.6125	1	3.407	11.405033333333334
TCGA-E7-A7PW	TCGA-BLCA	Toil	TCGA_solid_primary	8.2778	4.8689	1.6327	2.0912	8.1262	9.0534	8.0674	-0.5756	6.4336	1	3.2508	8.415666666666667
TCGA-E7-A7XN	TCGA-BLCA	Toil	TCGA_solid_primary	8.4875	6.3925	1.9073	5.7482	12.4474	11.2966	10.5459	4.1772	4.3162	1	4.1499	11.429966666666667
TCGA-E7-A85H	TCGA-BLCA	Toil	TCGA_solid_primary	8.8801	5.5892	0.9642	3.0181	8.6275	9.8567	9.9071	1.7744	8.1564	1	3.2767	9.463766666666666
TCGA-E7-A8O7	TCGA-BLCA	Toil	TCGA_solid_primary	8.9231	5.5598	2.4649	4.9317	10.0164	10.084	8.9335	2.59	7.2704	1	4.01235	9.677966666666668
TCGA-E7-A8O8	TCGA-BLCA	Toil	TCGA_solid_primary	7.3541	3.832	-0.1031	1.7446	8.5337	8.9356	8.2644	-1.2142	5.6424	1	1.86445	8.5779
TCGA-E7-A97P	TCGA-BLCA	Toil	TCGA_solid_primary	8.4868	6.6068	2.5238	6.5149	11.9277	12.0879	10.7009	4.0909	6.2205	1	4.5653	11.572166666666666
TCGA-E7-A97Q	TCGA-BLCA	Toil	TCGA_solid_primary	9.3262	5.7554	2.59	3.6148	9.7788	10.7976	9.4319	1.5902	6.9786	1	4.1727	10.002766666666666
TCGA-FD-A3B3	TCGA-BLCA	Toil	TCGA_solid_primary	6.8478	6.554	2.05	5.2582	11.037	12.1222	11.2374	4.2877	2.2723	1	4.302	11.465533333333333
TCGA-FD-A3B4	TCGA-BLCA	Toil	TCGA_solid_primary	5.2273	6.192	2.2842	5.859	11.6018	12.4978	10.4849	4.0807	3.6266	1	4.2381	11.52816666666667
TCGA-FD-A3B5	TCGA-BLCA	Toil	TCGA_solid_primary	8.2889	5.8897	2.2391	3.9746	10.3748	9.7099	9.5865	0.3685	5.2732	1	4.0644	9.8904
TCGA-FD-A3B6	TCGA-BLCA	Toil	TCGA_solid_primary	6.1597	6.6041	2.299	4.8645	11.5585	11.8015	11.16	3.5633	7.7077	1	4.45155	11.506666666666666
TCGA-FD-A3B7	TCGA-BLCA	Toil	TCGA_solid_primary	3.0774	5.6602	1.9564	6.0845	11.2767	11.6796	10.5433	4.686	6.8431	1	3.8083	11.166533333333334
TCGA-FD-A3B8	TCGA-BLCA	Toil	TCGA_solid_primary	5.2877	6.1904	2.376	6.3681	11.4343	12.1998	10.456	5.9011	4.504	1	4.2832	11.363366666666666
TCGA-FD-A3N5	TCGA-BLCA	Toil	TCGA_solid_primary	6.7335	6.9213	2.3536	5.1575	11.2235	11.576	9.7452	2.0218	6.0962	1	4.637449999999999	10.848233333333335
TCGA-FD-A3N6	TCGA-BLCA	Toil	TCGA_solid_primary	6.9201	7.2428	2.4465	4.2235	9.1075	10.7374	8.9381	1.9188	4.0739	1	4.84465	9.594333333333333
TCGA-FD-A3NA	TCGA-BLCA	Toil	TCGA_solid_primary	8.668	6.2325	1.2394	4.5814	10.6012	11.0261	10.3993	2.4727	7.288	1	3.73595	10.675533333333334
TCGA-FD-A3SJ	TCGA-BLCA	Toil	TCGA_solid_primary	7.9442	6.6874	3.0791	3.6612	8.0804	9.4108	9.623	1.736	7.2957	1	4.88325	9.038066666666666
TCGA-FD-A3SL	TCGA-BLCA	Toil	TCGA_solid_primary	9.7537	5.3053	1.1184	4.7735	8.9637	9.1193	8.7549	2.1894	6.7853	1	3.21185	8.945966666666665
TCGA-FD-A3SM	TCGA-BLCA	Toil	TCGA_solid_primary	9.7111	6.1241	2.7951	4.5021	10.5272	10.0295	9.9205	0.7407	6.6457	1	4.4596	10.159066666666666
TCGA-FD-A3SN	TCGA-BLCA	Toil	TCGA_solid_primary	9.7037	5.7845	1.177	4.4983	9.2011	8.6083	8.6749	1.0779	8.3654	1	3.4807500000000005	8.8281
TCGA-FD-A3SO	TCGA-BLCA	Toil	TCGA_solid_primary	7.0332	6.8255	1.736	4.7903	9.6346	10.3463	10.1844	2.9413	6.9703	1	4.28075	10.0551
TCGA-FD-A3SP	TCGA-BLCA	Toil	TCGA_solid_primary	6.6784	6.19	2.4359	5.8166	11.4785	11.9115	11.4258	4.6451	6.6974	1	4.312950000000001	11.605266666666667
TCGA-FD-A3SQ	TCGA-BLCA	Toil	TCGA_solid_primary	8.4565	6.1365	2.2723	6.1721	10.6805	10.3171	9.9293	2.6441	5.8706	1	4.2044	10.308966666666665
TCGA-FD-A3SR	TCGA-BLCA	Toil	TCGA_solid_primary	10.3257	5.7586	2.6138	5.7074	11.1305	11.6384	10.4312	4.0909	8.2426	1	4.1862	11.066700000000003
TCGA-FD-A3SS	TCGA-BLCA	Toil	TCGA_solid_primary	8.9998	5.9748	1.8242	5.5844	8.5819	8.5779	7.6684	-1.3548	7.5452	1	3.8995	8.276066666666665
TCGA-FD-A43N	TCGA-BLCA	Toil	TCGA_solid_primary	10.405	5.738	1.4911	4.0304	9.4089	9.8839	9.4023	1.2576	7.2009	1	3.6145500000000004	9.565033333333334
TCGA-FD-A43P	TCGA-BLCA	Toil	TCGA_solid_primary	9.4787	6.2591	1.3679	4.7214	10.3922	11.0388	9.9017	4.795	7.6985	1	3.8135	10.444233333333335
TCGA-FD-A43S	TCGA-BLCA	Toil	TCGA_solid_primary	9.1954	2.77	0.2762	5.6938	9.7667	10.734	9.8603	2.7357	4.7793	1	1.5231	10.120333333333335
TCGA-FD-A43U	TCGA-BLCA	Toil	TCGA_solid_primary	7.5429	3.027	0.1257	4.2563	10.0333	10.6601	9.1329	2.108	5.3516	1	1.5763500000000001	9.9421
TCGA-FD-A43X	TCGA-BLCA	Toil	TCGA_solid_primary	7.8729	4.6224	2.5413	4.773	8.8829	7.675	8.2795	-2.1779	5.9778	1	3.58185	8.279133333333334
TCGA-FD-A43Y	TCGA-BLCA	Toil	TCGA_solid_primary	5.89	5.8465	1.1316	4.4667	11.8022	12.3693	11.5852	1.334	5.4353	1	3.4890499999999998	11.9189
TCGA-FD-A5BR	TCGA-BLCA	Toil	TCGA_solid_primary	10.0258	4.851	1.7097	4.6312	9.5415	9.2266	8.4019	3.2405	6.2696	1	3.28035	9.056666666666665
TCGA-FD-A5BS	TCGA-BLCA	Toil	TCGA_solid_primary	6.0995	3.7215	0.1648	5.6809	11.1261	11.525	10.5342	3.4061	3.5124	1	1.94315	11.061766666666665
TCGA-FD-A5BT	TCGA-BLCA	Toil	TCGA_solid_primary	5.7407	1.8683	-0.5125	5.176	10.9395	11.8258	10.7326	1.6558	1.196	1	0.6779000000000001	11.165966666666668
TCGA-FD-A5BU	TCGA-BLCA	Toil	TCGA_solid_primary	5.0998	5.8657	1.7532	5.5952	9.955	10.2486	9.7413	2.8117	1.7532	1	3.80945	9.981633333333335
TCGA-FD-A5BV	TCGA-BLCA	Toil	TCGA_solid_primary	8.1769	5.3155	1.4065	2.9581	7.7057	8.4939	7.4788	2.2082	7.3515	1	3.361	7.8928
TCGA-FD-A5BX	TCGA-BLCA	Toil	TCGA_solid_primary	5.2342	5.1676	0.605	6.1227	11.1546	11.1381	9.7314	2.6556	1.1897	1	2.8863000000000003	10.674700000000001
TCGA-FD-A5BY	TCGA-BLCA	Toil	TCGA_solid_primary	8.5944	6.5122	1.2696	5.5999	10.584	10.9458	10.251	1.7097	7.1378	1	3.8909000000000002	10.5936
TCGA-FD-A5BZ	TCGA-BLCA	Toil	TCGA_solid_primary	9.5467	5.5342	1.2209	4.9322	9.0151	9.5443	8.7407	1.6558	7.2669	1	3.3775500000000003	9.100033333333334
TCGA-FD-A5C0	TCGA-BLCA	Toil	TCGA_solid_primary	10.2209	5.8944	1.4652	4.3378	8.424	7.8829	8.5885	2.2633	6.9067	1	3.6798	8.298466666666666
TCGA-FD-A5C1	TCGA-BLCA	Toil	TCGA_solid_primary	9.371	5.281	-0.1345	5.3356	11.0422	12.3762	11.3727	2.6962	5.1206	1	2.57325	11.597033333333334
TCGA-FD-A62N	TCGA-BLCA	Toil	TCGA_solid_primary	6.5842	4.4719	0.4761	6.127	11.619	12.7551	11.4569	4.6759	6.3042	1	2.4739999999999998	11.943666666666665
TCGA-FD-A62O	TCGA-BLCA	Toil	TCGA_solid_primary	9.7747	6.2252	1.9302	3.6359	7.1158	7.5196	8.3572	0.4447	7.6206	1	4.0777	7.664200000000001
TCGA-FD-A62P	TCGA-BLCA	Toil	TCGA_solid_primary	9.8343	5.9336	1.4065	4.6916	9.127	9.5698	9.6485	2.8482	5.4053	1	3.6700500000000003	9.448433333333334
TCGA-FD-A62S	TCGA-BLCA	Toil	TCGA_solid_primary	6.7282	7.1967	1.6695	5.9451	9.9375	10.1671	9.3004	4.306	5.9411	1	4.4331	9.801666666666666
TCGA-FD-A6TA	TCGA-BLCA	Toil	TCGA_solid_primary	9.0435	6.08	2.108	4.7115	9.7843	9.7634	8.7358	3.5009	6.1217	1	4.094	9.427833333333332
TCGA-FD-A6TB	TCGA-BLCA	Toil	TCGA_solid_primary	9.6	6.0997	1.3454	6.002	10.0073	10.1536	9.1011	4.5608	7.3836	1	3.72255	9.754
TCGA-FD-A6TC	TCGA-BLCA	Toil	TCGA_solid_primary	9.1087	5.9404	2.183	4.197	8.5604	9.1171	8.7486	0.6145	7.3397	1	4.0617	8.8087
TCGA-FD-A6TD	TCGA-BLCA	Toil	TCGA_solid_primary	8.4661	6.2178	1.3051	6.0719	11.4884	12.3907	10.4921	2.7868	6.9319	1	3.76145	11.457066666666668
TCGA-FD-A6TE	TCGA-BLCA	Toil	TCGA_solid_primary	9.0907	7.3417	2.5972	2.7657	10.5712	11.4348	10.112	1.6234	7.357	1	4.96945	10.706000000000001
