cohort_id	matrix	compartment	in_lung_primary	label	disease	predictor	endpoint	in_primary_endpoint_set	n	rho	p	rho_ci95_lo	rho_ci95_hi	n_partial_ptprc	rho_partial_ptprc	p_partial_ptprc	rho_partial_ptprc_ci95_lo	rho_partial_ptprc_ci95_hi	n_partial_epcam	rho_partial_epcam	p_partial_epcam	rho_partial_epcam_ci95_lo	rho_partial_epcam_ci95_hi	n_partial_ptprc_epcam	rho_partial_ptprc_epcam	p_partial_ptprc_epcam	rho_partial_ptprc_epcam_ci95_lo	rho_partial_ptprc_epcam_ci95_hi	rho_CLDN4_vs_PTPRC	p_CLDN4_vs_PTPRC	n_CLDN4_vs_PTPRC	rho_CLDN4_vs_EPCAM	p_CLDN4_vs_EPCAM	n_CLDN4_vs_EPCAM	rho_endpoint_vs_PTPRC	p_endpoint_vs_PTPRC	rho_endpoint_vs_EPCAM	p_endpoint_vs_EPCAM	frac_cldn4_floor	frac_endpoint_floor	n_donors_collapsed	n_donors_with_replicates	q_lung	q_tcga	q_gtex	q_lung_adjacent	q_hiseqv2	q_lung_partial_ptprc	q_lung_partial_epcam
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	PRKDC	True	77	0.3458019486580462	0.0020672532036183533	0.13205075350825884	0.528822270669676	77	0.3452930692833834	0.0022517038817526	0.12995423430771189	0.5295259508118034	77	0.3327945690091963	0.0033100624238750643	0.11604600171315956	0.5192877542813581	77	0.3307471953520593	0.0037520278759782893	0.11220850533099888	0.5187667780561527	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.025463556419628802	0.8260092223160065	0.1913124634445754	0.09556705314973805	0.0	0.0	77	0		0.006487994669817601					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	LIG4	True	77	0.2738482573337529	0.01595393244366185	0.05312810199440121	0.4690569145193066	77	0.2821322967614777	0.01354179228072154	0.06052675737624941	0.4772319324649792	77	0.2790887481819199	0.014628857410886749	0.05723452186025376	0.4746766377528665	77	0.29160392041786054	0.011136856864069407	0.06922349103267952	0.4863759628443395	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	-0.154526213601664	0.1796417480427622	-0.030720492161501644	0.7908364388982786	0.0	0.0	77	0		0.03784421184310485					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	STING1	True	77	0.26896760270612885	0.01801333118909979	0.04787277260592609	0.4649371998796369	77	0.33349930320568266	0.0032402691057155726	0.11682796961436341	0.5198664677617331	77	0.2645217556362268	0.02093666594665333	0.0415437973750063	0.462400694048548	77	0.31676011281561156	0.0056257493956176656	0.09675416234209305	0.5072542054859078	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.6668090826693275	3.5800286828777703e-11	0.05901490653837054	0.6101718228512646	0.0	0.0	77	0		0.0417581768474586					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	HLA-A	True	77	0.0912168159184559	0.4301242372771325	-0.13553100051227107	0.3088849322477552	77	0.08598540471190887	0.4601806401600804	-0.14222734125639092	0.30551820648833733	77	0.10075413527584287	0.3864881917035206	-0.12759991347601873	0.31896422146735476	77	0.08823862575483682	0.4515676242954994	-0.14155817691853412	0.3090119500161345	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.3784409108656272	0.0006896965408196972	-0.07789681236295727	0.5007018952739547	0.0	0.0	77	0		0.5383149963468407					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	HLA-B	True	77	0.2760297882484129	0.015101124626823493	0.05548106364217812	0.4708955811214233	77	0.2818098057755074	0.01365356434750214	0.060177687276069834	0.4769613324897512	77	0.28064536902557924	0.014063816434674477	0.05891773086484796	0.47598395353894635	77	0.2799092684913526	0.015007298571516456	0.05653929240818865	0.47659372258842075	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.33056395528091786	0.0033219061586918786	-0.025356556032423993	0.8267289531410447	0.0	0.0	77	0		0.036242699104376386					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	HLA-C	True	77	0.3597667989705003	0.0013106641749438895	0.14768874815640154	0.5402150245751541	77	0.37747012355743237	0.0007753614149528193	0.16615480872632002	0.5556392486198152	77	0.35761050145972656	0.0015166038028152254	0.1437443886410616	0.5395635848095227	77	0.3685472565191816	0.0011401736534515628	0.15450954203569148	0.5495420190963675	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.38741948326111225	0.0004995722035719854	0.04219520210683308	0.7155835177182116	0.0	0.0	77	0		0.004609922270492301					
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	NHEJ_mean	False	77	0.381049408132048	0.0006286025318001848	0.1717269570559834	0.557451431936341	77	0.3830773822210363	0.0006365892803118691	0.17252203603645924	0.5601541379804735	77	0.37273715168197485	0.0009133176409461708	0.16079404166980477	0.551820127689429	77	0.3746968253536718	0.0009262828252702218	0.16146638561734902	0.5545027155561476	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	-0.04647035639537281	0.6881823883047234	0.12006572462424092	0.2982896652367615	0.0	0.0	77	0							
TCGA-ACC	Toil	TCGA_solid_primary	False	TCGA-ACC primary tumor	Adrenocortical Cancer	CLDN4	MHC_I	False	77	0.26573684014866494	0.01949866186462241	0.0444007132533613	0.46220546745446706	77	0.2749070890199005	0.01624480314274821	0.05271903649241184	0.4711604258422461	77	0.2698617322368421	0.018396979204459818	0.047282971507180076	0.46690964124993395	77	0.27141160842691675	0.018502132618978723	0.04736761189389853	0.4694549889938953	0.030822120415376957	0.7901603234937826	77	0.11059477733030289	0.338298083385022	77	0.38170106599605225	0.0006141307403850984	-0.021754847192152257	0.8510351550974738	0.0	0.0	77	0							
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	PRKDC	True	407	-0.0756062399937852	0.12781186291214303	-0.1715494424015334	0.021757619657179938	407	-0.044389483917619134	0.3723364184482264	-0.14110361682421513	0.05316391381829081	407	-0.17895303099118398	0.00029010197817179434	-0.27154738163343656	-0.08307619549839611	407	-0.16035899827547065	0.0012029991565954384	-0.2538364758539772	-0.06391378669366328	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.24022403968051093	9.418371129631531e-07	0.21707262297176316	9.93408969922838e-06	0.0	0.0	407	0		0.20155615609772715					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	LIG4	True	407	0.07768858486228615	0.1176172291845253	-0.019663867537596247	0.17358171657754468	407	0.09625670322416587	0.052618195681344085	-0.0010771088623698147	0.19178378279166228	407	0.04535917494758647	0.3619722597344468	-0.052194962618277496	0.14205578796783166	407	0.05883169867593985	0.23747200223910198	-0.03883486261569025	0.15538483884109192	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.12352663741331503	0.012633036515877438	0.09218321543917028	0.06317407080834224	0.0	0.0	407	0		0.1904278948701838					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	STING1	True	407	-0.10991931479408133	0.026592933479012714	-0.2049336403577311	-0.012852682476581846	407	-0.035475388310111704	0.4759510960531031	-0.13234218576611378	0.062062610526949884	407	-0.04706042672248235	0.34422925733605747	-0.1437258701235071	0.05049456489117157	407	0.008457385839017926	0.8652629201756524	-0.0890599394257209	0.1058141113244721	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.5961704979188315	1.5824050585763085e-40	-0.1715923573511463	0.0005072075903755387	0.0	0.0	407	0		0.05896693945346297					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	HLA-A	True	407	-0.17884280134805886	0.0002876248936500083	-0.271329898480874	-0.08308318031833725	407	-0.1258490944560338	0.011146598711800154	-0.22047244704877353	-0.028879086798309448	407	-0.10628722303379019	0.03226650487294459	-0.2015263025937625	-0.009057191384356095	407	-0.06846459993854981	0.16907597335138536	-0.16480901237379506	0.029173962078250223	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.5384524060622337	5.656978304379963e-32	-0.21247791507150687	1.5402202469698718e-05	0.0	0.0	407	0		0.0011504995746000333					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	HLA-B	True	407	-0.18510758887512088	0.0001730486052619985	-0.277321645723017	-0.08951427832725081	407	-0.12942442280595107	0.009033633729364112	-0.22392753830727857	-0.03251020180442129	407	-0.13050971123451685	0.008466930782604652	-0.2249758590978043	-0.03361293062106364	407	-0.09471294087301674	0.056851212615031656	-0.19039963347385627	0.0027564278607765734	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.6078642957303002	1.7729877606681692e-42	-0.17039955448572555	0.0005556430584006069	0.0	0.0	407	0		0.0007354565723634936					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	HLA-C	True	407	-0.053346990073559	0.28296179771379665	-0.14977428771774293	0.04408557537018734	407	0.020069489712689105	0.68681373964048	-0.07740542312254581	0.11716436156158302	407	-0.03717559480713829	0.45505377072785164	-0.13401444320570113	0.060366537048502956	407	0.011537796129352533	0.8169390419601816	-0.08600282493762589	0.10885933597051878	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.5136993128545805	8.72104722504438e-29	-0.048946455696157666	0.3246186375499752	0.0	0.0	407	0		0.3874107834470773					
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	NHEJ_mean	False	407	-0.004543426244614199	0.9271916561622345	-0.10170246845849143	0.09270147233395734	407	0.03032508227028433	0.5423324405853087	-0.06719696113743583	0.12727317626397483	407	-0.08701193464545667	0.07991854275325641	-0.18278775017987975	0.010399856387043488	407	-0.06421509221943952	0.19717536986028578	-0.16065375121933723	0.03343807130142714	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.2456160570270863	5.250259475865113e-07	0.18892378127900233	0.00012594540364354686	0.0	0.0	407	0							
TCGA-BLCA	Toil	TCGA_solid_primary	False	TCGA-BLCA primary tumor	Bladder Urothelial Carcinoma	CLDN4	MHC_I	False	407	-0.15107896574141932	0.002242445555169654	-0.24468954196377005	-0.05467797976928911	407	-0.08797437469520746	0.07662665430488379	-0.18372504372015042	0.009430087317086663	407	-0.09747070176570768	0.049692637537496226	-0.1929639268192833	-0.00014838773771640398	407	-0.05457924560782476	0.27316272912164463	-0.15121892951920007	0.04309387465743574	-0.13705203195042312	0.005614298466837636	407	0.3920216637759326	2.1115373359447842e-16	407	0.5880651852735148	3.1998521097579486e-39	-0.1595813198346514	0.0012367984313335786	0.0	0.0	407	0							
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	PRKDC	True	509	0.0873039085921	0.04900093911819667	0.0003957109160269231	0.17290317355396953	509	0.0617514353506556	0.16461860433842893	-0.025381693498793066	0.14795337774910294	509	0.1325588176806758	0.0027572077507890527	0.04609360392220489	0.21705250104176857	509	0.09997108105690641	0.024379162797055844	0.01300166930433535	0.18543929536794782	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.2847307385806289	5.99110178411716e-11	-0.22026340605723754	5.196264806058304e-07	0.0	0.0	509	0		0.09255732944548259					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	LIG4	True	509	0.2186625857893979	6.308278254693959e-07	0.13430372414677966	0.2998748951852425	509	0.2011131509875048	4.91336896912659e-06	0.11614853450121176	0.2831557761521002	509	0.18754551814590587	2.0955736087643748e-05	0.1022164937069789	0.27013481164998193	509	0.14934448203181794	0.0007425261065794599	0.06308228552588661	0.23339175182581762	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.24933081586674197	1.1867518786214155e-08	0.21227141321824422	1.348520894720047e-06	0.0	0.0	509	0		5.734337552992661e-06					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	STING1	True	509	0.049075769041305194	0.2690973382955589	-0.037997499391411	0.13540941640294243	509	-0.03416001527493483	0.44233557246374294	-0.12079780095938768	0.05299424755297294	509	0.12253706303912833	0.005684079562678616	0.035923242697808215	0.2073236981056258	509	0.023719093481185522	0.5941502311055211	-0.06349465695292532	0.11057330300138062	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.7261983326219791	1.5133674415309761e-84	-0.35208264355262014	2.668614889074878e-16	0.0	0.0	509	0		0.3734412041652654					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	HLA-A	True	509	0.05806430595203396	0.19091626280655882	-0.02899320668984428	0.14424756966696264	509	0.013680193972298837	0.7583937624733919	-0.07340394039397603	0.10055729138073508	509	0.12668210116400117	0.004239543386466879	0.040127570541799606	0.21134960502489342	509	0.07141036362113332	0.10827282780497251	-0.015770306538148572	0.15751345136929654	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.46097008380393933	3.8271913028883414e-28	-0.3292063084789082	2.4886971606266674e-14	0.0	0.0	509	0		0.28428407016451096					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	HLA-B	True	509	0.05495266569646866	0.2158362607254569	-0.032111901018035405	0.14118954433877406	509	0.0009422221250560359	0.9830986397139392	-0.0860616063027509	0.08793178826468588	509	0.12658349139271738	0.004269638577173151	0.040027514676091676	0.2112538627135827	509	0.059544662533548176	0.18069259527032908	-0.027681475261128255	0.14587087859882839	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.5429750117024316	2.270807276138704e-40	-0.34260604471136474	1.8281747030864797e-15	0.0	0.0	509	0		0.3145042656285229					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	HLA-C	True	509	0.04657253403442573	0.29431156775065037	-0.04050260755755408	0.13294561362727583	509	0.0017597165846814208	0.9684404704909777	-0.0852501082593031	0.08874290489641225	509	0.1011402098667959	0.02261850299438879	0.014268986922523895	0.18649602911645344	509	0.04350206945507007	0.32828881383189484	-0.04374625424213983	0.13009184690580947	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.45119740860267554	6.780163095266643e-27	-0.27161581736687457	4.6532749356194443e-10	0.0	0.0	509	0		0.4002637321408845					
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	NHEJ_mean	False	509	0.20962737513120994	1.8341288071667248e-06	0.1249934259989758	0.2912326179496129	509	0.1885706992225	1.8846343308263344e-05	0.10326804190448388	0.2711197422639787	509	0.206883088759186	2.571351205787364e-06	0.12208359506222513	0.28868408005403545	509	0.16796752057787961	0.00014483537488039287	0.08208558955471493	0.2513732724422731	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.3183918753144472	1.8678667378326796e-13	0.03471800621709828	0.4344591961884154	0.0	0.0	509	0							
TCGA-LGG	Toil	TCGA_solid_primary	False	TCGA-LGG primary tumor	Brain Lower Grade Glioma	CLDN4	MHC_I	False	509	0.05045444014678701	0.255860646532046	-0.036617329096838395	0.13676591416809028	509	-0.0005580633608714186	0.9899891052211243	-0.08755058673848859	0.0864429073507817	509	0.11874002661475508	0.007380806594707303	0.03207458310080982	0.2036332690313213	509	0.05518406554501147	0.21481297389695786	-0.03205256629667942	0.14158626349553075	0.09975667635554382	0.024404763082106037	509	0.1809834300401419	4.006609943778688e-05	509	0.5105612420758919	3.880511394363407e-35	-0.3302629933193642	2.0349289626653056e-14	0.0	0.0	509	0							
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	PRKDC	True	1092	0.16771623595826116	2.4689977634713413e-08	0.10948241551989286	0.22480268330426229	1092	0.17642968993407548	4.43954077825497e-09	0.11831831714316156	0.23333668749191006	1092	0.108181792597423	0.00034400202940341085	0.04914704492000024	0.1664632969552977	1092	0.11653187247173949	0.00011523541888087621	0.05755256840564494	0.17470058548055264	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.11985836325384765	7.170518997801713e-05	0.29881946418841954	5.822526691604051e-24	0.0	0.0	1092	0		3.357836958321024e-07					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	LIG4	True	1092	-0.03830813165665671	0.2058989681330912	-0.09740987223859868	0.021062844988872627	1092	-0.01965071416339926	0.5167344687605236	-0.07890898679945565	0.0397459428486954	1092	-0.06654577461562128	0.027953158687655567	-0.1254008049317225	-0.007224003623672998	1092	-0.05270280614847609	0.08199901625036057	-0.11173069217198293	0.0066956789258645205	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.33298297231380325	1.1005307268422232e-29	0.11619838414506355	0.00011885776676439876	0.0	0.0	1092	0		0.30437238767500435					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	STING1	True	1092	0.10772878781417285	0.0003621269373990739	0.0487170187471448	0.16599108101335233	1092	0.1535275255476094	3.478536086423598e-07	0.09504324832213436	0.21095562024604933	1092	0.16772494585093475	2.5013381694995575e-08	0.10946430890607421	0.22483710130690754	1092	0.216731092421517	4.712529236057611e-13	0.15940493587472582	0.27260053957246244	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.4670229100614292	2.996664881757031e-60	-0.22875015557021827	1.976138081581073e-14	0.0	0.0	1092	0		0.0014078840999663196					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	HLA-A	True	1092	0.015802436476913546	0.6019260890661032	-0.04356151036591804	0.07505518613565401	1092	0.047233075517168946	0.1189481111019769	-0.012151290442419914	0.10628542814219787	1092	0.019443321352125748	0.521169973793541	-0.03995308546982158	0.0787028031942499	1092	0.046559068807546816	0.12448346311932307	-0.012853998743988935	0.10564453973242309	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.4443354580723065	4.740533686051503e-54	-0.013990504023917539	0.6442138246941799	0.0	0.0	1092	0		0.6709995746966396					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	HLA-B	True	1092	-0.0183735586716944	0.5441709375359463	-0.07761207344323182	0.04099423420505308	1092	0.013420865384505888	0.6579054567038924	-0.04596605034447865	0.07271324920412246	1092	-0.016380045748169907	0.5888841897833995	-0.07565679746530406	0.04301207117539605	1092	0.010198845276733107	0.7366154038882297	-0.049208486377132085	0.06953426842473565	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.5033750495584179	3.2909572691814478e-71	-0.010743208111278223	0.722876165362415	0.0	0.0	1092	0		0.6416813367475898					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	HLA-C	True	1092	0.027339098819582196	0.3667562255645017	-0.03203596852637101	0.08652188425373675	1092	0.055154049459755584	0.06859894067512637	-0.004210033985302433	0.1141307550409031	1092	0.03091432568024762	0.3076419594956507	-0.028488246109152498	0.09009931602586181	1092	0.05496332107980619	0.06969137503387828	-0.004428664115397507	0.11396890558279316	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.3918529449580715	2.1424328775531162e-41	-0.012391265245521666	0.6825240008364803	0.0	0.0	1092	0		0.4796042949689638					
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	NHEJ_mean	False	1092	0.0861703300416037	0.004377762307101922	0.0269851651720622	0.14475347602761526	1092	0.10806400626618771	0.0003491992002179716	0.04902815248651184	0.16634741751942844	1092	0.02953794241642466	0.3296887317520106	-0.029864715271956357	0.08873268867870202	1092	0.04754173449839781	0.11672170535494056	-0.011869303354337533	0.10661829243078327	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.28796128052640885	2.697728558129611e-22	0.2599117121372305	2.5577691129676073e-18	0.0	0.0	1092	0							
TCGA-BRCA	Toil	TCGA_solid_primary	False	TCGA-BRCA primary tumor	Breast Invasive Carcinoma	CLDN4	MHC_I	False	1092	0.00868100136606183	0.7744613324049231	-0.050668202066220754	0.06796910848161147	1092	0.04231600543869312	0.16249379296352826	-0.017077185641476533	0.10141161571976641	1092	0.011462174209058444	0.7052988524959154	-0.047920727751318906	0.07076433667792259	1092	0.04030404514730417	0.1836311370710614	-0.019119242024540167	0.09944359311002245	-0.05949749715873748	0.049343716206657125	1092	0.22460036824240864	5.928093851988387e-14	1092	0.4777821065044057	2.3411865626175365e-63	-0.0110758508776049	0.7146649108441838	0.0	0.0	1092	0							
TCGA-CESC	Toil	TCGA_solid_primary	False	TCGA-CESC primary tumor	Cervical & Endocervical Cancer	CLDN4	PRKDC	True	304	0.10093994297959547	0.07888572963504116	-0.011685038583050788	0.2110359354147949	304	0.10381446712080622	0.07115341948902106	-0.008968483897315367	0.21398934424017552	304	0.0715309339416218	0.214393037517105	-0.041481446269060814	0.18273612823270655	304	0.05955128001213904	0.30229939212559404	-0.05367418407388941	0.1712648751952765	-0.020174713682635965	0.7260800248813163	304	0.30637075175453915	4.9975481604064677e-08	304	0.11013626719126708	0.055083141321700606	0.1085318551037771	0.058743432153020435	0.0	0.0	304	0		0.1329974284756066					
TCGA-CESC	Toil	TCGA_solid_primary	False	TCGA-CESC primary tumor	Cervical & Endocervical Cancer	CLDN4	LIG4	True	304	0.2198655537228701	0.00011104638680488855	0.11009628681867502	0.32433599114297856	304	0.22663291612340838	6.874592566944146e-05	0.1169411487899748	0.33086188522106136	304	0.16622856345466538	0.003710507976519492	0.054572685529151385	0.27377864602325974	304	0.15019438616718137	0.008945734962160907	0.03797339048528353	0.25867414098539265	-0.020174713682635965	0.7260800248813163	304	0.30637075175453915	4.9975481604064677e-08	304	0.16988778491284495	0.0029632746723017825	0.21301736289300519	0.00018269292525925924	0.0	0.0	304	0		0.000514851429731756					
TCGA-CESC	Toil	TCGA_solid_primary	False	TCGA-CESC primary tumor	Cervical & Endocervical Cancer	CLDN4	STING1	True	304	0.20309030358767916	0.0003657738102853673	0.0927162085536683	0.3085338092096606	304	0.2272349979924272	6.56719667003278e-05	0.1175671936094118	0.33142705024646946	304	0.2752944586830208	1.1355045539192904e-06	0.16782220184348115	0.37629981494253134	304	0.26320097697266737	3.535155172717689e-06	0.15493890049563613	0.3652165250579375	-0.020174713682635965	0.7260800248813163	304	0.30637075175453915	4.9975481604064677e-08	304	0.3745874393633015	1.4616906985047462e-11	-0.17869789881380313	0.0017594954545348631	0.0	0.0	304	0		0.0014078840999663196					
TCGA-CESC	Toil	TCGA_solid_primary	False	TCGA-CESC primary tumor	Cervical & Endocervical Cancer	CLDN4	HLA-A	True	304	0.03255944279368657	0.5717306297204641	-0.08022670080925094	0.1445224008841237	304	0.04060042644630947	0.4813725853605891	-0.07240886913227791	0.15258044618720118	304	0.03989895299197413	0.48898641139223675	-0.07310776137711866	0.15189411833995903	304	0.014212721907645394	0.8056985400807818	-0.0988104885815052	0.1268739087384739	-0.020174713682635965	0.7260800248813163	304	0.30637075175453915	4.9975481604064677e-08	304	0.30334957127898	6.854476520580638e-08	-0.01767442625335084	0.7589053292418686	0.0	0.0	304	0		0.6634848968206196					
