gene	neighborhood	radius	index_definition	dataset	n_sections	n_patients	median_partial_epi_rho	mean_partial_epi_rho	n_negative_partial_epi	n_positive_partial_epi	wilcoxon_p_partial_epi	stouffer_z_partial_epi	stouffer_p_partial_epi	abs_median_partial_epi_rho	median_partial_epi_imm_rho	mean_partial_epi_imm_rho	n_negative_partial_epi_imm	n_positive_partial_epi_imm	wilcoxon_p_partial_epi_imm	stouffer_z_partial_epi_imm	stouffer_p_partial_epi_imm	abs_median_partial_epi_imm_rho	median_spearman_rho	mean_spearman_rho	n_negative_spearman	n_positive_spearman	wilcoxon_p_spearman	stouffer_z_spearman	stouffer_p_spearman	abs_median_spearman_rho
CLDN4	immune_broad	1	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.038045314451927555	-0.021079863235262175	13	7	0.21616744995117188	-2.8981411901297927	0.0037538155917233988	0.038045314451927555	-0.019865731774757575	-0.013679041986792808	13	7	0.47490501403808594	-1.8153112306683217	0.06947609407316381	0.019865731774757575	-0.06079604884062351	-0.04240431823352735	12	8	0.06372261047363281	-5.752614507336787	8.787370824036456e-09	0.06079604884062351
CLDN4	immune_broad	1	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.03070940288376046	-0.028366883660464293	12	8	0.15364646911621094	-4.164356131055921	3.122324335219188e-05	0.03070940288376046	-0.014707650685377197	-0.01133853924572871	12	8	0.47490501403808594	-1.558356426661535	0.11914877972431241	0.014707650685377197	-0.07801988236234791	-0.05932515491554717	15	5	0.01531219482421875	-8.667146604616638	4.430842908914839e-18	0.07801988236234791
CLDN4	immune_broad	2	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.016166779301911793	0.0014409599223234371	8	12	0.7841262817382812	0.37885672083100747	0.7047942643405513	0.016166779301911793	0.010783927058396125	0.008805022048437444	8	12	0.4523754119873047	1.4202944626569776	0.15552197257353956	0.010783927058396125	0.010387266425163121	-0.009774004377680948	9	11	0.8123550415039062	-1.0585046721285696	0.2898254218623374	0.010387266425163121
CLDN4	immune_broad	2	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.00631362297464115	-0.012618923469589228	11	9	0.6742229461669922	-1.6205180220403044	0.1051210461638466	0.00631362297464115	0.012558236865045652	0.003271481456203244	10	10	0.7561664581298828	0.763503320437516	0.4451632828470379	0.012558236865045652	-0.014591448401274739	-0.0342250101521754	12	8	0.21616744995117188	-4.69789687456072	2.6285408287363077e-06	0.014591448401274739
CLDN4	immune_broad	3	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.013054090246681383	0.00916072133866708	8	12	0.5958194732666016	1.5614161987310977	0.11842558229296488	0.013054090246681383	0.02928279321199173	0.015836672370613945	9	11	0.38837623596191406	2.5076547113533256	0.012153536432042415	0.02928279321199173	0.025348974945096088	0.0037824208014414704	8	12	0.9272785186767578	0.9634677024716268	0.3353128647673752	0.025348974945096088
CLDN4	immune_broad	3	tumor_including_immune_rich	E-MTAB-13530	20	8	0.009803140344645868	-0.005985743697639987	9	11	0.7561664581298828	-0.47613052974739933	0.6339813880175932	0.009803140344645868	0.034311390287302	0.00823002987142203	9	11	0.6476554870605469	1.6652914105803904	0.09585463135346883	0.034311390287302	0.008907104447091382	-0.020170632662604493	10	10	0.5216732025146484	-2.4500153039887334	0.014285014300629553	0.008907104447091382
CLDN4	immune_broad	k6	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.034720502374696975	-0.020109941462320518	13	7	0.2942523956298828	-2.7606634612173333	0.005768408335495234	0.034720502374696975	-0.015247329175520803	-0.012545039100780775	12	8	0.5458755493164062	-1.6532150573938675	0.09828710307901369	0.015247329175520803	-0.05981453942357298	-0.040932245598112614	14	6	0.058258056640625	-5.562721492603271	2.6559959610578907e-08	0.05981453942357298
CLDN4	immune_broad	k6	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.029988115024606923	-0.026992008642093595	12	8	0.15364646911621094	-3.9479692161963507	7.88169362716102e-05	0.029988115024606923	-0.01233782946415168	-0.00947225890577467	12	8	0.5216732025146484	-1.265277332826736	0.2057719291675114	0.01233782946415168	-0.07262462207745107	-0.05740956078046457	14	6	0.021484375	-8.399304360764917	4.491313157938347e-17	0.07262462207745107
CLDN4	t_effector	1	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.02526501699002063	0.02425445793578256	7	13	0.069580078125	2.722947070686227	0.0064702423119702935	0.02526501699002063	0.022633685206374876	0.031288684373971073	6	14	0.013616561889648438	3.7155330600653453	0.00020277574909866207	0.022633685206374876	0.003121213376180098	0.019589845455775332	9	11	0.4304332733154297	1.9826447411292247	0.04740712604317892	0.003121213376180098
CLDN4	t_effector	1	tumor_including_immune_rich	E-MTAB-13530	20	8	0.004956641293141868	0.017762331571065364	10	10	0.24548721313476562	2.0962666643662926	0.036058542153649224	0.004956641293141868	0.015546391716639525	0.033324986814232384	4	16	0.009435653686523438	4.4062956559257564	1.0515341373226352e-05	0.015546391716639525	-0.016611485707190038	0.00468933180499866	13	7	0.8694877624511719	0.120296384530799	0.9042483680419401	0.016611485707190038
CLDN4	t_effector	2	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.03158340124674145	0.02716531035349906	6	14	0.03623390197753906	3.5684728497546945	0.00035906805360370143	0.03158340124674145	0.047651708826846106	0.03318349301957144	5	15	0.021484375	4.421909899437982	9.783225464599699e-06	0.047651708826846106	0.04064185348219493	0.031164390040642816	6	14	0.05316925048828125	4.11272621181442	3.910140137360129e-05	0.04064185348219493
CLDN4	t_effector	2	tumor_including_immune_rich	E-MTAB-13530	20	8	0.014096351086633836	0.017045563677305458	7	13	0.1893482208251953	2.4228087730893715	0.015401031319272557	0.014096351086633836	0.03588795361886171	0.030520225978559877	7	13	0.039989471435546875	4.428059528076333	9.508466197824632e-06	0.03588795361886171	0.013617817368977832	0.010856018980719537	9	11	0.47490501403808594	1.5757484937546422	0.11508377674957801	0.013617817368977832
CLDN4	t_effector	3	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.05772083171681994	0.038909771231572736	6	14	0.026641845703125	5.258693973456552	1.4508209681055341e-07	0.05772083171681994	0.06384542452942996	0.04463634098947311	6	14	0.017181396484375	6.0605946942181514	1.356191793916304e-09	0.06384542452942996	0.06223042688867583	0.04306728517382149	6	14	0.026641845703125	5.901117127233262	3.6104846438389052e-09	0.06223042688867583
CLDN4	t_effector	3	tumor_including_immune_rich	E-MTAB-13530	20	8	0.05150170257068548	0.030356062609728347	6	14	0.11398696899414062	4.555877988775031	5.21672126157441e-06	0.05150170257068548	0.06367531991834254	0.043137398496018456	6	14	0.01531219482421875	6.443425691038363	1.1680647257525016e-10	0.06367531991834254	0.046495035662936134	0.027236339868946285	6	14	0.20244979858398438	4.1822317486568075	2.8866150618981162e-05	0.046495035662936134
CLDN4	t_effector	k6	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.020044168121795835	0.02636710694934035	6	14	0.09730720520019531	3.0508608023279553	0.002281863361185447	0.020044168121795835	0.02699915290382731	0.03346251726621695	6	14	0.017181396484375	4.054534536983737	5.0234228587240215e-05	0.02699915290382731	0.015508846875158801	0.02217934395826988	8	12	0.2942523956298828	2.3761395020556515	0.017494847186441294	0.015508846875158801
CLDN4	t_effector	k6	tumor_including_immune_rich	E-MTAB-13530	20	8	0.015101404621798195	0.019390238172086096	9	11	0.17685317993164062	2.433982611374024	0.014933712481156365	0.015101404621798195	0.019426587372648012	0.035217431422941016	6	14	0.01531219482421875	4.796802314258923	1.6121856623271308e-06	0.019426587372648012	-0.012301924426905832	0.006798768662877916	11	9	0.956329345703125	0.5201559028053988	0.6029549175780358	0.012301924426905832
