gene	neighborhood	radius	index_definition	dataset	n_sections	n_patients	median_partial_epi_rho	mean_partial_epi_rho	n_negative_partial_epi	n_positive_partial_epi	wilcoxon_p_partial_epi	stouffer_z_partial_epi	stouffer_p_partial_epi	abs_median_partial_epi_rho	median_partial_epi_imm_rho	mean_partial_epi_imm_rho	n_negative_partial_epi_imm	n_positive_partial_epi_imm	wilcoxon_p_partial_epi_imm	stouffer_z_partial_epi_imm	stouffer_p_partial_epi_imm	abs_median_partial_epi_imm_rho	median_spearman_rho	mean_spearman_rho	n_negative_spearman	n_positive_spearman	wilcoxon_p_spearman	stouffer_z_spearman	stouffer_p_spearman	abs_median_spearman_rho
TACSTD2	immune_broad	1	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.040238912794099614	-0.02272768105918958	13	7	0.2305126190185547	-4.200095291048888	2.6680266785975278e-05	0.040238912794099614	-0.025518171960639283	-0.01594357920098958	13	7	0.24548721313476562	-2.9267586998331234	0.0034251451200975305	0.025518171960639283	-0.07957163197688155	-0.04306162285806581	14	6	0.09730720520019531	-6.919037347797301	4.547229816647595e-12	0.07957163197688155
TACSTD2	immune_broad	1	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.05426131251759132	-0.038989202401125536	15	5	0.08969497680664062	-6.810797314358524	9.705929844427723e-12	0.05426131251759132	-0.01790379295573065	-0.016790845041201534	14	6	0.1230926513671875	-3.1218007606648928	0.0017974854077903123	0.01790379295573065	-0.10262131263357299	-0.06896115368904657	15	5	0.013616561889648438	-11.184503502924144	4.8561579922401826e-29	0.10262131263357299
TACSTD2	immune_broad	2	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.06348763623044791	-0.016984919225375743	15	5	0.4523754119873047	-2.874896620748133	0.004041598042279287	0.06348763623044791	-0.03856819307587863	-0.013284612726444794	13	7	0.4304332733154297	-2.016310355823218	0.043767532707083265	0.03856819307587863	-0.055854785702432366	-0.026644850752273262	14	6	0.3299827575683594	-4.080065388623704	4.5023034047575156e-05	0.055854785702432366
TACSTD2	immune_broad	2	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.06475883035838952	-0.03222001765433567	15	5	0.14290618896484375	-5.2426186390712655	1.5831353283562023e-07	0.06475883035838952	-0.03569348176447806	-0.014893892356978586	13	7	0.34881019592285156	-2.2592200096012443	0.02386970274298608	0.03569348176447806	-0.08841225906905112	-0.05230117271140462	15	5	0.069580078125	-8.091000082476764	5.917681507757262e-16	0.08841225906905112
TACSTD2	immune_broad	3	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.03028651090075791	-0.008348520666589589	13	7	0.5216732025146484	-1.3605074121823075	0.1736694089192078	0.03028651090075791	-0.023975149849626877	-0.005634391833369123	12	8	0.6742229461669922	-0.6386358179577055	0.5230598745903701	0.023975149849626877	-0.03784917401003805	-0.011628944720552247	12	8	0.5705966949462891	-1.6593367081077173	0.09704796225688594	0.03784917401003805
TACSTD2	immune_broad	3	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.04543169448017324	-0.024852289257351022	14	6	0.1893482208251953	-3.8007861550597406	0.00014423774176167348	0.04543169448017324	-0.040028575196799934	-0.00979421976233438	12	8	0.5958194732666016	-1.1366383311955441	0.25568950912564636	0.040028575196799934	-0.07170661930920644	-0.036813092878577446	13	7	0.082550048828125	-5.435656606413897	5.4595009366996996e-08	0.07170661930920644
TACSTD2	immune_broad	k6	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.041342534909548694	-0.02052738234836749	13	7	0.26109886169433594	-3.914241491802863	9.068883786228867e-05	0.041342534909548694	-0.017750289543149434	-0.013748112354081752	13	7	0.3117942810058594	-2.63666203987545	0.00837262011121499	0.017750289543149434	-0.07777094763537608	-0.04012106084339095	14	6	0.13272666931152344	-6.550501104746093	5.7344332524882164e-11	0.07777094763537608
TACSTD2	immune_broad	k6	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.047458891676237125	-0.03806024852021804	14	6	0.09730720520019531	-6.6937417123323435	2.1753523895040203e-11	0.047458891676237125	-0.010919776643346793	-0.015922350712690363	15	5	0.09730720520019531	-2.985451563500048	0.0028315997799153248	0.010919776643346793	-0.09807976481683213	-0.0672662482608422	15	5	0.01923370361328125	-10.985601601523227	4.482421379850893e-28	0.09807976481683213
TACSTD2	t_effector	1	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.010648648071359653	0.015278074207903202	10	10	0.6476554870605469	0.7351319071785823	0.46225916388022326	0.010648648071359653	0.010313602460590682	0.01954263168975094	9	11	0.47490501403808594	1.6418137446417551	0.10062860971576024	0.010313602460590682	-0.02468256206377462	0.012775785795135264	11	9	0.6476554870605469	0.3131552831571725	0.7541626898190277	0.02468256206377462
TACSTD2	t_effector	1	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.022982285928115607	0.0031882557408582065	12	8	0.956329345703125	-0.9425798120736305	0.3458958698736496	0.022982285928115607	0.002741708016903396	0.02023507058972183	10	10	0.38837623596191406	1.9499849263078948	0.051177915694182896	0.002741708016903396	-0.05538627008349234	-0.0076900693564935976	12	8	0.7841262817382812	-2.5906909612909907	0.009578346338501737	0.05538627008349234
TACSTD2	t_effector	2	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.0026539862441717728	0.019001026262087144	10	10	0.4523754119873047	1.8304600388200487	0.06718117702376801	0.0026539862441717728	0.017373266433306667	0.020938996813685794	9	11	0.17685317993164062	2.424976012387338	0.015309398283486554	0.017373266433306667	-0.0021116397951118785	0.024594529758352617	10	10	0.3117942810058594	2.618391562041407	0.008834536555692208	0.0021116397951118785
TACSTD2	t_effector	2	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.025474162742552445	0.009360887925283473	12	8	0.6742229461669922	0.5787363857006331	0.5627670607052326	0.025474162742552445	0.0074928301330695925	0.023461337861924687	9	11	0.14290618896484375	3.038635196500486	0.002376524431595145	0.0074928301330695925	-0.03043925887331015	0.004862281633846676	12	8	0.8123550415039062	-0.006880369206344191	0.994510302950903	0.03043925887331015
TACSTD2	t_effector	3	index_tumor_not_immune_rich	E-MTAB-13530	20	8	0.036759942402185	0.030024083798685854	8	12	0.10539817810058594	3.594259489940132	0.0003253154935665575	0.036759942402185	0.03822792215269945	0.031818621243886784	7	13	0.069580078125	4.150846429905026	3.312479763714008e-05	0.03822792215269945	0.06372646898505874	0.036673125140225686	8	12	0.04844093322753906	4.588156480485229	4.471774030705919e-06	0.06372646898505874
TACSTD2	t_effector	3	tumor_including_immune_rich	E-MTAB-13530	20	8	0.014752356375216805	0.01576954493551323	9	11	0.3117942810058594	1.85622370580361	0.06342167850255792	0.014752356375216805	0.02060658369889308	0.028835427560828814	9	11	0.10539817810058594	4.15507607411516	3.251793309041051e-05	0.02060658369889308	0.03836917960652321	0.01549892782360473	9	11	0.3117942810058594	1.9132210417183444	0.05571976087352069	0.03836917960652321
TACSTD2	t_effector	k6	index_tumor_not_immune_rich	E-MTAB-13530	20	8	-0.00677030783608312	0.018392296906552214	10	10	0.5458755493164062	1.1603274822100618	0.24591549941061797	0.00677030783608312	0.010654676186020742	0.022638708961727406	9	11	0.34881019592285156	2.0645341091177905	0.03896710333061604	0.010654676186020742	-0.023731784526805567	0.016468948003314554	11	9	0.6215133666992188	0.8229491407471171	0.4105369161370811	0.023731784526805567
TACSTD2	t_effector	k6	tumor_including_immune_rich	E-MTAB-13530	20	8	-0.02169674798051826	0.005092841659700606	12	8	0.8983173370361328	-0.6491344438463125	0.516251480276597	0.02169674798051826	0.007282603717273941	0.022323931043303675	9	11	0.34881019592285156	2.286523150655856	0.022223671341972964	0.007282603717273941	-0.05322009771438544	-0.005294407536242844	12	8	0.8408222198486328	-2.2279150518023205	0.025886180262076765	0.05322009771438544
