geo	dcc	IL7R	FCER1G	C1QB	TACSTD2	CD2	TRAC	CD14	GZMK	PRF1	CD68	AIF1	C1QA	IFNG	MS4A1	CD8A	CD3D	GZMA	NKG7	CD52	PTPRC	LYZ	CD79A	CXCL9	CD3E	GZMB	CLDN4	CXCL13	CCL5	CXCL10	_aligned	title	spotid	tissue	cell type	treatment	IL7R_cpm	FCER1G_cpm	C1QB_cpm	TACSTD2_cpm	CD2_cpm	TRAC_cpm	CD14_cpm	GZMK_cpm	PRF1_cpm	CD68_cpm	AIF1_cpm	C1QA_cpm	IFNG_cpm	MS4A1_cpm	CD8A_cpm	CD3D_cpm	GZMA_cpm	NKG7_cpm	CD52_cpm	PTPRC_cpm	LYZ_cpm	CD79A_cpm	CXCL9_cpm	CD3E_cpm	GZMB_cpm	CLDN4_cpm	CXCL13_cpm	CCL5_cpm	CXCL10_cpm
GSM8382028	GSM8382028_DSP-1001660003044-C-C06.dcc.gz	18.0	28.0	66.0	233.0	31.0	18.0	34.0	21.0	19.0	87.0	39.0	28.0	33.0	27.0	74.0	32.0	26.0	20.0	23.0	20.0	42.0	31.0	64.0	29.0	44.0	147.0	24.0	37.0	24.0	5010885.0	120_DSP-1001660003044-C-C06	120	Lung Cancer	CK	Immunotherapy	3.592179824522016	5.5878352825898014	13.17132602324739	46.49877217297942	6.186531920010138	3.592179824522016	6.785228557430474	4.190876461942351	3.791745370328794	17.36220248518974	7.783056286464367	5.5878352825898014	6.585663011623695	5.388269736783023	14.76785038970162	6.386097465816917	5.188704190976244	3.991310916135573	4.590007553555909	3.991310916135573	8.381752923884703	6.186531920010138	12.772194931633834	5.7874008283965805	8.78088401549826	29.336135233596462	4.789573099362688	7.38392519485081	4.789573099362688
GSM8382030	GSM8382030_DSP-1001660003044-C-C08.dcc.gz	89.0	107.0	297.0	235.0	103.0	115.0	151.0	89.0	107.0	243.0	114.0	175.0	104.0	95.0	252.0	100.0	123.0	138.0	123.0	116.0	163.0	103.0	410.0	114.0	129.0	297.0	110.0	192.0	129.0	14242828.0	15_DSP-1001660003044-C-C08	15	Lung Cancer	CK	Immunotherapy	6.248759024542037	7.512552984561774	20.852600340325672	16.499532255813243	7.231709882335165	8.07423918901499	10.601827109054467	6.248759024542037	7.512552984561774	17.06121846026646	8.004028413458338	12.286885722414116	7.301920657891817	6.670023677881948	17.693115440276326	7.021077555665209	8.635925393468206	9.689087026817989	8.635925393468206	8.144449964571642	11.44435641573429	7.231709882335165	28.78641797822736	8.004028413458338	9.057190046808119	20.852600340325672	7.723185311231729	13.480468906877203	9.057190046808119
GSM8382032	GSM8382032_DSP-1001660003044-C-C10.dcc.gz	79.0	71.0	189.0	331.0	88.0	72.0	84.0	66.0	62.0	151.0	77.0	74.0	71.0	59.0	129.0	55.0	50.0	59.0	63.0	47.0	120.0	63.0	173.0	68.0	59.0	234.0	66.0	59.0	70.0	11443973.0	17_DSP-1001660003044-C-C10	17	Lung Cancer	CK	Immunotherapy	6.903196992862531	6.20413906953468	16.515243438620487	28.923521577689847	7.689637156606365	6.291521309950661	7.340108194942439	5.767227867454773	5.417698905790847	13.194718302813193	6.728432512030569	6.466285790782624	6.20413906953468	5.155552184542903	11.272309013661602	4.806023222878977	4.36911202079907	5.155552184542903	5.5050811462068285	4.106965299551127	10.485868849917768	5.5050811462068285	15.117127591964785	5.941992348286735	5.155552184542903	20.447444257339647	5.767227867454773	5.155552184542903	6.116756829118699
GSM8382035	GSM8382035_DSP-1001660003044-C-D01.dcc.gz	19.0	11.0	47.0	30.0	26.0	23.0	26.0	19.0	25.0	31.0	14.0	17.0	32.0	25.0	68.0	24.0	17.0	23.0	25.0	23.0	21.0	30.0	52.0	25.0	17.0	19.0	27.0	20.0	28.0	2795521.0	18_DSP-1001660003044-C-D01	18	Lung Cancer	CK	Immunotherapy	6.796586396596556	3.9348658085559007	16.812608454738847	10.731452205152456	9.300591911132129	8.227446690616883	9.300591911132129	6.796586396596556	8.942876837627047	11.089167278657538	5.008011029071146	6.081156249586392	11.44688235216262	8.942876837627047	24.324624998345566	8.585161764121965	6.081156249586392	8.227446690616883	8.942876837627047	8.227446690616883	7.51201654360672	10.731452205152456	18.601183822264257	8.942876837627047	6.081156249586392	6.796586396596556	9.65830698463721	7.154301470101638	10.016022058142292
GSM8382038	GSM8382038_DSP-1001660003044-C-D04.dcc.gz	29.0	14.0	44.0	28.0	20.0	19.0	18.0	22.0	15.0	28.0	22.0	30.0	21.0	24.0	47.0	15.0	19.0	30.0	22.0	24.0	38.0	27.0	58.0	20.0	25.0	20.0	28.0	25.0	24.0	2573574.0	2_DSP-1001660003044-C-D04	2	Lung Cancer	CK	Immunotherapy	11.268376195904995	5.439905749747239	17.09684664206275	10.879811499494478	7.771293928210341	7.382729231799824	6.994164535389307	8.548423321031375	5.8284704461577554	10.879811499494478	8.548423321031375	11.656940892315511	8.159858624620858	9.32555271385241	18.2625407312943	5.8284704461577554	7.382729231799824	11.656940892315511	8.548423321031375	9.32555271385241	14.765458463599648	10.49124680308396	22.53675239180999	7.771293928210341	9.714117410262926	7.771293928210341	10.879811499494478	9.714117410262926	9.32555271385241
GSM8382041	GSM8382041_DSP-1001660003044-C-D07.dcc.gz	122.0	104.0	256.0	181.0	105.0	105.0	98.0	107.0	109.0	171.0	96.0	125.0	108.0	94.0	256.0	89.0	105.0	114.0	97.0	74.0	125.0	120.0	271.0	111.0	139.0	210.0	116.0	148.0	131.0	15954178.0	20_DSP-1001660003044-C-D07	20	Lung Cancer	CK	Immunotherapy	7.646899765064675	6.51866865218628	16.045953605381612	11.344990635054968	6.581348158457302	6.581348158457302	6.142591614560149	6.706707170999346	6.832066183541389	10.718195572344747	6.017232602018105	7.83493828387774	6.769386677270368	5.89187358947606	16.045953605381612	5.578476058120952	6.581348158457302	7.1454637148965	6.079912108289126	4.638283464055623	7.83493828387774	7.521540752522631	16.986146199446942	6.957425196083434	8.712451371672048	13.162696316914603	7.270822727438543	9.276566928111246	8.211015321503872
GSM8382043	GSM8382043_DSP-1001660003044-C-D09.dcc.gz	38.0	36.0	62.0	42.0	35.0	51.0	42.0	29.0	40.0	52.0	34.0	23.0	34.0	35.0	95.0	27.0	24.0	48.0	38.0	27.0	35.0	43.0	78.0	39.0	21.0	30.0	36.0	44.0	35.0	4008806.0	21_DSP-1001660003044-C-D09	21	Lung Cancer	CK	Immunotherapy	9.479131691580985	8.980230023603038	15.465951707316343	10.476935027536877	8.730779189614065	12.721992533437637	10.476935027536877	7.234074185680225	9.97803335955893	12.97144336742661	8.481328355625092	5.737369181746385	8.481328355625092	8.730779189614065	23.69782922895246	6.735172517702278	5.986820015735359	11.973640031470717	9.479131691580985	6.735172517702278	8.730779189614065	10.72638586152585	19.457165051139913	9.728582525569957	5.238467513768438	7.483525019669198	8.980230023603038	10.975836695514824	8.730779189614065
GSM8382046	GSM8382046_DSP-1001660003044-C-D12.dcc.gz	53.0	83.0	185.0	403.0	82.0	72.0	69.0	39.0	59.0	202.0	55.0	116.0	54.0	36.0	128.0	54.0	55.0	75.0	57.0	43.0	256.0	43.0	217.0	74.0	119.0	184.0	69.0	121.0	53.0	8577807.0	22_DSP-1001660003044-C-D12	22	Lung Cancer	CK	Immunotherapy	6.178735427365059	9.67613283908113	21.567284038915776	46.98170523071923	9.559552925357261	8.393753788118572	8.044014046946964	4.546616635230893	6.878214909708274	23.549142572221548	6.411895254812798	13.523269991968808	6.295315341088928	4.196876894059286	14.922228956655239	6.295315341088928	6.411895254812798	8.743493529290179	6.645055082260536	5.012936290126369	29.844457913310478	5.012936290126369	25.297841278079584	8.626913615566309	13.873009733140416	21.450704125191905	8.044014046946964	14.106169560588155	6.178735427365059
GSM8382049	GSM8382049_DSP-1001660003044-C-E03.dcc.gz	40.0	46.0	115.0	72.0	51.0	59.0	47.0	48.0	50.0	55.0	59.0	51.0	41.0	41.0	122.0	41.0	61.0	69.0	53.0	49.0	63.0	57.0	149.0	45.0	44.0	60.0	53.0	62.0	54.0	5170816.0	23_DSP-1001660003044-C-E03	23	Lung Cancer	CK	Immunotherapy	7.735722949723989	8.896081392182587	22.24020348045647	13.92430130950318	9.863046760898087	11.410191350842885	9.089474465925688	9.282867539668787	9.669653687154987	10.636619055870487	11.410191350842885	9.863046760898087	7.929116023467089	7.929116023467089	23.59395499665817	7.929116023467089	11.796977498329085	13.344122088273883	10.249832908384287	9.476260613411887	12.183763645815285	11.023405203356685	28.81556798772186	8.702688318439488	8.509295244696387	11.603584424585984	10.249832908384287	11.990370572072184	10.443225982127386
GSM8382052	GSM8382052_DSP-1001660003044-C-E06.dcc.gz	19.0	14.0	29.0	25.0	14.0	22.0	19.0	12.0	15.0	24.0	13.0	17.0	9.0	7.0	30.0	10.0	10.0	13.0	8.0	15.0	27.0	14.0	34.0	13.0	18.0	32.0	12.0	10.0	12.0	1762164.0	24_DSP-1001660003044-C-E06	24	Lung Cancer	CK	Immunotherapy	10.782197343720563	7.944776990109888	16.457038050941907	14.18710176805337	7.944776990109888	12.484649555886966	10.782197343720563	6.809808848665618	8.512261060832023	13.619617697331236	7.377292919387753	9.647229202276291	5.107356636499214	3.972388495054944	17.024522121664045	5.674840707221348	5.674840707221348	7.377292919387753	4.539872565777079	8.512261060832023	15.32206990949764	7.944776990109888	19.294458404552582	7.377292919387753	10.214713272998427	18.159490263108317	6.809808848665618	5.674840707221348	6.809808848665618
GSM8382055	GSM8382055_DSP-1001660003044-C-E09.dcc.gz	11.0	10.0	18.0	10.0	7.0	11.0	11.0	4.0	8.0	6.0	13.0	15.0	14.0	7.0	29.0	11.0	9.0	8.0	8.0	7.0	12.0	7.0	17.0	7.0	11.0	6.0	11.0	10.0	12.0	1011231.0	25_DSP-1001660003044-C-E09	25	Lung Cancer	CK	Immunotherapy	10.877831079150067	9.888937344681878	17.80008722042738	9.888937344681878	6.922256141277314	10.877831079150067	10.877831079150067	3.9555749378727514	7.911149875745503	5.933362406809127	12.855618548086442	14.833406017022817	13.844512282554629	6.922256141277314	28.677918299577446	10.877831079150067	8.90004361021369	7.911149875745503	7.911149875745503	6.922256141277314	11.866724813618253	6.922256141277314	16.811193485959194	6.922256141277314	10.877831079150067	5.933362406809127	10.877831079150067	9.888937344681878	11.866724813618253
GSM8382058	GSM8382058_DSP-1001660003044-C-E12.dcc.gz	38.0	58.0	181.0	197.0	50.0	49.0	61.0	46.0	46.0	112.0	55.0	78.0	53.0	40.0	100.0	38.0	41.0	58.0	34.0	36.0	112.0	49.0	177.0	44.0	62.0	114.0	357.0	47.0	50.0	7561344.0	27_DSP-1001660003044-C-E12	27	Lung Cancer	CK	Immunotherapy	5.025561593282887	7.670594010800197	23.937543378531647	26.053569312545495	6.612581043793273	6.480329422917408	8.067348873427793	6.0835745602898115	6.0835745602898115	14.812181538096931	7.2738391481726	10.315626428317504	7.009335906420869	5.290064835034618	13.225162087586545	5.025561593282887	5.422316455910484	7.670594010800197	4.496555109779425	4.761058351531156	14.812181538096931	6.480329422917408	23.408536895028185	5.81907131853808	8.199600494303658	15.076684779848662	47.21382865268397	6.215826181165676	6.612581043793273
GSM8382061	GSM8382061_DSP-1001660003044-C-F03.dcc.gz	66.0	81.0	286.0	679.0	95.0	78.0	112.0	68.0	82.0	347.0	84.0	107.0	85.0	52.0	165.0	71.0	73.0	83.0	80.0	73.0	153.0	65.0	198.0	59.0	79.0	398.0	81.0	87.0	76.0	21814018.0	3_DSP-1001660003044-C-F03	3	Lung Cancer	CK	Immunotherapy	3.025577406234835	3.71320863492457	13.110835427017618	31.12677361868868	4.354997781701656	3.575682389186623	5.13431317421669	3.117261570060133	3.7590507168372187	15.907202423689208	3.850734880662517	4.905102764653445	3.896576962575166	2.3837882594577486	7.563943515587087	3.25478781579808	3.3464719796233777	3.804892798749868	3.667366553011921	3.3464719796233777	7.013838532635299	2.979735324322186	9.076732218704505	2.704682832846292	3.621524471099272	18.245148601234305	3.71320863492457	3.988261126400464	3.483998225361325
GSM8382063	GSM8382063_DSP-1001660003044-C-F05.dcc.gz	92.0	93.0	191.0	96.0	110.0	89.0	96.0	102.0	97.0	140.0	115.0	97.0	127.0	65.0	226.0	85.0	85.0	101.0	88.0	72.0	115.0	96.0	250.0	115.0	101.0	110.0	93.0	123.0	107.0	12046653.0	30_DSP-1001660003044-C-F05	30	Lung Cancer	CK	Immunotherapy	7.63697601317146	7.71998662201028	15.85502628821466	7.9690184485267395	9.131166972270224	7.387944186654999	7.9690184485267395	8.467082101559662	8.05202905736556	11.621485237434829	9.546220016464325	8.05202905736556	10.542347322530167	5.395689574523313	18.76039759757337	7.055901751299718	7.055901751299718	8.38407149272084	7.304933577816178	5.9767638363950555	9.546220016464325	7.9690184485267395	20.752652209705055	9.546220016464325	8.38407149272084	9.131166972270224	7.71998662201028	10.210304887174885	8.882135145753763
GSM8382065	GSM8382065_DSP-1001660003044-C-F07.dcc.gz	44.0	56.0	147.0	641.0	57.0	50.0	59.0	56.0	55.0	129.0	65.0	87.0	49.0	45.0	103.0	48.0	47.0	38.0	51.0	56.0	121.0	48.0	109.0	45.0	59.0	363.0	43.0	58.0	56.0	9629041.0	32_DSP-1001660003044-C-F07	32	Lung Cancer	CK	Immunotherapy	4.569510089322498	5.81574011368318	15.266317798418347	66.5694538012664	5.919592615713237	5.192625101502839	6.12729761977335	5.81574011368318	5.711887611653123	13.396972761877326	6.750412631953691	9.03516767661494	5.088772599472782	4.673362591352555	10.696807709095848	4.984920097442726	4.881067595412668	3.9463950771421574	5.296477603532896	5.81574011368318	12.566152745636872	4.984920097442726	11.319922721276189	4.673362591352555	6.12729761977335	37.69845823691061	4.4656575872924416	6.023445117743293	5.81574011368318
GSM8382067	GSM8382067_DSP-1001660003044-C-F09.dcc.gz	99.0	101.0	227.0	278.0	102.0	102.0	124.0	91.0	83.0	177.0	112.0	102.0	114.0	100.0	215.0	100.0	93.0	92.0	89.0	80.0	134.0	130.0	268.0	124.0	123.0	233.0	115.0	104.0	132.0	14601113.0	33_DSP-1001660003044-C-F09	33	Lung Cancer	CK	Immunotherapy	6.780305035650365	6.917280894956432	15.546760031238712	19.039644443543445	6.985768824609466	6.985768824609466	8.492503276976215	6.232401598426092	5.68449816120182	12.122363548587016	7.6706481211398065	6.985768824609466	7.807623980445873	6.848792965303398	14.724904875402306	6.848792965303398	6.369377457732161	6.300889528079127	6.095425739120025	5.479034372242719	9.177382573506554	8.903430854894419	18.354765147013108	8.492503276976215	8.42401534732318	15.95768760915692	7.876111910098908	7.122744683915534	9.040406714200486
GSM8382069	GSM8382069_DSP-1001660003044-C-F11.dcc.gz	43.0	34.0	95.0	95.0	42.0	47.0	42.0	29.0	32.0	52.0	44.0	46.0	42.0	39.0	95.0	34.0	28.0	41.0	37.0	47.0	63.0	46.0	182.0	42.0	41.0	74.0	41.0	67.0	55.0	4282304.0	35_DSP-1001660003044-C-F11	35	Lung Cancer	CK	Immunotherapy	10.04132354919221	7.93965117843105	22.18431946914558	22.18431946914558	9.807804396885414	10.975400158419394	9.807804396885414	6.772055416897072	7.472612873817458	12.142995919953371	10.274842701499006	10.741881006112598	9.807804396885414	9.107246939965028	22.18431946914558	7.93965117843105	6.5385362645902765	9.574285244578618	8.640208635351437	10.975400158419394	14.711706595328124	10.741881006112598	42.500485719836796	9.807804396885414	9.574285244578618	17.280417270702873	9.574285244578618	15.645783204555304	12.843553376873757
GSM8382072	GSM8382072_DSP-1001660003044-C-G02.dcc.gz	31.0	50.0	73.0	565.0	27.0	27.0	64.0	11.0	22.0	87.0	48.0	55.0	14.0	11.0	46.0	17.0	34.0	31.0	25.0	35.0	73.0	18.0	73.0	17.0	26.0	124.0	17.0	46.0	20.0	4314622.0	4_DSP-1001660003044-C-G02	4	Lung Cancer	CK	Immunotherapy	7.184870424338447	11.58850068441685	16.9192109992486	130.9500577339104	6.257790369585099	6.257790369585099	14.83328087605357	2.5494701505717074	5.098940301143415	20.16399119088532	11.124960657040175	12.747350752858535	3.244780191636718	2.5494701505717074	10.661420629663503	3.9400902327017295	7.880180465403459	7.184870424338447	5.794250342208425	8.111950479091796	16.9192109992486	4.171860246390066	16.9192109992486	3.9400902327017295	6.026020355896762	28.73948169735379	3.9400902327017295	10.661420629663503	4.635400273766741
GSM8382075	GSM8382075_DSP-1001660003044-C-G05.dcc.gz	175.0	213.0	578.0	357.0	201.0	162.0	273.0	175.0	189.0	403.0	209.0	229.0	210.0	153.0	404.0	164.0	185.0	157.0	139.0	166.0	281.0	187.0	473.0	192.0	222.0	473.0	177.0	185.0	213.0	30730120.0	40_DSP-1001660003044-C-G05	40	Lung Cancer	CK	Immunotherapy	5.6947385822118495	6.931310388634994	18.808908002962568	11.617266707712174	6.540814028711895	5.271700858961826	8.883792188250485	5.6947385822118495	6.150317668788797	13.114169420750716	6.801144935327295	7.451972201865791	6.833686298654219	4.9788285890195025	13.14671078407764	5.3367835856156765	6.020152215481098	5.108994042327202	4.523249502442555	5.401866312269526	9.144123094865883	6.0852349421349485	15.392064853635457	6.247941758769572	7.224182658577318	15.392064853635457	5.759821308865699	6.020152215481098	6.931310388634994
GSM8382076	GSM8382076_DSP-1001660003044-C-G06.dcc.gz	207.0	233.0	611.0	1981.0	253.0	172.0	278.0	186.0	202.0	304.0	249.0	266.0	290.0	170.0	537.0	226.0	221.0	217.0	164.0	147.0	262.0	248.0	556.0	230.0	261.0	395.0	207.0	250.0	253.0	39336708.0	42_DSP-1001660003044-C-G06	42	Lung Cancer	CK	Immunotherapy	5.262260380304321	5.923220621308728	15.532565663603574	50.36008605498966	6.431651575927503	4.372506209721465	7.067190269200971	4.728407877954607	5.1351526416496265	7.72815051020538	6.329965385003748	6.762131696429706	7.372248841972236	4.321663114259587	13.651371131514107	5.745269787192156	5.618162048537463	5.516475857613708	4.169133827873955	3.7369675164479954	6.660445505505951	6.304543837272809	14.134380538401942	5.846955978115911	6.6350239577750125	10.041511353720805	5.262260380304321	6.355386932734686	6.431651575927503
