geo	dcc	IL7R	FCER1G	C1QB	TACSTD2	CD2	TRAC	CD14	GZMK	PRF1	CD68	AIF1	C1QA	IFNG	MS4A1	CD8A	CD3D	GZMA	NKG7	CD52	PTPRC	LYZ	CD79A	CXCL9	CD3E	GZMB	CLDN4	CXCL13	CCL5	CXCL10	_aligned	title	spotid	tissue	cell type	treatment	IL7R_cpm	FCER1G_cpm	C1QB_cpm	TACSTD2_cpm	CD2_cpm	TRAC_cpm	CD14_cpm	GZMK_cpm	PRF1_cpm	CD68_cpm	AIF1_cpm	C1QA_cpm	IFNG_cpm	MS4A1_cpm	CD8A_cpm	CD3D_cpm	GZMA_cpm	NKG7_cpm	CD52_cpm	PTPRC_cpm	LYZ_cpm	CD79A_cpm	CXCL9_cpm	CD3E_cpm	GZMB_cpm	CLDN4_cpm	CXCL13_cpm	CCL5_cpm	CXCL10_cpm
GSM8382001	GSM8382001_DSP-1001660003044-C-A03.dcc.gz	77.0	103.0	268.0	410.0	109.0	120.0	105.0	67.0	97.0	260.0	82.0	91.0	91.0	64.0	215.0	96.0	88.0	75.0	74.0	68.0	150.0	97.0	213.0	107.0	97.0	1062.0	93.0	125.0	85.0	17224610.0	100_DSP-1001660003044-C-A03	100	Lung Cancer	CK	Immunotherapy	4.470347949822957	5.979816088724215	15.559133124059123	23.803151421135226	6.32815489000912	6.966776025698114	6.0959290224858504	3.8897832810147808	5.631477287439309	15.09468138901258	4.7606302842270445	5.283138486154403	5.283138486154403	3.7156138803723278	12.482140379375789	5.573420820558492	5.1089690855119505	4.354235016061321	4.296178549180504	3.9478397478955984	8.708470032122642	5.631477287439309	12.366027445614153	6.212041956247486	5.631477287439309	61.65596782742831	5.399251419916038	7.257058360102202	4.934799684869498
GSM8382004	GSM8382004_DSP-1001660003044-C-A06.dcc.gz	41.0	55.0	112.0	68.0	70.0	46.0	55.0	43.0	44.0	60.0	38.0	65.0	50.0	42.0	112.0	49.0	51.0	59.0	40.0	33.0	84.0	60.0	164.0	58.0	81.0	112.0	48.0	41.0	52.0	11071665.0	101_DSP-1001660003044-C-A06	101	Lung Cancer	CK	Immunotherapy	3.7031467263505533	4.967635852421474	10.115913008567365	6.141804326630186	6.322445630354603	4.154749985661597	4.967635852421474	3.883788030074971	3.9741086819371794	5.419239111732518	3.4321847707639277	5.870842371043561	4.516032593110431	3.793467378212762	10.115913008567365	4.425711941248222	4.606353244972639	5.328918459870309	3.612826074488345	2.980581511452885	7.586934756425524	5.419239111732518	14.812586905402213	5.2385978080081	7.315972800838899	10.115913008567365	4.335391289386014	3.7031467263505533	4.696673896834848
GSM8382006	GSM8382006_DSP-1001660003044-C-A08.dcc.gz	151.0	235.0	610.0	787.0	192.0	168.0	250.0	132.0	156.0	448.0	209.0	269.0	133.0	101.0	316.0	166.0	142.0	142.0	273.0	145.0	307.0	122.0	510.0	173.0	177.0	2266.0	166.0	213.0	179.0	30489246.0	102_DSP-1001660003044-C-A08	102	Lung Cancer	CK	Immunotherapy	4.952565898153074	7.707635669311074	20.00705429055215	25.81237987977794	6.297302334075431	5.5101395423160024	8.199612414160718	4.329395354676859	5.1165581464362875	14.693705446176006	6.85487597823836	8.822782957636933	4.362193804333502	3.31264341532093	10.364310091499148	5.444542643002716	4.657379851243288	4.657379851243288	8.953976756263502	4.755775200213216	10.069124044589362	4.00141085811043	16.727209324887866	5.674131790599216	5.805325589225788	74.32128692195275	5.444542643002716	6.986069776864931	5.870922488539074
GSM8382009	GSM8382009_DSP-1001660003044-C-A11.dcc.gz	50.0	49.0	105.0	77.0	56.0	42.0	67.0	38.0	51.0	64.0	52.0	57.0	55.0	41.0	119.0	45.0	52.0	38.0	44.0	47.0	135.0	49.0	154.0	50.0	46.0	54.0	50.0	38.0	54.0	5540835.0	103_DSP-1001660003044-C-A11	103	Lung Cancer	CK	Immunotherapy	9.023910656065377	8.843432442944069	18.95021237773729	13.89682241034068	10.106779934793222	7.580084951094917	12.092040279127605	6.8581720986096855	9.204388869186683	11.550605639763681	9.384867082307991	10.287258147914528	9.926301721671916	7.399606737973609	21.476907361435597	8.121519590458838	9.384867082307991	6.8581720986096855	7.941041377337531	8.482476016701453	24.364558771376515	8.843432442944069	27.79364482068136	9.023910656065377	8.301997803580146	9.745823508550606	9.023910656065377	6.8581720986096855	9.745823508550606
GSM8382011	GSM8382011_DSP-1001660003044-C-B01.dcc.gz	21.0	33.0	84.0	59.0	41.0	30.0	43.0	36.0	26.0	59.0	40.0	34.0	43.0	29.0	120.0	35.0	40.0	35.0	41.0	40.0	41.0	46.0	71.0	40.0	46.0	58.0	40.0	36.0	43.0	5170230.0	109_DSP-1001660003044-C-B01	109	Lung Cancer	CK	Immunotherapy	4.061714856012208	6.38269477373347	16.246859424048832	11.411484595462872	7.930014718880978	5.802449794303154	8.316844705167854	6.962939753163786	5.028789821729401	11.411484595462872	7.73659972573754	6.576109766876909	8.316844705167854	5.609034801159716	23.209799177212616	6.769524760020348	7.73659972573754	6.769524760020348	7.930014718880978	7.73659972573754	7.930014718880978	8.897089684598171	13.732464513184134	7.73659972573754	8.897089684598171	11.218069602319432	7.73659972573754	6.962939753163786	8.316844705167854
GSM8382013	GSM8382013_DSP-1001660003044-C-B03.dcc.gz	47.0	156.0	662.0	455.0	89.0	71.0	127.0	55.0	80.0	373.0	133.0	322.0	93.0	61.0	183.0	76.0	69.0	77.0	82.0	62.0	202.0	84.0	238.0	79.0	135.0	980.0	75.0	106.0	82.0	23655134.0	111_DSP-1001660003044-C-B03	111	Lung Cancer	CK	Immunotherapy	1.9868836929860554	6.594762895868609	27.98546818631423	19.234725112950112	3.7623967803352962	3.0014626000427644	5.368813383175086	2.3250766620049585	3.3819296901890303	15.768247180506354	5.622458109939263	13.612267003010848	3.931493264844748	2.578721388769136	7.7361641663074066	3.212833205679579	2.9169143577880385	3.2551073268069417	3.4664779324437562	2.6209955098964985	8.539372467727302	3.5510261746984817	10.061240828312366	3.3396555690616676	5.707006352193989	41.428638704815626	3.170559084552216	4.481056839500465	3.4664779324437562
GSM8382016	GSM8382016_DSP-1001660003044-C-B06.dcc.gz	50.0	61.0	155.0	1423.0	88.0	65.0	70.0	50.0	57.0	166.0	82.0	50.0	61.0	55.0	152.0	65.0	56.0	67.0	49.0	46.0	74.0	84.0	154.0	67.0	90.0	554.0	66.0	60.0	72.0	11004969.0	116_DSP-1001660003044-C-B06	116	Lung Cancer	CK	Immunotherapy	4.5434021667848405	5.542950643477505	14.084546717033005	129.30522566669657	7.99638781354132	5.906422816820292	6.360763033498777	4.5434021667848405	5.179478470134718	15.084095193725672	7.451179553527139	4.5434021667848405	5.542950643477505	4.997742383463324	13.811942587025916	5.906422816820292	5.088610426799022	6.088158903491687	4.452534123449144	4.1799299934420535	6.724235206841564	7.632915640198532	13.993678673697309	6.088158903491687	8.178123900212713	50.340896007976035	5.9972908601559896	5.452082600141809	6.54249912017017
GSM8382019	GSM8382019_DSP-1001660003044-C-B09.dcc.gz	46.0	52.0	123.0	51.0	48.0	49.0	38.0	22.0	32.0	66.0	43.0	44.0	29.0	31.0	92.0	41.0	35.0	36.0	37.0	39.0	112.0	40.0	155.0	54.0	57.0	48.0	44.0	80.0	47.0	5481950.0	117_DSP-1001660003044-C-B09	117	Lung Cancer	CK	Immunotherapy	8.391174673245834	9.485675717582247	22.437271408896468	9.30325887685951	8.756008354691305	8.938425195414041	6.93183994746395	4.013170495900182	5.837338903127537	12.039511487700544	7.843924151077627	8.026340991800364	5.29008838095933	5.654922062404801	16.782349346491667	7.4790904696321565	6.384589425295744	6.5670062660184785	6.749423106741214	7.114256788186686	20.43068616094638	7.296673628909421	28.274610312024006	9.850509399027718	10.397759921195926	8.756008354691305	8.026340991800364	14.593347257818841	8.57359151396857
GSM8382022	GSM8382022_DSP-1001660003044-C-B12.dcc.gz	52.0	69.0	128.0	773.0	54.0	44.0	64.0	43.0	44.0	157.0	65.0	63.0	57.0	49.0	109.0	48.0	44.0	53.0	35.0	33.0	97.0	44.0	155.0	52.0	74.0	416.0	59.0	49.0	46.0	5662053.0	118_DSP-1001660003044-C-B12	118	Lung Cancer	CK	Immunotherapy	9.18394794255723	12.186392462239404	22.606641089371646	136.52291845378346	9.537176709578663	7.771032874471504	11.303320544685823	7.594418490960788	7.771032874471504	27.72845821118241	11.47993492819654	11.126706161175107	10.067019860110811	8.654104792025082	19.250967802668043	8.477490408514367	7.771032874471504	9.360562326067948	6.18150342287506	5.828274655853628	17.13159520053945	7.771032874471504	27.37522944416098	9.18394794255723	13.069464379792983	73.47158354045784	10.420248627132244	8.654104792025082	8.124261641492936
GSM8382025	GSM8382025_DSP-1001660003044-C-C03.dcc.gz	11.0	16.0	47.0	67.0	21.0	19.0	20.0	11.0	20.0	28.0	22.0	19.0	27.0	19.0	55.0	17.0	12.0	16.0	16.0	19.0	21.0	29.0	38.0	19.0	14.0	37.0	21.0	14.0	15.0	2711532.0	119_DSP-1001660003044-C-C03	119	Lung Cancer	CK	Immunotherapy	4.056747255794879	5.900723281156188	17.333374638396304	24.709278739841533	7.744699306517496	7.007108896372973	7.375904101445235	4.056747255794879	7.375904101445235	10.32626574202333	8.113494511589758	7.007108896372973	9.957470536951067	7.007108896372973	20.283736278974395	6.269518486228449	4.425542460867141	5.900723281156188	5.900723281156188	7.007108896372973	7.744699306517496	10.69506094709559	14.014217792745946	7.007108896372973	5.163132871011665	13.645422587673686	7.744699306517496	5.163132871011665	5.531928076083926
