section	patient	gene	neighborhood	radius	index_definition	n_index	pct_detected	spearman_rho	spearman_p	partial_rho_epi	partial_p_epi	partial_rho_epi_imm	partial_p_epi_imm	hot_minus_cold_median	mannwhitney_p
P10_T1	P10	CLDN4	immune_broad	1	index_tumor_not_immune_rich	918	0.8954	-0.12417691294722782	0.0001620368204907486	-0.09677651858742298	0.0033518742405751513	-0.0949089889632625	0.004039801730170114	-0.14194839817832317	0.0010894734666011827
P10_T1	P10	CLDN4	immune_broad	1	tumor_including_immune_rich	1091	0.8827	-0.18744365760692405	4.3867758500937917e-10	-0.1528916255638189	3.9408241325334127e-07	-0.10081068824415618	0.0008640347156924599	-0.208768423478928	7.017540819050396e-08
P10_T1	P10	CLDN4	immune_broad	2	index_tumor_not_immune_rich	925	0.8962	-0.12016385816156727	0.0002492986177483971	-0.0888844881071465	0.006860316801050487	-0.08678804588996712	0.008337045219028226	-0.08391191377805374	0.0016173727185013103
P10_T1	P10	CLDN4	immune_broad	2	tumor_including_immune_rich	1098	0.8834	-0.17481587981624938	5.50721346613719e-09	-0.13876087814792748	3.96915363536106e-06	-0.09464688681037826	0.0017078050420702821	-0.1620682418670516	7.188046338539401e-08
P10_T1	P10	CLDN4	immune_broad	3	index_tumor_not_immune_rich	927	0.8954	-0.1216080070039232	0.00020616017436448692	-0.0963410893178369	0.0033402977753294134	-0.09496087926475595	0.0038432151921359205	-0.11126624756034875	0.0008020501797903826
P10_T1	P10	CLDN4	immune_broad	3	tumor_including_immune_rich	1100	0.8827	-0.17230852076844788	8.85081493154076e-09	-0.14047045596939692	2.9444621912913875e-06	-0.10005274031933319	0.0009004544513239088	-0.16632405279293305	1.3312088808196662e-07
P10_T1	P10	CLDN4	immune_broad	k6	index_tumor_not_immune_rich	926	0.8952	-0.11680030720057602	0.00036851941527099336	-0.09106769893848321	0.005575893155755446	-0.09105047286385932	0.0056107419601968255	-0.15628240351445677	0.001108910402534732
P10_T1	P10	CLDN4	immune_broad	k6	tumor_including_immune_rich	1099	0.8826	-0.18072128751303154	1.5989670185286875e-09	-0.14789813087862133	8.554356355935064e-07	-0.0965587865480413	0.001364954897696817	-0.20305159907826598	1.0212431411832382e-07
P10_T1	P10	CLDN4	t_effector	1	index_tumor_not_immune_rich	918	0.8954	-0.04048130224655792	0.2204416898899543	-0.02864191367065695	0.3863095767636911	-0.021551764754154705	0.5147497489372299	0.002849239586190988	0.6547931894993078
P10_T1	P10	CLDN4	t_effector	1	tumor_including_immune_rich	1091	0.8827	-0.11002157191565763	0.00027164800225163403	-0.08863722021134915	0.003402957808890901	-0.039428938601009246	0.1935439934911263	-0.10436278830191825	0.0027127476123409663
P10_T1	P10	CLDN4	t_effector	2	index_tumor_not_immune_rich	925	0.8962	-0.040623656629329145	0.21706909553695544	-0.025625772854793012	0.4365516920602847	-0.019778793131415076	0.5484114378034372	-0.008357830078431272	0.3916232629906671
P10_T1	P10	CLDN4	t_effector	2	tumor_including_immune_rich	1098	0.8834	-0.08885399247884984	0.0032113300432852917	-0.06628334437106474	0.02814340056494889	-0.02344423380555279	0.43812510640778907	-0.06769783683975583	0.013223453240155897
P10_T1	P10	CLDN4	t_effector	3	index_tumor_not_immune_rich	927	0.8954	-0.054688110301234626	0.09609846374639477	-0.03931027280156648	0.2320606528455185	-0.034799437074753435	0.290387170283488	-0.05501716552436364	0.16863956237989675
P10_T1	P10	CLDN4	t_effector	3	tumor_including_immune_rich	1100	0.8827	-0.10191060572340742	0.0007118711950198759	-0.08298533504019127	0.005910978436527448	-0.04420788547978746	0.14321489564107023	-0.13738397934155522	0.0010343582833527369
P10_T1	P10	CLDN4	t_effector	k6	index_tumor_not_immune_rich	926	0.8952	-0.032811585175985335	0.31857787557607053	-0.02060900037567453	0.5313036524950602	-0.014341089946191021	0.6632984691215797	0.002908064685951617	0.6303753958818472
P10_T1	P10	CLDN4	t_effector	k6	tumor_including_immune_rich	1099	0.8826	-0.10299185528828664	0.0006273360885958896	-0.08167725273846545	0.006770901785328017	-0.03185067387765771	0.2918872291921044	-0.10018679494901073	0.003064746242220141
P10_T1	P10	TACSTD2	immune_broad	1	index_tumor_not_immune_rich	918	0.854	-0.07977120558591529	0.015627131512214797	-0.04331215414726945	0.19005887757430837	-0.03909882411968309	0.23713375054322275	-0.13531212760005862	0.034900307170387244
P10_T1	P10	TACSTD2	immune_broad	1	tumor_including_immune_rich	1091	0.8433	-0.10928887301058127	0.00029856408600890103	-0.061693636429484215	0.04170744467833339	-0.044683631296920934	0.14058866933275807	-0.1467508415621892	0.0021351018255081366
P10_T1	P10	TACSTD2	immune_broad	2	index_tumor_not_immune_rich	925	0.853	-0.12204829663489511	0.00019855103144654138	-0.0830810651071304	0.011523952161167743	-0.08166785628364136	0.013067338502540417	-0.21804522191293718	0.0005345611792121343
P10_T1	P10	TACSTD2	immune_broad	2	tumor_including_immune_rich	1098	0.8424	-0.1311257108362387	1.3073202990733987e-05	-0.0834280135673772	0.005694209705061256	-0.07095361930256615	0.018810580029631596	-0.1939775626157325	0.00027210058559759066
P10_T1	P10	TACSTD2	immune_broad	3	index_tumor_not_immune_rich	927	0.8522	-0.07512119825548305	0.02217614689896117	-0.040576457772299006	0.21735500863755422	-0.036337000647486614	0.2695857797220775	-0.1381314372159581	0.017163968461838035
