section	patient	gene	neighborhood	radius	index_definition	n_index	pct_detected	spearman_rho	spearman_p	partial_rho_epi	partial_p_epi	partial_rho_epi_imm	partial_p_epi_imm	hot_minus_cold_median	mannwhitney_p
P10_T1	P10	TACSTD2	immune_broad	3	tumor_including_immune_rich	1100	0.8418	-0.09469990698069683	0.0016646287000484975	-0.04991552010123819	0.09814666138451213	-0.03485718291908384	0.24847327591061827	-0.11942802003164177	0.006457104063660975
P10_T1	P10	TACSTD2	immune_broad	k6	index_tumor_not_immune_rich	926	0.8521	-0.07769749718379512	0.01804292478681065	-0.043093511849839596	0.19037381025560288	-0.038842894824472	0.2381718181831065	-0.1307603168151803	0.05054666955307123
P10_T1	P10	TACSTD2	immune_broad	k6	tumor_including_immune_rich	1099	0.8417	-0.10674981523274642	0.0003926313732061285	-0.06108630903088628	0.04299633907200724	-0.044040151577161596	0.1449238761333623	-0.15850223987536105	0.0013709581563515695
P10_T1	P10	TACSTD2	t_effector	1	index_tumor_not_immune_rich	918	0.854	-0.012487750497743122	0.7055349647559817	0.003818901176755591	0.9080593787950179	0.010127584302882974	0.7595242237688316	-0.055077157756811435	0.8801496264009698
P10_T1	P10	TACSTD2	t_effector	1	tumor_including_immune_rich	1091	0.8433	-0.05377077736158665	0.07584625861884813	-0.024278177437245183	0.4232787317899074	-0.006168446434834923	0.8388795393836024	-0.1697166019875458	0.061931991060402
P10_T1	P10	TACSTD2	t_effector	2	index_tumor_not_immune_rich	925	0.853	-0.061260562554697626	0.06254710749331348	-0.04374721399044766	0.18396802688458397	-0.0397632531096638	0.22747671047736295	-0.13357071159716472	0.019366754393322996
P10_T1	P10	TACSTD2	t_effector	2	tumor_including_immune_rich	1098	0.8424	-0.06962626871672098	0.021037296245483537	-0.04054946144935811	0.17957681968893074	-0.02616024528644148	0.38691913413364515	-0.16364733123053754	0.009147972493540286
P10_T1	P10	TACSTD2	t_effector	3	index_tumor_not_immune_rich	927	0.8522	-0.04174535392660032	0.2041395490371795	-0.02167852747660608	0.509979673574386	-0.016870937395395406	0.6083345816696301	-0.05445371070454397	0.5647167788173784
P10_T1	P10	TACSTD2	t_effector	3	tumor_including_immune_rich	1100	0.8418	-0.06854995604970984	0.022987953834814428	-0.04331281187035905	0.15131282445944197	-0.029954073208810626	0.32136701333246	-0.1214018895655804	0.019502402677731578
P10_T1	P10	TACSTD2	t_effector	k6	index_tumor_not_immune_rich	926	0.8521	-0.014364364867484276	0.6624425984254135	0.002170948455087475	0.9474274922342771	0.008784854487367164	0.7897154559548071	-0.06248865201336384	0.9361048602951002
P10_T1	P10	TACSTD2	t_effector	k6	tumor_including_immune_rich	1099	0.8417	-0.05430899905598978	0.07191019764562605	-0.02497250017617497	0.4084200361346077	-0.006541727007623142	0.8286574352233156	-0.1666741235255793	0.07503656607699526
P10_T2	P10	CLDN4	immune_broad	1	index_tumor_not_immune_rich	807	0.8897	-0.1742855069646949	6.307442910540491e-07	-0.16161452451501918	3.99800743969032e-06	-0.14329286791863072	4.497050149066707e-05	-0.18535309671755762	9.814005130114977e-07
P10_T2	P10	CLDN4	immune_broad	1	tumor_including_immune_rich	982	0.89	-0.1993621499976874	2.92307528510316e-10	-0.16130103514286268	3.7952922915370606e-07	-0.12238731374233487	0.0001225907513668185	-0.22211784985665028	1.6246092980332958e-09
P10_T2	P10	CLDN4	immune_broad	2	index_tumor_not_immune_rich	813	0.8893	-0.22739969042917052	5.3794452781648896e-11	-0.1991512661422694	1.0427569990064248e-08	-0.18420578042797392	1.270824242687014e-07	-0.2211896859983371	3.4053451426610065e-08
P10_T2	P10	CLDN4	immune_broad	2	tumor_including_immune_rich	988	0.8897	-0.2436914982281277	8.003681264174719e-15	-0.19719969917555843	4.1323313056923805e-10	-0.16706438828116	1.3174782064329278e-07	-0.26054765725542417	1.4296860397977514e-13
P10_T2	P10	CLDN4	immune_broad	3	index_tumor_not_immune_rich	815	0.8896	-0.1854518252528999	9.686249354930322e-08	-0.17449753628061504	5.460992354675206e-07	-0.15950834504735684	4.8683802709478405e-06	-0.21676380540566953	2.0020293976519154e-06
P10_T2	P10	CLDN4	immune_broad	3	tumor_including_immune_rich	990	0.8899	-0.20641933088009004	5.4764134623434255e-11	-0.17991780088444095	1.2156208174242666e-08	-0.15206736566530082	1.5728258777393706e-06	-0.2571743905464321	9.836409760299537e-09
P10_T2	P10	CLDN4	immune_broad	k6	index_tumor_not_immune_rich	812	0.8892	-0.18823341496989526	6.519245788659296e-08	-0.1729642096937077	7.215067589655788e-07	-0.15585264189580303	8.348340483947118e-06	-0.19110591992953618	7.002721763745402e-07
P10_T2	P10	CLDN4	immune_broad	k6	tumor_including_immune_rich	987	0.8896	-0.20978181145619712	2.804733054821615e-11	-0.1702332643811675	7.533765133713236e-08	-0.13344282584996162	2.6509326989519564e-05	-0.22454092661249914	6.979447388368898e-10
P10_T2	P10	CLDN4	t_effector	1	index_tumor_not_immune_rich	807	0.8897	-0.07363559023147773	0.036490566722678495	-0.06923528531804447	0.04942499404011283	-0.050893745975298395	0.14911201475857963	-0.0746961511287656	0.015476213979013942
P10_T2	P10	CLDN4	t_effector	1	tumor_including_immune_rich	982	0.89	-0.10339522978854285	0.001175922503814969	-0.07940907868739927	0.012849119018060419	-0.04032017915780382	0.20726446924849837	-0.0852285195232334	0.004376817800551561
P10_T2	P10	CLDN4	t_effector	2	index_tumor_not_immune_rich	813	0.8893	-0.15680593034283477	7.056789665297944e-06	-0.13949817946315088	6.649811765775284e-05	-0.12202922784654488	0.0004961624213212009	-0.17289692601208562	1.2383567829311667e-05
P10_T2	P10	CLDN4	t_effector	2	tumor_including_immune_rich	988	0.8897	-0.16277570284990175	2.6850467073318013e-07	-0.13054878752076512	3.891761393346754e-05	-0.0999913745227911	0.0016683113942423747	-0.21596805501941962	3.763883143325233e-07
P10_T2	P10	CLDN4	t_effector	3	index_tumor_not_immune_rich	815	0.8896	-0.11680341312935472	0.0008352187194717548	-0.11454731415265733	0.0010608431457027978	-0.10019247335031316	0.00424167037911638	-0.12999287370937251	0.0011641320767320905
P10_T2	P10	CLDN4	t_effector	3	tumor_including_immune_rich	990	0.8899	-0.12521083530629357	7.807117360254738e-05	-0.10986889816359985	0.0005375501192766813	-0.08320606580342764	0.008881047685890802	-0.12146355023638722	0.00046341098164139467
P10_T2	P10	CLDN4	t_effector	k6	index_tumor_not_immune_rich	812	0.8892	-0.08883004096810576	0.011329282797363668	-0.08383723933531635	0.01693827544446168	-0.06599441113334696	0.06046599864107872	-0.08184063700034949	0.0035082116505625715
P10_T2	P10	CLDN4	t_effector	k6	tumor_including_immune_rich	987	0.8896	-0.11592534173770225	0.000262576362399136	-0.09140603663928375	0.004071320275738571	-0.05348231892876508	0.09342590985673299	-0.0871320281575727	0.0011937019653044403
P10_T2	P10	TACSTD2	immune_broad	1	index_tumor_not_immune_rich	807	0.8501	-0.11352004781865971	0.0012366148790772691	-0.09329641041353617	0.008040365951119994	-0.08745637975074413	0.013055203556175938	-0.1965652756828664	0.0020614234746917292
P10_T2	P10	TACSTD2	immune_broad	1	tumor_including_immune_rich	982	0.8422	-0.15511627061141867	1.0381786243328113e-06	-0.1002696868042279	0.001663923329188945	-0.07150915184968418	0.025181964097619757	-0.25238392856377256	3.743687203570321e-07
P10_T2	P10	TACSTD2	immune_broad	2	index_tumor_not_immune_rich	813	0.8487	-0.15771509111722398	6.232556001491341e-06	-0.11323805266462508	0.0012283305172202023	-0.10821713913999062	0.0020278127678757803	-0.15103273835120357	9.55937342593329e-05
P10_T2	P10	TACSTD2	immune_broad	2	tumor_including_immune_rich	988	0.8411	-0.17947710387976992	1.343387668763176e-08	-0.11124460300970469	0.0004628788249934458	-0.08660945989426738	0.006503413018403143	-0.27644775686638967	2.324806108942524e-07
P10_T2	P10	TACSTD2	immune_broad	3	index_tumor_not_immune_rich	815	0.8491	-0.1120682590869045	0.0013527990170536903	-0.0939465874418734	0.0073145036102870995	-0.08785375102972348	0.012211241703033438	-0.1221205346586105	0.01036926492721998
P10_T2	P10	TACSTD2	immune_broad	3	tumor_including_immune_rich	990	0.8414	-0.12873024566136618	4.8612784429145176e-05	-0.08837483774691224	0.005416285030027265	-0.06604434826826522	0.037933250985384706	-0.1420485967030356	0.002814973439822782
P10_T2	P10	TACSTD2	immune_broad	k6	index_tumor_not_immune_rich	812	0.8498	-0.12128482327643919	0.0005330876011652743	-0.09687593528167852	0.005761051533901046	-0.09062379303844977	0.009864968671213522	-0.2021688229418399	0.0011545058042182772
P10_T2	P10	TACSTD2	immune_broad	k6	tumor_including_immune_rich	987	0.8419	-0.1615167671334357	3.371485149164874e-07	-0.10451247341700809	0.0010140488892592665	-0.07521800052165141	0.01822362195366119	-0.24699006449036842	3.256610629599236e-07
P10_T2	P10	TACSTD2	t_effector	1	index_tumor_not_immune_rich	807	0.8501	-0.07387135617800288	0.03589338933045414	-0.06907137673066562	0.04996725825279922	-0.06283980648173862	0.07476315451798464	-0.15116438265462517	0.023290228351255694
P10_T2	P10	TACSTD2	t_effector	1	tumor_including_immune_rich	982	0.8422	-0.10491973990471434	0.0009920860769421444	-0.07325522062674399	0.021757260545708274	-0.04776999938021387	0.13507576902146454	-0.24648714394967208	0.0004018013959317613
P10_T2	P10	TACSTD2	t_effector	2	index_tumor_not_immune_rich	813	0.8487	-0.08219440526741491	0.019079037034881872	-0.05348947723445643	0.12776926576732903	-0.045329598281265565	0.19719967670119615	-0.15551851320737442	0.026464026702705503
P10_T2	P10	TACSTD2	t_effector	2	tumor_including_immune_rich	988	0.8411	-0.09703314852501108	0.0022631103203154548	-0.04902498388363326	0.12376280564034431	-0.024432220600686592	0.443480857520213	-0.21452947159598823	0.0021776901169495598
P10_T2	P10	TACSTD2	t_effector	3	index_tumor_not_immune_rich	815	0.8491	-0.061510596769146005	0.07926205117908905	-0.05676387475816133	0.10559182205086806	-0.050497375190057064	0.150280335702878	-0.05503853742657716	0.13812703174211916
P10_T2	P10	TACSTD2	t_effector	3	tumor_including_immune_rich	990	0.8414	-0.07179591340986184	0.02387918320721027	-0.04834495615502136	0.12867799005081804	-0.02819659964883457	0.37597179722010954	-0.10965896291379051	0.0710232610330533
P10_T2	P10	TACSTD2	t_effector	k6	index_tumor_not_immune_rich	812	0.8498	-0.07986559117075666	0.02284902774945984	-0.07382638390018362	0.03554814136356773	-0.06719854651318306	0.055913157909779534	-0.1438678283006547	0.015542421249231704
P10_T2	P10	TACSTD2	t_effector	k6	tumor_including_immune_rich	987	0.8419	-0.10989503124934112	0.0005429328594187374	-0.07723555350942578	0.015274960452035474	-0.05099988510824649	0.10968175676647415	-0.2383366155046025	0.0006231713770757657
P10_T3	P10	CLDN4	immune_broad	1	index_tumor_not_immune_rich	1051	0.8782	-0.12061873839106628	8.854111573425461e-05	-0.07242109242133248	0.0189253193379077	-0.055647746903999304	0.07161127997978134	-0.16746877208865807	0.00016943840079930938
P10_T3	P10	CLDN4	immune_broad	1	tumor_including_immune_rich	1273	0.879	-0.11999959332176996	1.7643796239670264e-05	-0.06810144145586661	0.015128924807996966	-0.047049767697351016	0.09361025742939746	-0.18137832706294854	5.138538882392837e-06
P10_T3	P10	CLDN4	immune_broad	2	index_tumor_not_immune_rich	1077	0.8774	-0.09908432605008917	0.0011301102788228569	-0.06899751799524784	0.023613881910654957	-0.05334737753874722	0.0804084864570039	-0.14611972806243712	0.021747888939810594
P10_T3	P10	CLDN4	immune_broad	2	tumor_including_immune_rich	1300	0.8785	-0.12551807468529796	5.646063781419856e-06	-0.08478211596241186	0.0022263182360548854	-0.06682064889236888	0.016050257085752313	-0.17379274592683824	4.377896677822965e-05
P10_T3	P10	CLDN4	immune_broad	3	index_tumor_not_immune_rich	1079	0.8777	-0.1145139966731099	0.0001634976085916668	-0.08690415429097031	0.0042981363199928995	-0.07301453190133074	0.01654869060184127	-0.19525714254005977	5.4872492877729196e-05
P10_T3	P10	CLDN4	immune_broad	3	tumor_including_immune_rich	1302	0.8786	-0.14593723906609551	1.22872161324807e-07	-0.10954019180107682	7.521136140452777e-05	-0.09395408708040187	0.0006943279627839444	-0.21522997301653057	1.682899647732258e-06
P10_T3	P10	CLDN4	immune_broad	k6	index_tumor_not_immune_rich	1073	0.8779	-0.11245160772575082	0.0002234089758635842	-0.06934861755882847	0.023167770201098385	-0.05055442089542469	0.0982136373099888	-0.15867934828652652	0.0009152352602983649
P10_T3	P10	CLDN4	immune_broad	k6	tumor_including_immune_rich	1296	0.8789	-0.11691407229978201	2.4503755438004855e-05	-0.06933696885442947	0.012568682012113343	-0.045797604561814934	0.0996170439504596	-0.18413684266943187	3.78133459306842e-06
P10_T3	P10	CLDN4	t_effector	1	index_tumor_not_immune_rich	1051	0.8782	-0.05667031186279875	0.06628493298956856	-0.017699831100466072	0.5667111880231436	-0.006505400257611518	0.8333167257445322	-0.14512569511372986	0.06526960905755272
P10_T3	P10	CLDN4	t_effector	1	tumor_including_immune_rich	1273	0.879	-0.05739231476863366	0.040620427888753904	-0.01162119591578559	0.678817193418827	0.004313022043062665	0.8779146129237977	-0.13364899685324905	0.036401717242793244
P10_T3	P10	CLDN4	t_effector	2	index_tumor_not_immune_rich	1077	0.8774	-0.028202007934408118	0.35515654862645063	-0.004423903501173368	0.8847528264340935	0.007451607739860188	0.8072025945764378	-0.0872680811023474	0.36610749499136297
P10_T3	P10	CLDN4	t_effector	2	tumor_including_immune_rich	1300	0.8785	-0.061623548266547645	0.0262939115088345	-0.02352018570511676	0.3969911065506091	-0.008847917041295518	0.7501285923473621	-0.1291701418111446	0.046475197605515904
P10_T3	P10	CLDN4	t_effector	3	index_tumor_not_immune_rich	1079	0.8777	-0.054325764644491396	0.07446446185536051	-0.034317929032874964	0.2602578661906539	-0.023730001609547947	0.43658742866983963	-0.1168995358938647	0.23288337848091822
P10_T3	P10	CLDN4	t_effector	3	tumor_including_immune_rich	1302	0.8786	-0.07502344555002524	0.006762761433236437	-0.043617821199823194	0.11583376074127019	-0.030622893266951234	0.26988790241742633	-0.13744844643854726	0.018897682846572405
P10_T3	P10	CLDN4	t_effector	k6	index_tumor_not_immune_rich	1073	0.8779	-0.05695264763827745	0.06219277165821788	-0.022330560511070158	0.46516274325181023	-0.00979238165399351	0.7488923262600876	-0.13616104574001975	0.07024644999426662
P10_T3	P10	CLDN4	t_effector	k6	tumor_including_immune_rich	1296	0.8789	-0.059112635328300724	0.03334850168550541	-0.01739391189221949	0.5317203390838088	8.04437413857639e-05	0.9976933646687822	-0.12417272268851276	0.02847020767625329
P10_T3	P10	TACSTD2	immune_broad	1	index_tumor_not_immune_rich	1051	0.8259	-0.08908093868993132	0.003849508515629222	-0.036958078744169634	0.23147773029861865	-0.014822192076126318	0.6315693641095401	-0.15818763970258876	0.007997508356924726
P10_T3	P10	TACSTD2	immune_broad	1	tumor_including_immune_rich	1273	0.8185	-0.0959537522565647	0.0006078320440716872	-0.04092639413424738	0.14461452733832164	-0.009277095170882498	0.741082468895074	-0.1439046076053443	0.004378153645923842
P10_T3	P10	TACSTD2	immune_broad	2	index_tumor_not_immune_rich	1077	0.8254	-0.09496403462750978	0.0018089202964237956	-0.06388119236347085	0.036156460802188664	-0.04748079272165905	0.11974893629871024	-0.17572464400566568	0.005492637574699897
P10_T3	P10	TACSTD2	immune_broad	2	tumor_including_immune_rich	1300	0.8177	-0.10604281453395871	0.0001278545490420327	-0.06295861859839194	0.023256231320671155	-0.038975792250296654	0.16050023662781396	-0.19102362349945645	0.00014727257043310044
P10_T3	P10	TACSTD2	immune_broad	3	index_tumor_not_immune_rich	1079	0.8258	-0.12107991201455903	6.682462667736256e-05	-0.09313430251356981	0.0022061555687593833	-0.07912209054103034	0.009386102646653923	-0.25212468008931865	7.021431785145128e-05
P10_T3	P10	TACSTD2	immune_broad	3	tumor_including_immune_rich	1302	0.818	-0.1272619514614306	4.097918438248121e-06	-0.08868287987423157	0.001364902244550274	-0.06818508905517603	0.013934576393935102	-0.25302246862847744	1.0925064349149952e-05
P10_T3	P10	TACSTD2	immune_broad	k6	index_tumor_not_immune_rich	1073	0.8276	-0.08561492111428676	0.005010691309951872	-0.03959155796925779	0.19522400238156587	-0.015454077679721347	0.6134241125622222	-0.16181353120184583	0.007589011327356946
P10_T3	P10	TACSTD2	immune_broad	k6	tumor_including_immune_rich	1296	0.8194	-0.09374650803457017	0.0007273373565401	-0.04325351011444861	0.11976743433626358	-0.0070371851899422005	0.8003442522030909	-0.15421571104642195	0.002149862493817702
P10_T3	P10	TACSTD2	t_effector	1	index_tumor_not_immune_rich	1051	0.8259	-0.06489491469248582	0.035417655584598515	-0.025116197319474898	0.41620851061314434	-0.012245505278030118	0.6919923733723788	-0.18189004626127026	0.011500078134610524
P10_T3	P10	TACSTD2	t_effector	1	tumor_including_immune_rich	1273	0.8185	-0.07318974058080199	0.008993933199199607	-0.02726768350356639	0.33118515431698425	-0.007565034583280769	0.7875909580818995	-0.1700645522680706	0.004119885987960475
P10_T3	P10	TACSTD2	t_effector	2	index_tumor_not_immune_rich	1077	0.8254	-0.009789186135735164	0.7482914888837889	0.015709153704581237	0.6067407504428438	0.02831150491276056	0.3537392838370409	-0.053305677341736635	0.9055523308199246
P10_T3	P10	TACSTD2	t_effector	2	tumor_including_immune_rich	1300	0.8177	-0.052687505054397614	0.05754255448261912	-0.012969498608528966	0.640491531922074	0.005137715541164985	0.853289191684321	-0.1251348879397851	0.05697034710027564
P10_T3	P10	TACSTD2	t_effector	3	index_tumor_not_immune_rich	1079	0.8258	-0.045097249056288966	0.13876741004795431	-0.023996156271675142	0.431245036248236	-0.013043644973091227	0.6689545672075793	-0.07923554517098053	0.6667019588071643
P10_T3	P10	TACSTD2	t_effector	3	tumor_including_immune_rich	1302	0.818	-0.07501749079927318	0.006767155830132366	-0.04270920907337738	0.12362950062960512	-0.02709531663732756	0.3289777627997039	-0.1551584322505526	0.043440574450820134
P10_T3	P10	TACSTD2	t_effector	k6	index_tumor_not_immune_rich	1073	0.8276	-0.05159711461945324	0.09116091886880452	-0.015711564127253715	0.607356630455258	-0.0009598383289623815	0.974970378133142	-0.16064942744017352	0.030013482831354726
P10_T3	P10	TACSTD2	t_effector	k6	tumor_including_immune_rich	1296	0.8194	-0.06443016800666071	0.020359367104315882	-0.02186647720384468	0.43173653902135045	0.0011155847019102896	0.9680203549044707	-0.16100337763930228	0.00871118014286428
P10_T4	P10	CLDN4	immune_broad	1	index_tumor_not_immune_rich	963	0.7612	-0.10502497971515486	0.0010986745758004442	-0.07146029730172343	0.026665912199225244	-0.05652058635350918	0.07990151068809372	-0.1685344076471178	0.0030988553701410625
P10_T4	P10	CLDN4	immune_broad	1	tumor_including_immune_rich	1211	0.7399	-0.14887822295759606	1.9446055532561626e-07	-0.10786117795324193	0.00017055947033027172	-0.057131059579583476	0.04702743226813214	-0.22938408375595554	1.9077123546398674e-06
P10_T4	P10	CLDN4	immune_broad	2	index_tumor_not_immune_rich	978	0.7628	-0.09247668175852049	0.0037972848975583347	-0.06567816338776294	0.04012200637067742	-0.05296552880864925	0.09818108103869766	-0.07434379707789773	0.018924440100297788
P10_T4	P10	CLDN4	immune_broad	2	tumor_including_immune_rich	1228	0.7419	-0.14638963009275438	2.570867232051349e-07	-0.11136132760572237	9.267308422590247e-05	-0.06890359053795315	0.01582107918060064	-0.21939352351030084	4.987036371582942e-06
P10_T4	P10	CLDN4	immune_broad	3	index_tumor_not_immune_rich	983	0.763	-0.12674269814700387	6.754669499146024e-05	-0.07655641779924	0.01641721983936127	-0.0673138950192997	0.03502784241788318	-0.2171883580032694	0.00017251806943825842
P10_T4	P10	CLDN4	immune_broad	3	tumor_including_immune_rich	1233	0.7421	-0.1641776913057272	6.691364546478894e-09	-0.10819593682441814	0.0001418146962722217	-0.07387040495283137	0.009522633953191197	-0.27927411822021986	6.284019056253301e-07
P10_T4	P10	CLDN4	immune_broad	k6	index_tumor_not_immune_rich	977	0.7625	-0.09749175824544584	0.002283325845964638	-0.06524069657720233	0.04157555952897526	-0.049451159905903236	0.1228125083519171	-0.13769097589587065	0.006617370763136067
P10_T4	P10	CLDN4	immune_broad	k6	tumor_including_immune_rich	1226	0.7414	-0.14079659782955772	7.438997415400696e-07	-0.10118394700095468	0.00038974939161536573	-0.04886054668383924	0.08750745599216743	-0.2095474555043848	6.083958566330894e-06
P10_T4	P10	CLDN4	t_effector	1	index_tumor_not_immune_rich	963	0.7612	0.012099808387226168	0.7076528650087431	0.04582929560242814	0.1555071580275204	0.05813394577152906	0.07165082478568549	0.03563717002942912	0.6735510874005635
P10_T4	P10	CLDN4	t_effector	1	tumor_including_immune_rich	1211	0.7399	-0.020448945913407676	0.4771145855407635	0.016117594720700967	0.5754055508773269	0.05409918435556201	0.0600404166187218	-0.08248519326098513	0.5472066319973243
P10_T4	P10	CLDN4	t_effector	2	index_tumor_not_immune_rich	978	0.7628	-0.05635560783811433	0.07814457585526907	-0.04512945078392379	0.15868041740910596	-0.0376683275094584	0.23971262953421704	-0.0192677017358327	0.1546381748651545
P10_T4	P10	CLDN4	t_effector	2	tumor_including_immune_rich	1228	0.7419	-0.08404140432925168	0.0032059861351243827	-0.06489525944741674	0.023010088503249666	-0.038154307356028885	0.1818537342274674	-0.12141798184875019	0.02036132448801856
P10_T4	P10	CLDN4	t_effector	3	index_tumor_not_immune_rich	983	0.763	-0.07992643371087117	0.012184935427142756	-0.05253674362184936	0.09989207203341006	-0.04744211777052722	0.13757762976712917	-0.1412166220908726	0.01608230171370066
P10_T4	P10	CLDN4	t_effector	3	tumor_including_immune_rich	1233	0.7421	-0.09074321986154263	0.0014241205407114345	-0.06106633834363745	0.03209347635604346	-0.043069041844682736	0.13097473839611515	-0.20540400081831267	0.0011181882303339125
P10_T4	P10	CLDN4	t_effector	k6	index_tumor_not_immune_rich	977	0.7625	0.02248119517157481	0.48275161499757063	0.05416452136581358	0.09079348358009726	0.06672404386058864	0.037241499634446305	0.06237628670132933	0.388535906916893
P10_T4	P10	CLDN4	t_effector	k6	tumor_including_immune_rich	1226	0.7414	-0.011154160643930558	0.6964118160832915	0.024188472334580463	0.39763307791124447	0.06399840287524264	0.025153473243924612	-0.033070301315174966	0.7632378881418004
P10_T4	P10	TACSTD2	immune_broad	1	index_tumor_not_immune_rich	963	0.6438	-0.07629958828312901	0.01787850630016135	-0.037165671440929776	0.24947140038223914	-0.03621415184515225	0.2620557463189637	-0.21708311779094314	0.020801024827736502
