n	both_q4	anchor_q4	feature_q4	frac_in_feature_q4	expected	or	fisher_p	feature
234	23	59	59	0.3898305084745763	0.25	2.466820987654321	0.008693744088874621	CXCL9
234	19	59	59	0.3220338983050847	0.25	1.603125	0.16747524432661498	CXCL10
234	20	59	59	0.3389830508474576	0.25	1.7882971729125576	0.08456333584112619	CXCL13
234	21	59	59	0.3559322033898305	0.25	1.992382271468144	0.038628548515971216	GEP18
234	25	59	59	0.423728813559322	0.25	3.0493079584775087	0.0008536204046737195	IFN_compact
234	18	59	59	0.3050847457627119	0.25	1.4348602022605592	0.3004820659807713	CXCL11
234	21	59	59	0.3559322033898305	0.25	1.992382271468144	0.038628548515971216	CHEMO3
234	17	59	59	0.288135593220339	0.25	1.2817460317460319	0.49002686274472007	CD8A
234	19	59	59	0.3220338983050847	0.25	1.603125	0.16747524432661498	CD274
