sample	CLDN4	CXCL9	CXCL10	CXCL13	CXCL11	CD8A	CD274	GEP18	IFN_compact	CHEMO3	epithelial
Case1	5.818671644166626	0.0	0.0	1.562669826102702	1.192194165283345	1.1466552221194652	3.668346088431239	-0.5938401681020806	-0.3632951951820235	-0.8427925004406122	-0.10184601526659137
Case2	7.80238711453514	2.5714341158765093	1.3126651735583943	2.0823619695574735	0.7739963251111731	2.2533842358000746	2.886940275785587	-0.014979526527979526	-0.48622513306563403	-0.183844084334175	0.7327587686506534
Case3	0.0	2.7859689667772494	5.445925298579273	2.3645724322958563	2.648005179810493	4.00845103269327	4.667040559022988	1.1697159471756824	0.7805642436744764	0.44985328733511637	-0.2823920231630997
Case4	0.0	0.0	0.0	0.0	0.0	0.0	1.3173040683619148	-1.3093500144260686	-1.3041532085161465	-1.1385387567109786	0.012138459328084245
Case5	6.436245141085422	0.0	0.06212171190779749	0.0	0.3729520979118291	0.0	1.658554260650898	-0.7362574198143749	-0.39039405252485937	-1.1303019079150307	0.13938096047042223
Case6	4.976592762238586	0.0	0.0	0.0	0.0	0.0	0.0	-1.5569139962574041	-1.7377109779986473	-1.1385387567109786	-0.14236373042726413
Case7	5.9580074331647825	4.494351602986457	5.520233648612341	2.34964835324329	1.6092821799165693	3.821710215034674	3.1396332051145333	0.7338446868399839	0.5859978926891478	0.7136895669535045	-0.3303687535717148
Case8	5.67702895563211	0.0	0.0	1.606915941825205	0.3080113145521776	1.415217824888839	3.4486366970843303	-0.2729748966428533	-0.26334572573741705	-0.8344186118168896	-0.6700739644839514
Case9	6.617210310224668	4.7521062993251935	4.7886335137561	4.358958825832329	1.3956112485038024	3.4239814776165503	3.25171909260596	0.7244864692510502	0.6397375318918916	1.0357075900073063	-0.3137384417153951
Case10	6.947163510212348	0.0	3.22048474218091	0.0	1.363451457071713	1.722466024471091	2.3928669162308	-0.19139743989198546	-0.1409262022357735	-0.7115278927738631	0.6154864364838717
Case11	5.595891493782196	5.992405899031651	6.903327551611236	4.172727518012846	6.767562111107256	5.41006969175638	4.30209966857658	1.4879415869871675	2.735813526830583	1.4672984784429683	-0.6947139398824819
Case12	5.847646208889055	4.29653082509808	2.2675357980687343	4.893119475835918	1.4693650537048435	3.677733733831434	1.9967502788491844	0.5066799562198349	0.7762725924716555	0.7340404184415492	0.9551307384835674
Case13	0.0	0.0	0.0	0.0	0.0	1.1756842707309973	0.04124298223188134	-0.6596282160115601	-1.200047858255695	-1.1385387567109786	-0.1135490353850763
Case14	6.8862574817303	0.0	0.0	0.0	0.0	1.3928669162307998	0.5139959793670126	-0.6217723923027154	-0.8775975144562072	-1.1385387567109786	0.5890992509407527
Case15	6.1956035122433475	7.672842531681835	7.0403774035298055	3.6283070055983253	4.8993690082759755	2.164142648848306	3.0223678130284544	0.5379156099751703	1.2712012785018318	1.6350419531844516	-0.3932518076039271
Case16	5.7623222366402524	0.12565110166152013	0.0	1.9118832894057942	0.7493197245740804	1.2678353920976149	1.2375637183176758	-0.4493873608753838	-0.6702567693762371	-0.7578132292682981	-0.27463537407040745
Case17	5.155344470157856	2.728355919414344	5.024940174138235	1.6821237896197205	2.420617138978691	1.8127035765602841	2.830660974399763	-0.18189750242074462	0.01959072441272727	0.2562152481582481	0.2042806155695095
Case18	5.984338702477854	4.789781408605069	7.101954667046878	1.7316177228406215	3.8269043505443436	2.845188935340077	4.8433809207097935	0.7533704940510171	1.1924919421029374	0.8508563466405709	0.7705590070305922
Case19	5.908476687962545	2.8812730614292485	4.746366517102274	2.1365195325505604	1.901494455047575	1.5074140990154403	1.3735090155180074	-0.1394107136560923	-0.1607880373098569	0.3282630317296579	0.5972990185366801
Case20	6.306991278624	4.882398504053875	7.615070472798723	6.099989449994349	4.479424597884697	3.2246577341207385	3.6818989832241136	0.7878740278178337	1.1894918888411175	1.7595589475646511	1.1468287372820447
Case21	0.0	0.0	0.0	0.0	0.0	0.726831217032493	5.332242473065221	-0.8774695006079524	-0.9366244579761724	-1.1385387567109786	-0.9661098077968286
Case22	6.087781047708466	3.0913613322486104	6.314750897560374	1.00863030514344	4.429214229839585	3.3167250215787494	2.101650076094435	0.4467123020653726	0.9764063802974995	0.3543384139560119	1.163751101377907
Case23	3.7349805234358895	2.146655222119465	0.0	0.0	0.09895848008816877	0.022900402110078828	0.10969486482592981	-1.3342978771969842	-0.679213052386375	-0.8158485328416246	0.9322477031700513
Case24	6.22901103701185	5.029762064696912	5.673075822480843	2.8034337114644177	4.379828868150588	1.6676650900514056	2.5223068928713888	0.029116845981245025	0.9646834727984408	0.9003214544573183	1.0649421482650836
Case25	6.078310950007127	3.864829950700752	1.635057829725214	2.956800118051577	1.9992784720825407	3.2661868545007158	1.5945485495503542	-0.11967282993566794	-0.26909943137968156	0.21882248922296466	0.41400966095629776
Case26	6.420044420354169	0.0	0.0	1.0207688650945719	0.3080113145521776	1.7172102990195959	1.7463127664254587	-0.6276123988131206	-0.7713130563328867	-0.9453510689945143	0.26574521785013383
Case27	6.544176239505765	0.0	0.0	1.5255677889013475	1.415758666522498	1.6290068334271774	2.5372960670908418	-0.22811894903271746	-0.4998557715192842	-0.8498143219533949	0.8316395547876534
Case28	5.601577673444448	0.8663145613770472	2.7327033538956047	5.477483055727921	0.6959938131099002	2.764898122814709	1.3684890006451036	-0.10144417986264496	-0.39858114501846686	0.39067476773309034	-0.9260379655096049
Case29	7.809073538959897	0.0	0.0	0.0	0.0	0.0	0.7882680828668371	-1.104145291182296	-1.2841128099055854	-1.1385387567109786	0.6834036677709578
Case30	0.0	3.7113847730540277	3.186817459357112	0.0	1.973794929652606	4.212880566344385	2.303342394487331	0.6757074105610366	0.40365329549302476	-0.15808788633491455	-0.31538314083103086
Case31	0.0	0.0	0.0	0.0	0.0	2.5205479681065777	1.612116552224883	0.3122026700162215	-1.207292599394647	-1.1385387567109786	-3.0500394394259427
Case32	6.005916426834203	0.0	0.0	1.3623296101715687	0.5646220524369807	2.3950627995175777	1.2998307618223701	-0.33589190152585585	-0.8772337158296812	-0.8807082954808214	0.6633695022421472
Case33	5.45450493755737	0.0	0.0	0.9664304673062981	0.3080113145521776	0.5310694927259542	0.09626185305840348	-0.8370962058432448	-0.4763774521267614	-0.9556349929873974	-0.20868305320496472
Case34	5.831623936820749	0.0	0.0	1.2302030133664215	0.6040713236688608	2.686164326061359	2.0186341741390508	-0.4213613711770023	-0.7008557763457224	-0.905714183292914	0.4405115190727603
Case35	5.53586633278418	2.444402036063007	2.875780063068488	4.342412516952447	1.3487989596121075	1.8036403568906665	2.8405639420501627	-0.10815606952166873	0.11651393300650055	0.43204731978389005	-0.2012229513143355
Case36	0.0	0.0	0.0	0.0	0.0	2.8958842359515	1.2072681731120283	-0.15648885520567557	-0.697802316105145	-1.1385387567109786	-0.21670882204864567
