n_q1	n_q4	median_q1	median_q4	delta_median	mwu_p	mwu_u	feature
59	59	1.9233393716321505	3.017921907997262	1.0945825363651116	0.04222286658718647	2108.5	CXCL9
59	59	1.557287542278308	4.3220002278360985	2.7647126855577904	0.048726143683775335	2100.0	CXCL10
59	59	1.0813396274519387	2.0721058004804194	0.9907661730284807	0.0871784689604336	2053.0	CXCL13
59	59	-0.18189750242074462	0.23605135853765402	0.41794886095839867	0.0017980146382006275	2321.0	GEP18
59	59	-0.5393699510246437	0.25623628192066233	0.795606232945306	0.0008634130640246602	2360.0	IFN_compact
59	59	0.6780719051126377	1.5950261840658537	0.916954278953216	0.03244543586321625	2136.0	CXCL11
59	59	-0.2529568570668436	0.20839464044501269	0.46135149751185633	0.022792543549650775	2163.0	CHEMO3
59	59	2.1836453053946556	2.537544571964575	0.3538992665699192	0.10001316247850424	2046.5	CD8A
59	59	1.9467308601403095	2.8375396343794033	0.8908087742390938	0.0032887244087243	2287.0	CD274
