cohort,feature,n,spearman_rho,spearman_p,spearman_q,partial_rho_ESTIMATE,partial_p_ESTIMATE,partial_q_ESTIMATE,partial_n_ESTIMATE,partial_rho_ABSOLUTE,partial_p_ABSOLUTE,partial_q_ABSOLUTE,partial_n_ABSOLUTE,partial_rho_CPE,partial_p_CPE,partial_q_CPE,partial_n_CPE
NSCLC_pooled,Cytolytic_CYT,1017,-0.1325,2.2301762390938157e-05,3.852122594798409e-05,-0.07675882537049646,0.014637571649573135,0.025283078303808146,1012,-0.13305772313951356,0.0004988306840120383,0.0006769844997306235,682,-0.12794887816692196,4.3487911036760706e-05,6.885585914153778e-05,1016
NSCLC_pooled,CD8_Tcell,1017,-0.1801,7.2717283144146875e-09,1.3816283797387905e-07,-0.13968463184009144,8.279679602203014e-06,0.00015731391244185728,1012,-0.1676575645682145,1.0909227135172517e-05,3.4545885928046305e-05,682,-0.1808810328827146,6.493136344192632e-09,1.2336959053966e-07,1016
NSCLC_pooled,Cytotoxic_effector,1017,-0.141,6.357673276062692e-06,1.3421754693910127e-05,-0.08687468684850623,0.005708052897045158,0.012050333893761998,1012,-0.14224767287723714,0.00019591488052976018,0.00031019856083878695,682,-0.13984758087393975,7.752202510134616e-06,1.6365760854728634e-05,1016
NSCLC_pooled,Exhaustion,1017,-0.1234,7.998757630488861e-05,0.00012664699581607362,-0.04686100348270222,0.1364932143203574,0.16008964306610454,1012,-0.1448762347215098,0.0001483746699518456,0.00027231025984922726,682,-0.1299531017680555,3.2856999220653693e-05,5.6752998653856375e-05,1016
NSCLC_pooled,IFNgamma_6gene,1017,-0.1211,0.00010755591744348221,0.00015719711010970475,-0.05921744299715923,0.0598069926458123,0.08116663287645955,1012,-0.1190266289285436,0.0018615365330215848,0.002210574632963132,682,-0.1140785816257137,0.00027068218119874395,0.00034286409618507565,1016
NSCLC_pooled,Tcell_inflamed_GEP,1017,-0.1205,0.00011736175172891485,0.00015927666306067017,-0.046070666237745514,0.14323810169072512,0.16008964306610454,1012,-0.12635881362737564,0.0009509388514480013,0.0012045225451674684,682,-0.12114991750632302,0.00010918100458202855,0.0001595722374660417,1016
LUAD,Cytolytic_CYT,515,-0.1115,0.011322331946452564,0.04145697944001855,-0.1566320608188199,0.0003844875294639174,0.0018263157649536076,511,-0.12938286318281494,0.015139641927623654,0.05939195793635765,353,-0.12840170563090877,0.0035448211809122024,0.016837900609332962,515
LUAD,CD8_Tcell,515,-0.1091,0.013257252458722925,0.04145697944001855,-0.14164568190076726,0.0013405928987988798,0.005094253015435743,511,-0.13539063209402472,0.010995655235025508,0.05939195793635765,353,-0.11987566187753033,0.006509055913817307,0.020612010393754807,515
LUAD,Cytotoxic_effector,515,-0.1152,0.008897715326508232,0.04145697944001855,-0.16037643422495007,0.000276380830607594,0.0017504119271814285,511,-0.12165677110662156,0.022439194367947217,0.05939195793635765,353,-0.13469195002678558,0.0022118993876010257,0.014008696121473164,515
LUAD,Exhaustion,515,-0.0474,0.2828562286759844,0.38387631034597886,-0.09051319078148765,0.04102713854666525,0.06495963603221998,511,-0.04339860956372494,0.41695437264010815,0.5367347581876917,353,-0.04993397252755542,0.2584634619036597,0.3069253610105959,515
LUAD,IFNgamma_6gene,515,-0.0203,0.6454823038243322,0.6454823038243322,-0.03644949171805728,0.4114192632385859,0.4114192632385859,511,0.008489334559767258,0.873897072204589,0.9224469095492884,353,-0.008593291809570842,0.8458997504764166,0.8458997504764166,515
LUAD,Tcell_inflamed_GEP,515,-0.0224,0.6116433611832491,0.6454823038243322,-0.050275787659108395,0.25708073906533374,0.2873255318965495,511,-0.00303079152806733,0.9548155908393205,0.9548155908393205,353,-0.009950972934082852,0.8219322326027454,0.8458997504764166,515
LUSC,Cytolytic_CYT,502,-0.1279,0.0040898040468546025,0.004896477474934194,-0.06408381401982517,0.1524754587427703,0.19313558107417572,501,-0.15178645405936173,0.005879051394484957,0.006981373530950886,329,-0.15011224531434703,0.000759054431589248,0.0008483549529526889,501
LUSC,CD8_Tcell,502,-0.2335,1.2059750630581337e-07,1.145676309905227e-06,-0.20894661907812964,2.445632946937482e-06,2.323351299590608e-05,501,-0.21585454175160904,8.116819064724635e-05,0.0002570326037162801,329,-0.2620973401342924,2.6758667659262067e-09,2.5420734276298962e-08,501
LUSC,Cytotoxic_effector,502,-0.1477,0.0008992767912717391,0.0013143276180125419,-0.09226202696367702,0.039181233589291126,0.05726487986127164,501,-0.17738490420883943,0.0012556299685569216,0.0017040692430415362,329,-0.17783275766908557,6.376599257313146e-05,9.319645068380751e-05,501
LUSC,Exhaustion,502,-0.1268,0.004435619159565531,0.004957456707749711,-0.05496932918117947,0.2198214606557455,0.23203376402550915,501,-0.19338924824358802,0.0004277134696893424,0.0006251196864690389,329,-0.17169511733630224,0.00011417912221237221,0.0001549573801453623,501
LUSC,IFNgamma_6gene,502,-0.1766,6.960997767904656e-05,0.00022043159598364743,-0.1356488314115246,0.002368379470523898,0.006428458562850579,501,-0.20705308629119973,0.00015899651672457674,0.00033565931308521756,329,-0.20568076834986718,3.529502662888229e-06,8.382568824359545e-06,501
LUSC,Tcell_inflamed_GEP,502,-0.1594,0.0003363323569560062,0.0005626575154207019,-0.11630894697717786,0.009239101568774808,0.017554292980672133,501,-0.21210023984785814,0.00010849497768442885,0.0002882995797607161,329,-0.20655831782652614,3.2000183379747314e-06,8.382568824359545e-06,501
