cohort,feature,class,spearman_rho,spearman_p,n,partial_rho_ESTIMATE,partial_p_ESTIMATE,partial_n_ESTIMATE,spearman_q,partial_q_ESTIMATE
GSE253564_durvalumab_NSCLC_pretreatment,Cytolytic_CYT,immune,-0.4611,0.007898022011171834,32,-0.08143689577663306,0.6631900503960533,32,0.013642038019296804,0.9084433633284638
GSE253564_durvalumab_NSCLC_pretreatment,CD8_Tcell,immune,-0.5517,0.0010637722154746346,32,-0.17259757476682897,0.35315549977339145,32,0.003368612015669676,0.8192680348241935
GSE253564_durvalumab_NSCLC_pretreatment,Cytotoxic_effector,immune,-0.5084,0.0029665364130736878,32,-0.16636301789409924,0.3710749567499099,32,0.006262687983155563,0.8192680348241935
GSE253564_durvalumab_NSCLC_pretreatment,Exhaustion,immune,-0.6422,7.413394772987173e-05,32,-0.35719427546113464,0.048533081734721706,32,0.0006896400036466112,0.2305321382399281
GSE253564_durvalumab_NSCLC_pretreatment,IFNgamma_6gene,immune,-0.294,0.10242613731039435,32,0.16061021576903148,0.3880743322851443,32,0.11447627111161722,0.8192680348241935
GSE253564_durvalumab_NSCLC_pretreatment,Tcell_inflamed_GEP,immune,-0.4699,0.006649715378831189,32,0.021352717501700015,0.9092266016119748,32,0.01263445921977926,0.9702468019537691
GSE253564_durvalumab_NSCLC_pretreatment,gene_CD8A,immune,-0.5363,0.0015565579652786856,32,-0.16102354751246772,0.3868381835061759,32,0.004224943048613575,0.8192680348241935
GSE253564_durvalumab_NSCLC_pretreatment,gene_GZMA,immune,-0.4413,0.011450221442183776,32,-0.05297149950807029,0.7771680667885469,32,0.01673493903088398,0.9437377809869358
GSE253564_durvalumab_NSCLC_pretreatment,gene_GZMB,immune,-0.1683,0.3573047958062134,32,0.07985018320693005,0.6693793203472891,32,0.37715506223989187,0.9084433633284638
GSE253564_durvalumab_NSCLC_pretreatment,gene_PRF1,immune,-0.4439,0.01092502161318267,32,-0.10618660199941501,0.5696700052723556,32,0.01673493903088398,0.9084433633284638
GSE253564_durvalumab_NSCLC_pretreatment,gene_IFNG,immune,-0.3156,0.07846720620649564,32,0.0069860733947118316,0.9702468019537692,32,0.09317980737021357,0.9702468019537691
GSE253564_durvalumab_NSCLC_pretreatment,gene_PDCD1,immune,-0.6243,0.0001343403058117704,32,-0.3878875011754914,0.031072942933150213,32,0.0006896400036466112,0.19679530524328467
GSE253564_durvalumab_NSCLC_pretreatment,gene_CTLA4,immune,-0.6147,0.00018148421148595032,32,-0.40412781370403633,0.024147345358006417,32,0.0006896400036466112,0.19679530524328467
GSE253564_durvalumab_NSCLC_pretreatment,gene_LAG3,immune,-0.3504,0.04925503152401775,32,-0.048703036023963225,0.7947265524100512,32,0.06684611421116694,0.9437377809869358
GSE253564_durvalumab_NSCLC_pretreatment,gene_HAVCR2,immune,-0.5099,0.002871360348724624,32,0.011017393239852706,0.9530930110497099,32,0.006262687983155563,0.9702468019537691
GSE253564_durvalumab_NSCLC_pretreatment,gene_TIGIT,immune,-0.6356,9.262968855078651e-05,32,-0.4207493665773594,0.018425369420179846,32,0.0006896400036466112,0.19679530524328467
GSE253564_durvalumab_NSCLC_pretreatment,gene_CD274,immune,-0.0257,0.8891328586075721,32,0.11842891141542126,0.5257372404854833,32,0.8891328586075722,0.9084433633284638
GSE253564_durvalumab_NSCLC_pretreatment,gene_GZMK,immune,-0.6162,0.00017338689329180146,32,-0.29056422424239753,0.11279797891775645,32,0.0006896400036466112,0.4286323198874745
GSE253564_durvalumab_NSCLC_pretreatment,gene_CXCL9,immune,-0.3332,0.062379150140555936,32,0.10411896043000149,0.5772502111320946,32,0.07901359017803752,0.9084433633284638
GSE253564_durvalumab_NSCLC_pretreatment,TJ_CLDN1,TJ,0.6452,6.703390145692447e-05,32,0.603794284643972,0.0003226955546503027,32,,
GSE253564_durvalumab_NSCLC_pretreatment,TJ_CLDN4,TJ,0.6873,1.390081662090993e-05,32,0.6663031565561086,4.2778832458487576e-05,32,,
GSE253564_durvalumab_NSCLC_pretreatment,TJ_CLDN7,TJ,0.5828,0.0004643702568337691,32,0.4459956778240632,0.011912260353485995,32,,
GSE253564_durvalumab_NSCLC_pretreatment,TJ_F11R,TJ,0.7966,4.9472735350346334e-08,32,0.6394761675176008,0.00010753040661461994,32,,
GSE253564_durvalumab_NSCLC_pretreatment,TJ_PARD3,TJ,0.7808,1.3519405662178696e-07,32,0.6693565888532126,3.829388088438903e-05,32,,
GSE248378_durvalumab_NSCLC_posttreatment,Cytolytic_CYT,immune,-0.8059,1.3231068664533325e-07,29,-0.7154404613104419,1.875275968168035e-05,29,9.265697430098267e-07,8.901894693419846e-05
GSE248378_durvalumab_NSCLC_posttreatment,CD8_Tcell,immune,-0.7557,2.143059670933766e-06,29,-0.641296300532938,0.00023560321775092496,29,7.715014815361557e-06,0.0008481715839033299
GSE248378_durvalumab_NSCLC_posttreatment,Cytotoxic_effector,immune,-0.8527,4.282906328741482e-09,29,-0.7872228097368473,6.705822338026293e-07,29,7.709231391734668e-08,1.2070480208447327e-05
GSE248378_durvalumab_NSCLC_posttreatment,Exhaustion,immune,-0.734,5.85805173346791e-06,29,-0.6037772520364589,0.0006692019173140112,29,1.5063561600346054e-05,0.0017208049302360289
GSE248378_durvalumab_NSCLC_posttreatment,IFNgamma_6gene,immune,-0.5123,0.004492807118898387,29,-0.2892153790411081,0.13550971054882893,29,0.004757089890598292,0.1434808699928777
GSE248378_durvalumab_NSCLC_posttreatment,Tcell_inflamed_GEP,immune,-0.6296,0.0002531389837552589,29,-0.40943553706848834,0.030494034317695214,29,0.00031727746570488837,0.0344691767477681
