cohort,feature,class,spearman_rho,spearman_p,n,partial_rho_ESTIMATE,partial_p_ESTIMATE,partial_n_ESTIMATE,partial_rho_ABSOLUTE,partial_p_ABSOLUTE,partial_n_ABSOLUTE,spearman_q,partial_q_ESTIMATE,partial_q_ABSOLUTE
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_PDCD1,immune,-0.1504,8.02722540625014e-05,682,-0.12232307061113085,0.0013824334243507925,682,-0.17638484196299445,3.6419619518194813e-06,682,0.00027782089348861715,0.0049435600833219765,3.2974090767371856e-05
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_CTLA4,immune,-0.1645,1.5869013513871906e-05,682,-0.14548667190416473,0.00013900554343400883,682,-0.20117504243288545,1.1938420212275987e-07,682,0.00027782089348861715,0.0026411053252461676,2.2682998403324378e-06
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_LAG3,immune,-0.1533,5.841787255586365e-05,682,-0.12562079205541424,0.0010191099227299715,682,-0.17195782705195764,6.397112061671433e-06,682,0.00027782089348861715,0.0049435600833219765,3.2974090767371856e-05
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_HAVCR2,immune,-0.0437,0.2547090397311406,682,0.07099031543367015,0.06409841173152134,682,-0.06130508082561547,0.10995830040516914,682,0.2688595419384262,0.08699070163563609,0.116067094872123
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_TIGIT,immune,-0.1211,0.0015299794851189475,682,-0.08265794931236706,0.031023666784743782,682,-0.14907030289537399,9.429287990293347e-05,682,0.002917307316526532,0.05894496689101318,0.00020763794824475533
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_CD274,immune,-0.0244,0.5254033275077696,682,0.01482944892985088,0.699275046318583,682,-0.028974263378991196,0.4503202977661158,682,0.5254033275077696,0.699275046318583,0.4503202977661158
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_GZMK,immune,-0.1192,0.0018226747191243528,682,-0.07962093022049543,0.03777686930264234,682,-0.14430639040866125,0.00015765330833376315,682,0.002917307316526532,0.059813376395850375,0.00027231025984922726
NSCLC_ESTIMATE_ABSOLUTE_complete,gene_CXCL9,immune,-0.152,6.745485741343387e-05,682,-0.12373372885049852,0.0012144618699796023,682,-0.16856785601289948,9.754425726968422e-06,682,0.00027782089348861715,0.0049435600833219765,3.4545885928046305e-05
NSCLC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN1,TJ,0.4269,1.4173263287364785e-31,682,0.42350814337116643,5.141638565218749e-31,682,0.42671237744983326,1.6504202442747253e-31,682,,,
NSCLC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN4,TJ,0.2718,5.158517320330845e-13,682,0.2759222337425243,2.301621024924984e-13,682,0.2718377495401553,5.307702536962677e-13,682,,,
NSCLC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN7,TJ,0.1196,0.001757263792364023,682,0.11161189090834193,0.0035411049248664163,682,0.12070659895917144,0.0016010507897728794,682,,,
NSCLC_ESTIMATE_ABSOLUTE_complete,TJ_F11R,TJ,0.2604,4.962270531704841e-12,682,0.24568111278227858,8.065072321207784e-11,682,0.2713119997267296,5.904363379104606e-13,682,,,
NSCLC_ESTIMATE_ABSOLUTE_complete,TJ_PARD3,TJ,0.126,0.0009712594882902302,682,0.10256878710090263,0.007389014863560141,682,0.1306778913516481,0.0006295064056994022,682,,,
LUAD_ESTIMATE_ABSOLUTE_complete,Cytolytic_CYT,immune,-0.12,0.02419277161600431,353,-0.16990727340383566,0.0013757068892607904,353,-0.12938286318281494,0.015139641927623654,353,0.09287279999731601,0.007025794027371512,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,CD8_Tcell,immune,-0.1293,0.015064255866350853,353,-0.1680129352952313,0.0015588061138295719,353,-0.13539063209402472,0.010995655235025508,353,0.09287279999731601,0.007025794027371512,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,Cytotoxic_effector,immune,-0.1122,0.035102711389302564,353,-0.160115313825773,0.002588450431136873,353,-0.12165677110662156,0.022439194367947217,353,0.09287279999731601,0.007025794027371512,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,Exhaustion,immune,-0.0461,0.38775594579003714,353,-0.10485001225277743,0.04934663864486908,353,-0.04339860956372494,0.41695437264010815,353,0.5159961113978713,0.07212201032711635,0.5367347581876917
LUAD_ESTIMATE_ABSOLUTE_complete,IFNgamma_6gene,immune,-0.0047,0.9296051284670215,353,-0.02513410173421407,0.6383875321758012,353,0.008489334559767258,0.873897072204589,353,0.9296051284670215,0.6383875321758012,0.9224469095492884
LUAD_ESTIMATE_ABSOLUTE_complete,Tcell_inflamed_GEP,immune,-0.0155,0.7716180795199713,353,-0.050892118863819905,0.341075887912959,353,-0.00303079152806733,0.9548155908393205,353,0.8144857506044141,0.3812024629615424,0.9548155908393205
LUAD_ESTIMATE_ABSOLUTE_complete,gene_CD8A,immune,-0.1185,0.025978043345820587,353,-0.1624571109156522,0.0022322156205932422,353,-0.12516969104765308,0.018809509492612488,353,0.09287279999731601,0.007025794027371512,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_GZMA,immune,-0.1091,0.04048213393499415,353,-0.1515597258304599,0.004373588040587948,353,-0.1150384230497509,0.030943106517948654,353,0.09287279999731601,0.010387271596396377,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_GZMB,immune,-0.1624,0.0022128341630289197,353,-0.20083504384020667,0.0001486484330725503,353,-0.18045675651644583,0.0006699421147232601,353,0.04204384909754948,0.0028243202283784554,0.012728900179741941
LUAD_ESTIMATE_ABSOLUTE_complete,gene_PRF1,immune,-0.1338,0.011851556052573134,353,-0.18009803881707778,0.0006869911447738205,353,-0.14321064345928824,0.0071195889361106105,353,0.09287279999731601,0.006526415875351295,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_IFNG,immune,-0.0966,0.06985683667532594,353,-0.12186915720410554,0.0222036752310237,353,-0.09772556561015829,0.06704708651235988,353,0.13272798968311927,0.04193838965678857,0.11580860397589433
LUAD_ESTIMATE_ABSOLUTE_complete,gene_PDCD1,immune,-0.0805,0.13108759753696111,353,-0.11624406841344734,0.02921509412180137,353,-0.08168445697990077,0.12610530143461013,353,0.2180767639382849,0.04625723235951884,0.19966672727146603
LUAD_ESTIMATE_ABSOLUTE_complete,gene_CTLA4,immune,-0.1073,0.04399237894609706,353,-0.16370985403790522,0.0020605835312516316,353,-0.11661220829271318,0.028704211408474224,353,0.09287279999731601,0.007025794027371512,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_LAG3,immune,-0.1141,0.032071039797290736,353,-0.14469087200599062,0.00654183994699197,353,-0.11913781704945102,0.025401621461825973,353,0.09287279999731601,0.01381055099920527,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_HAVCR2,immune,0.0792,0.13773269301365362,353,0.12006001770039401,0.024280120327614434,353,0.11482432705297418,0.03125892522966192,353,0.2180767639382849,0.04193838965678857,0.05939195793635765
LUAD_ESTIMATE_ABSOLUTE_complete,gene_TIGIT,immune,-0.0429,0.42143458417492125,353,-0.08144490494490443,0.12722383997062323,353,-0.0382851581274552,0.47399082716652635,353,0.5159961113978713,0.16115019729612276,0.5548265890687339
LUAD_ESTIMATE_ABSOLUTE_complete,gene_CD274,immune,0.0366,0.4927897385751235,353,0.029268469195463782,0.5841800564059798,353,0.05277911480088191,0.32345141778921344,353,0.5507650019369027,0.6166345039840898,0.4727366875380812
LUAD_ESTIMATE_ABSOLUTE_complete,gene_GZMK,immune,-0.0471,0.37725499150007746,353,-0.0859213349971525,0.10755721571550295,353,-0.04277026142793,0.42373796699028293,353,0.5159961113978713,0.1459705070424683,0.5367347581876917
LUAD_ESTIMATE_ABSOLUTE_complete,gene_CXCL9,immune,-0.0417,0.43452304117715473,353,-0.06662002736842587,0.2124553537439517,353,-0.036368278740412784,0.4964237902193935,353,0.5159961113978713,0.25229073257094264,0.5548265890687339
LUAD_ESTIMATE_ABSOLUTE_complete,TJ_CLDN1,TJ,0.4271,4.409067064968884e-17,353,0.433079740021716,1.5903630461237733e-17,353,0.4411620708554568,3.3869238590146622e-18,353,,,
LUAD_ESTIMATE_ABSOLUTE_complete,TJ_CLDN4,TJ,0.4339,1.2217302562003198e-17,353,0.4350774699381414,1.0892769878299042e-17,353,0.43368086536402073,1.4195623460171444e-17,353,,,
LUAD_ESTIMATE_ABSOLUTE_complete,TJ_CLDN7,TJ,0.0308,0.5641006909166549,353,0.04263469336767285,0.42520993524129386,353,0.026142187244468193,0.624976304700419,353,,,
LUAD_ESTIMATE_ABSOLUTE_complete,TJ_F11R,TJ,0.1591,0.002712659662057875,353,0.17055595209494562,0.0013176953140976565,353,0.1589306228258832,0.0027877230214730818,353,,,
LUAD_ESTIMATE_ABSOLUTE_complete,TJ_PARD3,TJ,-0.0466,0.3823621243987552,353,-0.04232333936193317,0.42860178298409835,353,-0.050067159982034454,0.34896975724272444,353,,,
LUSC_ESTIMATE_ABSOLUTE_complete,Cytolytic_CYT,immune,-0.1187,0.031407597421728516,329,-0.055056420196931966,0.32019283958378814,329,-0.15178645405936173,0.005879051394484957,329,0.037296521938302615,0.35786258541717497,0.006981373530950886
LUSC_ESTIMATE_ABSOLUTE_complete,CD8_Tcell,immune,-0.1921,0.00045728895061519347,329,-0.15637372941316363,0.004529483353867565,329,-0.21585454175160904,8.116819064724635e-05,329,0.0016524363989546406,0.014343363953913958,0.0002570326037162801
LUSC_ESTIMATE_ABSOLUTE_complete,Cytotoxic_effector,immune,-0.1405,0.010755921623011096,329,-0.08438853060018076,0.12720214297877694,329,-0.17738490420883943,0.0012556299685569216,329,0.015052806797761163,0.16112271443978413,0.0017040692430415362
LUSC_ESTIMATE_ABSOLUTE_complete,Exhaustion,immune,-0.1366,0.013116381747239872,329,-0.07653667778959639,0.16670303621061397,329,-0.19338924824358802,0.0004277134696893424,329,0.016614083546503837,0.1979598555001041,0.0006251196864690389
LUSC_ESTIMATE_ABSOLUTE_complete,IFNgamma_6gene,immune,-0.1757,0.0013784390290885115,329,-0.13593283055542418,0.013743582477509652,329,-0.20705308629119973,0.00015899651672457674,329,0.0029100379502979687,0.029014229674742598,0.00033565931308521756
LUSC_ESTIMATE_ABSOLUTE_complete,Tcell_inflamed_GEP,immune,-0.1633,0.002963621904247847,329,-0.12468580017203897,0.023923550224105364,329,-0.21210023984785814,0.00010849497768442885,329,0.0056308816180709095,0.04545474542580019,0.0002882995797607161
LUSC_ESTIMATE_ABSOLUTE_complete,gene_CD8A,immune,-0.1782,0.0011716135100529447,329,-0.13902927483902672,0.01171658492073897,329,-0.21062955481639606,0.00012138929674135416,329,0.002782582086375744,0.027826889186755053,0.0002882995797607161
LUSC_ESTIMATE_ABSOLUTE_complete,gene_GZMA,immune,-0.0811,0.1423906857385897,329,-0.008374668339318509,0.8799005314627587,329,-0.10887802178526365,0.04881572822083975,329,0.1423906857385897,0.9287838943218009,0.04881572822083975
LUSC_ESTIMATE_ABSOLUTE_complete,gene_GZMB,immune,-0.1399,0.01109154185098191,329,-0.08675532917808673,0.11684252886684725,329,-0.16953543079513433,0.0020628688430257194,329,0.015052806797761163,0.16037768779669376,0.002612967201165911
LUSC_ESTIMATE_ABSOLUTE_complete,gene_PRF1,immune,-0.1601,0.0035882895402270746,329,-0.11360605490655554,0.039753608735063624,329,-0.19638150200655183,0.00034630777646059094,329,0.0061979546603922195,0.06866532417874625,0.0005483206460626023
LUSC_ESTIMATE_ABSOLUTE_complete,gene_IFNG,immune,-0.1843,0.0007812261186073142,329,-0.14714006682529357,0.007603450027753148,329,-0.2032827143473439,0.00021028994815848112,329,0.00212047089336271,0.020637935789615685,0.00039955090150111414
LUSC_ESTIMATE_ABSOLUTE_complete,gene_PDCD1,immune,-0.1902,0.0005218220207225181,329,-0.15705609387680863,0.004354589545073883,329,-0.23331210309088227,1.9689548689307426e-05,329,0.0016524363989546406,0.014343363953913958,7.482028501936822e-05
LUSC_ESTIMATE_ABSOLUTE_complete,gene_CTLA4,immune,-0.1981,0.0003005727025305778,329,-0.17718187838710023,0.0012721890837057712,329,-0.25343076241846196,3.3450313129841365e-06,329,0.0016524363989546406,0.008057197530136551,2.7819652648890365e-05
LUSC_ESTIMATE_ABSOLUTE_complete,gene_LAG3,immune,-0.2212,5.1786968699766196e-05,329,-0.19353961177345685,0.0004232311092660564,329,-0.25044845787215786,4.392576734035321e-06,329,0.0004919762026477789,0.004020695538027536,2.7819652648890365e-05
LUSC_ESTIMATE_ABSOLUTE_complete,gene_HAVCR2,immune,-0.1,0.0699837817841264,329,-0.0007496216875667341,0.9892094202537592,329,-0.14656866016578646,0.007844034260022037,329,0.07387176966102231,0.9892094202537592,0.00876686182002463
LUSC_ESTIMATE_ABSOLUTE_complete,gene_TIGIT,immune,-0.1905,0.0005138957578357506,329,-0.1586114388452964,0.003978508547702648,329,-0.23665467325963688,1.4821982507470456e-05,329,0.0016524363989546406,0.014343363953913958,7.040441691048466e-05
LUSC_ESTIMATE_ABSOLUTE_complete,gene_CD274,immune,-0.1172,0.033656069978402176,329,-0.08644242515614917,0.1181730331133533,329,-0.12241127893047474,0.02663387617546364,329,0.03761560762292008,0.16037768779669376,0.028113535962989395
LUSC_ESTIMATE_ABSOLUTE_complete,gene_GZMK,immune,-0.1511,0.006030428381227016,329,-0.10110933072929663,0.06741961933976653,329,-0.19820309714238965,0.0003040753943577553,329,0.00954817827027611,0.10674773062129701,0.0005252211357088501
LUSC_ESTIMATE_ABSOLUTE_complete,gene_CXCL9,immune,-0.2654,1.0432561609206819e-06,329,-0.2531786761386579,3.4234079485128845e-06,329,-0.28782601050468926,1.1233904475532235e-07,329,1.9821867057492955e-05,6.50447510217448e-05,2.1344418503511246e-06
LUSC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN1,TJ,0.3943,1.1108043206958845e-13,329,0.39573419710795377,9.632601922471896e-14,329,0.3922217945131279,1.6572701521979081e-13,329,,,
LUSC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN4,TJ,0.4232,1.0022231358977805e-15,329,0.41569473648748717,3.89434976824722e-15,329,0.423978512386096,9.646591904331747e-16,329,,,
LUSC_ESTIMATE_ABSOLUTE_complete,TJ_CLDN7,TJ,0.4243,8.266107605742879e-16,329,0.4172971252848945,2.9819413329086846e-15,329,0.4233366822063667,1.0762920897971225e-15,329,,,
LUSC_ESTIMATE_ABSOLUTE_complete,TJ_F11R,TJ,0.2336,1.867242447976825e-05,329,0.2092383628529807,0.00013489841941570767,329,0.2530968946215498,3.44920919144775e-06,329,,,
LUSC_ESTIMATE_ABSOLUTE_complete,TJ_PARD3,TJ,0.1375,0.012528773394338675,329,0.10904403223010974,0.048470540726695883,329,0.15167961853384432,0.005914386073840892,329,,,
