cohort,purity_feature,spearman_rho,spearman_p,n,n_common_genes,n_stromal_overlap,n_immune_overlap
GSE253564_durvalumab_NSCLC_pretreatment,ESTIMATEScore,-0.6382,8.499604840231178e-05,32,10160,136,138
GSE253564_durvalumab_NSCLC_pretreatment,purity_proxy,0.6382,8.499604840231178e-05,32,10160,136,138
GSE253564_durvalumab_NSCLC_pretreatment,affy_calibrated_purity,0.6382,8.499604840231178e-05,32,10160,136,138
GSE248378_durvalumab_NSCLC_posttreatment,ESTIMATEScore,-0.5315,0.0030049560538293195,29,8886,133,138
GSE248378_durvalumab_NSCLC_posttreatment,purity_proxy,0.5315,0.0030049560538293195,29,8886,133,138
GSE248378_durvalumab_NSCLC_posttreatment,affy_calibrated_purity,0.5315,0.0030049560538293195,29,8886,133,138
