cohort	axis	n	rho	p	partial_ImmuneScore_rho	partial_ImmuneScore_p	partial_CD8A_rho	partial_CD8A_p	role
GSE126044	CD274	16	-0.6352941176470589	0.008182064616334002	-0.532353761736963	0.041063290016985984	-0.5801984767708713	0.023362462158002188	extra
GSE126044	HLA-A	16	-0.2441176470588235	0.36221349614195036	0.4071301600857379	0.1320258880384762	0.1630211511816146	0.5615710839942889	companion
GSE126044	HLA-B	16	-0.488235294117647	0.05501502977813754	0.019017336562858974	0.9463672726910904	-0.24038926366521773	0.388131026631395	companion
GSE126044	HLA-C	16	-0.4735294117647058	0.06391907182682004	0.060540945640791294	0.8302914656359071	-0.21780011808282265	0.4355158467076584	companion
GSE126044	MHCI	16	-0.4588235294117647	0.07383553449548094	0.15887902253409691	0.5716891245148228	-0.1802927304122779	0.520226885593224	companion
GSE126044	ImmuneScore	16	-0.5676470588235295	0.021814592143742907			-0.41294725624857415	0.12606129227886678	already_known
GSE126044	CD8A	16	-0.4558823529411765	0.0759454911674118	0.17472145083617355	0.533410814604668			sensitivity
