dataset,gene,log2fc,p,fdr,detected,present
A549_shELF3,ISG15,0.22646833333333305,0.14761402280467628,0.48513556806142183,True,True
A549_shELF3,MX1,0.06261066666666615,0.6480154028937112,0.8461334063179502,True,True
A549_shELF3,OAS1,-1.1738226666666662,0.24296663342187153,0.5687722237158842,True,True
A549_shELF3,OAS2,0.2946346666666666,0.03233681629493078,0.3193843207029697,True,True
A549_shELF3,IFIT1,-0.11293333333333333,0.7837867132617165,0.9149303506754435,True,True
A549_shELF3,IFI27,0.037044666666666615,0.838998127619201,0.9384206822078582,True,True
A549_shELF3,STAT1,0.9272566666666648,0.016704596092662335,0.28465824927331806,True,True
A549_shELF3,STAT2,0.1784649999999992,0.5396050210016036,0.7821897871810932,True,True
A549_shELF3,IRF9,0.09221566666666714,0.34329852842172875,0.6504187573504752,True,True
A549_shELF3,IRF1,0.4599413333333331,0.27677636831288943,0.5964694646235662,True,True
A549_shELF3,CXCL10,-0.03751199999999999,0.8510447326309638,0.9442112350079944,True,True
A549_shELF3,DDX58,,,,False,False
A549_shELF3,B2M,-0.17304966666666566,0.12230185836000666,0.45433750154074726,True,True
A549_shELF3,TAP1,1.376038333333332,0.14104822431646669,0.4782221839094703,True,True
A549_shELF3,HLA-A,-0.06401399999999846,0.7690922254882674,0.9083733463772263,True,True
A549_shELF3,HLA-B,0.4074423333333339,0.2504050633846774,0.5746357827210704,True,True
A549_shELF3,CD274,0.32595499999999955,0.4446819191490256,0.7230353883913053,True,True
HBDEC2_KO,ELF3,-3.1263251867476667,0.0004909163510160893,0.014614299071336654,True,True
HBDEC2_KO,CLDN4,-2.2239056837888196,0.00015912549203765173,0.010171460883138913,True,True
HBDEC2_KO,TACSTD2,-1.470826753808753,0.001971122208702648,0.025606640087481237,True,True
HBDEC2_KO,AURKA,0.7048751938345266,0.007093066782199605,0.04416042829825008,True,True
HBDEC2_KO,CDC25B,1.4639311785340041,3.7652359568406645e-06,0.0035833986567889633,True,True
HBDEC2_KO,ITGB6,0.058830226343769,0.5036874915044824,0.6080725083937848,True,True
HBDEC2_KO,YWHAB,-0.07763401805596004,0.20861006566230456,0.3139466035359714,True,True
HBDEC2_KO,XRCC6,0.15843319850119997,0.051828284334877316,0.122626749126208,True,True
HBDEC2_KO,XRCC5,-0.010106625673341085,0.8986005103378217,0.9283639040878936,True,True
HBDEC2_KO,PRKDC,0.37012188687818437,0.000738226950531097,0.01660385022635196,True,True
HBDEC2_KO,XRCC4,0.46281827016789556,0.024220014955243313,0.07680735856487841,True,True
HBDEC2_KO,LIG4,-0.20565649603973668,0.6441587938700203,0.7295745446259234,True,True
HBDEC2_KO,NHEJ1,-0.08511769943464387,0.5087850589784185,0.6126676094707744,True,True
HBDEC2_KO,PAXX,0.32255117087933094,2.0250300065185387e-05,0.005035724208673563,True,True
HBDEC2_KO,DCLRE1C,0.19642709358497612,0.014129727270575668,0.058326108346805676,True,True
HBDEC2_KO,APLF,-0.12923201484197988,0.039965772228406894,0.10348614530732116,True,True
HBDEC2_KO,PNKP,0.23850190226138857,0.13458586713588935,0.23134406087801831,True,True
HBDEC2_KO,APTX,-0.056149273475814,0.4985686042935241,0.6033547793057076,True,True
HBDEC2_KO,POLL,0.10640199893493651,0.418780937946604,0.5289772165846248,True,True
HBDEC2_KO,POLM,0.3331995548435831,0.10618864851961136,0.19699202676497832,True,True
HBDEC2_KO,CGAS,-1.1117274703060698,0.003327679165706372,0.031053658599805592,True,True
HBDEC2_KO,STING1,0.7421901240927902,0.009937437463972255,0.05273104412464485,True,True
HBDEC2_KO,TBK1,-0.008405456364064534,0.9284279157998153,0.9496684274245021,True,True
HBDEC2_KO,IKBKE,-0.1392720195806625,0.5751015243858331,0.6705826885388978,True,True
HBDEC2_KO,IRF3,0.12849617654408974,0.05110571145886998,0.12156248495361092,True,True
HBDEC2_KO,IRF7,0.1659170049138634,0.4112048579032462,0.5216519888700314,True,True
HBDEC2_KO,IFI16,0.7552028783380802,0.032837663084093076,0.09162232740242118,True,True
HBDEC2_KO,DDX41,0.4226229219643898,0.008170091367909476,0.04758475792317361,True,True
HBDEC2_KO,ZBP1,-0.2717053339876103,0.18491863577864825,0.2881137917558386,True,True
HBDEC2_KO,TREX1,-0.11144704607753475,0.3027429539483715,0.41367014692685955,True,True
HBDEC2_KO,ENPP1,-1.945292104529468,0.000208938977650631,0.010780660485518413,True,True
HBDEC2_KO,IFNB1,-0.037200236744491466,0.899797524388548,0.9289759086170006,True,True
HBDEC2_KO,IFNL1,-1.0086111442451045,0.025203345387182524,0.07863848259530481,True,True
HBDEC2_KO,ISG15,-0.7886491145730368,0.0935416652941867,0.18119707047172018,True,True
HBDEC2_KO,MX1,-3.0279904896619723,0.018717543261202965,0.06718720231551872,True,True
HBDEC2_KO,OAS1,-0.8671290729338921,0.0286940723986203,0.08429344300223399,True,True
HBDEC2_KO,OAS2,0.47835805380971763,0.07988243015804669,0.16297273356455316,True,True
HBDEC2_KO,IFIT1,-0.9126009808588282,0.24366716108643344,0.35170806078325917,True,True
HBDEC2_KO,IFI27,-3.752404183506962,0.030468143196883776,0.08752863271186519,True,True
HBDEC2_KO,STAT1,0.1559866504431131,0.2667507052454074,0.3769254044857479,True,True
HBDEC2_KO,STAT2,0.07386798582665222,0.4275628383086945,0.5375932219401531,True,True
HBDEC2_KO,IRF9,-0.13838870518813984,0.5742106206130552,0.6699766928502325,True,True
HBDEC2_KO,IRF1,-0.41617092433535596,0.07542180873101437,0.15694441627161038,True,True
HBDEC2_KO,CXCL10,0.27521027562468037,0.6404452648669738,0.7265840798153976,True,True
HBDEC2_KO,DDX58,,,,False,False
HBDEC2_KO,B2M,-0.2621710384812239,0.08987681418367564,0.17647155010318652,True,True
HBDEC2_KO,TAP1,0.10934002492439276,0.2965103046179472,0.4076218032363832,True,True
HBDEC2_KO,HLA-A,-0.7285462888460437,0.0004233437760085967,0.013905376008995243,True,True
HBDEC2_KO,HLA-B,-0.5905610947271445,0.022458858900826204,0.07360196029190055,True,True
HBDEC2_KO,CD274,-0.5039584852195373,0.07395464602636342,0.15491503023634298,True,True
HBDEC2_KD,ELF3,-1.155988619034673,0.04542640819141483,0.2270098121500784,True,True
HBDEC2_KD,CLDN4,0.0907865069776026,0.5021554732480823,0.6575232011763945,True,True
HBDEC2_KD,TACSTD2,-0.20784055078894603,0.15777201068273,0.3619030337370148,True,True
HBDEC2_KD,AURKA,-0.27760696687400355,0.00835713054339077,0.09241593525899627,True,True
HBDEC2_KD,CDC25B,-0.03722613585053125,0.6611517548296835,0.7837427681703901,True,True
HBDEC2_KD,ITGB6,0.7799634553370325,0.010197404293611169,0.10217423359726685,True,True
HBDEC2_KD,YWHAB,0.07005891768543826,0.1388473786729791,0.3619030337370148,True,True
HBDEC2_KD,XRCC6,-0.011654919810652586,0.7587397667044947,0.8530583170238117,True,True
HBDEC2_KD,XRCC5,-0.01320648709196881,0.5160767936557795,0.6686786294926764,True,True
HBDEC2_KD,PRKDC,-0.42240897584214565,0.0009224480648621623,0.0371778658845379,True,True
HBDEC2_KD,XRCC4,-0.16477489403248669,0.004340948144698499,0.0672677025089525,True,True
HBDEC2_KD,LIG4,0.1500945119855679,0.7565497872090069,0.8515773484429412,True,True
HBDEC2_KD,NHEJ1,-0.5076673639016072,0.03348256130242195,0.1916434017616193,True,True
HBDEC2_KD,PAXX,-0.10747588116238838,0.0718632630713938,0.2928825248640651,True,True
HBDEC2_KD,DCLRE1C,-0.0035679269149699877,0.9227204765792686,0.9567875538489524,True,True
HBDEC2_KD,APLF,-0.22872659661484374,0.440166331121928,0.604584028276817,True,True
HBDEC2_KD,PNKP,0.007452845233936856,0.8023991529298459,0.8825953711166299,True,True
HBDEC2_KD,APTX,-0.3061672935891959,0.005960180027204891,0.07799614895788799,True,True
HBDEC2_KD,POLL,-0.08619949530603677,0.3206561654274143,0.49879346781331035,True,True
HBDEC2_KD,POLM,-0.19200674870098844,0.0028391161509411012,0.05629867203076572,True,True
HBDEC2_KD,CGAS,-0.3576684489451054,0.03078324478508624,0.18318101268972845,True,True
HBDEC2_KD,STING1,-0.016085419743568252,0.7340142236442105,0.8353661018660955,True,True
HBDEC2_KD,TBK1,0.13374014199482964,0.05196818276657738,0.24461470818405287,True,True
HBDEC2_KD,IKBKE,-0.008391230447689857,0.8495652426991258,0.9122486403084712,True,True
HBDEC2_KD,IRF3,-0.04838692988140991,0.39200495773688915,0.5616638366123045,True,True
HBDEC2_KD,IRF7,0.17906639763936916,0.06190108944535788,0.26903820808983986,True,True
HBDEC2_KD,IFI16,-0.28804798421146316,0.010512022224861178,0.103945257022286,True,True
HBDEC2_KD,DDX41,-1.187483595635669,1.089938198053062e-05,0.010682457115076078,True,True
HBDEC2_KD,ZBP1,-0.051065140990692814,0.8826412629275987,0.933249104335259,True,True
HBDEC2_KD,TREX1,-0.15646287110828538,0.1073187216313332,0.36159619469837295,True,True
HBDEC2_KD,ENPP1,-0.5634881797402516,0.01686245276785948,0.13193194130475164,True,True
HBDEC2_KD,IFNB1,-0.056894326777657156,0.6577964610714542,0.7811568440737934,True,True
HBDEC2_KD,IFNL1,-0.28772265461223157,0.4622081745913846,0.6236783613466681,True,True
HBDEC2_KD,ISG15,0.13192011439016404,0.2519353270626955,0.4320249392796921,True,True
HBDEC2_KD,MX1,0.484178809475587,0.05592365375892681,0.2549144288887602,True,True
HBDEC2_KD,OAS1,-1.1852427006015738,0.3376079815127134,0.5140982643295817,True,True
HBDEC2_KD,OAS2,-0.4672583205079164,0.0033869673168260748,0.060868169412624615,True,True
HBDEC2_KD,IFIT1,0.41836227049925157,0.17884076986077418,0.36460058840090964,True,True
HBDEC2_KD,IFI27,0.8117734271086787,0.04570148356233674,0.22775224833716712,True,True
HBDEC2_KD,STAT1,0.008686833062283128,0.8953536388710861,0.940771144996642,True,True
HBDEC2_KD,STAT2,0.29127714234840063,0.002816321860967452,0.056110878934848486,True,True
HBDEC2_KD,IRF9,0.4894087905469675,0.002094818387294858,0.05012501051883708,True,True
HBDEC2_KD,IRF1,0.37019995072879475,0.11978031907030778,0.3619030337370148,True,True
HBDEC2_KD,CXCL10,-0.19424317293560978,0.1579474642767649,0.3619030337370148,True,True
HBDEC2_KD,DDX58,,,,False,False
HBDEC2_KD,B2M,0.20719851995058924,0.05735023868940606,0.25847170935376473,True,True
HBDEC2_KD,TAP1,-1.0421225121191409,0.002196168835748388,0.05068229271849502,True,True
HBDEC2_KD,HLA-A,-0.028166248210988343,0.6148701816777441,0.7496074627796252,True,True
HBDEC2_KD,HLA-B,0.26635338495547245,0.03048190875012878,0.18250665231885801,True,True
HBDEC2_KD,CD274,0.05336556986520602,0.6869577786312797,0.8023738445267298,True,True
JEG3_KO,ELF3,-1.33980850082684,0.012105708234422323,0.24958133482055342,True,True
JEG3_KO,CLDN4,-0.09568032143904404,0.5632823078114444,0.8050429939604533,True,True
JEG3_KO,TACSTD2,0.3804802664390111,0.49835171604863066,0.7710852656190897,True,True
JEG3_KO,AURKA,-0.11731817010106127,0.049899300921264364,0.35662276835583767,True,True
JEG3_KO,CDC25B,-0.6088658465984604,0.004246079653103733,0.19783768802310067,True,True
JEG3_KO,ITGB6,-0.1795249561565877,0.7354128862069281,0.8940347057420646,True,True
JEG3_KO,YWHAB,0.010644367970469304,0.8692034730582355,0.956314749188454,True,True
JEG3_KO,XRCC6,-0.0581783146683712,0.4072249883536206,0.7095595861717456,True,True
JEG3_KO,XRCC5,-0.03622941486614195,0.8026507051018625,0.9279011275475181,True,True
JEG3_KO,PRKDC,0.10704287870243157,0.8529683932529819,0.9514536692264912,True,True
JEG3_KO,XRCC4,0.5805801722768122,0.22839048573695309,0.5792018925495644,True,True
JEG3_KO,LIG4,0.13066633054961407,0.5075476669989387,0.7747840565968691,True,True
JEG3_KO,NHEJ1,-0.06390552656422877,0.8190406206452252,0.9354572257269598,True,True
JEG3_KO,PAXX,0.06404869067820851,0.5797859016162119,0.8144080905769173,True,True
JEG3_KO,DCLRE1C,-0.2893184772944535,0.03425064540096721,0.31993296688632983,True,True
JEG3_KO,APLF,0.014112428208000294,0.9282224099600833,,False,True
JEG3_KO,PNKP,-0.39296719842591976,0.021498498423950657,0.28056776492113056,True,True
JEG3_KO,APTX,0.04928703752887387,0.28457713919017447,0.625736563051964,True,True
JEG3_KO,POLL,-0.5327001824228574,0.008755131761254671,0.2296687608168116,True,True
JEG3_KO,POLM,0.20240383030454367,0.5627297237194747,0.8048077087554595,True,True
JEG3_KO,CGAS,0.19040539635340398,0.3651257732843929,,False,True
JEG3_KO,STING1,0.14848269758518337,0.3153891884089395,,False,True
JEG3_KO,TBK1,-0.06850065866854349,0.6499675075778649,0.8520031170961422,True,True
JEG3_KO,IKBKE,-0.7535239910562959,0.0016548241601761376,,False,True
JEG3_KO,IRF3,-0.1196644039395558,0.502785088979133,0.7730684062279728,True,True
JEG3_KO,IRF7,-0.21852150544757484,0.16613853286107205,,False,True
JEG3_KO,IFI16,-0.3203778321041076,0.36391622503717685,,False,True
JEG3_KO,DDX41,0.271433189703397,0.3488489444510022,0.6717144259563507,True,True
JEG3_KO,ZBP1,-0.007241698215898158,0.8839771494862968,,False,True
JEG3_KO,TREX1,-0.11531829832083591,0.26714935595812556,,False,True
JEG3_KO,ENPP1,1.036239391036737,0.14603056392992977,0.5008397013453932,True,True
JEG3_KO,IFNB1,0.0,,,False,True
JEG3_KO,IFNL1,-0.020453128953886297,0.6376180695344662,,False,True
JEG3_KO,ISG15,0.08808101251615996,0.802589148703102,0.9279011275475181,True,True
JEG3_KO,MX1,-0.19507399739928588,0.23205964902606097,0.5831943797410475,True,True
JEG3_KO,OAS1,0.04408688666819671,0.8323509487941524,0.9415348410138803,True,True
JEG3_KO,OAS2,0.037726936501912285,0.3442508110780228,,False,True
JEG3_KO,IFIT1,-1.2993440067114523,0.0123287733239268,0.2500520810062305,True,True
JEG3_KO,IFI27,0.16136697215231113,0.20683543071210092,,False,True
JEG3_KO,STAT1,0.2975210235243715,0.08250339220901849,0.4177116682589326,True,True
JEG3_KO,STAT2,0.24423936984152306,0.266377327122391,0.611705415689381,True,True
JEG3_KO,IRF9,0.37352194336253186,0.41441889884384375,0.7141240801321452,True,True
JEG3_KO,IRF1,-0.4139198421501109,0.2874248389083414,0.6286909667893855,True,True
JEG3_KO,CXCL10,0.0,,,False,True
JEG3_KO,DDX58,,,,False,False
JEG3_KO,B2M,0.19501521324782978,0.6359795121894561,0.844596793907559,True,True
JEG3_KO,TAP1,-0.2983563959757518,0.12389411268211509,0.4737058296920183,True,True
JEG3_KO,HLA-A,0.340815309182259,0.25202580449866474,0.6006348524739192,True,True
JEG3_KO,HLA-B,-0.00039803291678031094,0.998122859945918,0.9998695749508233,True,True
JEG3_KO,CD274,0.1491859492066956,0.560594840152524,0.8044957655709433,True,True
CRPC_shELF3,ELF3,-1.981947550160903,0.0006436922292871956,0.07328965913775427,True,True
CRPC_shELF3,CLDN4,-1.347250110942781,2.1859341096201826e-05,0.06834124899957415,True,True
CRPC_shELF3,TACSTD2,-0.8450816388042524,0.10544774295886236,0.1961815199153197,True,True
CRPC_shELF3,AURKA,-0.13587800903397707,0.14660975945808696,0.23669796718992112,True,True
CRPC_shELF3,CDC25B,-0.11672762059781228,0.21572063391332075,0.3073247026906235,True,True
CRPC_shELF3,ITGB6,-0.07633881481844747,0.03412219964340305,,False,True
CRPC_shELF3,YWHAB,1.1778203753887944,0.0005885720415838649,0.07328965913775427,True,True
CRPC_shELF3,XRCC6,0.9344257940251941,0.00412044009603847,0.08376172114595228,True,True
CRPC_shELF3,XRCC5,0.7437970642798613,0.008417039698418493,0.08986531353027784,True,True
CRPC_shELF3,PRKDC,1.2420294435829486,0.0010986047594359737,0.07913291342911041,True,True
CRPC_shELF3,XRCC4,0.13288700030726774,0.23888073780334432,0.3300600277483138,True,True
CRPC_shELF3,LIG4,0.1779566422055221,0.2616777503445055,0.3520621953988022,True,True
CRPC_shELF3,NHEJ1,0.09350863766358675,0.3105280403879166,,False,True
CRPC_shELF3,PAXX,-0.23229070541081054,0.08184014827635984,0.171675601758158,True,True
CRPC_shELF3,DCLRE1C,0.15163592213249943,0.35394657564922577,0.44153797461909416,True,True
CRPC_shELF3,APLF,-0.07812205045745593,0.16965685425160065,,False,True
CRPC_shELF3,PNKP,-0.16003374587159858,0.04806140279965462,0.13740145198007644,True,True
CRPC_shELF3,APTX,0.15159610065024598,0.39183881257764663,0.4776874770884898,True,True
CRPC_shELF3,POLL,0.01293931604045806,0.7289215371386506,0.7783617241686709,True,True
CRPC_shELF3,POLM,-0.16618006687092635,0.34065536579574124,0.4285257504182072,True,True
CRPC_shELF3,CGAS,0.032457199961265115,0.35943524760507484,,False,True
CRPC_shELF3,STING1,-0.3629319960395334,0.04180676754427569,,False,True
CRPC_shELF3,TBK1,0.23051943626120597,0.08054997633857473,0.17064863982022194,True,True
CRPC_shELF3,IKBKE,0.196057723843448,0.09199570160124565,0.18230352871713207,True,True
CRPC_shELF3,IRF3,-0.2224928041350278,0.07740499227750226,0.1672178062368833,True,True
CRPC_shELF3,IRF7,-0.8828401293146184,0.008288003241197415,0.08986531353027784,True,True
CRPC_shELF3,IFI16,-0.042685153706743015,0.5776649949097867,,False,True
CRPC_shELF3,DDX41,-0.4580254134429822,0.016783538563834396,0.10249817051796657,True,True
CRPC_shELF3,ZBP1,,,,False,False
CRPC_shELF3,TREX1,-0.28510464546423275,0.03808776295404081,0.12755714868061,True,True
CRPC_shELF3,ENPP1,0.69953333245377,0.015386471906713143,0.10074134288242088,True,True
CRPC_shELF3,IFNB1,,,,False,False
CRPC_shELF3,IFNL1,,,,False,False
CRPC_shELF3,ISG15,-1.216153733305548,0.002837114443945643,0.08376172114595228,True,True
CRPC_shELF3,MX1,-0.1669457817239366,0.3115459396421456,,False,True
CRPC_shELF3,OAS1,-1.5346874826367751,0.028924308671743785,0.11847742707409883,True,True
CRPC_shELF3,OAS2,-0.2194859513353632,0.05712269254795552,,False,True
CRPC_shELF3,IFIT1,-0.7081898320604805,0.06734089905658064,0.1574384670405048,True,True
CRPC_shELF3,IFI27,-0.7766008575280202,0.007644256275025421,,False,True
CRPC_shELF3,STAT1,0.3479492706088445,0.035790123434793694,0.12550792109892125,True,True
CRPC_shELF3,STAT2,0.6179879101364238,0.04618061152371627,0.13545988639156606,True,True
CRPC_shELF3,IRF9,0.10164057839389526,0.11719567517999814,,False,True
CRPC_shELF3,IRF1,-0.9874255898121063,0.016798020765484763,0.10251722440889145,True,True
CRPC_shELF3,CXCL10,-0.3315182686716508,0.09424670451130701,,False,True
CRPC_shELF3,DDX58,,,,False,False
CRPC_shELF3,B2M,-0.7241308903430426,0.04191664236129046,0.13161611762719952,True,True
CRPC_shELF3,TAP1,0.0360951295663452,0.6751786056841326,0.7319688385462978,True,True
CRPC_shELF3,HLA-A,-1.6086419119710698,0.0016665253462181974,0.08034497456352299,True,True
CRPC_shELF3,HLA-B,-1.93735694627264,0.008522811117738189,0.08986531353027784,True,True
CRPC_shELF3,CD274,-0.11699986371592414,0.2556860081397124,,False,True
synov_siELF3_basal,ELF3,0.36038002006904224,0.045095164721954906,,False,True
synov_siELF3_basal,CLDN4,0.014406524883007948,0.9693075703390832,0.9835609843898174,True,True
synov_siELF3_basal,TACSTD2,-0.6156435209454131,0.046815041403654015,0.34523185213882407,True,True
synov_siELF3_basal,AURKA,0.4219987860735236,0.07624382151357403,0.38245260777532214,True,True
synov_siELF3_basal,CDC25B,-0.28593697158383957,0.01712676236288073,0.28846813241429864,True,True
synov_siELF3_basal,ITGB6,-0.3808785035508936,0.12869009861034156,,False,True
synov_siELF3_basal,YWHAB,-0.30082537116892105,0.017863496543778928,0.28875300620838823,True,True
synov_siELF3_basal,XRCC6,-0.34796340297061423,0.054418236351936045,0.3553283983098467,True,True
synov_siELF3_basal,XRCC5,-0.17497710615051965,0.06307725673564706,0.3676563890229636,True,True
synov_siELF3_basal,PRKDC,0.08279671516853715,0.6299082348149828,0.7922907897055652,True,True
synov_siELF3_basal,XRCC4,0.2646770885120058,0.5594289438655913,0.7452570748193935,True,True
synov_siELF3_basal,LIG4,0.3540522314737029,0.4744400274075813,0.6864485064843215,True,True
synov_siELF3_basal,NHEJ1,0.15639835935317725,0.3441632925893223,0.5968853273869603,True,True
synov_siELF3_basal,PAXX,-0.2690446909187528,0.05078986068898642,0.34953173473161214,True,True
synov_siELF3_basal,DCLRE1C,0.2284711683563836,0.035542624785645405,0.32337951597375536,True,True
synov_siELF3_basal,APLF,-0.15966018990175546,0.6060355154073269,0.7761110754067516,True,True
synov_siELF3_basal,PNKP,0.36073541247767105,0.24324800408958877,0.5296716936699254,True,True
synov_siELF3_basal,APTX,-0.2722257299277506,0.2993651689583906,0.567921760502422,True,True
synov_siELF3_basal,POLL,0.3512562054055621,0.055587695126143095,0.35660688973108773,True,True
synov_siELF3_basal,POLM,0.2852228498871635,0.22455856899287868,0.515330158817695,True,True
synov_siELF3_basal,CGAS,0.38669969770691626,0.254594587025281,0.5390925885865261,True,True
synov_siELF3_basal,STING1,-0.618256685290475,0.05736859499923242,0.35896634581379705,True,True
synov_siELF3_basal,TBK1,-0.042962071906682775,0.6818213726747329,0.8242682186982241,True,True
synov_siELF3_basal,IKBKE,-0.2378018361046662,0.3077342508685252,0.5739405587631929,True,True
synov_siELF3_basal,IRF3,-0.02608130198223968,0.853315343123025,0.9237902191073311,True,True
synov_siELF3_basal,IRF7,0.7742968264971103,0.08447225159630804,0.3923481479944436,True,True
synov_siELF3_basal,IFI16,-0.2911515692131852,0.11550872467844217,0.42137487121668793,True,True
synov_siELF3_basal,DDX41,-0.2618621071104503,0.07906912741345491,0.38533930330092075,True,True
synov_siELF3_basal,ZBP1,0.12778199366579385,0.6707942492023039,,False,True
synov_siELF3_basal,TREX1,-0.22988254106807127,0.18389660547431602,0.4843588624900076,True,True
synov_siELF3_basal,ENPP1,-0.05997131401814748,0.8778261106739552,0.9366379647636366,True,True
synov_siELF3_basal,IFNB1,-0.07146383390948788,0.18192529381027614,,False,True
synov_siELF3_basal,IFNL1,,,,False,False
synov_siELF3_basal,ISG15,-0.7451417902393176,0.1492377875339735,0.4523261038852155,True,True
synov_siELF3_basal,MX1,-0.31257169370171656,0.44272283431249104,0.6658968060320042,True,True
synov_siELF3_basal,OAS1,-0.20795185268983896,0.6535919541145977,0.8073637303999416,True,True
synov_siELF3_basal,OAS2,1.0076537074212366,0.08869290003447645,0.3972149825251328,True,True
synov_siELF3_basal,IFIT1,-0.45989731507071774,0.21828062483307276,0.5108955360122407,True,True
synov_siELF3_basal,IFI27,-0.3119591125458015,0.26193375913843675,0.5439345102955103,True,True
synov_siELF3_basal,STAT1,-0.16014466738874278,0.5913782821220277,0.7664469398226658,True,True
synov_siELF3_basal,STAT2,0.5248583733556946,0.11588266987725535,0.4213941133157389,True,True
synov_siELF3_basal,IRF9,-0.33155277535363825,0.04086685336380995,0.3335159603460374,True,True
synov_siELF3_basal,IRF1,-0.1065251506379199,0.35010854211420067,0.6004401160957333,True,True
synov_siELF3_basal,CXCL10,0.01151719822436699,0.8791909309580408,,False,True
synov_siELF3_basal,DDX58,,,,False,False
synov_siELF3_basal,B2M,-0.09197713087691595,0.696800983075976,0.8339742752519542,True,True
synov_siELF3_basal,TAP1,-0.2532491957290115,0.07925000859505477,0.38533930330092075,True,True
synov_siELF3_basal,HLA-A,0.12717679373217083,0.2232559748614616,0.514563806103954,True,True
synov_siELF3_basal,HLA-B,0.14658188753386203,0.042644225859796964,0.3374131433634396,True,True
synov_siELF3_basal,CD274,1.0375059296166027,0.03562762684541772,0.32337951597375536,True,True
synov_siELF3_TNF16,ELF3,-0.2220845674469674,0.5228632839960331,,False,True
synov_siELF3_TNF16,CLDN4,0.17123267180351992,0.6708133552600749,0.849322959389785,True,True
synov_siELF3_TNF16,TACSTD2,0.019635270853522596,0.9615688971975707,,False,True
synov_siELF3_TNF16,AURKA,0.14416312878934234,0.5639375257110298,0.7862349227534083,True,True
synov_siELF3_TNF16,CDC25B,-0.5049960817086192,0.09217571510539672,0.4101384454858828,True,True
synov_siELF3_TNF16,ITGB6,-0.1644284002560096,0.4807816224736693,,False,True
synov_siELF3_TNF16,YWHAB,-0.034340389920632486,0.7311634165192338,0.8785196756398961,True,True
synov_siELF3_TNF16,XRCC6,-0.2888777907583351,0.023647347778558276,0.2884239817887985,True,True
synov_siELF3_TNF16,XRCC5,0.010424078762937938,0.9444676718283599,0.9782974785124445,True,True
synov_siELF3_TNF16,PRKDC,0.3898263097598602,0.10421432574368773,0.4237719975738582,True,True
synov_siELF3_TNF16,XRCC4,0.1599459642845955,0.29946574218068867,0.6045684865671315,True,True
synov_siELF3_TNF16,LIG4,0.2928378521201018,0.5097613604897029,0.753867183916162,True,True
synov_siELF3_TNF16,NHEJ1,-0.43434520965041745,0.025655786058550734,0.2977366695884111,True,True
