n,n_bound,frac,odds_ratio,p,bg_frac,source,experiment,window,set,n_peaks
199,34,0.1708542713567839,0.9493256925931971,0.8527282432931975,0.17834780133769745,peak_TSS,ECC4_CUTTag,tss_10kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,5067
1,1,1.0,inf,0.17829512134807646,0.17826609199463012,peak_TSS,ECC4_CUTTag,tss_10kb,CLDN4,5067
1,0,0.0,0.0,1.0,0.17830142019359854,peak_TSS,ECC4_CUTTag,tss_10kb,TACSTD2,5067
1,1,1.0,inf,0.17829512134807646,0.17826609199463012,peak_TSS,ECC4_CUTTag,tss_10kb,ELF3,5067
13,5,0.38461538461538464,5.186288202431811,0.008835536927001734,0.10754930373930868,peak_TSS,A99_CUTTag,tss_2kb,NHEJ_CORE,3837
11,2,0.18181818181818182,1.8421244619537462,0.3353289393093921,0.1076477240599378,peak_TSS,A99_CUTTag,tss_2kb,STING_CORE,3837
198,24,0.12121212121212122,1.1441798941798942,0.4917045233822033,0.10758120175032908,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_APICAL_JUNCTION,3837
150,42,0.28,3.253807200413987,3.928459524098671e-09,0.10675853251411727,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_DNA_REPAIR,3837
200,56,0.28,3.264353089720737,1.0869490008407716e-11,0.10645035044650798,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_E2F_TARGETS,3837
200,44,0.22,2.3569684864624945,5.004284945052969e-06,0.10687729035471591,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_G2M_CHECKPOINT,3837
97,9,0.09278350515463918,0.8470901014089562,0.7441710855472368,0.10772775611485289,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,3837
199,24,0.12060301507537688,1.137596371882086,0.5652384250806142,0.10758502917318913,peak_TSS,A99_CUTTag,tss_2kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,3837
1,0,0.0,0.0,1.0,0.10768035045573376,peak_TSS,A99_CUTTag,tss_2kb,CLDN4,3837
1,1,1.0,inf,0.107676546437277,0.10764502225676535,peak_TSS,A99_CUTTag,tss_2kb,TACSTD2,3837
1,1,1.0,inf,0.107676546437277,0.10764502225676535,peak_TSS,A99_CUTTag,tss_2kb,ELF3,3837
13,5,0.38461538461538464,3.8462389380530975,0.02592845867673221,0.13978228599703119,peak_TSS,A99_CUTTag,tss_10kb,NHEJ_CORE,3837
11,3,0.2727272727272727,2.3065769522365427,0.19114090704748743,0.13984308736217133,peak_TSS,A99_CUTTag,tss_10kb,STING_CORE,3837
198,32,0.16161616161616163,1.186710180845582,0.3559288334166538,0.13974171973389307,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_APICAL_JUNCTION,3837
150,50,0.3333333333333333,3.1006393861892585,1.588081168889483e-09,0.1388642255922151,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_DNA_REPAIR,3837
200,59,0.295,2.5964500828120087,1.3727367972005752e-08,0.1387910484932579,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_E2F_TARGETS,3837
200,46,0.23,1.8463159221973735,0.0006503660614144017,0.1392535667271498,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_G2M_CHECKPOINT,3837
97,12,0.12371134020618557,0.8675844806007509,0.7694744040986593,0.13995037220843673,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,3837
199,29,0.1457286432160804,1.0491762311640505,0.7592382298379198,0.13985342251316352,peak_TSS,A99_CUTTag,tss_10kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,3837
1,1,1.0,inf,0.13989472568622602,0.13986433971596127,peak_TSS,A99_CUTTag,tss_10kb,CLDN4,3837
1,1,1.0,inf,0.13989472568622602,0.13986433971596127,peak_TSS,A99_CUTTag,tss_10kb,TACSTD2,3837
1,1,1.0,inf,0.13989472568622602,0.13986433971596127,peak_TSS,A99_CUTTag,tss_10kb,ELF3,3837
13,7,0.5384615384615384,5.683233035899565,0.002739344197069494,0.1703187955043472,peak_TSS,DMS53_CUTTag,tss_2kb,NHEJ_CORE,6415
11,3,0.2727272727272727,1.8250829359319924,0.4133830656497035,0.1704481198756008,peak_TSS,DMS53_CUTTag,tss_2kb,STING_CORE,6415
198,45,0.22727272727272727,1.4350923385459602,0.03684480505936988,0.17008787221174712,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_APICAL_JUNCTION,6415
150,52,0.3466666666666667,2.5989329959046876,1.6221874067341503e-07,0.16954931278190147,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_DNA_REPAIR,6415
200,72,0.36,2.763159970551115,1.4007716894608358e-10,0.1691393603017042,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_E2F_TARGETS,6415
200,60,0.3,2.0988849589353156,6.847161087926671e-06,0.16956630020991212,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_G2M_CHECKPOINT,6415
97,14,0.14432989690721648,0.8201684543660928,0.5887087646664952,0.1705778092874867,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,6415
199,38,0.19095477386934673,1.1495612737848762,0.4489183514753642,0.17034296285754946,peak_TSS,DMS53_CUTTag,tss_2kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,6415
1,1,1.0,inf,0.17048786519235526,0.17045856002261003,peak_TSS,DMS53_CUTTag,tss_2kb,CLDN4,6415
1,1,1.0,inf,0.17048786519235526,0.17045856002261003,peak_TSS,DMS53_CUTTag,tss_2kb,TACSTD2,6415
1,0,0.0,0.0,1.0,0.17049388822157846,peak_TSS,DMS53_CUTTag,tss_2kb,ELF3,6415
13,7,0.5384615384615384,4.330363585900638,0.00985389871875092,0.2122358097123065,peak_TSS,DMS53_CUTTag,tss_10kb,NHEJ_CORE,6415
11,4,0.36363636363636365,2.1198402130492675,0.2618729368928813,0.21232683064744134,peak_TSS,DMS53_CUTTag,tss_10kb,STING_CORE,6415
198,52,0.26262626262626265,1.3236048542796728,0.09697193486218922,0.21203173360845282,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_APICAL_JUNCTION,6415
150,62,0.41333333333333333,2.6295530939648586,2.9999326260460945e-08,0.21131512590119686,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_DNA_REPAIR,6415
200,81,0.405,2.545032580558779,5.81717900664171e-10,0.21101504963176432,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_E2F_TARGETS,6415
200,68,0.34,1.9208114115583832,2.6901607939356194e-05,0.21147756786565625,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_G2M_CHECKPOINT,6415
97,20,0.20618556701030927,0.9631023182425051,1.0,0.21240694789081885,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,6415
199,49,0.24623115577889448,1.2131533344513388,0.2577826076815518,0.2121460082538779,peak_TSS,DMS53_CUTTag,tss_10kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,6415
1,1,1.0,inf,0.21238562899636135,0.21235780399915213,peak_TSS,DMS53_CUTTag,tss_10kb,CLDN4,6415
1,1,1.0,inf,0.21238562899636135,0.21235780399915213,peak_TSS,DMS53_CUTTag,tss_10kb,TACSTD2,6415
1,1,1.0,inf,0.21238562899636135,0.21235780399915213,peak_TSS,DMS53_CUTTag,tss_10kb,ELF3,6415
13,1,0.07692307692307693,2.4303482587064678,0.35509055071046136,0.033151904997525974,peak_TSS,HBDEC2_ChIP,tss_2kb,NHEJ_CORE,13960
11,0,0.0,0.0,1.0,0.03318490245971162,peak_TSS,HBDEC2_ChIP,tss_2kb,STING_CORE,13960
198,9,0.045454545454545456,1.3916538658474142,0.31548772438491307,0.03308548863353374,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_APICAL_JUNCTION,13960
150,3,0.02,0.5935156113727542,0.4943064851142527,0.03324217778882693,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_DNA_REPAIR,13960
200,10,0.05,1.5397427907767265,0.16635100889344262,0.033052264560429784,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_E2F_TARGETS,13960
200,10,0.05,1.5397427907767265,0.16635100889344262,0.033052264560429784,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_G2M_CHECKPOINT,13960
97,4,0.041237113402061855,1.2546719567592433,0.56592902899643,0.03314427507975895,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,13960
199,5,0.02512562814070352,0.7498509900880814,0.6907181602384517,0.033228973957592146,peak_TSS,HBDEC2_ChIP,tss_2kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,13960
1,0,0.0,0.0,1.0,0.03317317883134318,peak_TSS,HBDEC2_ChIP,tss_2kb,CLDN4,13960
1,0,0.0,0.0,1.0,0.03317317883134318,peak_TSS,HBDEC2_ChIP,tss_2kb,TACSTD2,13960
1,0,0.0,0.0,1.0,0.03317317883134318,peak_TSS,HBDEC2_ChIP,tss_2kb,ELF3,13960
13,5,0.38461538461538464,4.591445427728614,0.013875466052133528,0.11981338799745529,peak_TSS,HBDEC2_ChIP,tss_10kb,NHEJ_CORE,13960
11,1,0.09090909090909091,0.7337065409546258,1.0,0.11994628216002262,peak_TSS,HBDEC2_ChIP,tss_10kb,STING_CORE,13960
198,24,0.12121212121212122,1.0122034799864974,0.9127328671686366,0.11992600234800242,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_APICAL_JUNCTION,13960
150,21,0.14,1.1957444755379716,0.44877526661888967,0.11982810668750223,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_DNA_REPAIR,13960
200,24,0.12,1.0006202637469324,1.0,0.11993453588074145,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_E2F_TARGETS,13960
200,27,0.135,1.1463776722090262,0.5116609339376617,0.11982780090368947,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_G2M_CHECKPOINT,13960
97,16,0.16494845360824742,1.45158002038736,0.2075760074965994,0.11978021978021978,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,13960
199,31,0.15577889447236182,1.357270256497367,0.12466326230965316,0.11968122954319055,peak_TSS,HBDEC2_ChIP,tss_10kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,13960
1,0,0.0,0.0,1.0,0.11993923549777433,peak_TSS,HBDEC2_ChIP,tss_10kb,CLDN4,13960
1,0,0.0,0.0,1.0,0.11993923549777433,peak_TSS,HBDEC2_ChIP,tss_10kb,TACSTD2,13960
1,0,0.0,0.0,1.0,0.11993923549777433,peak_TSS,HBDEC2_ChIP,tss_10kb,ELF3,13960
13,12,0.9230769230769231,17.783157894736842,0.00014999724693506752,0.4029122782215311,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,NHEJ_CORE,39978
11,5,0.45454545454545453,1.2338184155927647,0.764759682093535,0.40313118461973424,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,STING_CORE,39978
198,91,0.4595959595959596,1.2611646373830125,0.1098615819304789,0.4027535664733715,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_APICAL_JUNCTION,39978
150,122,0.8133333333333334,6.509471086929015,9.407013666584101e-25,0.40096601200411974,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_DNA_REPAIR,39978
200,156,0.78,5.307787361891839,1.8923941808189635e-27,0.40046963389902873,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_E2F_TARGETS,39978
200,151,0.755,4.609997662149843,6.66137986630563e-24,0.4006475255274487,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_G2M_CHECKPOINT,39978
97,58,0.5979381443298969,2.2078472288090043,0.00011159846959910908,0.40248138957816376,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,39978
199,107,0.5376884422110553,1.7286704613195392,0.00014926377749540802,0.4021986623025473,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,39978
1,0,0.0,0.0,1.0,0.4031654066275701,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,CLDN4,39978
1,0,0.0,0.0,1.0,0.4031654066275701,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,TACSTD2,39978
1,0,0.0,0.0,1.0,0.4031654066275701,peak_TSS,HepG2_ENCODE_IDR,tss_2kb,ELF3,39978
13,13,1.0,inf,0.00027955782020440596,0.5213826252915813,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,NHEJ_CORE,39978
11,5,0.45454545454545453,0.7642276422764228,0.7668119081570819,0.5216284987277354,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,STING_CORE,39978
198,118,0.5959595959595959,1.3556666894244556,0.0383174135303571,0.5210786580810417,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_APICAL_JUNCTION,39978
150,131,0.8733333333333333,6.371294677859059,6.977684803479261e-20,0.5197286642753134,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_DNA_REPAIR,39978
200,164,0.82,4.213912289112618,1.2785407858587203e-18,0.5194791333119864,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_E2F_TARGETS,39978
200,159,0.795,3.584659495095567,1.0688526747722124e-15,0.5196570249404063,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_G2M_CHECKPOINT,39978
97,63,0.6494845360824743,1.7024574487664743,0.014142366638604034,0.5211627082594824,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,39978
199,124,0.6231155778894473,1.520759510962366,0.004307880470569703,0.5208837341682083,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,39978
1,0,0.0,0.0,0.478397569505776,0.521620857768671,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,CLDN4,39978
1,0,0.0,0.0,0.478397569505776,0.521620857768671,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,TACSTD2,39978
1,1,1.0,inf,1.0,0.5215855295697025,peak_TSS,HepG2_ENCODE_IDR,tss_10kb,ELF3,39978
13,3,0.23076923076923078,1.2466942148760332,0.7261653433656127,0.19396206251669784,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,NHEJ_CORE,68319
10,2,0.2,1.0388058233326776,1.0,0.19397801862311098,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,STING_CORE,68319
193,48,0.24870466321243523,1.3790803228522726,0.06696228208428995,0.19357442066023597,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_APICAL_JUNCTION,68319
143,29,0.20279720279720279,1.0573419803464357,0.7512754051986976,0.19393195504583638,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_DNA_REPAIR,68319
194,51,0.26288659793814434,1.4867933020495594,0.017673957590120463,0.19346656418139893,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_E2F_TARGETS,68319
197,43,0.2182741116751269,1.1615739476707347,0.3672341761329281,0.19379636391590113,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_G2M_CHECKPOINT,68319
90,21,0.23333333333333334,1.2657119307644755,0.3498116262816977,0.19384474046853467,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_INTERFERON_ALPHA_RESPONSE,68319
185,44,0.23783783783783785,1.2992356295399006,0.1353596965915069,0.19366860040723807,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,HALLMARK_INTERFERON_GAMMA_RESPONSE,68319
1,0,0.0,0.0,1.0,0.19398771601876932,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,Cldn4,68319
1,0,0.0,0.0,1.0,0.19398771601876932,peak_TSS,mTEC_CUTRUN_TNFa_IFNg,tss_2kb,Elf3,68319
