n,n_bound,frac,odds_ratio,p,bg_frac,source,experiment,set,n_bound_universe,n_universe
12,11,0.9166666666666666,2.3169157308338493,0.7044359962337576,0.8260170915199766,ChIP-Atlas_hg38_5kb,CFPAC1_any,NHEJ_CORE,11320,13703
9,9,1.0,inf,0.37453278902638176,0.8259821819775084,ChIP-Atlas_hg38_5kb,CFPAC1_any,STING_CORE,11320,13703
147,126,0.8571428571428571,1.2660353760943364,0.3810473500521755,0.8257598111537326,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_APICAL_JUNCTION,11320,13703
139,116,0.8345323741007195,1.06235350728777,0.9104069962059336,0.8260100265408434,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_DNA_REPAIR,11320,13703
185,166,0.8972972972972973,1.8517029529175277,0.008216236510193892,0.8251220594762538,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_E2F_TARGETS,11320,13703
185,163,0.8810810810810811,1.5678823730719402,0.05028793523838379,0.8253439857967155,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_G2M_CHECKPOINT,11320,13703
92,88,0.9565217391304348,4.659722222222222,0.0002669205255372324,0.8252148997134671,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_INTERFERON_ALPHA_RESPONSE,11320,13703
167,157,0.9401197604790419,3.337463047567858,1.9836001420515104e-05,0.8246897163120568,ChIP-Atlas_hg38_5kb,CFPAC1_any,HALLMARK_INTERFERON_GAMMA_RESPONSE,11320,13703
1,1,1.0,inf,1.0,0.8260837833892862,ChIP-Atlas_hg38_5kb,CFPAC1_any,CLDN4,11320,13703
1,1,1.0,inf,1.0,0.8260837833892862,ChIP-Atlas_hg38_5kb,CFPAC1_any,TACSTD2,11320,13703
1,1,1.0,inf,1.0,0.8260837833892862,ChIP-Atlas_hg38_5kb,CFPAC1_any,ELF3,11320,13703
12,2,0.16666666666666666,3.7626628075253254,0.12056534824264685,0.050471112409612155,ChIP-Atlas_hg38_5kb,ESO26,NHEJ_CORE,693,13703
9,0,0.0,0.0,1.0,0.05060610486344384,ChIP-Atlas_hg38_5kb,ESO26,STING_CORE,693,13703
147,8,0.05442176870748299,1.0814262458646222,0.8486387930304928,0.05053113012688108,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_APICAL_JUNCTION,693,13703
139,9,0.06474820143884892,1.3036437246963564,0.43262278901158047,0.05042760247714539,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_DNA_REPAIR,693,13703
185,10,0.05405405405405406,1.0738339259569127,0.736438179197523,0.05052522562509247,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_E2F_TARGETS,693,13703
185,9,0.04864864864864865,0.9594796650717703,1.0,0.05059920106524634,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_G2M_CHECKPOINT,693,13703
92,4,0.043478260869565216,0.8524871355060034,1.0,0.050620821394460364,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_INTERFERON_ALPHA_RESPONSE,693,13703
167,9,0.05389221556886228,1.070286475682878,0.8579362092637524,0.05053191489361702,ChIP-Atlas_hg38_5kb,ESO26,HALLMARK_INTERFERON_GAMMA_RESPONSE,693,13703
1,0,0.0,0.0,1.0,0.050576558166690995,ChIP-Atlas_hg38_5kb,ESO26,CLDN4,693,13703
1,0,0.0,0.0,1.0,0.050576558166690995,ChIP-Atlas_hg38_5kb,ESO26,TACSTD2,693,13703
1,0,0.0,0.0,1.0,0.050576558166690995,ChIP-Atlas_hg38_5kb,ESO26,ELF3,693,13703
12,1,0.08333333333333333,4.6236225895316805,0.20898180179575282,0.019282740486450952,ChIP-Atlas_hg38_5kb,HBDEC2,NHEJ_CORE,265,13703
9,0,0.0,0.0,1.0,0.01935154082079743,ChIP-Atlas_hg38_5kb,HBDEC2,STING_CORE,265,13703
147,6,0.04081632653061224,2.1846709931816313,0.06596297006291041,0.019105930953083505,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_APICAL_JUNCTION,265,13703
139,2,0.014388489208633094,0.7383086786378397,1.0,0.01938956060159245,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_DNA_REPAIR,265,13703
185,3,0.016216216216216217,0.8339904370438722,1.0,0.019381565320313657,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_E2F_TARGETS,265,13703
185,2,0.010810810810810811,0.5508113611336201,0.5899772793090488,0.019455540760467526,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_G2M_CHECKPOINT,265,13703
92,1,0.010869565217391304,0.5555694305694305,1.0,0.01939607670266696,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_INTERFERON_ALPHA_RESPONSE,265,13703
167,4,0.023952095808383235,1.2481489316691348,0.5677223979119974,0.01928191489361702,ChIP-Atlas_hg38_5kb,HBDEC2,HALLMARK_INTERFERON_GAMMA_RESPONSE,265,13703
1,0,0.0,0.0,1.0,0.019340242300394102,ChIP-Atlas_hg38_5kb,HBDEC2,CLDN4,265,13703
1,0,0.0,0.0,1.0,0.019340242300394102,ChIP-Atlas_hg38_5kb,HBDEC2,TACSTD2,265,13703
1,0,0.0,0.0,1.0,0.019340242300394102,ChIP-Atlas_hg38_5kb,HBDEC2,ELF3,265,13703
12,12,1.0,inf,0.13961503402850864,0.810605507267548,ChIP-Atlas_hg38_5kb,HepG2_any,NHEJ_CORE,11110,13703
9,5,0.5555555555555556,0.2914227825303917,0.07201742339656883,0.8109390974149262,ChIP-Atlas_hg38_5kb,HepG2_any,STING_CORE,11110,13703
147,97,0.6598639455782312,0.4479633160809952,1.672200923853397e-05,0.8124077899085276,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_APICAL_JUNCTION,11110,13703
139,132,0.9496402877697842,4.4420269109647865,3.1688991138102708e-06,0.8093482748451785,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_DNA_REPAIR,11110,13703
185,177,0.9567567567567568,5.231237995060825,6.759439002754613e-09,0.8087734872022488,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_E2F_TARGETS,11110,13703
185,168,0.9081081081081082,2.3265345619146944,0.0003068126336851915,0.8094392661636337,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_G2M_CHECKPOINT,11110,13703
92,66,0.717391304347826,0.590024517315354,0.03138503049256415,0.8114025420615678,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_INTERFERON_ALPHA_RESPONSE,11110,13703
167,119,0.7125748502994012,0.5740586995420496,0.0019354423048287771,0.8119828605200946,ChIP-Atlas_hg38_5kb,HepG2_any,HALLMARK_INTERFERON_GAMMA_RESPONSE,11110,13703
1,0,0.0,0.0,0.18922863606509527,0.8108305356882207,ChIP-Atlas_hg38_5kb,HepG2_any,CLDN4,11110,13703
1,1,1.0,inf,1.0,0.8107575536418041,ChIP-Atlas_hg38_5kb,HepG2_any,TACSTD2,11110,13703
1,1,1.0,inf,1.0,0.8107575536418041,ChIP-Atlas_hg38_5kb,HepG2_any,ELF3,11110,13703
12,12,1.0,inf,1.0,0.9998539186326784,ChIP-Atlas_hg38_5kb,any_library,NHEJ_CORE,13701,13703
9,9,1.0,inf,1.0,0.9998539506353147,ChIP-Atlas_hg38_5kb,any_library,STING_CORE,13701,13703
147,147,1.0,inf,1.0,0.9998524638536441,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_APICAL_JUNCTION,13701,13703
139,139,1.0,inf,1.0,0.9998525508699498,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_DNA_REPAIR,13701,13703
185,185,1.0,inf,1.0,0.9998520491196923,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_E2F_TARGETS,13701,13703
185,185,1.0,inf,1.0,0.9998520491196923,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_G2M_CHECKPOINT,13701,13703
92,92,1.0,inf,1.0,0.9998530600249798,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_INTERFERON_ALPHA_RESPONSE,13701,13703
167,167,1.0,inf,1.0,0.9998522458628841,ChIP-Atlas_hg38_5kb,any_library,HALLMARK_INTERFERON_GAMMA_RESPONSE,13701,13703
1,1,1.0,inf,1.0,0.9998540359071668,ChIP-Atlas_hg38_5kb,any_library,CLDN4,13701,13703
1,1,1.0,inf,1.0,0.9998540359071668,ChIP-Atlas_hg38_5kb,any_library,TACSTD2,13701,13703
1,1,1.0,inf,1.0,0.9998540359071668,ChIP-Atlas_hg38_5kb,any_library,ELF3,13701,13703
