sampleID	plateID	mouseID	timesimple	typeID	cldn4	tnk_score	ifn_mhc_score	bio_mouse	genotype	n_genes_tnk	n_genes_ifn_mhc
KP_30w_ND_m3_T7_P1_S302	KP_30w_ND_m3_T7_P1	KP_30w_ND_m3_T7	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6258058182960037	KP_30w_ND_m3	KP	16	30
KP_30w_ND_m2_T4_P5_S331	KP_30w_ND_m2_T4_P5	KP_30w_ND_m2_T4	08_KP_30w_ND	08_KP_30w_ND	7.218716030125306	-0.07560951238340928	0.1569068913406047	KP_30w_ND_m2	KP	16	30
K_12w_ND_m3_T0_P2_S272	K_12w_ND_m3_T0_P2	K_12w_ND_m3	04_K_12w_ND	04_K_12w_ND	8.018619982040887	-0.07560951238340928	0.4828067003859848	K_12w_ND_m3	K	16	30
KP_30w_ND_m2_T1_P4_S219	KP_30w_ND_m2_T1_P4	KP_30w_ND_m2_T1	08_KP_30w_ND	08_KP_30w_ND	5.275936897947484	-0.07560951238340928	-0.012663585811372998	KP_30w_ND_m2	KP	16	30
K_2w_ND_m3_T0_P1_S245	K_2w_ND_m3_T0_P1	K_2w_ND_m3	02_KorKP_early_ND	02_K_2w_ND	4.0757695242963745	-0.07560951238340928	0.9885976783431292	K_2w_ND_m3	K	16	30
KP_30w_ND_m1_T2_P1_S267	KP_30w_ND_m1_T2_P1	KP_30w_ND_m1_T2	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6244802510177383	KP_30w_ND_m1	KP	16	30
KP_30w_ND_m1_T3_P5_S106	KP_30w_ND_m1_T3_P5	KP_30w_ND_m1_T3	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6923414085519483	KP_30w_ND_m1	KP	16	30
KP_12w_ND_m2_T0_P3_S309	KP_12w_ND_m2_T0_P3	KP_12w_ND_m2	06_KP_12w_ND	06_KP_12w_ND	5.839963231373154	-0.07560951238340928	0.0598059501678458	KP_12w_ND_m2	KP	16	30
KP_30w_ND_m3_T1_P1_S16	KP_30w_ND_m3_T1_P1	KP_30w_ND_m3_T1	08_KP_30w_ND	08_KP_30w_ND	9.991548823907271	-0.07560951238340928	-0.44101357795195517	KP_30w_ND_m3	KP	16	30
KP_30w_ND_m1_T3_P3_S212	KP_30w_ND_m1_T3_P3	KP_30w_ND_m1_T3	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6638442381265722	KP_30w_ND_m1	KP	16	30
K_12w_ND_m1_T0_P1_S37	K_12w_ND_m1_T0_P1	K_12w_ND_m1	04_K_12w_ND	04_K_12w_ND	9.2001155762938	-0.07560951238340928	0.48021825550165176	K_12w_ND_m1	K	16	30
KP_30w_ND_m2_T3_P1_S315	KP_30w_ND_m2_T3_P1	KP_30w_ND_m2_T3	08_KP_30w_ND	08_KP_30w_ND	3.254157511718161	-0.07560951238340928	0.10974833367206963	KP_30w_ND_m2	KP	16	30
K_2w_ND_m3_T0_P1_S268	K_2w_ND_m3_T0_P1	K_2w_ND_m3	02_KorKP_early_ND	02_K_2w_ND	10.846969881541535	-0.07560951238340928	1.256706771369618	K_2w_ND_m3	K	16	30
K_12w_ND_m1_T0_P1_S08	K_12w_ND_m1_T0_P1	K_12w_ND_m1	04_K_12w_ND	04_K_12w_ND	0.0	0.803931960662672	0.31338578557379937	K_12w_ND_m1	K	16	30
K_12w_ND_m2_T0_P2_S355	K_12w_ND_m2_T0_P2	K_12w_ND_m2	04_K_12w_ND	04_K_12w_ND	0.0	-0.07560951238340928	-0.07542201649348089	K_12w_ND_m2	K	16	30
KP_12w_ND_m6_T0_P2_S364	KP_12w_ND_m6_T0_P2	KP_12w_ND_m6	06_KP_12w_ND	06_KP_12w_ND	9.167980380718188	-0.07560951238340928	-0.3931481184148969	KP_12w_ND_m6	KP	16	30
K_12w_ND_m3_T0_P1_S186	K_12w_ND_m3_T0_P1	K_12w_ND_m3	04_K_12w_ND	04_K_12w_ND	0.0	-0.07560951238340928	0.17571624388336227	K_12w_ND_m3	K	16	30
KP_30w_ND_m2_T2_P5_S185	KP_30w_ND_m2_T2_P5	KP_30w_ND_m2_T2	08_KP_30w_ND	08_KP_30w_ND	6.548058644608829	-0.07560951238340928	-0.058847157649076345	KP_30w_ND_m2	KP	16	30
KP_30w_ND_m1_T2_P4_S185	KP_30w_ND_m1_T2_P4	KP_30w_ND_m1_T2	08_KP_30w_ND	08_KP_30w_ND	7.5006276164463905	-0.07560951238340928	0.09663091490948575	KP_30w_ND_m1	KP	16	30
KP_2w_ND_m2_T0_P1_S138	KP_2w_ND_m2_T0_P1	KP_2w_ND_m2	02_KorKP_early_ND	03_KP_2w_ND	0.0	-0.07560951238340928	0.5441798119753454	KP_2w_ND_m2	KP	16	30
K_30w_ND_m2_T0_P1_S144	K_30w_ND_m2_T0_P1	K_30w_ND_m2	05_K_30w_ND	05_K_30w_ND	0.0	-0.07560951238340928	0.10862699455287045	K_30w_ND_m2	K	16	30
KP_30w_ND_m2_T2_P1_S344	KP_30w_ND_m2_T2_P1	KP_30w_ND_m2_T2	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6060335470958246	KP_30w_ND_m2	KP	16	30
KP_30w_ND_m2_T5_P4_S259	KP_30w_ND_m2_T5_P4	KP_30w_ND_m2_T5	08_KP_30w_ND	08_KP_30w_ND	5.877411403089152	-0.07560951238340928	-0.4133312349598347	KP_30w_ND_m2	KP	16	30
K_12w_ND_m2_T0_P2_S338	K_12w_ND_m2_T0_P2	K_12w_ND_m2	04_K_12w_ND	04_K_12w_ND	0.0	-0.07560951238340928	0.01875251416731539	K_12w_ND_m2	K	16	30
K_30w_ND_m2_T0_P1_S117	K_30w_ND_m2_T0_P1	K_30w_ND_m2	05_K_30w_ND	05_K_30w_ND	0.0	-0.07560951238340928	0.08264236363418043	K_30w_ND_m2	K	16	30
KP_30w_ND_m2_T2_P4_S327	KP_30w_ND_m2_T2_P4	KP_30w_ND_m2_T2	08_KP_30w_ND	08_KP_30w_ND	5.216794985165574	-0.07560951238340928	-0.22662297733313766	KP_30w_ND_m2	KP	16	30
T_4w_ND_m1_T0_P6_S52	T_4w_ND_m1_T0_P6	T_4w_ND_m1	01_T_early_ND	01_T_early_ND	0.0	-0.07560951238340928	-0.02178787463330973	T_4w_ND_m1	T_early	16	30
KP_30w_ND_m1_T2_P5_S82	KP_30w_ND_m1_T2_P5	KP_30w_ND_m1_T2	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.6810843503891658	KP_30w_ND_m1	KP	16	30
KP_30w_ND_m2_T3_P1_S297	KP_30w_ND_m2_T3_P1	KP_30w_ND_m2_T3	08_KP_30w_ND	08_KP_30w_ND	0.0	-0.07560951238340928	-0.27774944117910344	KP_30w_ND_m2	KP	16	30
K_12w_ND_m2_T0_P2_S361	K_12w_ND_m2_T0_P2	K_12w_ND_m2	04_K_12w_ND	04_K_12w_ND	0.0	-0.07560951238340928	-0.19871479216982582	K_12w_ND_m2	K	16	30
