subset	endpoint	n_mice_spearman	spearman_r	spearman_p	split_n_mice	split_n_high	split_n_low	split_median_split_value	split_mean_high	split_mean_low	split_delta_high_minus_low	split_mannwhitney_u	split_mannwhitney_p	split_welch_t	split_welch_p	split_note
all_pass_min_cells	tnk_score	28	0.12316956458576567	0.5323504122359325	28	14	14	2.6854852800351217	0.028637203106939624	0.05027873928100366	-0.021641536174064037	105.0	0.7651683493859642	-0.2377113314140021	0.8143701091759619	
all_pass_min_cells	ifn_mhc_score	28	-0.5883962780514504	0.0009899328510667598	28	14	14	2.6854852800351217	-0.057900347219507244	0.42953576332878596	-0.4874361105482932	25.0	0.0008647033653458835	-3.4280641466845134	0.0036262499384393933	
genotype=K	tnk_score	9	-0.31666666666666665	0.406397014486386	9	5	4	1.7035686123621507	0.16477334198787172	0.028920016386131234	0.1358533256017405	8.0	0.7301587301587302	0.6085549797500883	0.5735070664527361	
genotype=K	ifn_mhc_score	9	-0.25	0.5164895523012261	9	5	4	1.7035686123621507	0.20827921379397862	0.24133061218125457	-0.03305139838727594	6.0	0.4126984126984127	-0.20592254528837137	0.8440989880547843	
genotype=KP	tnk_score	15	0.14285714285714282	0.6115222287644656	15	8	7	4.012416809259207	0.007821433767850994	0.03977199518389153	-0.03195056141604054	30.0	0.8665112665112666	-0.34824940496294027	0.7334109023007644	
genotype=KP	ifn_mhc_score	15	0.014285714285714282	0.9596997645989476	15	8	7	4.012416809259207	-0.09385380850958545	-0.012697949961736676	-0.08115585854784878	24.0	0.6943278943278944	-0.9285286272664658	0.3773191723229431	
genotype=T_early	tnk_score	4	1.0	0.0	4	2	2	0.2928791663789056	-0.01581177788474828	-0.07203773135661483	0.05622595347186655	4.0	0.3333333333333333	1.0806392848616606	0.47401308465475195	
genotype=T_early	ifn_mhc_score	4	0.7999999999999999	0.2000000000000001	4	2	2	0.2928791663789056	1.2988643605288401	0.7190823522930758	0.5797820082357643	3.0	0.6666666666666666	1.0960818232922238	0.45220631464642286	
