cohort,label,role,n_total,n_responder,n_nonresponder,median_responder,median_nonresponder,mann_whitney_u,mann_whitney_p,auc_responder_higher,auc_bootstrap_95ci_low,auc_bootstrap_95ci_high,median_split,high_responder,high_nonresponder,low_responder,low_nonresponder,or_cldn4high_response,or_log,or_se_log,or_ci_low,or_ci_high,or_fisher_p
Riaz2017_GSE91061,Riaz 2017 nivo (pre),primary_analog,49,10,39,0.24573033210732517,0.2045005740136,190.0,0.9110931950134198,0.48717948717948717,0.3282051282051282,0.6487179487179487,0.23377774405703877,6,19,4,20,1.5185185185185186,0.41773520069997877,0.6900224019227965,0.3927002396764563,5.871904975111537,0.7252024474722727
Hugo2016_GSE78220,Hugo 2016 anti–PD-1 (pre),open_melanoma,28,15,13,0.44364430956791123,0.3409262436941773,105.0,0.7471061995484956,0.5384615384615384,0.31794871794871793,0.7538461538461538,0.38374434238419153,8,6,7,7,1.3076923076923077,0.26826398659467937,0.7335938108628983,0.3104973591814069,5.507483786999096,1.0
Liu2019_NatMed,Liu 2019 anti–PD-1 (pre-PD1 RNA),open_melanoma,102,41,61,1.0,1.584962500721156,1050.5,0.16049448033250158,0.420031987205118,0.3142742902838864,0.5325869652139145,1.0,22,41,19,20,0.5699721964782206,-0.5621676974516168,0.41061340586194023,0.2548780781813015,1.2746027711615115,0.21331091411812259
Auslander2018_GSE115821,"Auslander 2018 ICI (pre, patient)",open_melanoma_underpowered,7,2,5,1.1644638028046694,0.6973888990484999,7.0,0.5612758361345778,0.7,0.2,1.0,0.9890239404610301,2,2,0,3,7.0,1.9459101490553132,1.7566201313073597,0.2237859401612742,218.9592427687259,0.4285714285714286
