analysis,n_responder,n_nonresponder,median_responder,median_nonresponder,mann_whitney_u,mann_whitney_p,auc_responder_higher,auc_bootstrap_95ci_low,auc_bootstrap_95ci_high,median_split,high_responder,high_nonresponder,low_responder,low_nonresponder,or_cldn4high_response,or_log,or_se_log,or_ci_low,or_ci_high,or_fisher_p
pretreatment,10,39,0.24573033210732517,0.2045005740136,190.0,0.9110931950134198,0.48717948717948717,0.3282051282051282,0.6487179487179487,0.23377774405703877,6,19,4,20,1.5185185185185186,0.41773520069997877,0.6900224019227965,0.3927002396764563,5.871904975111537,0.7252024474722727
on_treatment,13,43,0.2777912202167251,0.134072236674874,337.5,0.26419023262547203,0.6037567084078712,0.43828264758497315,0.7602862254025045,0.21766446572722092,9,19,4,24,2.6524216524216526,0.9754730538112013,0.6477528525059713,0.7451851730180165,9.441063613412927,0.20468307756663484
paired_change,9,33,0.21191889227694688,0.015046458391967957,188.0,0.2318990484150214,0.632996632996633,0.43434343434343436,0.8181818181818182,0.019563551605013132,6,15,3,18,2.216589861751152,0.7959699165653017,0.7470814029587082,0.5125742844351688,9.58548012339747,0.4537295269002585
