file	sha256	url
GSE91061_fpkm.csv.gz	987c7637e72ff5ad9c9630b0ee959064713cd8f57348d05003fb85a2f4cc43d5	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91061/suppl/GSE91061_BMS038109Sample.hg19KnownGene.fpkm.csv.gz
GSE91061_series_matrix.txt.gz	f3ebd04d019afab9f12af0b92cfcafa516bb2b170f5b45d22d5e330e2eebdca0	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91061/matrix/GSE91061_series_matrix.txt.gz
GSE78220_PatientFPKM.xlsx	ae3b044f23a0a4cd2859da36726a220856c35216a169c17f93dfc3bd20b04de6	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78220/suppl/GSE78220_PatientFPKM.xlsx
GSE78220_series_matrix.txt.gz	b2d7829dac364e7773390255252adb5c42f07104136a1f93d2a767e9522c086f	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78220/matrix/GSE78220_series_matrix.txt.gz
GSE115821-GPL11154_series_matrix.txt.gz	d43c98e03a6be7ffb261e0faa4f4fc14c81298251422ddbde73d7183f147c966	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115821/matrix/GSE115821-GPL11154_series_matrix.txt.gz
GSE115821-GPL18573_series_matrix.txt.gz	34b075c4ec5d1bf5d143ff8c697eb982a9b1d45f6daa0308211475c7fa8ce94e	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115821/matrix/GSE115821-GPL18573_series_matrix.txt.gz
GSE115821_MGH_counts.csv.gz	7b8fdab4d5240475404cc7cf18f7582d0769ec56e6485e53b1c06f549b6787bf	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115821/suppl/GSE115821_MGH_counts.csv.gz
GSE93157_series_matrix.txt.gz	acc63e3818d2c92182339db8fac9c69d6c3228000b17e4bf93882004439fab34	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93157/matrix/GSE93157_series_matrix.txt.gz
liu_MOESM4.xlsx	5bb2d19d5a73869d508d67323e84adccf00f948ec36a034e68efc1bb47b9e899	https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-019-0654-5/MediaObjects/41591_2019_654_MOESM4_ESM.xlsx
liu_addData.zip	f3d2bfb31b12e1747eb86aaa53cbafd6fb7a18e4d0d001892875df2c7b385538	https://raw.githubusercontent.com/vanallenlab/schadendorf-pd1/master/data/addData.zip
