feature	feature_kind	score	score_kind	n	rho	p	fdr
CLDN4	rna	TGFB_exclusion	rna_signature	108	-0.2893712696371801	0.0023854435040181403	0.038167096064290244
TACSTD2	rna	TLS_12chemokine	rna_signature	108	-0.20232693842584756	0.03573352652290251	0.2678740368420985
CLDN4	rna	TLS_12chemokine	rna_signature	108	-0.18890968939341685	0.05022638190789347	0.2678740368420985
CLDN4	rna	Immune_general	rna_signature	108	-0.17578156634212186	0.06880231614875226	0.27520926459500905
TACSTD2	rna	CD8_Tcell	rna_signature	108	-0.15691234087547604	0.10485282366645489	0.3213258368209482
CLDN4	rna	IFNG_6gene	rna_signature	108	-0.15030652930354219	0.12049718880785557	0.3213258368209482
TACSTD2	rna	Immune_general	rna_signature	108	-0.12111988377525663	0.21178547823167895	0.42472405947790876
CLDN4	rna	GEP_Tcell_inflamed	rna_signature	108	-0.12096831817403353	0.21236202973895438	0.42472405947790876
CLDN4	rna	CD8_Tcell	rna_signature	108	-0.09953270361277537	0.30541715746726056	0.542963835497352
TACSTD2	rna	TGFB_exclusion	rna_signature	108	-0.07778690769850713	0.42359944596363774	0.6777591135418204
TACSTD2	rna	GEP_Tcell_inflamed	rna_signature	108	-0.045457468473169234	0.6403908038116051	0.9314775328168801
CLDN4	rna	Cytotoxic_effector	rna_signature	108	-0.032658349651552426	0.7372209537630228	0.9602363809839138
TACSTD2	rna	IFNG_6gene	rna_signature	108	-0.015376370976777772	0.8744994711021957	0.9602363809839138
CLDN4	rna	CYT_cytolytic	rna_signature	108	-0.013985547633745321	0.8857706468329528	0.9602363809839138
TACSTD2	rna	Cytotoxic_effector	rna_signature	108	-0.009241065580839182	0.9243779763411926	0.9602363809839138
TACSTD2	rna	CYT_cytolytic	rna_signature	108	0.004853941147873777	0.9602363809839138	0.9602363809839138
