feature	feature_kind	score	score_kind	n	rho	p	fdr
CLDN4	protein	xCell_Myeloid_dendritic_cell	phenotype_immune	78	-0.46261626106629816	2.0051191497028485e-05	0.0016473420135151105
CLDN4	protein	ESTIMATE_ESTIMATEScore	phenotype_immune	78	-0.4528762376863642	3.137794311457353e-05	0.0016473420135151105
CLDN4	protein	PROGENy_Trail	phenotype_immune	78	-0.4429873923544809	4.8766595272853335e-05	0.0016553418487249005
CLDN4	protein	HALLMARK_ALLOGRAFT_REJECTION	phenotype_immune	78	-0.4358805751210814	6.639600218213119e-05	0.0016553418487249005
CLDN4	protein	ESTIMATE_ImmuneScore	phenotype_immune	78	-0.43185927996054574	7.882580232023335e-05	0.0016553418487249005
CLDN4	protein	xCell_microenvironment_score	phenotype_immune	78	-0.4231844105261826	0.00011331501728395525	0.001983012802469217
CLDN4	protein	ESTIMATE_StromalScore	phenotype_immune	78	-0.41137343668989235	0.00018286512705420498	0.002742976905813075
CLDN4	protein	xCell_B_cell	phenotype_immune	78	-0.40696135406729184	0.00021768155782519557	0.002857070446455692
TACSTD2	protein	xCell_stroma_score	phenotype_immune	108	-0.34536568635856985	0.0002515363508462089	0.0029345907598724375
CLDN4	protein	xCell_immune_score	phenotype_immune	78	-0.3995877540181338	0.0002897362838075348	0.003042230979979115
TACSTD2	protein	PROGENy_TGFb	phenotype_immune	108	-0.3396591309649699	0.0003227755805038775	0.0030810396320824674
CLDN4	protein	xCell_T_cell_CD8+	phenotype_immune	78	-0.38694856874235994	0.0004658835719110316	0.0040764812542215265
CLDN4	protein	HALLMARK_IL6_JAK_STAT3_SIGNALING	phenotype_immune	78	-0.3775338585465168	0.0006556411981179679	0.005209505455607883
CLDN4	protein	HALLMARK_COMPLEMENT	phenotype_immune	78	-0.3759152240164898	0.0006946007274143843	0.005209505455607883
TACSTD2	protein	xCell_Cancer_associated_fibroblast	phenotype_immune	108	-0.31922472827892945	0.0007587081967900211	0.005310957377530148
CLDN4	protein	HALLMARK_IL2_STAT5_SIGNALING	phenotype_immune	78	-0.36746797506291173	0.0009343111990736134	0.005768534771401843
CLDN4	protein	CIBERSORT_Macrophage_M1	phenotype_immune	78	-0.3660010875200748	0.0009828778420745584	0.005768534771401843
CLDN4	protein	HALLMARK_INFLAMMATORY_RESPONSE	phenotype_immune	78	-0.36582404936835317	0.0009888916750974588	0.005768534771401843
CLDN4	protein	HALLMARK_INTERFERON_GAMMA_RESPONSE	phenotype_immune	78	-0.3531025936089227	0.0015192699995635118	0.008395965787061511
CLDN4	protein	xCell_stroma_score	phenotype_immune	78	-0.3396224029135421	0.0023500929113742107	0.012337987784714606
TACSTD2	protein	CIBERSORT_Macrophage_M2	phenotype_immune	108	-0.2816218430554364	0.003150583408278842	0.01575291704139421
CLDN4	protein	xCell_Cancer_associated_fibroblast	phenotype_immune	78	-0.3171028293736572	0.004672911451901157	0.02230253192952825
TACSTD2	protein	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	phenotype_immune	108	-0.255766097916488	0.00754766691053549	0.03445674024374897
TACSTD2	protein	ESTIMATE_StromalScore	phenotype_immune	108	-0.25072641877923535	0.008864092451895463	0.03824997382453522
TACSTD2	protein	PROGENy_JAK-STAT	phenotype_immune	108	0.24986900644964607	0.009107136624889338	0.03824997382453522
CLDN4	protein	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	phenotype_immune	78	-0.28613158992905824	0.011098477277719298	0.0448207736215587
TACSTD2	protein	CIBERSORT_Neutrophil	phenotype_immune	108	0.23543033786700843	0.014175892541243186	0.055128470993723505
CLDN4	protein	PROGENy_NFkB	phenotype_immune	78	-0.2728537285499311	0.01565224138056392	0.05699284293992091
CLDN4	protein	PROGENy_TNFa	phenotype_immune	78	-0.2715385879942842	0.016180606387804886	0.05699284293992091
TACSTD2	protein	HALLMARK_INTERFERON_ALPHA_RESPONSE	phenotype_immune	108	0.2290624672516124	0.017098436173118976	0.05699284293992091
CLDN4	protein	xCell_NK_cell	phenotype_immune	78	-0.268749937431244	0.017351986061813936	0.05699284293992091
TACSTD2	protein	xCell_Macrophage_M2	phenotype_immune	108	-0.2285213401558993	0.01736924737216637	0.05699284293992091
TACSTD2	protein	CIBERSORT_T_cell_CD4+_memory_resting	phenotype_immune	108	-0.22020463770219817	0.022021858657767932	0.07006955027471615
CLDN4	protein	HALLMARK_INTERFERON_ALPHA_RESPONSE	phenotype_immune	78	-0.2572996623629535	0.022956654591170057	0.07084273841851858
CLDN4	protein	xCell_Macrophage_M2	phenotype_immune	78	-0.25611807613550935	0.023614246139506197	0.07084273841851858
TACSTD2	protein	xCell_microenvironment_score	phenotype_immune	108	-0.20623624567721283	0.03224116347777198	0.09403672681016827
CLDN4	protein	PROGENy_TGFb	phenotype_immune	78	-0.23572629901743822	0.037742328964966564	0.10646864484381162
CLDN4	protein	CIBERSORT_T_cell_CD8+	phenotype_immune	78	-0.2347905259297664	0.0385315095625223	0.10646864484381162
TACSTD2	protein	PROGENy_Trail	phenotype_immune	108	-0.19484218849733723	0.043310009425680224	0.11660387153067753
TACSTD2	protein	xCell_T_cell_CD4+_(non-regulatory)	phenotype_immune	108	-0.19010699798104594	0.04876145217222749	0.12735439870344314
CLDN4	protein	xCell_Macrophage_M1	phenotype_immune	78	-0.22297955209347614	0.04972886044610637	0.12735439870344314
CLDN4	protein	xCell_T_cell_CD8+_effector_memory	phenotype_immune	78	-0.2169328087652045	0.05642333134714335	0.14105832836785837
CLDN4	protein	CIBERSORT_T_cell_CD4+_memory_resting	phenotype_immune	78	-0.21223080716751602	0.0621223991504657	0.1516942304836953
CLDN4	protein	CIBERSORT_T_cell_CD4+_memory_activated	phenotype_immune	78	-0.2100437142974955	0.06492789263540671	0.15178225913394572
TACSTD2	protein	CIBERSORT_Myeloid_dendritic_cell_activated	phenotype_immune	108	0.17699398903619132	0.06688170173511415	0.15178225913394572
TACSTD2	protein	HALLMARK_TGF_BETA_SIGNALING	phenotype_immune	108	-0.17647451103680203	0.06769921740063478	0.15178225913394572
TACSTD2	protein	ESTIMATE_ESTIMATEScore	phenotype_immune	108	-0.1763220821782084	0.06794063027900427	0.15178225913394572
CLDN4	protein	CIBERSORT_Macrophage_M0	phenotype_immune	78	0.2047705185279755	0.07211449297798776	0.15775045338934823
TACSTD2	protein	TMB	phenotype_immune	108	0.16238900963151096	0.09312795738815437	0.19955990868890222
CLDN4	protein	PROGENy_JAK-STAT	phenotype_immune	78	-0.18956992374713894	0.09644945244918555	0.20254385014328968
CLDN4	protein	CIBERSORT_Myeloid_dendritic_cell_resting	phenotype_immune	78	-0.18559015175800161	0.10378142443935207	0.2136676385516072
TACSTD2	protein	CIBERSORT_B_cell_memory	phenotype_immune	108	-0.14781900319018587	0.1268344060892061	0.25610793537243537
TACSTD2	protein	xCell_NK_cell	phenotype_immune	108	0.1446291859159439	0.13533123389940352	0.26810904829127113
TACSTD2	protein	CIBERSORT_NK_cell_resting	phenotype_immune	108	0.14059236069548287	0.14669737823365445	0.2852449021209948
TACSTD2	protein	xCell_Macrophage_M1	phenotype_immune	108	-0.138300608762754	0.15346258496093282	0.2929740258345081
TACSTD2	protein	xCell_immune_score	phenotype_immune	108	-0.1334324120914192	0.16860521848316948	0.3161347846559428
TACSTD2	protein	HALLMARK_IL2_STAT5_SIGNALING	phenotype_immune	108	-0.1311459792125144	0.17608723259104075	0.3243712179308646
TACSTD2	protein	HALLMARK_INTERFERON_GAMMA_RESPONSE	phenotype_immune	108	0.12958358341192944	0.18133847060981537	0.3275798460840753
CLDN4	protein	TMB	phenotype_immune	78	0.15198229548373082	0.1840686754186709	0.3275798460840753
TACSTD2	protein	CIBERSORT_T_cell_regulatory_(Tregs)	phenotype_immune	108	0.12309383752548873	0.20437826009718885	0.3576619551700805
CLDN4	protein	xCell_T_cell_CD4+_(non-regulatory)	phenotype_immune	78	-0.14362382669067308	0.2096648488050932	0.3608985102382752
TACSTD2	protein	CIBERSORT_T_cell_gamma_delta	phenotype_immune	108	-0.1190211267778985	0.21986867809490399	0.37235824516072447
TACSTD2	protein	CIBERSORT_B_cell_naive	phenotype_immune	108	0.11258647529732677	0.2460036016184629	0.4052950913049377
TACSTD2	protein	xCell_T_cell_regulatory_(Tregs)	phenotype_immune	108	-0.11234204071763466	0.24703700803348583	0.4052950913049377
CLDN4	protein	CIBERSORT_B_cell_plasma	phenotype_immune	78	-0.13074267504647252	0.25389036790514646	0.4101305943083135
TACSTD2	protein	xCell_B_cell	phenotype_immune	108	-0.10183774466389964	0.2942962341268078	0.4681985542926487
TACSTD2	protein	xCell_Myeloid_dendritic_cell	phenotype_immune	108	-0.09996022550026328	0.3033340464459294	0.4753742518928744
TACSTD2	protein	xCell_T_cell_CD8+_effector_memory	phenotype_immune	108	-0.08819166140375356	0.3640790073680964	0.5621808202007371
TACSTD2	protein	CIBERSORT_Myeloid_dendritic_cell_resting	phenotype_immune	108	-0.08595090667131393	0.3764411944052034	0.571032182106518
CLDN4	protein	HALLMARK_TGF_BETA_SIGNALING	phenotype_immune	78	-0.09958396034345401	0.38568940260729045	0.571032182106518
TACSTD2	protein	HALLMARK_ALLOGRAFT_REJECTION	phenotype_immune	108	-0.08422647117665552	0.38612652313869306	0.571032182106518
