gene	layer	n_tumor	n_normal	median_tumor	median_normal	paired_n	paired_W	paired_p	paired_median_tumor_minus_normal	unpaired_n_tumor	unpaired_n_normal	unpaired_U	unpaired_p	unpaired_rank_biserial	paired_fdr	unpaired_fdr
TACSTD2	protein	108	99	26.86571246167705	26.4960591333991	99	1220.0	1.1850859172334796e-05	0.388214192473999	108	99	7341.0	3.603818558529404e-06	-0.37317620650953987	1.580114556311306e-05	4.805091411372539e-06
TACSTD2	rna	108	94	12.69275	11.42165	94	500.0	6.439566118774026e-11	1.295	108	94	8318.0	5.200654016921696e-15	-0.6386918833727344	2.5758264475096104e-10	2.0802616067686783e-14
CLDN4	protein	78	72	23.34019422656705	23.24516300351405	72	1035.0	0.11742765393395813	0.19204054850379748	78	72	3117.0	0.24584679055352943	-0.1100427350427351	0.11742765393395813	0.24584679055352943
CLDN4	rna	108	94	12.00155	11.42675	94	886.0	3.8229706115331017e-07	0.5750000000000002	108	94	7217.5	2.3862383557303086e-07	-0.42188731284475955	7.645941223066203e-07	4.772476711460617e-07
