feature	feature_kind	score	score_kind	n	rho	p	fdr
TACSTD2	rna	xCell_stroma_score	phenotype_immune	108	-0.3108475343344446	0.0010590701199765114	0.05816081954169979
TACSTD2	rna	xCell_Cancer_associated_fibroblast	phenotype_immune	108	-0.3066263194315234	0.0012483674606611939	0.05816081954169979
CLDN4	rna	PROGENy_Trail	phenotype_immune	108	-0.2967165402268379	0.001819430805562701	0.05816081954169979
TACSTD2	rna	PROGENy_TGFb	phenotype_immune	108	-0.28310528384846145	0.0029889660329597946	0.05816081954169979
CLDN4	rna	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	phenotype_immune	108	-0.28165444839512715	0.0031469483679018714	0.05816081954169979
CLDN4	rna	PROGENy_TGFb	phenotype_immune	108	-0.28037783846125663	0.0032921218608509316	0.05816081954169979
CLDN4	rna	ESTIMATE_StromalScore	phenotype_immune	108	-0.26849298105451463	0.004960685625621918	0.07511895375941761
TACSTD2	rna	PROGENy_Trail	phenotype_immune	108	-0.23986281305317372	0.012407530986565442	0.13179337109505118
TACSTD2	rna	PROGENy_JAK-STAT	phenotype_immune	108	0.23898634085375392	0.012741079649109917	0.13179337109505118
CLDN4	rna	CIBERSORT_Macrophage_M1	phenotype_immune	108	-0.23797875965399273	0.013134164483718387	0.13179337109505118
CLDN4	rna	CIBERSORT_T_cell_CD4+_memory_resting	phenotype_immune	108	-0.23406008698444464	0.014765176268816389	0.13179337109505118
TACSTD2	rna	CIBERSORT_T_cell_CD4+_memory_resting	phenotype_immune	108	-0.23338200023407255	0.015064581782695622	0.13179337109505118
TACSTD2	rna	ESTIMATE_StromalScore	phenotype_immune	108	-0.2290974479950827	0.017081056148298357	0.13179337109505118
CLDN4	rna	xCell_B_cell	phenotype_immune	108	-0.22844713461795113	0.017406671654063365	0.13179337109505118
TACSTD2	rna	CIBERSORT_Macrophage_M2	phenotype_immune	108	-0.2242387434113425	0.019646348918928146	0.13883419902709224
TACSTD2	rna	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	phenotype_immune	108	-0.21847498601298404	0.023113461917682092	0.15312668520464387
TACSTD2	rna	xCell_Macrophage_M2	phenotype_immune	108	-0.2152931469317668	0.025242784111671537	0.15739618328454016
CLDN4	rna	ESTIMATE_ESTIMATEScore	phenotype_immune	108	-0.21288899688261098	0.026960677174780047	0.15876843225148252
TACSTD2	rna	HALLMARK_INTERFERON_ALPHA_RESPONSE	phenotype_immune	108	0.2108725423701906	0.02847731584900225	0.15887344631548625
TACSTD2	rna	CIBERSORT_Neutrophil	phenotype_immune	108	0.20085865607562015	0.03712490091888498	0.19676197487009037
CLDN4	rna	xCell_T_cell_regulatory_(Tregs)	phenotype_immune	108	-0.19085291868645127	0.0478668116767918	0.2416134303685681
TACSTD2	rna	xCell_microenvironment_score	phenotype_immune	108	-0.18207757255773035	0.05929699221716249	0.270009267453463
CLDN4	rna	TMB	phenotype_immune	108	0.1805120876687841	0.06155379106269824	0.270009267453463
TACSTD2	rna	ESTIMATE_ESTIMATEScore	phenotype_immune	108	-0.1792671453965473	0.06339811447201316	0.270009267453463
CLDN4	rna	xCell_T_cell_CD8+	phenotype_immune	108	-0.17907852644264957	0.06368143100317523	0.270009267453463
CLDN4	rna	CIBERSORT_T_cell_CD4+_memory_activated	phenotype_immune	108	-0.17148404191416602	0.07597267542667999	0.2990700651313568
CLDN4	rna	CIBERSORT_T_cell_follicular_helper	phenotype_immune	108	0.17136575496184356	0.07617822413723241	0.2990700651313568
CLDN4	rna	CIBERSORT_Macrophage_M0	phenotype_immune	108	-0.16561134980902695	0.0867297740530143	0.3222959176370622
TACSTD2	rna	TMB	phenotype_immune	108	0.16486722737697115	0.0881752982214604	0.3222959176370622
CLDN4	rna	CIBERSORT_Macrophage_M2	phenotype_immune	108	-0.16248195837433682	0.09293831170611418	0.32838203469493676
CLDN4	rna	CIBERSORT_Eosinophil	phenotype_immune	108	0.16064736951939704	0.0967383935808591	0.3307828941797118
CLDN4	rna	xCell_immune_score	phenotype_immune	108	-0.15737075516895235	0.10382913834836147	0.34393402077894736
TACSTD2	rna	xCell_T_cell_CD4+_(non-regulatory)	phenotype_immune	108	-0.154674048946899	0.10996501810121194	0.35322096723419594
CLDN4	rna	xCell_microenvironment_score	phenotype_immune	108	-0.15034940053266468	0.12039015257878594	0.3753340050985679
TACSTD2	rna	CIBERSORT_Myeloid_dendritic_cell_activated	phenotype_immune	108	0.14469863698156535	0.1351417306853728	0.40038076721413085
CLDN4	rna	CIBERSORT_Neutrophil	phenotype_immune	108	0.1443925723415332	0.1359783737708369	0.40038076721413085
CLDN4	rna	xCell_T_cell_CD4+_(non-regulatory)	phenotype_immune	108	-0.1428916414310531	0.1401384126164888	0.40147761452291386
TACSTD2	rna	xCell_Macrophage_M1	phenotype_immune	108	-0.13961630524453425	0.14955065355256303	0.41716761254136003
CLDN4	rna	ESTIMATE_ImmuneScore	phenotype_immune	108	-0.1359303771377917	0.16070272062133734	0.42126689912767856
TACSTD2	rna	CIBERSORT_T_cell_gamma_delta	phenotype_immune	108	-0.13571313259307716	0.16137883520959515	0.42126689912767856
CLDN4	rna	xCell_Cancer_associated_fibroblast	phenotype_immune	108	-0.13505194453936176	0.16344963234733764	0.42126689912767856
CLDN4	rna	xCell_Myeloid_dendritic_cell	phenotype_immune	108	-0.13395861964790295	0.16691707323926888	0.42126689912767856
CLDN4	rna	CIBERSORT_B_cell_memory	phenotype_immune	108	-0.13084210579314376	0.1770997005222976	0.4365713547758964
CLDN4	rna	HALLMARK_ALLOGRAFT_REJECTION	phenotype_immune	108	-0.12904716312867662	0.18316754929210902	0.4371094336737666
TACSTD2	rna	CIBERSORT_T_cell_regulatory_(Tregs)	phenotype_immune	108	0.12749951179298355	0.1885201783068638	0.4371094336737666
CLDN4	rna	xCell_T_cell_CD8+_effector_memory	phenotype_immune	108	-0.12716582650982228	0.18968899951880436	0.4371094336737666
TACSTD2	rna	HALLMARK_TGF_BETA_SIGNALING	phenotype_immune	108	-0.12472580472613048	0.19839610563394688	0.4474465361106036
CLDN4	rna	HALLMARK_COMPLEMENT	phenotype_immune	108	-0.12158756926135876	0.21001344708817998	0.46377969565306415
CLDN4	rna	xCell_stroma_score	phenotype_immune	108	-0.11922012471981536	0.219093018644205	0.47395632604664756
TACSTD2	rna	xCell_immune_score	phenotype_immune	108	-0.11765686590037516	0.2252386622713734	0.47750596401531165
TACSTD2	rna	xCell_B_cell	phenotype_immune	108	-0.11530223514904148	0.2347228360306253	0.48785530625973106
CLDN4	rna	HALLMARK_TGF_BETA_SIGNALING	phenotype_immune	108	-0.11062682501570209	0.25437280325902406	0.5185291758741644
TACSTD2	rna	HALLMARK_INTERFERON_GAMMA_RESPONSE	phenotype_immune	108	0.10687721053468491	0.2709257899099004	0.5418515798198008
TACSTD2	rna	CIBERSORT_Eosinophil	phenotype_immune	108	0.1040688392164179	0.28379015079432235	0.5478297625813501
CLDN4	rna	xCell_NK_cell	phenotype_immune	108	-0.10074332211296613	0.29954258655798144	0.5478297625813501
TACSTD2	rna	CIBERSORT_NK_cell_resting	phenotype_immune	108	0.1004697557027216	0.300863534979899	0.5478297625813501
TACSTD2	rna	xCell_T_cell_CD8+	phenotype_immune	108	-0.10030349459081386	0.3016682130363726	0.5478297625813501
TACSTD2	rna	CIBERSORT_Macrophage_M1	phenotype_immune	108	-0.09841758283746356	0.31089452682698404	0.5478297625813501
TACSTD2	rna	CIBERSORT_T_cell_CD4+_memory_activated	phenotype_immune	108	-0.09782696496383689	0.313821307157605	0.5478297625813501
TACSTD2	rna	xCell_T_cell_CD8+_effector_memory	phenotype_immune	108	-0.0976782901723413	0.31456086449948195	0.5478297625813501
CLDN4	rna	CIBERSORT_NK_cell_activated	phenotype_immune	108	0.09753784457238646	0.31526052374964486	0.5478297625813501
TACSTD2	rna	CIBERSORT_B_cell_memory	phenotype_immune	108	-0.09107453946798165	0.34854716174894046	0.5959032120223821
TACSTD2	rna	CIBERSORT_Monocyte	phenotype_immune	108	0.08829472731569413	0.3635164816258481	0.6116309055926968
