feature	feature_kind	score	score_kind	n	rho	p	fdr
TACSTD2	rna	HALLMARK_ALLOGRAFT_REJECTION	phenotype_immune	108	-0.08605623236259827	0.37585445917556903	0.6225089480095363
TACSTD2	rna	HALLMARK_IL2_STAT5_SIGNALING	phenotype_immune	108	-0.08466054565373957	0.3836745199759716	0.625684601806969
CLDN4	rna	HALLMARK_IL6_JAK_STAT3_SIGNALING	phenotype_immune	108	-0.08132195817551094	0.4027749669210062	0.6382171244064886
CLDN4	rna	CIBERSORT_Myeloid_dendritic_cell_activated	phenotype_immune	108	0.08051886859431664	0.40745197309567677	0.6382171244064886
CLDN4	rna	HALLMARK_INFLAMMATORY_RESPONSE	phenotype_immune	108	-0.07946896838343773	0.41361423934932967	0.6382171244064886
CLDN4	rna	xCell_Macrophage_M1	phenotype_immune	108	-0.07892116934465002	0.4168509539177179	0.6382171244064886
TACSTD2	rna	CIBERSORT_Macrophage_M0	phenotype_immune	108	-0.0761254096657639	0.4335977162634254	0.6382171244064886
CLDN4	rna	HALLMARK_IL2_STAT5_SIGNALING	phenotype_immune	108	-0.07566771940124128	0.43637536760543943	0.6382171244064886
TACSTD2	rna	ESTIMATE_ImmuneScore	phenotype_immune	108	-0.07563383468688893	0.4365814097670604	0.6382171244064886
TACSTD2	rna	CIBERSORT_Mast_cell_activated	phenotype_immune	108	-0.07515042388889874	0.43952688756295916	0.6382171244064886
TACSTD2	rna	xCell_NK_cell	phenotype_immune	108	0.07056262649984651	0.4680345529595019	0.6704278731582054
CLDN4	rna	CIBERSORT_T_cell_regulatory_(Tregs)	phenotype_immune	108	0.06802861511527324	0.4842029697551547	0.684340197253952
TACSTD2	rna	HALLMARK_COMPLEMENT	phenotype_immune	108	-0.06557345813702689	0.5001485746833901	0.6905753403841061
CLDN4	rna	HALLMARK_INTERFERON_GAMMA_RESPONSE	phenotype_immune	108	-0.06534528012251986	0.5016443510337374	0.6905753403841061
TACSTD2	rna	CIBERSORT_B_cell_naive	phenotype_immune	108	0.06165357765551493	0.5261652449134898	0.7150450764208964
CLDN4	rna	CIBERSORT_T_cell_CD4+_naive	phenotype_immune	108	-0.06046922659327986	0.534157851110224	0.7167181293377688
CLDN4	rna	PROGENy_NFkB	phenotype_immune	108	-0.05455125732345075	0.5749786234302924	0.7618466760451373
CLDN4	rna	xCell_Macrophage_M2	phenotype_immune	108	-0.05152856355895269	0.5963744448464305	0.7728708322526203
CLDN4	rna	CIBERSORT_T_cell_gamma_delta	phenotype_immune	108	0.05081779162221862	0.6014569982059221	0.7728708322526203
CLDN4	rna	CIBERSORT_Monocyte	phenotype_immune	108	0.04981618034859451	0.6086517798505994	0.7728708322526203
CLDN4	rna	PROGENy_TNFa	phenotype_immune	108	-0.049287623081186255	0.612463678388869	0.7728708322526203
CLDN4	rna	CIBERSORT_NK_cell_resting	phenotype_immune	108	-0.04683017053404418	0.6303213618488057	0.7860478159526283
TACSTD2	rna	PROGENy_TNFa	phenotype_immune	108	0.04455717909441737	0.6470306367588774	0.7899229483653369
TACSTD2	rna	xCell_Myeloid_dendritic_cell	phenotype_immune	108	-0.04438103766984405	0.6483329859224934	0.7899229483653369
TACSTD2	rna	CIBERSORT_NK_cell_activated	phenotype_immune	108	-0.04141875596266685	0.6703917413512943	0.794038188828814
CLDN4	rna	CIBERSORT_Mast_cell_resting	phenotype_immune	108	0.041199124339103985	0.6720387421103008	0.794038188828814
CLDN4	rna	CIBERSORT_B_cell_plasma	phenotype_immune	108	-0.04091344299258807	0.6741833678735214	0.794038188828814
CLDN4	rna	PROGENy_JAK-STAT	phenotype_immune	108	-0.03681685887643651	0.7052165260392136	0.8214610083533697
CLDN4	rna	CIBERSORT_T_cell_CD8+	phenotype_immune	108	0.0348019939957179	0.7206630408197003	0.8303291557270461
TACSTD2	rna	xCell_T_cell_regulatory_(Tregs)	phenotype_immune	108	-0.03317773775271447	0.7331977152316526	0.835687718436077
CLDN4	rna	CIBERSORT_B_cell_naive	phenotype_immune	108	0.026313909234616108	0.7869087548121968	0.8873651915967325
TACSTD2	rna	CIBERSORT_Mast_cell_resting	phenotype_immune	108	0.0213972366910809	0.8260235969337866	0.9171628470840965
TACSTD2	rna	PROGENy_NFkB	phenotype_immune	108	0.020820978172086634	0.8306380501893704	0.9171628470840965
TACSTD2	rna	CIBERSORT_B_cell_plasma	phenotype_immune	108	-0.01912043156777756	0.8442883870051664	0.9226244229128623
CLDN4	rna	HALLMARK_INTERFERON_ALPHA_RESPONSE	phenotype_immune	108	-0.017491461481986655	0.8574076036645799	0.9274000611065865
TACSTD2	rna	HALLMARK_INFLAMMATORY_RESPONSE	phenotype_immune	108	-0.014447500982827443	0.8820243542572638	0.9389566713393404
TACSTD2	rna	CIBERSORT_T_cell_CD4+_naive	phenotype_immune	108	0.013954337198474984	0.8860238451298271	0.9389566713393404
TACSTD2	rna	HALLMARK_IL6_JAK_STAT3_SIGNALING	phenotype_immune	108	-0.012889857454510734	0.8946662623138998	0.9389566713393404
TACSTD2	rna	CIBERSORT_Myeloid_dendritic_cell_resting	phenotype_immune	108	-0.011284515703297596	0.9077229130649278	0.9433198900478661
CLDN4	rna	CIBERSORT_Mast_cell_activated	phenotype_immune	108	0.00998707629386376	0.918293471006343	0.9450398827832267
TACSTD2	rna	CIBERSORT_T_cell_follicular_helper	phenotype_immune	108	0.0029447685650234178	0.9758701499116655	0.9930122454005506
CLDN4	rna	CIBERSORT_Myeloid_dendritic_cell_resting	phenotype_immune	108	-0.0016531113107402984	0.9864527777441499	0.9930122454005506
TACSTD2	rna	CIBERSORT_T_cell_CD8+	phenotype_immune	108	0.0008526570508642359	0.9930122454005506	0.9930122454005506
