	GEP_Tcell_inflamed	IFNG_6gene	CD8_Tcell	Cytotoxic_effector	CYT_cytolytic	TLS_12chemokine	TGFB_exclusion	Immune_general
C3L-02665	0.34818537139783107	0.7427280768486768	1.009234190492269	2.6464547362628905	2.52844460835469	0.15016770987165937	-0.38196551929986233	-0.12738503944838758
C3L-01663	0.2931466457336576	0.7830418567982158	-0.19052619482513689	0.13724212459870783	-0.08764032262849952	0.904552651400903	0.577551146815899	-0.34323591026200484
C3N-02575	-1.1959529278795482	-1.1937027412107857	-1.995940056434315	-1.127570304215429	-1.5845191345520124	-0.9170582257761682	-0.727996300087697	-1.807942417923967
C3L-02546	0.045865369281859816	-0.2484620908294956	0.7419791948997821	-0.42324009032499743	-0.18031595768033817	-0.22367699782029116	0.9672670584563945	0.2613162997511228
C3L-00965	-0.6279021618073126	-0.3910931345795624	0.04051561321781593	-0.37358066688280533	-0.5378807860705337	-0.4093374353025838	0.3759698985979509	-0.20108313332552014
C3L-02963	0.24845444933737132	-0.5609216423459253	-0.2873446064136108	-0.4947731361608086	-0.7550516984442771	0.13940019426827996	-0.24306560354567772	0.3861842397359396
C3N-04162	0.6535238705708734	0.47996627380661394	-0.07852738120775896	-0.17551601084593244	-0.2961964217119942	0.28096077298780414	-0.42493395092204395	-0.005997487527407412
C3L-02646	-0.10075897696314572	-0.30122389719234516	-0.04751615286738246	0.36435311544195687	0.06771238831832624	-0.032000195605837674	-0.21529402807768297	-0.0968362373535774
C3N-02285	-0.2832281340919766	-0.5620363595969224	-0.5610819621553125	0.055301001635776934	0.013021134530247664	-0.05837389880301136	0.14049356375843655	-0.5852587273467561
C3N-03875	0.2440942892942271	0.5466629707679594	-0.06969426255302918	0.2902417520298851	0.15208801002467753	0.04023178579431715	-0.25714853570085255	0.012361414096662825
C3N-03424	0.6839620706868333	1.2046916228265716	1.4006353667004356	0.5244811502738921	0.7700859502396267	0.8181707625249995	0.03591692497413148	1.28826596510816
C3N-01017	-0.040603877142246114	-0.05979867037335296	1.4008736931097845	0.40541782784639446	0.9089739892843907	0.30665759801879455	-0.589407613701102	0.2880479988170924
C3L-00081	-0.9535146226666608	-1.5075919635118311	-1.726417208561227	-1.1338346253048626	-1.0481753936298746	-0.7913263062336796	-0.04618771316659385	-0.9873453902537991
C3L-02649	-0.15663946970624945	-0.5417717350108594	-0.6631928745950286	-0.8769198299960417	-0.5959348950229023	0.19942371572570552	-0.11006374654903195	-0.5693755264831634
C3L-01838	-0.23669075646568927	-0.7427009032834192	-0.8119650240684848	-0.5688209367033188	-0.3664164368856345	1.349876892217202	0.3925273948071455	-0.7701822165288967
C3N-02252	0.5860653529473228	0.9839047295921194	-0.12237938287082804	0.9275115667990712	0.9263501595648185	0.3611662180364492	-0.35273446170390005	0.28945575669558854
C3L-03963	0.6575273431693321	0.1387959306197319	0.7490422067328062	0.35372185128226896	0.4399162653056505	0.11737459611840229	-0.2778327892387111	1.1833097232608578
C3N-03072	-0.3586840333416149	-0.28417794804062024	-0.9637870254563111	-0.5308080054673235	-0.67449727809442	-0.2757613874307097	0.286107748480107	-1.0098821686746051
C3L-02969	1.5966016715429419	1.4993030865953803	1.9976313099524383	2.81985782592365	3.219873152801969	1.0133221279316598	-0.3528412422805276	2.079234636851289
C3N-03662	-0.17178213678606052	-0.1987933488598541	-0.35661404661295615	-0.1781195074952882	-0.024795379274369464	-0.10424049554007496	0.07828379983067651	-0.1149766273954159
C3N-03051	-0.5168854610337212	-0.1646821058859024	-1.9784267411631933	-0.9720279064284024	-0.9204099315636888	-0.48282620518271757	0.1887657548137215	-0.7678000155457594
C3N-02434	-0.7186799075866305	-0.5465451834893195	-1.4708182930871239	-0.3399018166683465	-0.23897685089693002	-0.17835818627329397	-0.7093968565268147	-1.3159040361002483
C3L-02127	-0.46423602395270736	-0.337711904073272	-1.0079587587361674	-0.3615986817583257	-0.3748323094405447	-0.25696729656444417	-0.2995497056074872	-1.2735430098376992
C3N-02339	-0.6233996582270337	-0.6785868143750187	-0.23538140799673485	0.1052158673238421	0.06509528596625262	0.11232513586600805	1.2673247146658266	-1.138738504264999
C3L-03961	0.5597655292368962	-0.06971226448676357	1.2928170434188226	0.16882572075376137	0.363167905306768	0.2144790442992541	-0.3381635663822424	1.7602884648070762
