split	level	n	n_cohorts_spearman	rho	rho_p	I2	rho_lo	rho_hi	ols_beta	ols_se	ols_p	cohorts
quartile	Q1	19	2	0.06343108772772799	0.8763619736395966	0.0	-0.6271170755920106	0.6981503927679602	-0.1262537534226736	0.2479742560089081	0.6185835218076792	"[{""cohort"": ""GSE123902"", ""rho"": -0.7999999999999999, ""p"": 0.2000000000000001, ""n"": 4, ""mean_tnk"": 0.5674843154818162}, {""cohort"": ""GSE131907"", ""rho"": 0.3714285714285715, ""p"": 0.4684781341107872, ""n"": 6, ""mean_tnk"": 0.41074402675287086}, {""cohort"": ""GSE205335"", ""rho"": -0.2571428571428572, ""p"": 0.6227871720116619, ""n"": 6, ""mean_tnk"": 0.5089678061017268}, {""cohort"": ""GSE189357"", ""rho"": 0.5, ""p"": 0.6666666666666666, ""n"": 3, ""mean_tnk"": 0.5862813308640463}]"
quartile	Q4	16	2	0.7022427939922146	0.1431934646012887	42.02799483432477	-0.28703554645850565	0.9666658439948221	0.2398828873286092	0.22170037766330586	0.3023958732248433	"[{""cohort"": ""GSE123902"", ""rho"": -1.0, ""p"": 0.0, ""n"": 3, ""mean_tnk"": 0.24465159582942078}, {""cohort"": ""GSE131907"", ""rho"": 0.19999999999999998, ""p"": 0.7470600781046621, ""n"": 5, ""mean_tnk"": 0.17334021471935618}, {""cohort"": ""GSE205335"", ""rho"": 0.8857142857142858, ""p"": 0.01884548104956266, ""n"": 6, ""mean_tnk"": 0.20553508956328778}, {""cohort"": ""GSE189357"", ""rho"": NaN, ""p"": NaN, ""n"": 2, ""mean_tnk"": 0.31209254033783745}]"
median	low	34	4	-0.2916100424803747	0.15893889010177686	0.0	-0.6157921388574813	0.11700992478867575	-0.2068799502792975	0.14839011909745364	0.173859345836037	"[{""cohort"": ""GSE123902"", ""rho"": -0.42857142857142866, ""p"": 0.3373683110858243, ""n"": 7, ""mean_tnk"": 0.519484407964918}, {""cohort"": ""GSE131907"", ""rho"": -0.13636363636363638, ""p"": 0.6893090205863619, ""n"": 11, ""mean_tnk"": 0.3648576688875655}, {""cohort"": ""GSE205335"", ""rho"": -0.4090909090909091, ""p"": 0.21154501034209602, ""n"": 11, ""mean_tnk"": 0.4605629253361197}, {""cohort"": ""GSE189357"", ""rho"": -0.09999999999999999, ""p"": 0.8728885715695384, ""n"": 5, ""mean_tnk"": 0.5611673913613953}]"
median	high	31	3	0.401621583640736	0.2806243054783052	61.32745235533507	-0.3341958167143243	0.8332594730680715	0.31481466872363595	0.18014099322946325	0.09233562733743335	"[{""cohort"": ""GSE123902"", ""rho"": -0.5428571428571429, ""p"": 0.26570262390670546, ""n"": 6, ""mean_tnk"": 0.28954092356307753}, {""cohort"": ""GSE131907"", ""rho"": 0.5515151515151515, ""p"": 0.09840117666963498, ""n"": 10, ""mean_tnk"": 0.1795548553339092}, {""cohort"": ""GSE205335"", ""rho"": 0.7272727272727273, ""p"": 0.011204967253592074, ""n"": 11, ""mean_tnk"": 0.3038125288350668}, {""cohort"": ""GSE189357"", ""rho"": -0.7999999999999999, ""p"": 0.2000000000000001, ""n"": 4, ""mean_tnk"": 0.4478215196588985}]"
