dropped	n	proportion	c	c_prime	indirect
GSE123902	52	10.384313776723692	-0.023823782224043508	0.22356984773875221	-0.24739362996279998
GSE131907	44	6.074266271583683	-0.02491586194377257	0.12642971788871557	-0.1513455798324932
GSE205335	43	1.2703848834335216	-0.25883312887614335	0.06998456537991019	-0.32881769425605306
GSE189357	56	3.9984999959719776	-0.05764935639312071	0.1728615949125598	-0.23051095130568025
